"plh0206i06","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2005","Baden-Württemberg","lower secondary degree","152","0.186596227377129","0.16052815202341","0.212664302730847"
"5 on scale 1-7","2005","Baden-Württemberg","secondary school degree","109","0.207470358695016","0.174554923644358","0.240385793745673"
"5 on scale 1-7","2005","Baden-Württemberg","college entrance qualification","146","0.240702849822713","0.206580735321348","0.274824964324078"
"5 on scale 1-7","2005","Baden-Württemberg","Other degree","43","0.197272198109135","0.149540206614837","0.245004189603434"
"5 on scale 1-7","2005","Baden-Württemberg","no degree/no degree yet","29","","",""
"5 on scale 1-7","2005","Bavaria","lower secondary degree","256","0.216380801765624","0.192876189846257","0.239885413684991"
"5 on scale 1-7","2005","Bavaria","secondary school degree","149","0.193130592295066","0.163991186363253","0.222269998226878"
"5 on scale 1-7","2005","Bavaria","college entrance qualification","186","0.217476839293863","0.187068444814651","0.247885233773076"
"5 on scale 1-7","2005","Bavaria","Other degree","26","","",""
"5 on scale 1-7","2005","Bavaria","no degree/no degree yet","33","0.286758557059292","0.202244640833829","0.371272473284756"
"5 on scale 1-7","2005","Berlin","lower secondary degree","29","","",""
"5 on scale 1-7","2005","Berlin","secondary school degree","49","0.168094727543659","0.121832641240431","0.214356813846887"
"5 on scale 1-7","2005","Berlin","college entrance qualification","72","0.286041134824255","0.232918875873016","0.339163393775493"
"5 on scale 1-7","2005","Berlin","Other degree","5","","",""
"5 on scale 1-7","2005","Berlin","no degree/no degree yet","5","","",""
"5 on scale 1-7","2005","Brandenburg","lower secondary degree","41","0.188045547937449","0.137980167121114","0.238110928753784"
"5 on scale 1-7","2005","Brandenburg","secondary school degree","69","0.191571031463964","0.152413249788593","0.230728813139336"
"5 on scale 1-7","2005","Brandenburg","college entrance qualification","48","0.263087448925896","0.203393131643549","0.322781766208243"
"5 on scale 1-7","2005","Brandenburg","Other degree","1","","",""
"5 on scale 1-7","2005","Brandenburg","no degree/no degree yet","11","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","lower secondary degree","30","0.259784774778211","0.184691974922051","0.334877574634371"
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","secondary school degree","49","0.18222368066977","0.132973053873368","0.231474307466172"
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","college entrance qualification","19","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","Other degree","2","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"5 on scale 1-7","2005","Saxony","lower secondary degree","76","0.176721623937998","0.139010453049412","0.214432794826584"
"5 on scale 1-7","2005","Saxony","secondary school degree","165","0.227362893591015","0.196619871310877","0.258105915871154"
"5 on scale 1-7","2005","Saxony","college entrance qualification","86","0.264428437678089","0.217549778941138","0.31130709641504"
"5 on scale 1-7","2005","Saxony","Other degree","","","",""
"5 on scale 1-7","2005","Saxony","no degree/no degree yet","10","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","lower secondary degree","49","0.197351809216624","0.150733958482364","0.243969659950883"
"5 on scale 1-7","2005","Saxony-Anhalt","secondary school degree","75","0.177165001335383","0.13766962916921","0.216660373501556"
"5 on scale 1-7","2005","Saxony-Anhalt","college entrance qualification","43","0.172138452656767","0.119017601039556","0.225259304273979"
"5 on scale 1-7","2005","Saxony-Anhalt","Other degree","","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","no degree/no degree yet","7","","",""
"5 on scale 1-7","2005","Thuringia","lower secondary degree","70","0.226075984509635","0.178098989557296","0.274052979461974"
"5 on scale 1-7","2005","Thuringia","secondary school degree","101","0.287406190694799","0.242606590388288","0.33220579100131"
"5 on scale 1-7","2005","Thuringia","college entrance qualification","42","0.222971800202793","0.158875355011675","0.287068245393912"
"5 on scale 1-7","2005","Thuringia","Other degree","1","","",""
"5 on scale 1-7","2005","Thuringia","no degree/no degree yet","6","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","lower secondary degree","83","0.315572988266053","0.258753801816758","0.372392174715348"
"6 on scale 1-7","2005","Schleswig-Holstein","secondary school degree","54","0.35877481741399","0.286461048061599","0.43108858676638"
"6 on scale 1-7","2005","Schleswig-Holstein","college entrance qualification","42","0.303657871312458","0.232628370908584","0.374687371716331"
"6 on scale 1-7","2005","Schleswig-Holstein","Other degree","6","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","no degree/no degree yet","8","","",""
"6 on scale 1-7","2005","Hamburg","lower secondary degree","25","","",""
"6 on scale 1-7","2005","Hamburg","secondary school degree","43","0.536185698088792","0.431396107004767","0.640975289172818"
"6 on scale 1-7","2005","Hamburg","college entrance qualification","38","0.323458493644128","0.235233280519337","0.411683706768919"
"6 on scale 1-7","2005","Hamburg","Other degree","6","","",""
"6 on scale 1-7","2005","Hamburg","no degree/no degree yet","6","","",""
"6 on scale 1-7","2005","Lower Saxony","lower secondary degree","143","0.239393682568076","0.206282548287809","0.272504816848343"
"6 on scale 1-7","2005","Lower Saxony","secondary school degree","145","0.271023685837258","0.233464403486876","0.30858296818764"
"6 on scale 1-7","2005","Lower Saxony","college entrance qualification","115","0.317708204566943","0.272251823457255","0.363164585676631"
"6 on scale 1-7","2005","Lower Saxony","Other degree","20","","",""
"6 on scale 1-7","2005","Lower Saxony","no degree/no degree yet","15","","",""
"6 on scale 1-7","2005","Bremen","lower secondary degree","6","","",""
"6 on scale 1-7","2005","Bremen","secondary school degree","14","","",""
"6 on scale 1-7","2005","Bremen","college entrance qualification","13","","",""
"6 on scale 1-7","2005","Bremen","Other degree","1","","",""
"6 on scale 1-7","2005","Bremen","no degree/no degree yet","3","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","lower secondary degree","363","0.224806417701354","0.203970370094497","0.24564246530821"
"6 on scale 1-7","2005","North Rhine-Westphalia","secondary school degree","216","0.225059611281751","0.198433047883994","0.251686174679507"
"6 on scale 1-7","2005","North Rhine-Westphalia","college entrance qualification","373","0.287416580607154","0.262237726244595","0.312595434969713"
"6 on scale 1-7","2005","North Rhine-Westphalia","Other degree","57","0.163704723415988","0.122648289832761","0.204761156999214"
"6 on scale 1-7","2005","North Rhine-Westphalia","no degree/no degree yet","54","0.261154712571943","0.201885036900682","0.320424388243204"
"6 on scale 1-7","2005","Hesse","lower secondary degree","95","0.215866091584882","0.17697938218053","0.254752800989235"
"6 on scale 1-7","2005","Hesse","secondary school degree","77","0.240133284587234","0.194927301069103","0.285339268105365"
"6 on scale 1-7","2005","Hesse","college entrance qualification","141","0.31917966042165","0.273723654435908","0.364635666407392"
"6 on scale 1-7","2005","Hesse","Other degree","22","","",""
"6 on scale 1-7","2005","Hesse","no degree/no degree yet","12","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","lower secondary degree","135","0.239306307286572","0.204553428191827","0.274059186381317"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","secondary school degree","59","0.273864319229808","0.219969523250018","0.327759115209599"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","college entrance qualification","67","0.255462565959982","0.20040126431435","0.310523867605614"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","Other degree","29","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","12","","",""
"6 on scale 1-7","2005","Baden-Württemberg","lower secondary degree","183","0.184626068687608","0.158664593323033","0.210587544052183"
"6 on scale 1-7","2005","Baden-Württemberg","secondary school degree","165","0.244134183976343","0.209264303147677","0.27900406480501"
"6 on scale 1-7","2005","Baden-Württemberg","college entrance qualification","192","0.299051389025624","0.262508284793289","0.335594493257959"
"6 on scale 1-7","2005","Baden-Württemberg","Other degree","61","0.20331732453503","0.155042318137754","0.251592330932306"
"6 on scale 1-7","2005","Baden-Württemberg","no degree/no degree yet","31","0.196928255102181","0.133914760548978","0.259941749655384"
"6 on scale 1-7","2005","Bavaria","lower secondary degree","339","0.271471022623693","0.246086070817512","0.296855974429874"
"6 on scale 1-7","2005","Bavaria","secondary school degree","212","0.322622980474339","0.288115248875331","0.357130712073347"
"6 on scale 1-7","2005","Bavaria","college entrance qualification","226","0.319160498347403","0.284799535576983","0.353521461117823"
"6 on scale 1-7","2005","Bavaria","Other degree","36","0.211986756858359","0.145461706288186","0.278511807428532"
"6 on scale 1-7","2005","Bavaria","no degree/no degree yet","32","0.246699795622913","0.166139660511732","0.327259930734095"
"6 on scale 1-7","2005","Berlin","lower secondary degree","25","","",""
"6 on scale 1-7","2005","Berlin","secondary school degree","62","0.25575076754653","0.2017774764132","0.309724058679861"
"6 on scale 1-7","2005","Berlin","college entrance qualification","78","0.255833986218906","0.204543156116495","0.307124816321317"
"6 on scale 1-7","2005","Berlin","Other degree","10","","",""
"6 on scale 1-7","2005","Berlin","no degree/no degree yet","8","","",""
"6 on scale 1-7","2005","Brandenburg","lower secondary degree","54","0.22198837142584","0.168740982169484","0.275235760682196"
"6 on scale 1-7","2005","Brandenburg","secondary school degree","105","0.259910229113304","0.216270091129331","0.303550367097278"
"6 on scale 1-7","2005","Brandenburg","college entrance qualification","57","0.254275110467096","0.19523920984156","0.313311011092632"
"6 on scale 1-7","2005","Brandenburg","Other degree","","","",""
"6 on scale 1-7","2005","Brandenburg","no degree/no degree yet","6","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","lower secondary degree","37","0.217412364176445","0.146777184602192","0.288047543750697"
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","secondary school degree","63","0.223067797586213","0.16995464373931","0.276180951433116"
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","college entrance qualification","24","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","Other degree","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"6 on scale 1-7","2005","Saxony","lower secondary degree","97","0.237626113221246","0.195545418202388","0.279706808240104"
"6 on scale 1-7","2005","Saxony","secondary school degree","165","0.227975802582009","0.197203583334109","0.258748021829909"
"6 on scale 1-7","2005","Saxony","college entrance qualification","101","0.279986535714699","0.232261362320979","0.327711709108419"
"6 on scale 1-7","2005","Saxony","Other degree","2","","",""
"6 on scale 1-7","2005","Saxony","no degree/no degree yet","6","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","lower secondary degree","52","0.145361607472909","0.104077287717782","0.186645927228036"
"6 on scale 1-7","2005","Saxony-Anhalt","secondary school degree","94","0.23727680437621","0.19327079508082","0.2812828136716"
"6 on scale 1-7","2005","Saxony-Anhalt","college entrance qualification","66","0.318290343708041","0.252742459095965","0.383838228320117"
"6 on scale 1-7","2005","Saxony-Anhalt","Other degree","","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","no degree/no degree yet","6","","",""
"6 on scale 1-7","2005","Thuringia","lower secondary degree","81","0.262156962559997","0.211711819815849","0.312602105304145"
"6 on scale 1-7","2005","Thuringia","secondary school degree","117","0.271677611025541","0.22764303566871","0.315712186382373"
"6 on scale 1-7","2005","Thuringia","college entrance qualification","58","0.357260176009267","0.283469669327601","0.431050682690933"
"6 on scale 1-7","2005","Thuringia","Other degree","","","",""
"6 on scale 1-7","2005","Thuringia","no degree/no degree yet","3","","",""
"7 Strongly agree","2005","Schleswig-Holstein","lower secondary degree","64","0.24846840055343","0.195637169020586","0.301299632086274"
"7 Strongly agree","2005","Schleswig-Holstein","secondary school degree","33","0.168098301017344","0.111718647010473","0.224477955024215"
"7 Strongly agree","2005","Schleswig-Holstein","college entrance qualification","36","0.206805131778454","0.144243832937073","0.269366430619835"
"7 Strongly agree","2005","Schleswig-Holstein","Other degree","6","","",""
"7 Strongly agree","2005","Schleswig-Holstein","no degree/no degree yet","5","","",""
"7 Strongly agree","2005","Hamburg","lower secondary degree","19","","",""
"7 Strongly agree","2005","Hamburg","secondary school degree","10","","",""
"7 Strongly agree","2005","Hamburg","college entrance qualification","18","","",""
"7 Strongly agree","2005","Hamburg","Other degree","4","","",""
"7 Strongly agree","2005","Hamburg","no degree/no degree yet","2","","",""
"7 Strongly agree","2005","Lower Saxony","lower secondary degree","155","0.243650686113828","0.210340061244703","0.276961310982953"
"7 Strongly agree","2005","Lower Saxony","secondary school degree","118","0.24176718837607","0.205588158258138","0.277946218494003"
"7 Strongly agree","2005","Lower Saxony","college entrance qualification","92","0.209378292101367","0.169654951721681","0.249101632481054"
"7 Strongly agree","2005","Lower Saxony","Other degree","23","","",""
"7 Strongly agree","2005","Lower Saxony","no degree/no degree yet","14","","",""
"7 Strongly agree","2005","Bremen","lower secondary degree","13","","",""
"7 Strongly agree","2005","Bremen","secondary school degree","11","","",""
"7 Strongly agree","2005","Bremen","college entrance qualification","13","","",""
"7 Strongly agree","2005","Bremen","Other degree","4","","",""
"7 Strongly agree","2005","Bremen","no degree/no degree yet","2","","",""
"7 Strongly agree","2005","North Rhine-Westphalia","lower secondary degree","404","0.252977789061226","0.231280081184144","0.274675496938309"
