"pgnation","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"47","1984","Employed","vocational + Abi","","","",""
"47","1984","Employed","higher vocational","","","",""
"47","1984","Employed","higher education","","","",""
"48","1984","Not Employed","in school","","","",""
"48","1984","Not Employed","inadequately","","","",""
"48","1984","Not Employed","general elemantary","","","",""
"48","1984","Not Employed","middle vocational","","","",""
"48","1984","Not Employed","vocational + Abi","","","",""
"48","1984","Not Employed","higher vocational","","","",""
"48","1984","Not Employed","higher education","","","",""
"48","1984","Employed","in school","","","",""
"48","1984","Employed","inadequately","","","",""
"48","1984","Employed","general elemantary","","","",""
"48","1984","Employed","middle vocational","","","",""
"48","1984","Employed","vocational + Abi","","","",""
"48","1984","Employed","higher vocational","","","",""
"48","1984","Employed","higher education","","","",""
"49","1984","Not Employed","in school","","","",""
"49","1984","Not Employed","inadequately","","","",""
"49","1984","Not Employed","general elemantary","","","",""
"49","1984","Not Employed","middle vocational","","","",""
"49","1984","Not Employed","vocational + Abi","","","",""
"49","1984","Not Employed","higher vocational","","","",""
"49","1984","Not Employed","higher education","","","",""
"49","1984","Employed","in school","","","",""
"49","1984","Employed","inadequately","","","",""
"49","1984","Employed","general elemantary","","","",""
"49","1984","Employed","middle vocational","","","",""
"49","1984","Employed","vocational + Abi","","","",""
"49","1984","Employed","higher vocational","","","",""
"49","1984","Employed","higher education","","","",""
"50","1984","Not Employed","in school","","","",""
"50","1984","Not Employed","inadequately","","","",""
"50","1984","Not Employed","general elemantary","","","",""
"50","1984","Not Employed","middle vocational","","","",""
"50","1984","Not Employed","vocational + Abi","","","",""
"50","1984","Not Employed","higher vocational","","","",""
"50","1984","Not Employed","higher education","","","",""
"50","1984","Employed","in school","","","",""
"50","1984","Employed","inadequately","","","",""
"50","1984","Employed","general elemantary","","","",""
"50","1984","Employed","middle vocational","","","",""
"50","1984","Employed","vocational + Abi","","","",""
"50","1984","Employed","higher vocational","","","",""
"50","1984","Employed","higher education","","","",""
"51","1984","Not Employed","in school","","","",""
"51","1984","Not Employed","inadequately","","","",""
"51","1984","Not Employed","general elemantary","","","",""
"51","1984","Not Employed","middle vocational","","","",""
"51","1984","Not Employed","vocational + Abi","","","",""
"51","1984","Not Employed","higher vocational","","","",""
"51","1984","Not Employed","higher education","","","",""
"51","1984","Employed","in school","","","",""
"51","1984","Employed","inadequately","","","",""
"51","1984","Employed","general elemantary","","","",""
"51","1984","Employed","middle vocational","","","",""
"51","1984","Employed","vocational + Abi","","","",""
"51","1984","Employed","higher vocational","","","",""
"51","1984","Employed","higher education","","","",""
"52","1984","Not Employed","in school","","","",""
"52","1984","Not Employed","inadequately","","","",""
"52","1984","Not Employed","general elemantary","","","",""
"52","1984","Not Employed","middle vocational","","","",""
"52","1984","Not Employed","vocational + Abi","","","",""
"52","1984","Not Employed","higher vocational","","","",""
"52","1984","Not Employed","higher education","","","",""
"52","1984","Employed","in school","","","",""
"52","1984","Employed","inadequately","","","",""
"52","1984","Employed","general elemantary","","","",""
"52","1984","Employed","middle vocational","","","",""
"52","1984","Employed","vocational + Abi","","","",""
"52","1984","Employed","higher vocational","","","",""
"52","1984","Employed","higher education","","","",""
"53","1984","Not Employed","in school","","","",""
"53","1984","Not Employed","inadequately","","","",""
"53","1984","Not Employed","general elemantary","","","",""
"53","1984","Not Employed","middle vocational","","","",""
"53","1984","Not Employed","vocational + Abi","","","",""
"53","1984","Not Employed","higher vocational","","","",""
"53","1984","Not Employed","higher education","","","",""
"53","1984","Employed","in school","","","",""
"53","1984","Employed","inadequately","","","",""
"53","1984","Employed","general elemantary","","","",""
"53","1984","Employed","middle vocational","","","",""
"53","1984","Employed","vocational + Abi","","","",""
"53","1984","Employed","higher vocational","","","",""
"53","1984","Employed","higher education","","","",""
"54","1984","Not Employed","in school","","","",""
"54","1984","Not Employed","inadequately","","","",""
"54","1984","Not Employed","general elemantary","","","",""
"54","1984","Not Employed","middle vocational","","","",""
"54","1984","Not Employed","vocational + Abi","","","",""
"54","1984","Not Employed","higher vocational","","","",""
"54","1984","Not Employed","higher education","","","",""
"54","1984","Employed","in school","","","",""
"54","1984","Employed","inadequately","","","",""
"54","1984","Employed","general elemantary","","","",""
"54","1984","Employed","middle vocational","","","",""
"54","1984","Employed","vocational + Abi","","","",""
"54","1984","Employed","higher vocational","","","",""
"54","1984","Employed","higher education","","","",""
"55","1984","Not Employed","in school","","","",""
"55","1984","Not Employed","inadequately","","","",""
"55","1984","Not Employed","general elemantary","","","",""
"55","1984","Not Employed","middle vocational","","","",""
"55","1984","Not Employed","vocational + Abi","","","",""
"55","1984","Not Employed","higher vocational","","","",""
"55","1984","Not Employed","higher education","","","",""
"55","1984","Employed","in school","","","",""
"55","1984","Employed","inadequately","","","",""
"55","1984","Employed","general elemantary","","","",""
"55","1984","Employed","middle vocational","","","",""
"55","1984","Employed","vocational + Abi","","","",""
"55","1984","Employed","higher vocational","","","",""
"55","1984","Employed","higher education","","","",""
"56","1984","Not Employed","in school","","","",""
"56","1984","Not Employed","inadequately","","","",""
"56","1984","Not Employed","general elemantary","","","",""
"56","1984","Not Employed","middle vocational","","","",""
"56","1984","Not Employed","vocational + Abi","","","",""
"56","1984","Not Employed","higher vocational","","","",""
"56","1984","Not Employed","higher education","","","",""
"56","1984","Employed","in school","","","",""
"56","1984","Employed","inadequately","","","",""
"56","1984","Employed","general elemantary","","","",""
"56","1984","Employed","middle vocational","","","",""
"56","1984","Employed","vocational + Abi","","","",""
"56","1984","Employed","higher vocational","","","",""
"56","1984","Employed","higher education","","","",""
"59","1984","Not Employed","in school","","","",""
"59","1984","Not Employed","inadequately","","","",""
"59","1984","Not Employed","general elemantary","","","",""
"59","1984","Not Employed","middle vocational","","","",""
"59","1984","Not Employed","vocational + Abi","","","",""
"59","1984","Not Employed","higher vocational","","","",""
"59","1984","Not Employed","higher education","","","",""
"59","1984","Employed","in school","","","",""
"59","1984","Employed","inadequately","","","",""
"59","1984","Employed","general elemantary","","","",""
"59","1984","Employed","middle vocational","","","",""
"59","1984","Employed","vocational + Abi","","","",""
"59","1984","Employed","higher vocational","","","",""
"59","1984","Employed","higher education","","","",""
"60","1984","Not Employed","in school","","","",""
"60","1984","Not Employed","inadequately","","","",""
"60","1984","Not Employed","general elemantary","","","",""
"60","1984","Not Employed","middle vocational","","","",""
"60","1984","Not Employed","vocational + Abi","","","",""
"60","1984","Not Employed","higher vocational","","","",""
"60","1984","Not Employed","higher education","","","",""
"60","1984","Employed","in school","","","",""
"60","1984","Employed","inadequately","","","",""
"60","1984","Employed","general elemantary","","","",""
"60","1984","Employed","middle vocational","","","",""
"60","1984","Employed","vocational + Abi","","","",""
"60","1984","Employed","higher vocational","","","",""
"60","1984","Employed","higher education","","","",""
"61","1984","Not Employed","in school","","","",""
"61","1984","Not Employed","inadequately","","","",""
"61","1984","Not Employed","general elemantary","","","",""
"61","1984","Not Employed","middle vocational","","","",""
"61","1984","Not Employed","vocational + Abi","","","",""
"61","1984","Not Employed","higher vocational","","","",""
"61","1984","Not Employed","higher education","","","",""
"61","1984","Employed","in school","","","",""
"61","1984","Employed","inadequately","","","",""
"61","1984","Employed","general elemantary","","","",""
"61","1984","Employed","middle vocational","","","",""
"61","1984","Employed","vocational + Abi","","","",""
"61","1984","Employed","higher vocational","","","",""
"61","1984","Employed","higher education","","","",""
"64","1984","Not Employed","in school","","","",""
"64","1984","Not Employed","inadequately","","","",""
"64","1984","Not Employed","general elemantary","","","",""
"64","1984","Not Employed","middle vocational","","","",""
"64","1984","Not Employed","vocational + Abi","","","",""
