"pgnation","year","migback","n","percent","lower_confidence","upper_confidence"
"148","1985","no migration background","","","",""
"148","1985","direct migration background","","","",""
"148","1985","indirect migration background","","","",""
"149","1985","no migration background","","","",""
"149","1985","direct migration background","","","",""
"149","1985","indirect migration background","","","",""
"151","1985","no migration background","","","",""
"151","1985","direct migration background","","","",""
"151","1985","indirect migration background","","","",""
"152","1985","no migration background","","","",""
"152","1985","direct migration background","","","",""
"152","1985","indirect migration background","","","",""
"154","1985","no migration background","","","",""
"154","1985","direct migration background","","","",""
"154","1985","indirect migration background","","","",""
"155","1985","no migration background","","","",""
"155","1985","direct migration background","","","",""
"155","1985","indirect migration background","","","",""
"156","1985","no migration background","","","",""
"156","1985","direct migration background","","","",""
"156","1985","indirect migration background","","","",""
"158","1985","no migration background","","","",""
"158","1985","direct migration background","","","",""
"158","1985","indirect migration background","","","",""
"162","1985","no migration background","","","",""
"162","1985","direct migration background","","","",""
