"pgnation","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"123","1985","direct migration background","Urban Area","","","",""
"123","1985","direct migration background","Rural Area","","","",""
"123","1985","indirect migration background","Urban Area","","","",""
"123","1985","indirect migration background","Rural Area","","","",""
"124","1985","no migration background","Urban Area","","","",""
"124","1985","no migration background","Rural Area","","","",""
"124","1985","direct migration background","Urban Area","","","",""
"124","1985","direct migration background","Rural Area","","","",""
"124","1985","indirect migration background","Urban Area","","","",""
"124","1985","indirect migration background","Rural Area","","","",""
"125","1985","no migration background","Urban Area","","","",""
"125","1985","no migration background","Rural Area","","","",""
"125","1985","direct migration background","Urban Area","","","",""
"125","1985","direct migration background","Rural Area","","","",""
"125","1985","indirect migration background","Urban Area","","","",""
"125","1985","indirect migration background","Rural Area","","","",""
"127","1985","no migration background","Urban Area","","","",""
"127","1985","no migration background","Rural Area","","","",""
"127","1985","direct migration background","Urban Area","","","",""
"127","1985","direct migration background","Rural Area","","","",""
"127","1985","indirect migration background","Urban Area","","","",""
"127","1985","indirect migration background","Rural Area","","","",""
"128","1985","no migration background","Urban Area","","","",""
"128","1985","no migration background","Rural Area","","","",""
"128","1985","direct migration background","Urban Area","","","",""
"128","1985","direct migration background","Rural Area","","","",""
"128","1985","indirect migration background","Urban Area","","","",""
"128","1985","indirect migration background","Rural Area","","","",""
"129","1985","no migration background","Urban Area","","","",""
"129","1985","no migration background","Rural Area","","","",""
"129","1985","direct migration background","Urban Area","","","",""
"129","1985","direct migration background","Rural Area","","","",""
"129","1985","indirect migration background","Urban Area","","","",""
"129","1985","indirect migration background","Rural Area","","","",""
"130","1985","no migration background","Urban Area","","","",""
"130","1985","no migration background","Rural Area","","","",""
"130","1985","direct migration background","Urban Area","","","",""
"130","1985","direct migration background","Rural Area","","","",""
"130","1985","indirect migration background","Urban Area","","","",""
"130","1985","indirect migration background","Rural Area","","","",""
"131","1985","no migration background","Urban Area","","","",""
"131","1985","no migration background","Rural Area","","","",""
"131","1985","direct migration background","Urban Area","","","",""
"131","1985","direct migration background","Rural Area","","","",""
"131","1985","indirect migration background","Urban Area","","","",""
"131","1985","indirect migration background","Rural Area","","","",""
"132","1985","no migration background","Urban Area","","","",""
"132","1985","no migration background","Rural Area","","","",""
"132","1985","direct migration background","Urban Area","","","",""
"132","1985","direct migration background","Rural Area","","","",""
"132","1985","indirect migration background","Urban Area","","","",""
"132","1985","indirect migration background","Rural Area","","","",""
"133","1985","no migration background","Urban Area","","","",""
"133","1985","no migration background","Rural Area","","","",""
"133","1985","direct migration background","Urban Area","","","",""
"133","1985","direct migration background","Rural Area","","","",""
"133","1985","indirect migration background","Urban Area","","","",""
"133","1985","indirect migration background","Rural Area","","","",""
"135","1985","no migration background","Urban Area","","","",""
"135","1985","no migration background","Rural Area","","","",""
"135","1985","direct migration background","Urban Area","","","",""
"135","1985","direct migration background","Rural Area","","","",""
"135","1985","indirect migration background","Urban Area","","","",""
"135","1985","indirect migration background","Rural Area","","","",""
"138","1985","no migration background","Urban Area","","","",""
"138","1985","no migration background","Rural Area","","","",""
"138","1985","direct migration background","Urban Area","","","",""
"138","1985","direct migration background","Rural Area","","","",""
"138","1985","indirect migration background","Urban Area","","","",""
"138","1985","indirect migration background","Rural Area","","","",""
"139","1985","no migration background","Urban Area","","","",""
"139","1985","no migration background","Rural Area","","","",""
"139","1985","direct migration background","Urban Area","","","",""
"139","1985","direct migration background","Rural Area","","","",""
