"pgnation","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"128","1984","indirect migration background","West Germany","","","",""
"128","1984","indirect migration background","East Germany","","","",""
"129","1984","no migration background","West Germany","","","",""
"129","1984","no migration background","East Germany","","","",""
"129","1984","direct migration background","West Germany","","","",""
"129","1984","direct migration background","East Germany","","","",""
"129","1984","indirect migration background","West Germany","","","",""
"129","1984","indirect migration background","East Germany","","","",""
"130","1984","no migration background","West Germany","","","",""
"130","1984","no migration background","East Germany","","","",""
"130","1984","direct migration background","West Germany","","","",""
"130","1984","direct migration background","East Germany","","","",""
"130","1984","indirect migration background","West Germany","","","",""
"130","1984","indirect migration background","East Germany","","","",""
"131","1984","no migration background","West Germany","","","",""
"131","1984","no migration background","East Germany","","","",""
"131","1984","direct migration background","West Germany","","","",""
"131","1984","direct migration background","East Germany","","","",""
"131","1984","indirect migration background","West Germany","","","",""
"131","1984","indirect migration background","East Germany","","","",""
"132","1984","no migration background","West Germany","","","",""
"132","1984","no migration background","East Germany","","","",""
"132","1984","direct migration background","West Germany","","","",""
"132","1984","direct migration background","East Germany","","","",""
"132","1984","indirect migration background","West Germany","","","",""
"132","1984","indirect migration background","East Germany","","","",""
"133","1984","no migration background","West Germany","","","",""
