"pgnation","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"47","1985","higher vocational","Urban Area","","","",""
"47","1985","higher vocational","Rural Area","","","",""
"47","1985","higher education","Urban Area","","","",""
"47","1985","higher education","Rural Area","","","",""
"48","1985","in school","Urban Area","","","",""
"48","1985","in school","Rural Area","","","",""
"48","1985","inadequately","Urban Area","","","",""
"48","1985","inadequately","Rural Area","","","",""
"48","1985","general elemantary","Urban Area","","","",""
"48","1985","general elemantary","Rural Area","","","",""
"48","1985","middle vocational","Urban Area","","","",""
"48","1985","middle vocational","Rural Area","","","",""
"48","1985","vocational + Abi","Urban Area","","","",""
"48","1985","vocational + Abi","Rural Area","","","",""
"48","1985","higher vocational","Urban Area","","","",""
"48","1985","higher vocational","Rural Area","","","",""
"48","1985","higher education","Urban Area","","","",""
"48","1985","higher education","Rural Area","","","",""
"49","1985","in school","Urban Area","","","",""
"49","1985","in school","Rural Area","","","",""
"49","1985","inadequately","Urban Area","","","",""
"49","1985","inadequately","Rural Area","","","",""
"49","1985","general elemantary","Urban Area","","","",""
"49","1985","general elemantary","Rural Area","","","",""
"49","1985","middle vocational","Urban Area","","","",""
"49","1985","middle vocational","Rural Area","","","",""
"49","1985","vocational + Abi","Urban Area","","","",""
"49","1985","vocational + Abi","Rural Area","","","",""
"49","1985","higher vocational","Urban Area","","","",""
"49","1985","higher vocational","Rural Area","","","",""
"49","1985","higher education","Urban Area","","","",""
"49","1985","higher education","Rural Area","","","",""
"50","1985","in school","Urban Area","","","",""
"50","1985","in school","Rural Area","","","",""
"50","1985","inadequately","Urban Area","","","",""
"50","1985","inadequately","Rural Area","","","",""
"50","1985","general elemantary","Urban Area","","","",""
"50","1985","general elemantary","Rural Area","","","",""
"50","1985","middle vocational","Urban Area","","","",""
"50","1985","middle vocational","Rural Area","","","",""
"50","1985","vocational + Abi","Urban Area","","","",""
"50","1985","vocational + Abi","Rural Area","","","",""
"50","1985","higher vocational","Urban Area","","","",""
"50","1985","higher vocational","Rural Area","","","",""
"50","1985","higher education","Urban Area","","","",""
"50","1985","higher education","Rural Area","","","",""
"51","1985","in school","Urban Area","","","",""
"51","1985","in school","Rural Area","","","",""
"51","1985","inadequately","Urban Area","","","",""
"51","1985","inadequately","Rural Area","","","",""
"51","1985","general elemantary","Urban Area","","","",""
"51","1985","general elemantary","Rural Area","","","",""
"51","1985","middle vocational","Urban Area","","","",""
"51","1985","middle vocational","Rural Area","","","",""
"51","1985","vocational + Abi","Urban Area","","","",""
"51","1985","vocational + Abi","Rural Area","","","",""
"51","1985","higher vocational","Urban Area","","","",""
"51","1985","higher vocational","Rural Area","","","",""
"51","1985","higher education","Urban Area","","","",""
"51","1985","higher education","Rural Area","","","",""
"52","1985","in school","Urban Area","","","",""
"52","1985","in school","Rural Area","","","",""
"52","1985","inadequately","Urban Area","","","",""
"52","1985","inadequately","Rural Area","","","",""
"52","1985","general elemantary","Urban Area","","","",""
"52","1985","general elemantary","Rural Area","","","",""
"52","1985","middle vocational","Urban Area","","","",""
"52","1985","middle vocational","Rural Area","","","",""
"52","1985","vocational + Abi","Urban Area","","","",""
"52","1985","vocational + Abi","Rural Area","","","",""
"52","1985","higher vocational","Urban Area","","","",""
"52","1985","higher vocational","Rural Area","","","",""
"52","1985","higher education","Urban Area","","","",""
"52","1985","higher education","Rural Area","","","",""
"53","1985","in school","Urban Area","","","",""
"53","1985","in school","Rural Area","","","",""
"53","1985","inadequately","Urban Area","","","",""
"53","1985","inadequately","Rural Area","","","",""
"53","1985","general elemantary","Urban Area","","","",""
"53","1985","general elemantary","Rural Area","","","",""
"53","1985","middle vocational","Urban Area","","","",""
"53","1985","middle vocational","Rural Area","","","",""
"53","1985","vocational + Abi","Urban Area","","","",""
"53","1985","vocational + Abi","Rural Area","","","",""
"53","1985","higher vocational","Urban Area","","","",""
"53","1985","higher vocational","Rural Area","","","",""
"53","1985","higher education","Urban Area","","","",""
"53","1985","higher education","Rural Area","","","",""
"54","1985","in school","Urban Area","","","",""
"54","1985","in school","Rural Area","","","",""
"54","1985","inadequately","Urban Area","","","",""
"54","1985","inadequately","Rural Area","","","",""
"54","1985","general elemantary","Urban Area","","","",""
"54","1985","general elemantary","Rural Area","","","",""
"54","1985","middle vocational","Urban Area","","","",""
"54","1985","middle vocational","Rural Area","","","",""
"54","1985","vocational + Abi","Urban Area","","","",""
"54","1985","vocational + Abi","Rural Area","","","",""
"54","1985","higher vocational","Urban Area","","","",""
"54","1985","higher vocational","Rural Area","","","",""
"54","1985","higher education","Urban Area","","","",""
"54","1985","higher education","Rural Area","","","",""
"55","1985","in school","Urban Area","","","",""
"55","1985","in school","Rural Area","","","",""
"55","1985","inadequately","Urban Area","","","",""
"55","1985","inadequately","Rural Area","","","",""
"55","1985","general elemantary","Urban Area","","","",""
"55","1985","general elemantary","Rural Area","","","",""
"55","1985","middle vocational","Urban Area","","","",""
"55","1985","middle vocational","Rural Area","","","",""
"55","1985","vocational + Abi","Urban Area","","","",""
"55","1985","vocational + Abi","Rural Area","","","",""
"55","1985","higher vocational","Urban Area","","","",""
"55","1985","higher vocational","Rural Area","","","",""
"55","1985","higher education","Urban Area","","","",""
"55","1985","higher education","Rural Area","","","",""
"56","1985","in school","Urban Area","","","",""
"56","1985","in school","Rural Area","","","",""
"56","1985","inadequately","Urban Area","","","",""
"56","1985","inadequately","Rural Area","","","",""
"56","1985","general elemantary","Urban Area","","","",""
"56","1985","general elemantary","Rural Area","","","",""
"56","1985","middle vocational","Urban Area","","","",""
"56","1985","middle vocational","Rural Area","","","",""
"56","1985","vocational + Abi","Urban Area","","","",""
"56","1985","vocational + Abi","Rural Area","","","",""
"56","1985","higher vocational","Urban Area","","","",""
"56","1985","higher vocational","Rural Area","","","",""
"56","1985","higher education","Urban Area","","","",""
"56","1985","higher education","Rural Area","","","",""
"59","1985","in school","Urban Area","","","",""
"59","1985","in school","Rural Area","","","",""
"59","1985","inadequately","Urban Area","","","",""
"59","1985","inadequately","Rural Area","","","",""
"59","1985","general elemantary","Urban Area","","","",""
"59","1985","general elemantary","Rural Area","","","",""
"59","1985","middle vocational","Urban Area","","","",""
"59","1985","middle vocational","Rural Area","","","",""
"59","1985","vocational + Abi","Urban Area","","","",""
"59","1985","vocational + Abi","Rural Area","","","",""
"59","1985","higher vocational","Urban Area","","","",""
"59","1985","higher vocational","Rural Area","","","",""
"59","1985","higher education","Urban Area","","","",""
"59","1985","higher education","Rural Area","","","",""
"60","1985","in school","Urban Area","","","",""
"60","1985","in school","Rural Area","","","",""
"60","1985","inadequately","Urban Area","","","",""
"60","1985","inadequately","Rural Area","","","",""
"60","1985","general elemantary","Urban Area","","","",""
"60","1985","general elemantary","Rural Area","","","",""
"60","1985","middle vocational","Urban Area","","","",""
"60","1985","middle vocational","Rural Area","","","",""
"60","1985","vocational + Abi","Urban Area","","","",""
"60","1985","vocational + Abi","Rural Area","","","",""
"60","1985","higher vocational","Urban Area","","","",""
"60","1985","higher vocational","Rural Area","","","",""
"60","1985","higher education","Urban Area","","","",""
"60","1985","higher education","Rural Area","","","",""
"61","1985","in school","Urban Area","","","",""
"61","1985","in school","Rural Area","","","",""
"61","1985","inadequately","Urban Area","","","",""
"61","1985","inadequately","Rural Area","","","",""
"61","1985","general elemantary","Urban Area","","","",""
"61","1985","general elemantary","Rural Area","","","",""
"61","1985","middle vocational","Urban Area","","","",""
"61","1985","middle vocational","Rural Area","","","",""
"61","1985","vocational + Abi","Urban Area","","","",""
"61","1985","vocational + Abi","Rural Area","","","",""
"61","1985","higher vocational","Urban Area","","","",""
"61","1985","higher vocational","Rural Area","","","",""
"61","1985","higher education","Urban Area","","","",""
"61","1985","higher education","Rural Area","","","",""
"64","1985","in school","Urban Area","","","",""
"64","1985","in school","Rural Area","","","",""
"64","1985","inadequately","Urban Area","","","",""
"64","1985","inadequately","Rural Area","","","",""
"64","1985","general elemantary","Urban Area","","","",""
"64","1985","general elemantary","Rural Area","","","",""
"64","1985","middle vocational","Urban Area","","","",""
"64","1985","middle vocational","Rural Area","","","",""
"64","1985","vocational + Abi","Urban Area","","","",""
"64","1985","vocational + Abi","Rural Area","","","",""
"64","1985","higher vocational","Urban Area","","","",""
"64","1985","higher vocational","Rural Area","","","",""
"64","1985","higher education","Urban Area","","","",""
"64","1985","higher education","Rural Area","","","",""
"65","1985","in school","Urban Area","","","",""
"65","1985","in school","Rural Area","","","",""
"65","1985","inadequately","Urban Area","","","",""
"65","1985","inadequately","Rural Area","","","",""
"65","1985","general elemantary","Urban Area","","","",""
"65","1985","general elemantary","Rural Area","","","",""
"65","1985","middle vocational","Urban Area","","","",""
"65","1985","middle vocational","Rural Area","","","",""
"65","1985","vocational + Abi","Urban Area","","","",""
"65","1985","vocational + Abi","Rural Area","","","",""
"65","1985","higher vocational","Urban Area","","","",""
"65","1985","higher vocational","Rural Area","","","",""
"65","1985","higher education","Urban Area","","","",""
"65","1985","higher education","Rural Area","","","",""
"66","1985","in school","Urban Area","","","",""
