"transab_cat","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1984","Berlin","higher vocational","18","","","","0"
"No transfer dependency","1984","Berlin","higher education","20","","","","0"
"No transfer dependency","1984","Brandenburg","in school","","","","","0"
"No transfer dependency","1984","Brandenburg","inadequately","","","","","0"
"No transfer dependency","1984","Brandenburg","general elemantary","","","","","0"
"No transfer dependency","1984","Brandenburg","middle vocational","","","","","0"
"No transfer dependency","1984","Brandenburg","vocational + Abi","","","","","0"
"No transfer dependency","1984","Brandenburg","higher vocational","","","","","0"
"No transfer dependency","1984","Brandenburg","higher education","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","in school","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","inadequately","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","0"
"No transfer dependency","1984","Mecklenburg-Western Pomerania","higher education","","","","","0"
"No transfer dependency","1984","Saxony","in school","","","","","0"
"No transfer dependency","1984","Saxony","inadequately","","","","","0"
"No transfer dependency","1984","Saxony","general elemantary","","","","","0"
"No transfer dependency","1984","Saxony","middle vocational","","","","","0"
"No transfer dependency","1984","Saxony","vocational + Abi","","","","","0"
"No transfer dependency","1984","Saxony","higher vocational","","","","","0"
"No transfer dependency","1984","Saxony","higher education","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","in school","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","inadequately","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","general elemantary","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","middle vocational","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","vocational + Abi","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","higher vocational","","","","","0"
"No transfer dependency","1984","Saxony-Anhalt","higher education","","","","","0"
"No transfer dependency","1984","Thuringia","in school","","","","","0"
"No transfer dependency","1984","Thuringia","inadequately","","","","","0"
"No transfer dependency","1984","Thuringia","general elemantary","","","","","0"
"No transfer dependency","1984","Thuringia","middle vocational","","","","","0"
"No transfer dependency","1984","Thuringia","vocational + Abi","","","","","0"
"No transfer dependency","1984","Thuringia","higher vocational","","","","","0"
"No transfer dependency","1984","Thuringia","higher education","","","","","0"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","higher education","","","","","4"
"Very high transfer dependency","1984","Bremen","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","middle vocational","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","higher vocational","","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","in school","","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","higher vocational","2","","","","4"
"Very high transfer dependency","1984","Bavaria","general elemantary","","","","","4"
"Very high transfer dependency","1984","Bavaria","middle vocational","2","","","","4"
"Very high transfer dependency","1984","Hesse","middle vocational","","","","","4"
"Very high transfer dependency","1984","Hesse","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","higher education","1","","","","4"
"Very high transfer dependency","1984","Bavaria","in school","","","","","4"
"Very high transfer dependency","1984","Bavaria","inadequately","","","","","4"
"Very high transfer dependency","1984","Brandenburg","higher vocational","","","","","4"
"Very high transfer dependency","1984","Brandenburg","higher education","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","in school","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Very high transfer dependency","1984","Bremen","general elemantary","","","","","4"
"Very high transfer dependency","1984","Bremen","middle vocational","","","","","4"
"Very high transfer dependency","1984","Hesse","higher vocational","","","","","4"
"Very high transfer dependency","1984","Hesse","higher education","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","in school","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","inadequately","","","","","4"
"Very high transfer dependency","1984","Rhineland-Palatinate,Saarland","general elemantary","1","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","inadequately","","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","general elemantary","","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","middle vocational","1","","","","4"
"Very high transfer dependency","1984","Baden-Württemberg","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Lower Saxony","higher vocational","1","","","","4"
"Very high transfer dependency","1984","Lower Saxony","higher education","","","","","4"
"Very high transfer dependency","1984","Bremen","in school","","","","","4"
"Very high transfer dependency","1984","Bremen","inadequately","","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","in school","1","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","inadequately","1","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","general elemantary","2","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","middle vocational","","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","vocational + Abi","1","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","higher vocational","","","","","4"
"Very high transfer dependency","1984","Schleswig-Holstein","higher education","","","","","4"
"Very high transfer dependency","1984","Hamburg","in school","","","","","4"
"Very high transfer dependency","1984","Hamburg","inadequately","2","","","","4"
"Very high transfer dependency","1984","Hamburg","general elemantary","1","","","","4"
"Very high transfer dependency","1984","Hamburg","middle vocational","1","","","","4"
"Very high transfer dependency","1984","Hamburg","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Hamburg","higher vocational","","","","","4"
"Very high transfer dependency","1984","Hamburg","higher education","","","","","4"
"Very high transfer dependency","1984","Lower Saxony","in school","","","","","4"
"Very high transfer dependency","1984","Lower Saxony","inadequately","4","","","","4"
"Very high transfer dependency","1984","Lower Saxony","general elemantary","5","","","","4"
"Very high transfer dependency","1984","Lower Saxony","middle vocational","6","","","","4"
"Very high transfer dependency","1984","Lower Saxony","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Bremen","higher vocational","","","","","4"
"Very high transfer dependency","1984","Bremen","higher education","","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","in school","1","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","inadequately","4","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","general elemantary","6","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","middle vocational","9","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","vocational + Abi","1","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","higher vocational","2","","","","4"
"Very high transfer dependency","1984","North Rhine-Westphalia","higher education","","","","","4"
"Very high transfer dependency","1984","Hesse","in school","","","","","4"
"Very high transfer dependency","1984","Hesse","inadequately","","","","","4"
"Very high transfer dependency","1984","Hesse","general elemantary","","","","","4"
"Very high transfer dependency","1984","Bavaria","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Bavaria","higher vocational","","","","","4"
"Very high transfer dependency","1984","Bavaria","higher education","","","","","4"
"Very high transfer dependency","1984","Berlin","in school","","","","","4"
"Very high transfer dependency","1984","Berlin","inadequately","","","","","4"
"Very high transfer dependency","1984","Berlin","general elemantary","","","","","4"
"Very high transfer dependency","1984","Berlin","middle vocational","","","","","4"
"Very high transfer dependency","1984","Berlin","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Berlin","higher vocational","","","","","4"
"Very high transfer dependency","1984","Berlin","higher education","1","","","","4"
"Very high transfer dependency","1984","Brandenburg","in school","","","","","4"
"Very high transfer dependency","1984","Brandenburg","inadequately","","","","","4"
"Very high transfer dependency","1984","Brandenburg","general elemantary","","","","","4"
"Very high transfer dependency","1984","Brandenburg","middle vocational","","","","","4"
"Very high transfer dependency","1984","Brandenburg","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Very high transfer dependency","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","4"
