"transab_cat","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1986","Saxony","Male","","","",""
"No transfer dependency","1986","Saxony","Female","","","",""
"No transfer dependency","1986","Saxony-Anhalt","Male","","","",""
"No transfer dependency","1986","Saxony-Anhalt","Female","","","",""
"No transfer dependency","1986","Thuringia","Male","","","",""
"No transfer dependency","1986","Thuringia","Female","","","",""
"Very low transfer dependency","1986","Schleswig-Holstein","Male","82","0.491064295598087","0.411589954450472","0.570538636745702"
"Very low transfer dependency","1986","Schleswig-Holstein","Female","82","0.434857362833869","0.357802157924505","0.511912567743233"
"Very low transfer dependency","1986","Hamburg","Male","61","0.375139184806586","0.289576698494634","0.460701671118539"
"Very low transfer dependency","1986","Hamburg","Female","55","0.310633563743024","0.228853999475764","0.392413128010284"
"Very low transfer dependency","1986","Lower Saxony","Male","302","0.50659747757534","0.463871952059277","0.549323003091403"
"Very low transfer dependency","1986","Lower Saxony","Female","307","0.481416039493241","0.439658340036155","0.523173738950328"
"Very low transfer dependency","1986","Bremen","Male","22","","",""
"Very low transfer dependency","1986","Bremen","Female","19","","",""
"Very low transfer dependency","1986","North Rhine-Westphalia","Male","794","0.508994522036351","0.482356687581476","0.535632356491225"
"Very low transfer dependency","1986","North Rhine-Westphalia","Female","759","0.448142781385163","0.421914319788735","0.47437124298159"
"Very low transfer dependency","1986","Hesse","Male","267","0.434379154736537","0.390888593779801","0.477869715693274"
"Very low transfer dependency","1986","Hesse","Female","265","0.393919004608658","0.351176001479429","0.436662007737887"
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","Male","175","0.421208235107597","0.370274668509752","0.472141801705442"
"Very low transfer dependency","1986","Rhineland-Palatinate,Saarland","Female","174","0.371258390955473","0.322617365056277","0.419899416854669"
"Very low transfer dependency","1986","Baden-Württemberg","Male","541","0.489587084609282","0.457948678868682","0.521225490349881"
"Very low transfer dependency","1986","Baden-Württemberg","Female","513","0.417701377601195","0.386240710376584","0.449162044825806"
"Very low transfer dependency","1986","Bavaria","Male","485","0.51107922668425","0.476865173642766","0.545293279725734"
"Very low transfer dependency","1986","Bavaria","Female","477","0.432276756368332","0.399693769915239","0.464859742821425"
"Very low transfer dependency","1986","Berlin","Male","85","0.380833878859459","0.308052309406667","0.45361544831225"
"Very low transfer dependency","1986","Berlin","Female","81","0.339558798435867","0.269396527046301","0.409721069825433"
"Very low transfer dependency","1986","Brandenburg","Male","","","",""
"Very low transfer dependency","1986","Brandenburg","Female","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Very low transfer dependency","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Very low transfer dependency","1986","Saxony","Male","","","",""
"Very low transfer dependency","1986","Saxony","Female","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","Male","","","",""
"Very low transfer dependency","1986","Saxony-Anhalt","Female","","","",""
"Very low transfer dependency","1986","Thuringia","Male","","","",""
"Very low transfer dependency","1986","Thuringia","Female","","","",""
"Low transfer dependency","1986","Schleswig-Holstein","Male","9","","",""
"Low transfer dependency","1986","Schleswig-Holstein","Female","8","","",""
"Low transfer dependency","1986","Hamburg","Male","6","","",""
"Low transfer dependency","1986","Hamburg","Female","3","","",""
"Low transfer dependency","1986","Lower Saxony","Male","22","","",""
"Low transfer dependency","1986","Lower Saxony","Female","24","","",""
"Low transfer dependency","1986","Bremen","Male","3","","",""
"Low transfer dependency","1986","Bremen","Female","3","","",""
"Low transfer dependency","1986","North Rhine-Westphalia","Male","51","0.0353993238738151","0.0255530829699837","0.0452455647776465"
"Low transfer dependency","1986","North Rhine-Westphalia","Female","40","0.0234152447905694","0.0154397878762487","0.0313907017048901"
"Low transfer dependency","1986","Hesse","Male","17","","",""
"Low transfer dependency","1986","Hesse","Female","17","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","Male","5","","",""
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","Female","7","","",""
"Low transfer dependency","1986","Baden-Württemberg","Male","28","","",""
"Low transfer dependency","1986","Baden-Württemberg","Female","31","0.0214638003151502","0.0122188655341417","0.0307087350961587"
"Low transfer dependency","1986","Bavaria","Male","18","","",""
"Low transfer dependency","1986","Bavaria","Female","22","","",""
"Low transfer dependency","1986","Berlin","Male","7","","",""
"Low transfer dependency","1986","Berlin","Female","8","","",""
"Low transfer dependency","1986","Brandenburg","Male","","","",""
"Low transfer dependency","1986","Brandenburg","Female","","","",""
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Low transfer dependency","1986","Saxony","Male","","","",""
"Low transfer dependency","1986","Saxony","Female","","","",""
"Low transfer dependency","1986","Saxony-Anhalt","Male","","","",""
"Low transfer dependency","1986","Saxony-Anhalt","Female","","","",""
"Low transfer dependency","1986","Thuringia","Male","","","",""
"Low transfer dependency","1986","Thuringia","Female","","","",""
"High transfer dependency","1986","Schleswig-Holstein","Male","1","","",""
"High transfer dependency","1986","Schleswig-Holstein","Female","","","",""
"High transfer dependency","1986","Hamburg","Male","","","",""
"High transfer dependency","1986","Hamburg","Female","","","",""
"High transfer dependency","1986","Lower Saxony","Male","5","","",""
"High transfer dependency","1986","Lower Saxony","Female","5","","",""
"High transfer dependency","1986","Bremen","Male","2","","",""
"High transfer dependency","1986","Bremen","Female","3","","",""
"High transfer dependency","1986","North Rhine-Westphalia","Male","19","","",""
"High transfer dependency","1986","North Rhine-Westphalia","Female","22","","",""
"High transfer dependency","1986","Hesse","Male","7","","",""
"High transfer dependency","1986","Hesse","Female","4","","",""
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","Male","4","","",""
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","Female","7","","",""
"High transfer dependency","1986","Baden-Württemberg","Male","7","","",""
"High transfer dependency","1986","Baden-Württemberg","Female","10","","",""
"High transfer dependency","1986","Bavaria","Male","4","","",""
"High transfer dependency","1986","Bavaria","Female","13","","",""
"High transfer dependency","1986","Berlin","Male","4","","",""
"High transfer dependency","1986","Berlin","Female","5","","",""
"High transfer dependency","1986","Brandenburg","Male","","","",""
"High transfer dependency","1986","Brandenburg","Female","","","",""
"High transfer dependency","1986","Mecklenburg-Western Pomerania","Male","","","",""
"High transfer dependency","1986","Mecklenburg-Western Pomerania","Female","","","",""
"High transfer dependency","1986","Saxony","Male","","","",""
"High transfer dependency","1986","Saxony","Female","","","",""
"High transfer dependency","1986","Saxony-Anhalt","Male","","","",""
"High transfer dependency","1986","Saxony-Anhalt","Female","","","",""
"High transfer dependency","1986","Thuringia","Male","","","",""
"High transfer dependency","1986","Thuringia","Female","","","",""
"Very high transfer dependency","1986","Schleswig-Holstein","Male","2","","",""
"Very high transfer dependency","1986","Schleswig-Holstein","Female","1","","",""
"Very high transfer dependency","1986","Hamburg","Male","1","","",""
"Very high transfer dependency","1986","Hamburg","Female","1","","",""
"Very high transfer dependency","1986","Lower Saxony","Male","3","","",""
"Very high transfer dependency","1986","Lower Saxony","Female","3","","",""
"Very high transfer dependency","1986","Bremen","Male","1","","",""
"Very high transfer dependency","1986","Bremen","Female","2","","",""
"Very high transfer dependency","1986","North Rhine-Westphalia","Male","12","","",""
"Very high transfer dependency","1986","North Rhine-Westphalia","Female","17","","",""
"Very high transfer dependency","1986","Hesse","Male","3","","",""
"Very high transfer dependency","1986","Hesse","Female","1","","",""
"Very high transfer dependency","1986","Rhineland-Palatinate,Saarland","Male","","","",""
"Very high transfer dependency","1986","Rhineland-Palatinate,Saarland","Female","2","","",""
"Very high transfer dependency","1986","Baden-Württemberg","Male","3","","",""
"Very high transfer dependency","1986","Baden-Württemberg","Female","5","","",""
"Very high transfer dependency","1986","Bavaria","Male","1","","",""
"Very high transfer dependency","1986","Bavaria","Female","8","","",""
"Very high transfer dependency","1986","Berlin","Male","1","","",""
"Very high transfer dependency","1986","Berlin","Female","1","","",""
"Very high transfer dependency","1986","Brandenburg","Male","","","",""
"Very high transfer dependency","1986","Brandenburg","Female","","","",""
"Very high transfer dependency","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Very high transfer dependency","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Very high transfer dependency","1986","Saxony","Male","","","",""
"Very high transfer dependency","1986","Saxony","Female","","","",""
"Very high transfer dependency","1986","Saxony-Anhalt","Male","","","",""
"Very high transfer dependency","1986","Saxony-Anhalt","Female","","","",""
"Very high transfer dependency","1986","Thuringia","Male","","","",""
"Very high transfer dependency","1986","Thuringia","Female","","","",""
"Complete transfer dependency","1986","Schleswig-Holstein","Male","1","","",""
"Complete transfer dependency","1986","Schleswig-Holstein","Female","1","","",""
"Complete transfer dependency","1986","Hamburg","Male","4","","",""
"Complete transfer dependency","1986","Hamburg","Female","4","","",""
"Complete transfer dependency","1986","Lower Saxony","Male","8","","",""
"Complete transfer dependency","1986","Lower Saxony","Female","10","","",""
"Complete transfer dependency","1986","Bremen","Male","1","","",""
"Complete transfer dependency","1986","Bremen","Female","1","","",""
"Complete transfer dependency","1986","North Rhine-Westphalia","Male","9","","",""
"Complete transfer dependency","1986","North Rhine-Westphalia","Female","18","","",""
"Complete transfer dependency","1986","Hesse","Male","6","","",""
"Complete transfer dependency","1986","Hesse","Female","7","","",""
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","Male","1","","",""
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","Female","2","","",""
"Complete transfer dependency","1986","Baden-Württemberg","Male","2","","",""
"Complete transfer dependency","1986","Baden-Württemberg","Female","3","","",""
"Complete transfer dependency","1986","Bavaria","Male","3","","",""
"Complete transfer dependency","1986","Bavaria","Female","3","","",""
"Complete transfer dependency","1986","Berlin","Male","1","","",""
