"transab_cat","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1988","lower secondary degree","no migration background","2015","0.573128448267613","0.55778868525511","0.588468211280116"
"No transfer dependency","1988","lower secondary degree","direct migration background","204","0.525473778252756","0.485112486195676","0.565835070309836"
"No transfer dependency","1988","lower secondary degree","indirect migration background","30","0.425930991905241","0.3294950168999","0.522366966910581"
"No transfer dependency","1988","secondary school degree","no migration background","651","0.525770953507133","0.500025144820018","0.551516762194248"
"No transfer dependency","1988","secondary school degree","direct migration background","43","0.407642764342665","0.327102733764015","0.488182794921314"
"No transfer dependency","1988","secondary school degree","indirect migration background","9","","",""
"No transfer dependency","1988","college entrance qualification","no migration background","455","0.529585832259301","0.498045306340266","0.561126358178336"
"No transfer dependency","1988","college entrance qualification","direct migration background","41","0.44434000872033","0.349747350107741","0.538932667332919"
"No transfer dependency","1988","college entrance qualification","indirect migration background","10","","",""
"No transfer dependency","1988","Other degree","no migration background","11","","",""
"No transfer dependency","1988","Other degree","direct migration background","206","0.243733507233087","0.216825984738269","0.270641029727905"
"No transfer dependency","1988","Other degree","indirect migration background","1","","",""
"No transfer dependency","1988","no degree/no degree yet","no migration background","24","","",""
"No transfer dependency","1988","no degree/no degree yet","direct migration background","159","0.243031335735001","0.210650486803071","0.275412184666931"
"No transfer dependency","1988","no degree/no degree yet","indirect migration background","3","","",""
"Very low transfer dependency","1988","lower secondary degree","no migration background","1786","0.375542498174109","0.36052405035742","0.390560945990798"
"Very low transfer dependency","1988","lower secondary degree","direct migration background","342","0.420301841848698","0.380404768898915","0.460198914798481"
"Very low transfer dependency","1988","lower secondary degree","indirect migration background","62","0.478442963377248","0.381021781380209","0.575864145374286"
"Very low transfer dependency","1988","secondary school degree","no migration background","749","0.442211343625106","0.41660403440166","0.467818652848553"
