"transab_cat","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1984","1-pers.-HH","(1a) inadequately completed","7","","",""
"Complete transfer dependency","1984","1-pers.-HH","(1b) general elementary school","16","","",""
"Complete transfer dependency","1984","1-pers.-HH","(1c) basic vocational qualification","16","","",""
"Complete transfer dependency","1984","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","1-pers.-HH","(2a) intermediate vocational","3","","",""
"Complete transfer dependency","1984","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Complete transfer dependency","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","5","","",""
"Complete transfer dependency","1984","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","1984","1-pers.-HH","(3b) higher tertiary education","1","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(0) in school","","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(1b) general elementary school","4","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(1c) basic vocational qualification","4","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Complete transfer dependency","1984","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","Single parent ","(0) in school","","","",""
"Complete transfer dependency","1984","Single parent ","(1a) inadequately completed","4","","",""
"Complete transfer dependency","1984","Single parent ","(1b) general elementary school","9","","",""
"Complete transfer dependency","1984","Single parent ","(1c) basic vocational qualification","9","","",""
"Complete transfer dependency","1984","Single parent ","(2b) intermediate general qualification","2","","",""
"Complete transfer dependency","1984","Single parent ","(2a) intermediate vocational","2","","",""
"Complete transfer dependency","1984","Single parent ","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1984","Single parent ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1984","Single parent ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(0) in school","","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(1b) general elementary school","18","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","14","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Complete transfer dependency","1984","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(0) in school","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(2a) intermediate vocational","1","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1984","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(0) in school","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No transfer dependency","1985","1-pers.-HH","(0) in school","","","",""
"No transfer dependency","1985","1-pers.-HH","(1a) inadequately completed","37","0.717052303150581","0.603079569510479","0.831025036790684"
"No transfer dependency","1985","1-pers.-HH","(1b) general elementary school","231","0.79780070005883","0.752427242621822","0.843174157495838"
"No transfer dependency","1985","1-pers.-HH","(1c) basic vocational qualification","285","0.827045665841715","0.787422922733817","0.866668408949613"
"No transfer dependency","1985","1-pers.-HH","(2b) intermediate general qualification","32","0.928581690243526","0.843265999630064","1.01389738085699"
"No transfer dependency","1985","1-pers.-HH","(2a) intermediate vocational","165","0.904599459875104","0.862152874572069","0.94704604517814"
"No transfer dependency","1985","1-pers.-HH","(2c_gen) general maturity certificate","34","0.651566877763837","0.519497447417709","0.783636308109966"
"No transfer dependency","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","55","0.798152966955677","0.704125806222872","0.892180127688482"
"No transfer dependency","1985","1-pers.-HH","(3a) lower tertiary education","26","","",""
"No transfer dependency","1985","1-pers.-HH","(3b) higher tertiary education","69","0.892818302439013","0.824167969541515","0.961468635336512"
"No transfer dependency","1985","(Married) couple without C. ","(0) in school","","","",""
"No transfer dependency","1985","(Married) couple without C. ","(1a) inadequately completed","64","0.710968748087341","0.62121910903376","0.800718387140923"
"No transfer dependency","1985","(Married) couple without C. ","(1b) general elementary school","467","0.875595599941261","0.848062937641419","0.903128262241103"
"No transfer dependency","1985","(Married) couple without C. ","(1c) basic vocational qualification","866","0.889029856970293","0.869552653865093","0.908507060075493"
"No transfer dependency","1985","(Married) couple without C. ","(2b) intermediate general qualification","30","0.823290856831257","0.696927770257241","0.949653943405274"
"No transfer dependency","1985","(Married) couple without C. ","(2a) intermediate vocational","294","0.871792153105997","0.836307980531265","0.907276325680728"
"No transfer dependency","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","24","","",""
"No transfer dependency","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","85","0.794365103010196","0.718491041982709","0.870239164037684"
"No transfer dependency","1985","(Married) couple without C. ","(3a) lower tertiary education","71","0.895520239615233","0.828492143404549","0.962548335825916"
"No transfer dependency","1985","(Married) couple without C. ","(3b) higher tertiary education","92","0.821676616431587","0.751099569752803","0.89225366311037"
"No transfer dependency","1985","Single parent ","(0) in school","4","","",""
"No transfer dependency","1985","Single parent ","(1a) inadequately completed","12","","",""
"No transfer dependency","1985","Single parent ","(1b) general elementary school","52","0.364211825018675","0.287712158631897","0.440711491405454"
"No transfer dependency","1985","Single parent ","(1c) basic vocational qualification","55","0.351612858257152","0.276925373163501","0.426300343350804"
"No transfer dependency","1985","Single parent ","(2b) intermediate general qualification","3","","",""
"No transfer dependency","1985","Single parent ","(2a) intermediate vocational","18","","",""
"No transfer dependency","1985","Single parent ","(2c_gen) general maturity certificate","6","","",""
"No transfer dependency","1985","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"No transfer dependency","1985","Single parent ","(3a) lower tertiary education","1","","",""
"No transfer dependency","1985","Single parent ","(3b) higher tertiary education","8","","",""
"No transfer dependency","1985","Couple + C. LE 16 ","(0) in school","","","",""
"No transfer dependency","1985","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"No transfer dependency","1985","Couple + C. LE 16 ","(1b) general elementary school","16","","",""
"No transfer dependency","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","22","","",""
