"transab_cat","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1989","Employed","college entrance qualification","1","","",""
"High transfer dependency","1989","Employed","Other degree","5","","",""
"High transfer dependency","1989","Employed","no degree/no degree yet","3","","",""
"Very high transfer dependency","1989","Not Employed","lower secondary degree","25","","",""
"Very high transfer dependency","1989","Not Employed","secondary school degree","5","","",""
"Very high transfer dependency","1989","Not Employed","college entrance qualification","2","","",""
"Very high transfer dependency","1989","Not Employed","Other degree","9","","",""
"Very high transfer dependency","1989","Not Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","1989","Employed","lower secondary degree","8","","",""
"Very high transfer dependency","1989","Employed","secondary school degree","","","",""
"Very high transfer dependency","1989","Employed","college entrance qualification","","","",""
"Very high transfer dependency","1989","Employed","Other degree","1","","",""
"Very high transfer dependency","1989","Employed","no degree/no degree yet","","","",""
"Complete transfer dependency","1989","Not Employed","lower secondary degree","38","0.0252050200759159","0.017951696743671","0.0324583434081608"
"Complete transfer dependency","1989","Not Employed","secondary school degree","5","","",""
"Complete transfer dependency","1989","Not Employed","college entrance qualification","","","",""
"Complete transfer dependency","1989","Not Employed","Other degree","17","","",""
"Complete transfer dependency","1989","Not Employed","no degree/no degree yet","19","","",""
"Complete transfer dependency","1989","Employed","lower secondary degree","","","",""
"Complete transfer dependency","1989","Employed","secondary school degree","","","",""
"Complete transfer dependency","1989","Employed","college entrance qualification","","","",""
"Complete transfer dependency","1989","Employed","Other degree","","","",""
"Complete transfer dependency","1989","Employed","no degree/no degree yet","","","",""
"No transfer dependency","1990","Not Employed","lower secondary degree","1081","0.688796905955848","0.667092648930407","0.710501162981288"
"No transfer dependency","1990","Not Employed","secondary school degree","223","0.634873934899249","0.590190574289308","0.67955729550919"
"No transfer dependency","1990","Not Employed","college entrance qualification","139","0.547842462403373","0.490950991986075","0.60473393282067"
"No transfer dependency","1990","Not Employed","Other degree","46","0.23251353778965","0.179509047594298","0.285518027985003"
"No transfer dependency","1990","Not Employed","no degree/no degree yet","63","0.139908180744003","0.105870841255467","0.173945520232539"
"No transfer dependency","1990","Employed","lower secondary degree","1107","0.497577241244452","0.478220212552364","0.516934269936539"
"No transfer dependency","1990","Employed","secondary school degree","535","0.5302546842902","0.500747842321963","0.559761526258437"
"No transfer dependency","1990","Employed","college entrance qualification","409","0.536762841930206","0.502316503278694","0.571209180581717"
"No transfer dependency","1990","Employed","Other degree","204","0.328719131835349","0.294287334324367","0.363150929346331"
"No transfer dependency","1990","Employed","no degree/no degree yet","106","0.324900455347977","0.278299878167862","0.371501032528091"
"Very low transfer dependency","1990","Not Employed","lower secondary degree","559","0.250853959268868","0.230531741486857","0.27117617705088"
"Very low transfer dependency","1990","Not Employed","secondary school degree","196","0.322109188483566","0.278741917656444","0.365476459310688"
"Very low transfer dependency","1990","Not Employed","college entrance qualification","142","0.399758239477501","0.343764916569504","0.455751562385499"
"Very low transfer dependency","1990","Not Employed","Other degree","143","0.507860103233478","0.445130937299187","0.57058926916777"
"Very low transfer dependency","1990","Not Employed","no degree/no degree yet","283","0.716261939142977","0.672027922356589","0.760495955929364"
"Very low transfer dependency","1990","Employed","lower secondary degree","1356","0.466946837076501","0.447631923500869","0.486261750652133"
"Very low transfer dependency","1990","Employed","secondary school degree","544","0.449535030814591","0.420124974355254","0.478945087273927"
"Very low transfer dependency","1990","Employed","college entrance qualification","380","0.443718880746672","0.409398565754616","0.478039195738728"
"Very low transfer dependency","1990","Employed","Other degree","489","0.636813953286683","0.601563400409445","0.672064506163922"
"Very low transfer dependency","1990","Employed","no degree/no degree yet","266","0.620427946936592","0.572141525692447","0.668714368180736"
"Low transfer dependency","1990","Not Employed","lower secondary degree","50","0.0243853707593352","0.0171546563207974","0.0316160851978731"
"Low transfer dependency","1990","Not Employed","secondary school degree","13","","",""
"Low transfer dependency","1990","Not Employed","college entrance qualification","8","","",""
"Low transfer dependency","1990","Not Employed","Other degree","23","","",""
"Low transfer dependency","1990","Not Employed","no degree/no degree yet","22","","",""
"Low transfer dependency","1990","Employed","lower secondary degree","68","0.0227390372515014","0.0169678508722452","0.0285102236307575"
"Low transfer dependency","1990","Employed","secondary school degree","12","","",""
"Low transfer dependency","1990","Employed","college entrance qualification","12","","",""
"Low transfer dependency","1990","Employed","Other degree","17","","",""
"Low transfer dependency","1990","Employed","no degree/no degree yet","10","","",""
"High transfer dependency","1990","Not Employed","lower secondary degree","24","","",""
"High transfer dependency","1990","Not Employed","secondary school degree","4","","",""
"High transfer dependency","1990","Not Employed","college entrance qualification","2","","",""
"High transfer dependency","1990","Not Employed","Other degree","11","","",""
"High transfer dependency","1990","Not Employed","no degree/no degree yet","12","","",""
"High transfer dependency","1990","Employed","lower secondary degree","26","","",""
"High transfer dependency","1990","Employed","secondary school degree","5","","",""
"High transfer dependency","1990","Employed","college entrance qualification","4","","",""
"High transfer dependency","1990","Employed","Other degree","4","","",""
"High transfer dependency","1990","Employed","no degree/no degree yet","5","","",""
"Very high transfer dependency","1990","Not Employed","lower secondary degree","13","","",""
"Very high transfer dependency","1990","Not Employed","secondary school degree","7","","",""
"Very high transfer dependency","1990","Not Employed","college entrance qualification","3","","",""
"Very high transfer dependency","1990","Not Employed","Other degree","5","","",""
"Very high transfer dependency","1990","Not Employed","no degree/no degree yet","7","","",""
"Very high transfer dependency","1990","Employed","lower secondary degree","6","","",""
"Very high transfer dependency","1990","Employed","secondary school degree","3","","",""
"Very high transfer dependency","1990","Employed","college entrance qualification","","","",""
"Very high transfer dependency","1990","Employed","Other degree","1","","",""
"Very high transfer dependency","1990","Employed","no degree/no degree yet","1","","",""
"Complete transfer dependency","1990","Not Employed","lower secondary degree","21","","",""
"Complete transfer dependency","1990","Not Employed","secondary school degree","3","","",""
