"transab_cat","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1987","Full Time","vocational + Abi","74","0.639963832837366","0.562102390704408","0.717825274970325"
"No transfer dependency","1987","Full Time","higher vocational","131","0.496639443575979","0.438693202445934","0.554585684706024"
"No transfer dependency","1987","Full Time","higher education","177","0.464408785893431","0.417104434808666","0.511713136978195"
"No transfer dependency","1987","Part Time","in school","","","",""
"No transfer dependency","1987","Part Time","inadequately","19","","",""
"No transfer dependency","1987","Part Time","general elemantary","117","0.302913501574023","0.262554903591784","0.343272099556261"
"No transfer dependency","1987","Part Time","middle vocational","219","0.327071440641622","0.294500918381497","0.359641962901747"
"No transfer dependency","1987","Part Time","vocational + Abi","14","","",""
"No transfer dependency","1987","Part Time","higher vocational","15","","",""
"No transfer dependency","1987","Part Time","higher education","59","0.440905123716288","0.359529299323742","0.522280948108835"
"No transfer dependency","1987","Not Working","in school","12","","",""
"No transfer dependency","1987","Not Working","inadequately","43","0.181525358720235","0.136377169005177","0.226673548435293"
"No transfer dependency","1987","Not Working","general elemantary","610","0.640101970844231","0.613694208898741","0.666509732789721"
"No transfer dependency","1987","Not Working","middle vocational","778","0.609562519618753","0.585236630230326","0.633888409007179"
"No transfer dependency","1987","Not Working","vocational + Abi","40","0.632409367617934","0.520259108455301","0.744559626780566"
"No transfer dependency","1987","Not Working","higher vocational","85","0.634821594184466","0.559746145327986","0.709897043040945"
"No transfer dependency","1987","Not Working","higher education","74","0.621599497690863","0.541262563776276","0.701936431605449"
"Very low transfer dependency","1987","Full Time","in school","","","",""
"Very low transfer dependency","1987","Full Time","inadequately","225","0.609971387058853","0.557662217722224","0.662280556395483"
"Very low transfer dependency","1987","Full Time","general elemantary","566","0.477876939868041","0.446179923944782","0.5095739557913"
"Very low transfer dependency","1987","Full Time","middle vocational","1287","0.474239070114296","0.454232641821106","0.494245498407486"
"Very low transfer dependency","1987","Full Time","vocational + Abi","68","0.342617587156058","0.265636235934254","0.419598938377861"
"Very low transfer dependency","1987","Full Time","higher vocational","154","0.499621381359801","0.441673847986072","0.55756891473353"
"Very low transfer dependency","1987","Full Time","higher education","246","0.523405736500986","0.476033073593216","0.570778399408755"
"Very low transfer dependency","1987","Part Time","in school","10","","",""
"Very low transfer dependency","1987","Part Time","inadequately","75","0.637757129851682","0.549136169163315","0.726378090540049"
"Very low transfer dependency","1987","Part Time","general elemantary","330","0.595988464462723","0.552891247183712","0.639085681741735"
"Very low transfer dependency","1987","Part Time","middle vocational","519","0.602335496563798","0.568357593551992","0.636313399575604"
"Very low transfer dependency","1987","Part Time","vocational + Abi","30","0.532767239198167","0.393070763434026","0.672463714962308"
"Very low transfer dependency","1987","Part Time","higher vocational","76","0.714409465727342","0.626318188123299","0.802500743331386"
"Very low transfer dependency","1987","Part Time","higher education","76","0.50235676448511","0.420407463749983","0.584306065220237"
"Very low transfer dependency","1987","Not Working","in school","146","0.835657868413089","0.779950538680309","0.891365198145869"
"Very low transfer dependency","1987","Not Working","inadequately","187","0.607702118315345","0.55051181077391","0.664892425856779"
"Very low transfer dependency","1987","Not Working","general elemantary","547","0.289657429013612","0.264700362459443","0.31461449556778"
"Very low transfer dependency","1987","Not Working","middle vocational","631","0.314246152146186","0.291098712521015","0.337393591771356"
"Very low transfer dependency","1987","Not Working","vocational + Abi","21","","",""
"Very low transfer dependency","1987","Not Working","higher vocational","62","0.302281542733029","0.230672895667685","0.373890189798374"
"Very low transfer dependency","1987","Not Working","higher education","53","0.272267438062539","0.198533432158293","0.346001443966785"
"Low transfer dependency","1987","Full Time","in school","","","",""
"Low transfer dependency","1987","Full Time","inadequately","3","","",""
"Low transfer dependency","1987","Full Time","general elemantary","24","","",""
"Low transfer dependency","1987","Full Time","middle vocational","34","0.0129909083459574","0.00845403058925544","0.0175277861026593"
"Low transfer dependency","1987","Full Time","vocational + Abi","3","","",""
"Low transfer dependency","1987","Full Time","higher vocational","1","","",""
"Low transfer dependency","1987","Full Time","higher education","3","","",""
"Low transfer dependency","1987","Part Time","in school","","","",""
"Low transfer dependency","1987","Part Time","inadequately","13","","",""
"Low transfer dependency","1987","Part Time","general elemantary","37","0.0700530052593167","0.0476360872764135","0.09246992324222"
"Low transfer dependency","1987","Part Time","middle vocational","35","0.0461706100637827","0.0316013637122226","0.0607398564153428"
"Low transfer dependency","1987","Part Time","vocational + Abi","2","","",""
"Low transfer dependency","1987","Part Time","higher vocational","7","","",""
"Low transfer dependency","1987","Part Time","higher education","8","","",""
"Low transfer dependency","1987","Not Working","in school","8","","",""
"Low transfer dependency","1987","Not Working","inadequately","17","","",""
"Low transfer dependency","1987","Not Working","general elemantary","57","0.0363837051992912","0.0260816752118532","0.0466857351867292"
"Low transfer dependency","1987","Not Working","middle vocational","65","0.0340849676229609","0.025037339235764","0.0431325960101579"
"Low transfer dependency","1987","Not Working","vocational + Abi","4","","",""
"Low transfer dependency","1987","Not Working","higher vocational","5","","",""
"Low transfer dependency","1987","Not Working","higher education","5","","",""
"High transfer dependency","1987","Full Time","in school","","","",""
"High transfer dependency","1987","Full Time","inadequately","2","","",""
"High transfer dependency","1987","Full Time","general elemantary","3","","",""
"High transfer dependency","1987","Full Time","middle vocational","4","","",""
"High transfer dependency","1987","Full Time","vocational + Abi","1","","",""
"High transfer dependency","1987","Full Time","higher vocational","","","",""
"High transfer dependency","1987","Full Time","higher education","","","",""
"High transfer dependency","1987","Part Time","in school","","","",""
"High transfer dependency","1987","Part Time","inadequately","5","","",""
"High transfer dependency","1987","Part Time","general elemantary","8","","",""
"High transfer dependency","1987","Part Time","middle vocational","21","","",""
"High transfer dependency","1987","Part Time","vocational + Abi","3","","",""
"High transfer dependency","1987","Part Time","higher vocational","2","","",""
"High transfer dependency","1987","Part Time","higher education","","","",""
"High transfer dependency","1987","Not Working","in school","3","","",""
"High transfer dependency","1987","Not Working","inadequately","15","","",""
"High transfer dependency","1987","Not Working","general elemantary","18","","",""
"High transfer dependency","1987","Not Working","middle vocational","19","","",""
"High transfer dependency","1987","Not Working","vocational + Abi","2","","",""
"High transfer dependency","1987","Not Working","higher vocational","2","","",""
"High transfer dependency","1987","Not Working","higher education","2","","",""
