"transab_cat","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1989","general elemantary","Urban Area","28","","","","3"
"High transfer dependency","1989","general elemantary","Rural Area","8","","","","3"
"High transfer dependency","1989","higher vocational","Urban Area","1","","","","3"
"High transfer dependency","1989","in school","Urban Area","3","","","","3"
"High transfer dependency","1989","middle vocational","Urban Area","33","0.0103678809018253","0.00699127564566272","0.013744486157988","3"
"High transfer dependency","1989","middle vocational","Rural Area","9","","","","3"
"High transfer dependency","1989","vocational + Abi","Urban Area","6","","","","3"
"High transfer dependency","1989","vocational + Abi","Rural Area","","","","","3"
"Low transfer dependency","1989","vocational + Abi","Urban Area","9","","","","2"
"Low transfer dependency","1989","vocational + Abi","Rural Area","3","","","","2"
"Low transfer dependency","1989","general elemantary","Urban Area","80","0.0306166625666688","0.0229584633475099","0.0382748617858277","2"
"Low transfer dependency","1989","middle vocational","Urban Area","87","0.0221222572885085","0.0172193305779192","0.0270251839990978","2"
"Low transfer dependency","1989","middle vocational","Rural Area","18","","","","2"
"Low transfer dependency","1989","higher vocational","Urban Area","9","","","","2"
"Low transfer dependency","1989","higher vocational","Rural Area","2","","","","2"
"Low transfer dependency","1989","higher education","Urban Area","7","","","","2"
"Low transfer dependency","1989","higher education","Rural Area","3","","","","2"
"Low transfer dependency","1989","general elemantary","Rural Area","15","","","","2"
"Low transfer dependency","1989","in school","Urban Area","6","","","","2"
"Low transfer dependency","1989","in school","Rural Area","4","","","","2"
"Low transfer dependency","1989","inadequately","Urban Area","38","0.0766627809020155","0.0544679925655501","0.098857569238481","2"
"Low transfer dependency","1989","inadequately","Rural Area","4","","","","2"
"No transfer dependency","1989","general elemantary","Urban Area","820","0.588168642323645","0.566290492106188","0.610046792541102","0"
"No transfer dependency","1989","general elemantary","Rural Area","216","0.517806132461845","0.475464691270277","0.560147573653413","0"
"No transfer dependency","1989","middle vocational","Urban Area","1601","0.557236170895296","0.54067831425114","0.573794027539452","0"
"No transfer dependency","1989","middle vocational","Rural Area","370","0.472693887463568","0.440397931334889","0.504989843592248","0"
"No transfer dependency","1989","vocational + Abi","Urban Area","116","0.581288536492454","0.519259039557659","0.643318033427249","0"
"No transfer dependency","1989","in school","Urban Area","3","","","","0"
"No transfer dependency","1989","in school","Rural Area","1","","","","0"
"No transfer dependency","1989","inadequately","Urban Area","131","0.261751146023105","0.225080020574951","0.298422271471259","0"
"No transfer dependency","1989","inadequately","Rural Area","19","","","","0"
"No transfer dependency","1989","vocational + Abi","Rural Area","13","","","","0"
"No transfer dependency","1989","higher vocational","Urban Area","183","0.556647184050229","0.506566882537019","0.606727485563439","0"
"No transfer dependency","1989","higher vocational","Rural Area","41","0.471929425934478","0.374571364725859","0.569287487143098","0"
"No transfer dependency","1989","higher education","Urban Area","276","0.568978224806288","0.527591203094357","0.610365246518219","0"
"No transfer dependency","1989","higher education","Rural Area","42","0.477153029007121","0.378764009088635","0.575542048925608","0"
"Very high transfer dependency","1989","higher vocational","Urban Area","1","","","","4"
"Very high transfer dependency","1989","higher education","Rural Area","1","","","","4"
"Very high transfer dependency","1989","higher vocational","Rural Area","","","","","4"
"Very high transfer dependency","1989","higher education","Urban Area","","","","","4"
"Very high transfer dependency","1989","general elemantary","Urban Area","19","","","","4"
"Very high transfer dependency","1989","general elemantary","Rural Area","8","","","","4"
"Very high transfer dependency","1989","middle vocational","Urban Area","16","","","","4"
"Very high transfer dependency","1989","middle vocational","Rural Area","5","","","","4"
"Very high transfer dependency","1989","vocational + Abi","Urban Area","","","","","4"
"Very high transfer dependency","1989","vocational + Abi","Rural Area","","","","","4"
"Very high transfer dependency","1989","in school","Urban Area","","","","","4"
"Very high transfer dependency","1989","in school","Rural Area","","","","","4"
"Very high transfer dependency","1989","inadequately","Urban Area","3","","","","4"
"Very high transfer dependency","1989","inadequately","Rural Area","2","","","","4"
"Very low transfer dependency","1989","higher education","Rural Area","53","0.475018361118273","0.376649475979067","0.57338724625748","1"
"Very low transfer dependency","1989","higher education","Urban Area","267","0.418781756648141","0.377550151504864","0.460013361791418","1"
"Very low transfer dependency","1989","higher vocational","Rural Area","58","0.509499444304919","0.41200519191923","0.606993696690608","1"
"Very low transfer dependency","1989","inadequately","Rural Area","47","0.558983517505674","0.44808400423515","0.669883030776198","1"
"Very low transfer dependency","1989","general elemantary","Urban Area","978","0.34976784430411","0.328568417317038","0.370967271291182","1"
"Very low transfer dependency","1989","higher vocational","Urban Area","183","0.421904128761945","0.372117924953871","0.471690332570019","1"
"Very low transfer dependency","1989","inadequately","Urban Area","355","0.580310813036927","0.539141580260144","0.62148004581371","1"
"Very low transfer dependency","1989","in school","Rural Area","19","","","","1"
"Very low transfer dependency","1989","general elemantary","Rural Area","278","0.410031282131653","0.368354499213885","0.45170806504942","1"
"Very low transfer dependency","1989","middle vocational","Urban Area","1699","0.398021651670458","0.381704581336227","0.414338722004689","1"
"Very low transfer dependency","1989","middle vocational","Rural Area","510","0.481230810028351","0.448909381277114","0.513552238779588","1"
"Very low transfer dependency","1989","vocational + Abi","Urban Area","112","0.351151118760667","0.29113557262365","0.411166664897683","1"
"Very low transfer dependency","1989","vocational + Abi","Rural Area","20","","","","1"
"Very low transfer dependency","1989","in school","Urban Area","116","0.892433615559587","0.839173431767911","0.945693799351263","1"
"Complete transfer dependency","1990","general elemantary","Urban Area","11","","","","5"
"Complete transfer dependency","1990","inadequately","Rural Area","3","","","","5"
"Complete transfer dependency","1990","general elemantary","Rural Area","5","","","","5"
"Complete transfer dependency","1990","higher education","Urban Area","","","","","5"
"Complete transfer dependency","1990","higher education","Rural Area","","","","","5"
"Complete transfer dependency","1990","inadequately","Urban Area","9","","","","5"
"Complete transfer dependency","1990","in school","Rural Area","","","","","5"
"Complete transfer dependency","1990","higher vocational","Rural Area","","","","","5"
"Complete transfer dependency","1990","in school","Urban Area","1","","","","5"
"Complete transfer dependency","1990","middle vocational","Urban Area","16","","","","5"
"Complete transfer dependency","1990","higher vocational","Urban Area","2","","","","5"
"Complete transfer dependency","1990","middle vocational","Rural Area","3","","","","5"
"Complete transfer dependency","1990","vocational + Abi","Urban Area","1","","","","5"
"Complete transfer dependency","1990","vocational + Abi","Rural Area","1","","","","5"
"High transfer dependency","1990","higher education","Rural Area","","","","","3"
"High transfer dependency","1990","higher education","Urban Area","1","","","","3"
"High transfer dependency","1990","inadequately","Urban Area","14","","","","3"
"High transfer dependency","1990","higher vocational","Rural Area","","","","","3"
"High transfer dependency","1990","inadequately","Rural Area","","","","","3"
"High transfer dependency","1990","general elemantary","Urban Area","34","0.0183607398996925","0.0122231709166498","0.0244983088827351","3"
"High transfer dependency","1990","in school","Rural Area","","","","","3"
"High transfer dependency","1990","general elemantary","Rural Area","10","","","","3"
"High transfer dependency","1990","higher vocational","Urban Area","2","","","","3"
"High transfer dependency","1990","in school","Urban Area","3","","","","3"
"High transfer dependency","1990","middle vocational","Urban Area","30","0.00768585676739813","0.00472412589987041","0.0106475876349258","3"
"High transfer dependency","1990","middle vocational","Rural Area","3","","","","3"
"High transfer dependency","1990","vocational + Abi","Urban Area","2","","","","3"
"High transfer dependency","1990","vocational + Abi","Rural Area","","","","","3"
"Low transfer dependency","1990","general elemantary","Urban Area","66","0.0274865717443274","0.0200120496701212","0.0349610938185337","2"
