"transab_cat","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1985","Berlin","Employed","128","0.429920720338213","0.36728756565059","0.492553875025837","1"
"Very low transfer dependency","1985","Brandenburg","Not Employed","","","","","1"
"Very low transfer dependency","1985","Brandenburg","Employed","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","Not Employed","","","","","1"
"Very low transfer dependency","1985","Saxony-Anhalt","Employed","","","","","1"
"Very low transfer dependency","1985","Thuringia","Not Employed","","","","","1"
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Very low transfer dependency","1985","Saxony","Not Employed","","","","","1"
"Very low transfer dependency","1985","Saxony","Employed","","","","","1"
"Very low transfer dependency","1985","Thuringia","Employed","","","","","1"
"Complete transfer dependency","1986","North Rhine-Westphalia","Not Employed","27","","","","5"
"Complete transfer dependency","1986","North Rhine-Westphalia","Employed","","","","","5"
"Complete transfer dependency","1986","Hesse","Not Employed","13","","","","5"
"Complete transfer dependency","1986","Hesse","Employed","","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","Employed","","","","","5"
"Complete transfer dependency","1986","Bremen","Employed","","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","3","","","","5"
"Complete transfer dependency","1986","Hamburg","Not Employed","8","","","","5"
"Complete transfer dependency","1986","Hamburg","Employed","","","","","5"
"Complete transfer dependency","1986","Lower Saxony","Not Employed","18","","","","5"
"Complete transfer dependency","1986","Lower Saxony","Employed","","","","","5"
"Complete transfer dependency","1986","Bremen","Not Employed","2","","","","5"
"Complete transfer dependency","1986","Schleswig-Holstein","Not Employed","2","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","Not Employed","5","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","Employed","","","","","5"
"Complete transfer dependency","1986","Bavaria","Not Employed","6","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","","","","","5"
"Complete transfer dependency","1986","Bavaria","Employed","","","","","5"
"Complete transfer dependency","1986","Berlin","Not Employed","3","","","","5"
"Complete transfer dependency","1986","Berlin","Employed","","","","","5"
"Complete transfer dependency","1986","Brandenburg","Not Employed","","","","","5"
"Complete transfer dependency","1986","Brandenburg","Employed","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Complete transfer dependency","1986","Saxony","Not Employed","","","","","5"
"Complete transfer dependency","1986","Saxony","Employed","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","Not Employed","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","Employed","","","","","5"
"Complete transfer dependency","1986","Thuringia","Not Employed","","","","","5"
"Complete transfer dependency","1986","Thuringia","Employed","","","","","5"
"High transfer dependency","1986","Schleswig-Holstein","Not Employed","1","","","","3"
"High transfer dependency","1986","Bavaria","Employed","7","","","","3"
"High transfer dependency","1986","Brandenburg","Not Employed","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","Not Employed","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","Employed","","","","","3"
"High transfer dependency","1986","Hamburg","Not Employed","","","","","3"
"High transfer dependency","1986","Hamburg","Employed","","","","","3"
"High transfer dependency","1986","Lower Saxony","Not Employed","6","","","","3"
"High transfer dependency","1986","Lower Saxony","Employed","4","","","","3"
"High transfer dependency","1986","Bremen","Not Employed","4","","","","3"
"High transfer dependency","1986","Hesse","Employed","3","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","6","","","","3"
"High transfer dependency","1986","Baden-Württemberg","Not Employed","9","","","","3"
"High transfer dependency","1986","Baden-Württemberg","Employed","8","","","","3"
"High transfer dependency","1986","Bavaria","Not Employed","10","","","","3"
"High transfer dependency","1986","Berlin","Not Employed","6","","","","3"
"High transfer dependency","1986","Berlin","Employed","3","","","","3"
"High transfer dependency","1986","Brandenburg","Employed","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","","","3"
"High transfer dependency","1986","Saxony","Not Employed","","","","","3"
"High transfer dependency","1986","Saxony","Employed","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","Employed","","","","","3"
"High transfer dependency","1986","Thuringia","Not Employed","","","","","3"
"High transfer dependency","1986","Thuringia","Employed","","","","","3"
"High transfer dependency","1986","Bremen","Employed","1","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","Not Employed","21","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","Employed","20","","","","3"
"High transfer dependency","1986","Hesse","Not Employed","8","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","5","","","","3"
"Low transfer dependency","1986","Schleswig-Holstein","Employed","13","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","Not Employed","4","","","","2"
"Low transfer dependency","1986","Hamburg","Not Employed","4","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","Not Employed","52","0.0368667984688963","0.0257664868684757","0.0479671100693169","2"
"Low transfer dependency","1986","Hamburg","Employed","5","","","","2"
"Low transfer dependency","1986","Lower Saxony","Not Employed","24","","","","2"
"Low transfer dependency","1986","Bremen","Not Employed","3","","","","2"
"Low transfer dependency","1986","Bremen","Employed","3","","","","2"
"Low transfer dependency","1986","Hesse","Not Employed","16","","","","2"
"Low transfer dependency","1986","Lower Saxony","Employed","22","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","Employed","39","0.0224407923145374","0.0152439010167707","0.0296376836123041","2"
"Low transfer dependency","1986","Hesse","Employed","18","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","7","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","5","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","Not Employed","21","","","","2"
"Low transfer dependency","1986","Thuringia","Employed","","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","Employed","38","0.0204037872142863","0.0126648197644996","0.0281427546640731","2"
"Low transfer dependency","1986","Bavaria","Not Employed","14","","","","2"
"Low transfer dependency","1986","Bavaria","Employed","26","","","","2"
"Low transfer dependency","1986","Berlin","Not Employed","4","","","","2"
"Low transfer dependency","1986","Berlin","Employed","11","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Low transfer dependency","1986","Saxony","Not Employed","","","","","2"
"Low transfer dependency","1986","Saxony","Employed","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","Not Employed","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","Employed","","","","","2"
"Low transfer dependency","1986","Thuringia","Not Employed","","","","","2"
"Low transfer dependency","1986","Brandenburg","Not Employed","","","","","2"
"Low transfer dependency","1986","Brandenburg","Employed","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"No transfer dependency","1986","Schleswig-Holstein","Not Employed","49","0.557399777073688","0.463287688473209","0.651511865674167","0"
"No transfer dependency","1986","Schleswig-Holstein","Employed","75","0.415034849492982","0.347420280096236","0.482649418889727","0"
"No transfer dependency","1986","Hamburg","Not Employed","53","0.689382991286094","0.59957997917127","0.779186003400918","0"
"No transfer dependency","1986","Hamburg","Employed","58","0.535710284884359","0.454253667981084","0.617166901787634","0"
"No transfer dependency","1986","Lower Saxony","Not Employed","182","0.512982679418057","0.466903744943982","0.559061613892131","0"
"No transfer dependency","1986","Lower Saxony","Employed","205","0.37025603929428","0.332369156246446","0.408142922342114","0"
"No transfer dependency","1986","Bremen","Not Employed","33","0.662145398590018","0.541457510691539","0.782833286488498","0"
"No transfer dependency","1986","Bremen","Employed","14","","","","0"
"No transfer dependency","1986","North Rhine-Westphalia","Not Employed","404","0.501141823927881","0.471687900564961","0.530595747290802","0"
"No transfer dependency","1986","North Rhine-Westphalia","Employed","589","0.423501272928535","0.399491898146887","0.447510647710184","0"
"No transfer dependency","1986","Hesse","Not Employed","159","0.601105073619908","0.551344993135169","0.650865154104648","0"
"No transfer dependency","1986","Hesse","Employed","248","0.48419112195898","0.445136216956602","0.523246026961359","0"
"No transfer dependency","1986","Rhineland-Palatinate,Saarland","Not Employed","173","0.650715881121959","0.597473452702885","0.703958309541032","0"
"No transfer dependency","1986","Rhineland-Palatinate,Saarland","Employed","190","0.491888198427036","0.444744998235578","0.539031398618495","0"
"No transfer dependency","1986","Baden-Württemberg","Not Employed","272","0.615993797471237","0.577741318934034","0.65424627600844","0"
"No transfer dependency","1986","Baden-Württemberg","Employed","488","0.454296608998962","0.427041234596076","0.481551983401848","0"
"No transfer dependency","1986","Bavaria","Not Employed","286","0.619053755697674","0.57932653579597","0.658780975599379","0"
"No transfer dependency","1986","Bavaria","Employed","388","0.383115574845767","0.354820661360379","0.411410488331155","0"
"No transfer dependency","1986","Berlin","Not Employed","58","0.719272022827997","0.635677844403785","0.802866201252209","0"
"No transfer dependency","1986","Berlin","Employed","93","0.510662669631392","0.446750230858519","0.574575108404266","0"
"No transfer dependency","1986","Brandenburg","Not Employed","","","","","0"
"No transfer dependency","1986","Brandenburg","Employed","","","","","0"
"No transfer dependency","1986","Mecklenburg-Western Pomerania","Not Employed","","","","","0"
"No transfer dependency","1986","Mecklenburg-Western Pomerania","Employed","","","","","0"
"No transfer dependency","1986","Saxony","Not Employed","","","","","0"
"No transfer dependency","1986","Saxony","Employed","","","","","0"
"No transfer dependency","1986","Saxony-Anhalt","Not Employed","","","","","0"
"No transfer dependency","1986","Saxony-Anhalt","Employed","","","","","0"
"No transfer dependency","1986","Thuringia","Not Employed","","","","","0"
"No transfer dependency","1986","Thuringia","Employed","","","","","0"
"Very high transfer dependency","1986","Schleswig-Holstein","Not Employed","2","","","","4"
