"transab_cat","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1988","middle vocational","Male","63","0.0220869714346028","0.0162722486769102","0.0279016941922953","2"
"Low transfer dependency","1988","in school","Male","6","","","","2"
"Low transfer dependency","1988","in school","Female","2","","","","2"
"Low transfer dependency","1988","inadequately","Male","19","","","","2"
"Low transfer dependency","1988","inadequately","Female","32","0.0914752956740559","0.0635365619550155","0.119414029393096","2"
"No transfer dependency","1988","general elemantary","Male","266","0.403194831631123","0.371599976843491","0.434789686418755","0"
"No transfer dependency","1988","general elemantary","Female","770","0.599643152358966","0.576248413153509","0.623037891564424","0"
"No transfer dependency","1988","middle vocational","Male","1134","0.548269241703621","0.528579157004544","0.567959326402697","0"
"No transfer dependency","1988","middle vocational","Female","888","0.529278462602374","0.507650310153799","0.550906615050949","0"
"No transfer dependency","1988","vocational + Abi","Male","64","0.58230370695509","0.502306145066637","0.662301268843543","0"
"No transfer dependency","1988","in school","Male","4","","","","0"
"No transfer dependency","1988","in school","Female","4","","","","0"
"No transfer dependency","1988","inadequately","Male","67","0.283587596682543","0.229318784221317","0.337856409143768","0"
"No transfer dependency","1988","inadequately","Female","91","0.219448259994829","0.179338195902179","0.259558324087479","0"
"No transfer dependency","1988","vocational + Abi","Female","55","0.555259399232318","0.46363519454802","0.646883603916615","0"
"No transfer dependency","1988","higher vocational","Male","147","0.559348229398226","0.502885904080645","0.615810554715807","0"
"No transfer dependency","1988","higher vocational","Female","79","0.489776593542642","0.422485224719749","0.557067962365535","0"
"No transfer dependency","1988","higher education","Male","191","0.521497401246326","0.473893106883428","0.569101695609224","0"
"No transfer dependency","1988","higher education","Female","113","0.613824633012248","0.548593391434802","0.679055874589694","0"
"Very high transfer dependency","1988","general elemantary","Male","11","","","","4"
"Very high transfer dependency","1988","general elemantary","Female","20","","","","4"
"Very high transfer dependency","1988","middle vocational","Male","13","","","","4"
"Very high transfer dependency","1988","middle vocational","Female","17","","","","4"
"Very high transfer dependency","1988","vocational + Abi","Male","1","","","","4"
"Very high transfer dependency","1988","vocational + Abi","Female","1","","","","4"
"Very high transfer dependency","1988","higher vocational","Male","","","","","4"
"Very high transfer dependency","1988","higher vocational","Female","","","","","4"
"Very high transfer dependency","1988","higher education","Male","1","","","","4"
"Very high transfer dependency","1988","higher education","Female","","","","","4"
"Very high transfer dependency","1988","in school","Male","2","","","","4"
"Very high transfer dependency","1988","in school","Female","1","","","","4"
"Very high transfer dependency","1988","inadequately","Male","3","","","","4"
"Very high transfer dependency","1988","inadequately","Female","4","","","","4"
"Very low transfer dependency","1988","higher education","Female","96","0.363155007911976","0.298722640003041","0.42758737582091","1"
"Very low transfer dependency","1988","higher vocational","Female","121","0.448981039521166","0.382026900044171","0.515935178998161","1"
"Very low transfer dependency","1988","higher education","Male","224","0.460190738001595","0.412693647179182","0.507687828824008","1"
"Very low transfer dependency","1988","higher vocational","Male","143","0.419496965169205","0.363374527629034","0.475619402709376","1"
"Very low transfer dependency","1988","inadequately","Male","169","0.574940072410783","0.515420263850906","0.63445988097066","1"
"Very low transfer dependency","1988","inadequately","Female","266","0.606877206148792","0.559540180868339","0.654214231429245","1"
"Very low transfer dependency","1988","general elemantary","Male","585","0.520694953789198","0.488518344075726","0.552871563502671","1"
"Very low transfer dependency","1988","in school","Female","63","0.878549286421666","0.802028016011285","0.955070556832047","1"
"Very low transfer dependency","1988","general elemantary","Female","799","0.33568916836127","0.313141456861426","0.358236879861114","1"
"Very low transfer dependency","1988","middle vocational","Male","1220","0.413028220127357","0.393547308074719","0.432509132179995","1"
"Very low transfer dependency","1988","middle vocational","Female","1066","0.424766716239044","0.403348045268223","0.446185387209864","1"
"Very low transfer dependency","1988","vocational + Abi","Male","74","0.382260747467137","0.303437537924867","0.461083957009407","1"
"Very low transfer dependency","1988","vocational + Abi","Female","53","0.408211287208931","0.317589063966595","0.498833510451267","1"
"Very low transfer dependency","1988","in school","Male","68","0.814691842651087","0.730076418789728","0.899307266512447","1"
"Complete transfer dependency","1989","inadequately","Male","8","","","","5"
"Complete transfer dependency","1989","higher education","Male","","","","","5"
"Complete transfer dependency","1989","higher education","Female","","","","","5"
"Complete transfer dependency","1989","higher vocational","Female","1","","","","5"
"Complete transfer dependency","1989","inadequately","Female","11","","","","5"
"Complete transfer dependency","1989","general elemantary","Female","20","","","","5"
"Complete transfer dependency","1989","in school","Female","1","","","","5"
"Complete transfer dependency","1989","general elemantary","Male","9","","","","5"
"Complete transfer dependency","1989","higher vocational","Male","","","","","5"
"Complete transfer dependency","1989","in school","Male","1","","","","5"
"Complete transfer dependency","1989","middle vocational","Male","15","","","","5"
"Complete transfer dependency","1989","middle vocational","Female","12","","","","5"
"Complete transfer dependency","1989","vocational + Abi","Male","1","","","","5"
"Complete transfer dependency","1989","vocational + Abi","Female","","","","","5"
"High transfer dependency","1989","higher education","Female","","","","","3"
"High transfer dependency","1989","higher education","Male","","","","","3"
"High transfer dependency","1989","inadequately","Male","2","","","","3"
"High transfer dependency","1989","general elemantary","Male","15","","","","3"
"High transfer dependency","1989","higher vocational","Female","1","","","","3"
"High transfer dependency","1989","inadequately","Female","9","","","","3"
"High transfer dependency","1989","in school","Female","2","","","","3"
"High transfer dependency","1989","general elemantary","Female","21","","","","3"
"High transfer dependency","1989","higher vocational","Male","","","","","3"
"High transfer dependency","1989","in school","Male","1","","","","3"
"High transfer dependency","1989","middle vocational","Male","21","","","","3"
"High transfer dependency","1989","middle vocational","Female","21","","","","3"
"High transfer dependency","1989","vocational + Abi","Male","3","","","","3"
"High transfer dependency","1989","vocational + Abi","Female","3","","","","3"
"Low transfer dependency","1989","general elemantary","Male","40","0.0337023596146263","0.0216831818437991","0.0457215373854535","2"
"Low transfer dependency","1989","general elemantary","Female","55","0.0261721495793737","0.0183811765745032","0.0339631225842441","2"
"Low transfer dependency","1989","middle vocational","Male","61","0.0207085547414241","0.0149933107616859","0.0264237987211623","2"
"Low transfer dependency","1989","middle vocational","Female","44","0.0211155599770485","0.0147988844752921","0.0274322354788048","2"
"Low transfer dependency","1989","vocational + Abi","Male","7","","","","2"
"Low transfer dependency","1989","vocational + Abi","Female","5","","","","2"
"Low transfer dependency","1989","higher vocational","Male","5","","","","2"
"Low transfer dependency","1989","higher vocational","Female","6","","","","2"
"Low transfer dependency","1989","higher education","Male","5","","","","2"
"Low transfer dependency","1989","higher education","Female","5","","","","2"
"Low transfer dependency","1989","in school","Male","6","","","","2"
"Low transfer dependency","1989","in school","Female","4","","","","2"
"Low transfer dependency","1989","inadequately","Male","13","","","","2"
