"transab_cat","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1984","(1c) basic vocational qualification","inadequately","","","",""
"Complete transfer dependency","1984","(1c) basic vocational qualification","general elemantary","","","",""
"Complete transfer dependency","1984","(1c) basic vocational qualification","middle vocational","41","0.011546098553192","0.00816761524584073","0.0149245818605433"
"Complete transfer dependency","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"Complete transfer dependency","1984","(1c) basic vocational qualification","higher vocational","3","","",""
"Complete transfer dependency","1984","(1c) basic vocational qualification","higher education","","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","in school","","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","inadequately","","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","general elemantary","4","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","middle vocational","","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","higher vocational","","","",""
"Complete transfer dependency","1984","(2b) intermediate general qualification","higher education","","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","in school","","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","inadequately","","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","general elemantary","","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","middle vocational","9","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","higher vocational","2","","",""
"Complete transfer dependency","1984","(2a) intermediate vocational","higher education","","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","in school","","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","middle vocational","10","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Complete transfer dependency","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","vocational + Abi","5","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","higher vocational","4","","",""
"Complete transfer dependency","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","in school","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","inadequately","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","general elemantary","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","middle vocational","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","higher vocational","","","",""
"Complete transfer dependency","1984","(3a) lower tertiary education","higher education","5","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","in school","","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","inadequately","","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","general elemantary","","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","middle vocational","","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","higher vocational","","","",""
"Complete transfer dependency","1984","(3b) higher tertiary education","higher education","1","","",""
"No transfer dependency","1985","(0) in school","in school","9","","",""
"No transfer dependency","1985","(0) in school","inadequately","","","",""
"No transfer dependency","1985","(0) in school","general elemantary","","","",""
"No transfer dependency","1985","(0) in school","middle vocational","","","",""
"No transfer dependency","1985","(0) in school","vocational + Abi","","","",""
"No transfer dependency","1985","(0) in school","higher vocational","","","",""
"No transfer dependency","1985","(0) in school","higher education","","","",""
"No transfer dependency","1985","(1a) inadequately completed","in school","","","",""
"No transfer dependency","1985","(1a) inadequately completed","inadequately","179","0.294376871297189","0.262453742041347","0.326300000553032"
"No transfer dependency","1985","(1a) inadequately completed","general elemantary","","","",""
"No transfer dependency","1985","(1a) inadequately completed","middle vocational","19","","",""
"No transfer dependency","1985","(1a) inadequately completed","vocational + Abi","","","",""
"No transfer dependency","1985","(1a) inadequately completed","higher vocational","1","","",""
"No transfer dependency","1985","(1a) inadequately completed","higher education","","","",""
"No transfer dependency","1985","(1b) general elementary school","in school","","","",""
