"transab_cat","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","2016","35-65 y.","Rural Area","126","0.0184432735459511","0.0146593640104144","0.0222271830814878","3"
"High transfer dependency","2016","66 and older","Urban Area","27","","","","3"
"High transfer dependency","2016","66 and older","Rural Area","16","","","","3"
"Low transfer dependency","2016","35-65 y.","Urban Area","605","0.0485002336187437","0.0440367067995898","0.0529637604378976","2"
"Low transfer dependency","2016","35-65 y.","Rural Area","403","0.0633480243122989","0.0564975648077231","0.0701984838168747","2"
"Low transfer dependency","2016","66 and older","Rural Area","41","0.0249546942245926","0.0175807698894599","0.0323286185597253","2"
"Low transfer dependency","2016","16-34 y.","Urban Area","460","0.0920546234782909","0.0832556149819751","0.100853631974607","2"
"Low transfer dependency","2016","66 and older","Urban Area","56","0.0202765504817445","0.015272050960985","0.025281050002504","2"
"Low transfer dependency","2016","16-34 y.","Rural Area","279","0.138353503295191","0.122865166979753","0.15384183961063","2"
"No transfer dependency","2016","16-34 y.","Urban Area","1004","0.369045135457139","0.354358579565476","0.383731691348802","0"
"No transfer dependency","2016","16-34 y.","Rural Area","338","0.272952329909192","0.252968902684849","0.292935757133536","0"
"No transfer dependency","2016","35-65 y.","Urban Area","2624","0.4441328061376","0.433808904953355","0.454456707321844","0"
"No transfer dependency","2016","35-65 y.","Rural Area","1544","0.483368386439193","0.469314590292398","0.497422182585987","0"
"No transfer dependency","2016","66 and older","Urban Area","2669","0.884752773267843","0.873414730993149","0.896090815542538","0"
"No transfer dependency","2016","66 and older","Rural Area","1490","0.876726655097583","0.861185730685572","0.892267579509594","0"
"Very high transfer dependency","2016","16-34 y.","Urban Area","207","0.0305442416565752","0.0253069140099035","0.0357815693032468","4"
"Very high transfer dependency","2016","35-65 y.","Rural Area","112","0.0168510174502997","0.0132311991567866","0.0204708357438129","4"
"Very high transfer dependency","2016","66 and older","Urban Area","24","","","","4"
"Very high transfer dependency","2016","16-34 y.","Rural Area","95","0.030681395819676","0.0229454047859849","0.0384173868533671","4"
"Very high transfer dependency","2016","35-65 y.","Urban Area","236","0.0206573679143942","0.0177020329445407","0.0236127028842476","4"
"Very high transfer dependency","2016","66 and older","Rural Area","5","","","","4"
"Very low transfer dependency","2016","16-34 y.","Urban Area","2082","0.425173363908514","0.410126966095511","0.440219761721517","1"
"Very low transfer dependency","2016","16-34 y.","Rural Area","1079","0.494295612266431","0.471867802414196","0.516723422118666","1"
"Very low transfer dependency","2016","35-65 y.","Rural Area","2584","0.404319794755708","0.390518077516969","0.418121511994447","1"
"Very low transfer dependency","2016","66 and older","Urban Area","264","0.0764399230037317","0.0670057342738145","0.0858741117336488","1"
"Very low transfer dependency","2016","66 and older","Rural Area","166","0.0912262699940858","0.0776150205247374","0.104837519463434","1"
"Very low transfer dependency","2016","35-65 y.","Urban Area","4904","0.432887479240404","0.422592534484517","0.443182423996291","1"
"Complete transfer dependency","2017","16-34 y.","Urban Area","728","0.0313478978315322","0.0266485562198372","0.0360472394432271","5"
"Complete transfer dependency","2017","16-34 y.","Rural Area","313","0.0481422922692672","0.0397476678160907","0.0565369167224437","5"
"Complete transfer dependency","2017","35-65 y.","Urban Area","718","0.0232154072294525","0.0203240497832301","0.0261067646756748","5"
"Complete transfer dependency","2017","35-65 y.","Rural Area","296","0.021850190156869","0.0180786804686293","0.0256216998451087","5"
"Complete transfer dependency","2017","66 and older","Urban Area","14","","","","5"
"Complete transfer dependency","2017","66 and older","Rural Area","2","","","","5"
"High transfer dependency","2017","35-65 y.","Urban Area","394","0.0313599792329547","0.028013537103824","0.0347064213620853","3"
"High transfer dependency","2017","16-34 y.","Rural Area","148","0.0342621588071637","0.0271288855608398","0.0413954320534876","3"
"High transfer dependency","2017","66 and older","Rural Area","15","","","","3"
"High transfer dependency","2017","16-34 y.","Urban Area","315","0.0530393892540603","0.0469955332700064","0.0590832452381141","3"
"High transfer dependency","2017","35-65 y.","Rural Area","197","0.0234902108420246","0.0195830014347015","0.0273974202493477","3"
"High transfer dependency","2017","66 and older","Urban Area","30","0.00689239818548784","0.00400366638564861","0.00978112998532706","3"
"Low transfer dependency","2017","35-65 y.","Urban Area","598","0.0434807408281678","0.039565039499433","0.0473964421569026","2"
"Low transfer dependency","2017","35-65 y.","Rural Area","387","0.0529650761088262","0.0471872731420182","0.0587428790756342","2"
"Low transfer dependency","2017","16-34 y.","Urban Area","486","0.0825391518893277","0.0751179770461768","0.0899603267324785","2"
"Low transfer dependency","2017","16-34 y.","Rural Area","307","0.105011164284533","0.0929891173330065","0.11703321123606","2"
"Low transfer dependency","2017","66 and older","Rural Area","52","0.0296185686976833","0.0219490302789765","0.0372881071163901","2"
"Low transfer dependency","2017","66 and older","Urban Area","54","0.0208056840979085","0.0158220134766795","0.0257893547191376","2"
"No transfer dependency","2017","16-34 y.","Urban Area","1205","0.374280728873142","0.361229921151493","0.387331536594791","0"
"No transfer dependency","2017","16-34 y.","Rural Area","459","0.319430689617774","0.301146472315896","0.337714906919652","0"
"No transfer dependency","2017","35-65 y.","Urban Area","3017","0.442612349709659","0.433075505981995","0.452149193437324","0"
"No transfer dependency","2017","35-65 y.","Rural Area","1886","0.487290761693089","0.474395962297776","0.500185561088402","0"
"No transfer dependency","2017","66 and older","Urban Area","2752","0.885916467152056","0.874816242780348","0.897016691523765","0"
"No transfer dependency","2017","66 and older","Rural Area","1618","0.86650832913441","0.851122198692198","0.881894459576621","0"
"Very high transfer dependency","2017","16-34 y.","Urban Area","248","0.0306254569544555","0.025978849481885","0.0352720644270259","4"
"Very high transfer dependency","2017","35-65 y.","Rural Area","129","0.0151177170192831","0.0119698223061556","0.0182656117324106","4"
"Very high transfer dependency","2017","66 and older","Urban Area","27","","","","4"
"Very high transfer dependency","2017","35-65 y.","Urban Area","306","0.0203829693830532","0.0176698049143283","0.0230961338517782","4"
"Very high transfer dependency","2017","16-34 y.","Rural Area","90","0.030537426562201","0.0237900707045782","0.0372847824198238","4"
"Very high transfer dependency","2017","66 and older","Rural Area","9","","","","4"
"Very low transfer dependency","2017","16-34 y.","Urban Area","2300","0.428167375197482","0.414823248903609","0.441511501491356","1"
"Very low transfer dependency","2017","16-34 y.","Rural Area","1181","0.462616268459061","0.443063665477557","0.482168871440564","1"
"Very low transfer dependency","2017","35-65 y.","Rural Area","2877","0.399286044179908","0.386651462827191","0.411920625532625","1"
"Very low transfer dependency","2017","66 and older","Urban Area","274","0.0774367015211814","0.0681042573845498","0.0867691456578129","1"
"Very low transfer dependency","2017","66 and older","Rural Area","181","0.0976917263437335","0.0842602943765181","0.111123158310949","1"
"Very low transfer dependency","2017","35-65 y.","Urban Area","5387","0.438948553616713","0.429420100841901","0.448477006391524","1"
"Complete transfer dependency","2018","16-34 y.","Urban Area","947","0.0327303849966062","0.0281353779797098","0.0373253920135025","5"
"Complete transfer dependency","2018","16-34 y.","Rural Area","355","0.0444988510118417","0.0363866779353045","0.052611024088379","5"
"Complete transfer dependency","2018","35-65 y.","Urban Area","950","0.0270868383743817","0.0239569412731215","0.030216735475642","5"
"Complete transfer dependency","2018","35-65 y.","Rural Area","369","0.0150611258934284","0.0118722884090758","0.018249963377781","5"
"Complete transfer dependency","2018","66 and older","Urban Area","21","","","","5"
"Complete transfer dependency","2018","66 and older","Rural Area","4","","","","5"
"High transfer dependency","2018","35-65 y.","Urban Area","448","0.0281010778195879","0.024914783410737","0.0312873722284388","3"
"High transfer dependency","2018","66 and older","Urban Area","39","0.0104799535137006","0.00695000192389374","0.0140099051035075","3"
"High transfer dependency","2018","35-65 y.","Rural Area","212","0.0281314779887534","0.0238023636070882","0.0324605923704187","3"
"High transfer dependency","2018","16-34 y.","Urban Area","440","0.041311230036116","0.0361718618421549","0.0464505982300772","3"
"High transfer dependency","2018","66 and older","Rural Area","21","","","","3"
"High transfer dependency","2018","16-34 y.","Rural Area","178","0.0530708882284774","0.0442515882515557","0.0618901882053991","3"
"Low transfer dependency","2018","35-65 y.","Urban Area","614","0.0500217090899678","0.0458188002931484","0.0542246178867872","2"
"Low transfer dependency","2018","35-65 y.","Rural Area","370","0.0498073685725127","0.0441116089091557","0.0555031282358698","2"
"Low transfer dependency","2018","16-34 y.","Rural Area","263","0.0924558167928468","0.0810599277754649","0.103851705810229","2"
"Low transfer dependency","2018","16-34 y.","Urban Area","509","0.0738968185788312","0.0671409777610525","0.0806526593966098","2"
"Low transfer dependency","2018","66 and older","Urban Area","76","0.0171220629628698","0.0126252522079825","0.021618873717757","2"
"Low transfer dependency","2018","66 and older","Rural Area","54","0.0289401427069625","0.0213278584318148","0.0365524269821101","2"
"No transfer dependency","2018","16-34 y.","Urban Area","1224","0.373175508369967","0.360685394596118","0.385665622143816","0"
"No transfer dependency","2018","16-34 y.","Rural Area","476","0.329714238488767","0.311219591315817","0.348208885661717","0"
"No transfer dependency","2018","35-65 y.","Urban Area","2891","0.433754461835196","0.424199295832581","0.443309627837811","0"
"No transfer dependency","2018","35-65 y.","Rural Area","1777","0.486226425434887","0.473140507623371","0.499312343246403","0"
"No transfer dependency","2018","66 and older","Rural Area","1617","0.868239391941497","0.852880700986307","0.883598082896687","0"
"No transfer dependency","2018","66 and older","Urban Area","2765","0.884985565036501","0.873926433043667","0.896044697029335","0"
"Very high transfer dependency","2018","16-34 y.","Urban Area","376","0.0295835966314646","0.0252079584836517","0.0339592347792774","4"
"Very high transfer dependency","2018","35-65 y.","Rural Area","166","0.0208388307902132","0.0170989066517769","0.0245787549286494","4"
"Very high transfer dependency","2018","66 and older","Urban Area","30","0.00756792009423728","0.00456381280594691","0.0105720273825276","4"
"Very high transfer dependency","2018","35-65 y.","Urban Area","390","0.0194293282872683","0.0167680995445546","0.022090557029982","4"
"Very high transfer dependency","2018","66 and older","Rural Area","10","","","","4"
"Very high transfer dependency","2018","16-34 y.","Rural Area","89","0.0217043483321942","0.0159716955317252","0.0274370011326631","4"
"Very low transfer dependency","2018","16-34 y.","Rural Area","1121","0.458555857145873","0.438952964795199","0.478158749496546","1"
"Very low transfer dependency","2018","66 and older","Urban Area","266","0.0784009535558208","0.0690832593438963","0.0877186477677452","1"
"Very low transfer dependency","2018","16-34 y.","Urban Area","2264","0.449302461387015","0.436456612292289","0.462148310481741","1"
"Very low transfer dependency","2018","35-65 y.","Rural Area","2710","0.399934771320205","0.38710872391104","0.41276081872937","1"
"Very low transfer dependency","2018","66 and older","Rural Area","157","0.0814683593894191","0.0690465972341986","0.0938901215446397","1"
"Very low transfer dependency","2018","35-65 y.","Urban Area","5041","0.441606584593599","0.432032400435981","0.451180768751217","1"
"Complete transfer dependency","2019","16-34 y.","Urban Area","775","0.0300289089676649","0.0251881821405791","0.0348696357947508","5"
"Complete transfer dependency","2019","16-34 y.","Rural Area","251","0.0294615131490241","0.0224019764340063","0.0365210498640419","5"
"Complete transfer dependency","2019","35-65 y.","Urban Area","938","0.0228993041765501","0.0199629861097431","0.0258356222433571","5"
"Complete transfer dependency","2019","35-65 y.","Rural Area","345","0.0208239930534472","0.0171098144509891","0.0245381716559054","5"
"Complete transfer dependency","2019","66 and older","Urban Area","25","","","","5"
"Complete transfer dependency","2019","66 and older","Rural Area","9","","","","5"
"High transfer dependency","2019","16-34 y.","Urban Area","310","0.0442089148055365","0.0383785219603236","0.0500393076507493","3"
"High transfer dependency","2019","16-34 y.","Rural Area","173","0.0418137679173768","0.033457219933181","0.0501703159015727","3"
"High transfer dependency","2019","35-65 y.","Urban Area","354","0.0276972165532169","0.0244758427631238","0.0309185903433099","3"
"High transfer dependency","2019","35-65 y.","Rural Area","191","0.0238229442203091","0.0198563989824113","0.027789489458207","3"
"High transfer dependency","2019","66 and older","Urban Area","32","0.0100800985932182","0.00654424370317318","0.0136159534832632","3"
"High transfer dependency","2019","66 and older","Rural Area","23","","","","3"
"Low transfer dependency","2019","35-65 y.","Urban Area","469","0.0438365642559182","0.0398176696858748","0.0478554588259616","2"
"Low transfer dependency","2019","66 and older","Rural Area","64","0.0346218985394213","0.026405774335027","0.0428380227438156","2"
"Low transfer dependency","2019","16-34 y.","Urban Area","411","0.0741241677078474","0.066693673635087","0.0815546617806078","2"
"Low transfer dependency","2019","66 and older","Urban Area","64","0.0202110086024568","0.0152299427085629","0.0251920744963507","2"
"Low transfer dependency","2019","16-34 y.","Rural Area","222","0.107264499990859","0.0943454165043151","0.120183583477404","2"
"Low transfer dependency","2019","35-65 y.","Rural Area","347","0.0628840080658019","0.0565698248583428","0.069198191273261","2"
"No transfer dependency","2019","16-34 y.","Urban Area","1084","0.385657773026151","0.371851780579268","0.399463765473034","0"
"No transfer dependency","2019","16-34 y.","Rural Area","433","0.316475033450021","0.297057716740622","0.33589235015942","0"
"No transfer dependency","2019","35-65 y.","Urban Area","2959","0.435290418926022","0.425557918639472","0.445022919212571","0"
"No transfer dependency","2019","35-65 y.","Rural Area","1904","0.476725057275623","0.463733854663031","0.489716259888215","0"
"No transfer dependency","2019","66 and older","Urban Area","2660","0.879535261519653","0.868013507090744","0.891057015948563","0"
"No transfer dependency","2019","66 and older","Rural Area","1631","0.846690453341455","0.830498853359038","0.862882053323873","0"
"Very high transfer dependency","2019","16-34 y.","Urban Area","266","0.030966049295386","0.0260527434397585","0.0358793551510134","4"
"Very high transfer dependency","2019","66 and older","Urban Area","25","","","","4"
"Very high transfer dependency","2019","35-65 y.","Rural Area","135","0.0109472180767114","0.0082406932439469","0.0136537429094759","4"
"Very high transfer dependency","2019","35-65 y.","Urban Area","279","0.0156621824471778","0.0132248177431654","0.0180995471511903","4"
"Very high transfer dependency","2019","66 and older","Rural Area","5","","","","4"
"Very high transfer dependency","2019","16-34 y.","Rural Area","104","0.0321050140568943","0.0247456066057529","0.0394644215080357","4"
"Very low transfer dependency","2019","16-34 y.","Urban Area","1929","0.435014186197414","0.420952678638405","0.449075693756424","1"
"Very low transfer dependency","2019","16-34 y.","Rural Area","1021","0.472880171435825","0.45203658131095","0.493723761560699","1"
"Very low transfer dependency","2019","35-65 y.","Rural Area","2756","0.404796779308107","0.392029405987473","0.417564152628742","1"
"Very low transfer dependency","2019","66 and older","Urban Area","260","0.0793797433248504","0.0698109511066427","0.0889485355430581","1"
"Very low transfer dependency","2019","35-65 y.","Urban Area","4970","0.454614313641115","0.444839787473565","0.464388839808666","1"
"Very low transfer dependency","2019","66 and older","Rural Area","170","0.102627111110743","0.0889888073522367","0.116265414869249","1"
