"transab_cat","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1989","no degree/no degree yet","Female","12","","",""
"No transfer dependency","1990","lower secondary degree","Male","1008","0.571210951857026","0.549803068918357","0.592618834795695"
"No transfer dependency","1990","lower secondary degree","Female","1180","0.599919080020929","0.579711868866877","0.620126291174982"
"No transfer dependency","1990","secondary school degree","Male","310","0.555222920388866","0.516418365264315","0.594027475513418"
"No transfer dependency","1990","secondary school degree","Female","448","0.570185408585828","0.538108967928896","0.60226184924276"
"No transfer dependency","1990","college entrance qualification","Male","346","0.547878805903468","0.510304771732184","0.585452840074753"
"No transfer dependency","1990","college entrance qualification","Female","202","0.527442592980874","0.479978136477356","0.574907049484392"
"No transfer dependency","1990","Other degree","Male","156","0.299551250170174","0.26174772587835","0.337354774461998"
"No transfer dependency","1990","Other degree","Female","94","0.310489447941405","0.264860188084731","0.356118707798079"
"No transfer dependency","1990","no degree/no degree yet","Male","85","0.227995538151986","0.184353302130989","0.271637774172982"
"No transfer dependency","1990","no degree/no degree yet","Female","84","0.18615692377404","0.149452690957416","0.222861156590664"
"Very low transfer dependency","1990","lower secondary degree","Male","954","0.388194563339913","0.367113864366425","0.409275262313401"
"Very low transfer dependency","1990","lower secondary degree","Female","961","0.347555890480526","0.327914596036938","0.367197184924115"
"Very low transfer dependency","1990","secondary school degree","Male","303","0.416021359696787","0.377532582631576","0.454510136761998"
"Very low transfer dependency","1990","secondary school degree","Female","437","0.402949963484372","0.371168896842683","0.43473103012606"
"Very low transfer dependency","1990","college entrance qualification","Male","314","0.430955835386778","0.393569963564423","0.468341707209134"
"Very low transfer dependency","1990","college entrance qualification","Female","208","0.431678227224617","0.384587993557578","0.478768460891656"
"Very low transfer dependency","1990","Other degree","Male","359","0.590915142802544","0.550338342218352","0.631491943386737"
"Very low transfer dependency","1990","Other degree","Female","273","0.622891884216063","0.575096185053954","0.670687583378173"
"Very low transfer dependency","1990","no degree/no degree yet","Male","241","0.659141093626103","0.609833883327117","0.70844830392509"
"Very low transfer dependency","1990","no degree/no degree yet","Female","308","0.70422949935774","0.66119262200963","0.74726637670585"
"Low transfer dependency","1990","lower secondary degree","Male","55","0.0202535747044239","0.0141601520451713","0.0263469973636766"
"Low transfer dependency","1990","lower secondary degree","Female","63","0.0262340965216083","0.0196416523586264","0.0328265406845903"
"Low transfer dependency","1990","secondary school degree","Male","12","","",""
"Low transfer dependency","1990","secondary school degree","Female","13","","",""
"Low transfer dependency","1990","college entrance qualification","Male","8","","",""
"Low transfer dependency","1990","college entrance qualification","Female","12","","",""
"Low transfer dependency","1990","Other degree","Male","23","","",""
"Low transfer dependency","1990","Other degree","Female","17","","",""
"Low transfer dependency","1990","no degree/no degree yet","Male","13","","",""
"Low transfer dependency","1990","no degree/no degree yet","Female","19","","",""
"High transfer dependency","1990","lower secondary degree","Male","20","","",""
"High transfer dependency","1990","lower secondary degree","Female","30","0.013432672740873","0.00868445415529768","0.0181808913264483"
"High transfer dependency","1990","secondary school degree","Male","3","","",""
"High transfer dependency","1990","secondary school degree","Female","6","","",""
"High transfer dependency","1990","college entrance qualification","Male","4","","",""
"High transfer dependency","1990","college entrance qualification","Female","2","","",""
"High transfer dependency","1990","Other degree","Male","10","","",""
"High transfer dependency","1990","Other degree","Female","5","","",""
"High transfer dependency","1990","no degree/no degree yet","Male","7","","",""
"High transfer dependency","1990","no degree/no degree yet","Female","10","","",""
"Very high transfer dependency","1990","lower secondary degree","Male","9","","",""
"Very high transfer dependency","1990","lower secondary degree","Female","10","","",""
"Very high transfer dependency","1990","secondary school degree","Male","2","","",""
"Very high transfer dependency","1990","secondary school degree","Female","8","","",""
"Very high transfer dependency","1990","college entrance qualification","Male","2","","",""
"Very high transfer dependency","1990","college entrance qualification","Female","1","","",""
"Very high transfer dependency","1990","Other degree","Male","6","","",""
"Very high transfer dependency","1990","Other degree","Female","","","",""
"Very high transfer dependency","1990","no degree/no degree yet","Male","4","","",""
"Very high transfer dependency","1990","no degree/no degree yet","Female","4","","",""
"Complete transfer dependency","1990","lower secondary degree","Male","7","","",""
"Complete transfer dependency","1990","lower secondary degree","Female","14","","",""
"Complete transfer dependency","1990","secondary school degree","Male","","","",""
"Complete transfer dependency","1990","secondary school degree","Female","3","","",""
"Complete transfer dependency","1990","college entrance qualification","Male","","","",""
"Complete transfer dependency","1990","college entrance qualification","Female","","","",""
"Complete transfer dependency","1990","Other degree","Male","10","","",""
"Complete transfer dependency","1990","Other degree","Female","6","","",""
"Complete transfer dependency","1990","no degree/no degree yet","Male","5","","",""
"Complete transfer dependency","1990","no degree/no degree yet","Female","7","","",""
"No transfer dependency","1991","lower secondary degree","Male","1045","0.595846562306079","0.574441313060255","0.617251811551903"
"No transfer dependency","1991","lower secondary degree","Female","1210","0.629686884711184","0.609457993400738","0.649915776021631"
"No transfer dependency","1991","secondary school degree","Male","322","0.588018611399203","0.549338543008342","0.626698679790064"
"No transfer dependency","1991","secondary school degree","Female","465","0.556776488272471","0.52491790260135","0.588635073943592"
"No transfer dependency","1991","college entrance qualification","Male","339","0.525831826495628","0.48821835731865","0.563445295672607"
"No transfer dependency","1991","college entrance qualification","Female","210","0.552237606186915","0.505561819849099","0.598913392524731"
"No transfer dependency","1991","Other degree","Male","165","0.308026642492276","0.26965154224497","0.346401742739583"
"No transfer dependency","1991","Other degree","Female","100","0.33855642309453","0.290977103922363","0.386135742266698"
"No transfer dependency","1991","no degree/no degree yet","Male","76","0.249784069943021","0.203566335779489","0.296001804106554"
"No transfer dependency","1991","no degree/no degree yet","Female","89","0.188305228899728","0.151395825958686","0.225214631840771"
"Very low transfer dependency","1991","lower secondary degree","Male","885","0.36140155185542","0.34044649384186","0.38235660986898"
