"transab_cat","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1985","1-pers.-HH","middle vocational","7","","",""
"Low transfer dependency","1985","1-pers.-HH","vocational + Abi","1","","",""
"Low transfer dependency","1985","1-pers.-HH","higher vocational","2","","",""
"Low transfer dependency","1985","1-pers.-HH","higher education","3","","",""
"Low transfer dependency","1985","(Married) couple without C. ","in school","","","",""
"Low transfer dependency","1985","(Married) couple without C. ","inadequately","5","","",""
"Low transfer dependency","1985","(Married) couple without C. ","general elemantary","9","","",""
"Low transfer dependency","1985","(Married) couple without C. ","middle vocational","27","","",""
"Low transfer dependency","1985","(Married) couple without C. ","vocational + Abi","4","","",""
"Low transfer dependency","1985","(Married) couple without C. ","higher vocational","4","","",""
"Low transfer dependency","1985","(Married) couple without C. ","higher education","1","","",""
"Low transfer dependency","1985","Single parent ","in school","","","",""
"Low transfer dependency","1985","Single parent ","inadequately","5","","",""
"Low transfer dependency","1985","Single parent ","general elemantary","13","","",""
"Low transfer dependency","1985","Single parent ","middle vocational","11","","",""
"Low transfer dependency","1985","Single parent ","vocational + Abi","1","","",""
"Low transfer dependency","1985","Single parent ","higher vocational","","","",""
"Low transfer dependency","1985","Single parent ","higher education","","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","in school","1","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","inadequately","15","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","general elemantary","25","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","middle vocational","46","0.0305238870503155","0.0211183195930542","0.0399294545075767"
"Low transfer dependency","1985","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","higher vocational","6","","",""
"Low transfer dependency","1985","Couple + C. LE 16 ","higher education","4","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","in school","2","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","inadequately","4","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","general elemantary","13","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","middle vocational","16","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","vocational + Abi","","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","higher vocational","","","",""
"Low transfer dependency","1985","Couple + C. GT 16 ","higher education","","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","in school","4","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","inadequately","15","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","general elemantary","32","0.0438901421328245","0.0257891270087507","0.0619911572568982"
"Low transfer dependency","1985","Couple + C. LE and GT 16","middle vocational","15","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","higher vocational","","","",""
"Low transfer dependency","1985","Couple + C. LE and GT 16","higher education","","","",""
"High transfer dependency","1985","1-pers.-HH","in school","","","",""
"High transfer dependency","1985","1-pers.-HH","inadequately","","","",""
"High transfer dependency","1985","1-pers.-HH","general elemantary","5","","",""
"High transfer dependency","1985","1-pers.-HH","middle vocational","10","","",""
"High transfer dependency","1985","1-pers.-HH","vocational + Abi","1","","",""
"High transfer dependency","1985","1-pers.-HH","higher vocational","5","","",""
"High transfer dependency","1985","1-pers.-HH","higher education","1","","",""
"High transfer dependency","1985","(Married) couple without C. ","in school","","","",""
"High transfer dependency","1985","(Married) couple without C. ","inadequately","","","",""
"High transfer dependency","1985","(Married) couple without C. ","general elemantary","3","","",""
"High transfer dependency","1985","(Married) couple without C. ","middle vocational","8","","",""
"High transfer dependency","1985","(Married) couple without C. ","vocational + Abi","2","","",""
"High transfer dependency","1985","(Married) couple without C. ","higher vocational","3","","",""
"High transfer dependency","1985","(Married) couple without C. ","higher education","2","","",""
"High transfer dependency","1985","Single parent ","in school","","","",""
"High transfer dependency","1985","Single parent ","inadequately","1","","",""
"High transfer dependency","1985","Single parent ","general elemantary","8","","",""
"High transfer dependency","1985","Single parent ","middle vocational","3","","",""
"High transfer dependency","1985","Single parent ","vocational + Abi","","","",""
"High transfer dependency","1985","Single parent ","higher vocational","","","",""
"High transfer dependency","1985","Single parent ","higher education","","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","in school","","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","inadequately","1","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","general elemantary","9","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","middle vocational","9","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","vocational + Abi","3","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","higher vocational","","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","higher education","","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","in school","2","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","inadequately","3","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","general elemantary","8","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","middle vocational","12","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","vocational + Abi","","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","higher vocational","2","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","higher education","1","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","in school","","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","inadequately","6","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","general elemantary","7","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","middle vocational","7","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","vocational + Abi","","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","higher vocational","","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","higher education","","","",""
"Very high transfer dependency","1985","1-pers.-HH","in school","","","",""
"Very high transfer dependency","1985","1-pers.-HH","inadequately","1","","",""
"Very high transfer dependency","1985","1-pers.-HH","general elemantary","6","","",""
"Very high transfer dependency","1985","1-pers.-HH","middle vocational","12","","",""
"Very high transfer dependency","1985","1-pers.-HH","vocational + Abi","1","","",""
"Very high transfer dependency","1985","1-pers.-HH","higher vocational","1","","",""
"Very high transfer dependency","1985","1-pers.-HH","higher education","","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","in school","","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","inadequately","","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","general elemantary","2","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","middle vocational","8","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","vocational + Abi","","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","higher vocational","","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","higher education","","","",""
"Very high transfer dependency","1985","Single parent ","in school","1","","",""
"Very high transfer dependency","1985","Single parent ","inadequately","2","","",""
"Very high transfer dependency","1985","Single parent ","general elemantary","4","","",""
"Very high transfer dependency","1985","Single parent ","middle vocational","6","","",""
"Very high transfer dependency","1985","Single parent ","vocational + Abi","1","","",""
"Very high transfer dependency","1985","Single parent ","higher vocational","","","",""
"Very high transfer dependency","1985","Single parent ","higher education","","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","in school","","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","inadequately","2","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","general elemantary","3","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","middle vocational","6","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","higher vocational","","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","higher education","1","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","in school","","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","inadequately","","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","general elemantary","","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","middle vocational","2","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","higher vocational","1","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","higher education","","","",""
"Very high transfer dependency","1985","Couple + C. LE and GT 16","in school","","","",""
