"transab_cat","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1988","Not Employed","inadequately","31","0.111218388673513","0.0748442287147238","0.147592548632302"
"Low transfer dependency","1988","Not Employed","general elemantary","49","0.0284992552538224","0.0190093589545832","0.0379891515530616"
"Low transfer dependency","1988","Not Employed","middle vocational","46","0.0223808928085189","0.0147594469359804","0.0300023386810573"
"Low transfer dependency","1988","Not Employed","vocational + Abi","","","",""
"Low transfer dependency","1988","Not Employed","higher vocational","5","","",""
"Low transfer dependency","1988","Not Employed","higher education","4","","",""
"Low transfer dependency","1988","Employed","in school","1","","",""
"Low transfer dependency","1988","Employed","inadequately","20","","",""
"Low transfer dependency","1988","Employed","general elemantary","47","0.0341931461278862","0.0247743641323611","0.0436119281234114"
"Low transfer dependency","1988","Employed","middle vocational","68","0.0231111406151284","0.0177812541586076","0.0284410270716493"
"Low transfer dependency","1988","Employed","vocational + Abi","8","","",""
"Low transfer dependency","1988","Employed","higher vocational","6","","",""
"Low transfer dependency","1988","Employed","higher education","6","","",""
"High transfer dependency","1988","Not Employed","in school","1","","",""
"High transfer dependency","1988","Not Employed","inadequately","5","","",""
"High transfer dependency","1988","Not Employed","general elemantary","17","","",""
"High transfer dependency","1988","Not Employed","middle vocational","22","","",""
"High transfer dependency","1988","Not Employed","vocational + Abi","1","","",""
"High transfer dependency","1988","Not Employed","higher vocational","4","","",""
"High transfer dependency","1988","Not Employed","higher education","1","","",""
"High transfer dependency","1988","Employed","in school","","","",""
"High transfer dependency","1988","Employed","inadequately","2","","",""
"High transfer dependency","1988","Employed","general elemantary","17","","",""
"High transfer dependency","1988","Employed","middle vocational","10","","",""
"High transfer dependency","1988","Employed","vocational + Abi","1","","",""
"High transfer dependency","1988","Employed","higher vocational","3","","",""
"High transfer dependency","1988","Employed","higher education","1","","",""
"Very high transfer dependency","1988","Not Employed","in school","3","","",""
"Very high transfer dependency","1988","Not Employed","inadequately","5","","",""
"Very high transfer dependency","1988","Not Employed","general elemantary","23","","",""
"Very high transfer dependency","1988","Not Employed","middle vocational","25","","",""
"Very high transfer dependency","1988","Not Employed","vocational + Abi","2","","",""
"Very high transfer dependency","1988","Not Employed","higher vocational","","","",""
"Very high transfer dependency","1988","Not Employed","higher education","1","","",""
"Very high transfer dependency","1988","Employed","in school","","","",""
"Very high transfer dependency","1988","Employed","inadequately","2","","",""
"Very high transfer dependency","1988","Employed","general elemantary","8","","",""
"Very high transfer dependency","1988","Employed","middle vocational","5","","",""
"Very high transfer dependency","1988","Employed","vocational + Abi","","","",""
"Very high transfer dependency","1988","Employed","higher vocational","","","",""
"Very high transfer dependency","1988","Employed","higher education","","","",""
"Complete transfer dependency","1988","Not Employed","in school","","","",""
"Complete transfer dependency","1988","Not Employed","inadequately","16","","",""
"Complete transfer dependency","1988","Not Employed","general elemantary","30","0.0221007773172843","0.0137163391354002","0.0304852154991685"
"Complete transfer dependency","1988","Not Employed","middle vocational","16","","",""
"Complete transfer dependency","1988","Not Employed","vocational + Abi","1","","",""
"Complete transfer dependency","1988","Not Employed","higher vocational","1","","",""
"Complete transfer dependency","1988","Not Employed","higher education","","","",""
"Complete transfer dependency","1988","Employed","in school","","","",""
"Complete transfer dependency","1988","Employed","inadequately","","","",""
"Complete transfer dependency","1988","Employed","general elemantary","","","",""
"Complete transfer dependency","1988","Employed","middle vocational","","","",""
"Complete transfer dependency","1988","Employed","vocational + Abi","","","",""
"Complete transfer dependency","1988","Employed","higher vocational","","","",""
"Complete transfer dependency","1988","Employed","higher education","","","",""
"No transfer dependency","1989","Not Employed","in school","3","","",""
"No transfer dependency","1989","Not Employed","inadequately","48","0.210278649306695","0.162375923997593","0.258181374615797"
"No transfer dependency","1989","Not Employed","general elemantary","558","0.660806576877347","0.633067376512902","0.688545777241793"
"No transfer dependency","1989","Not Employed","middle vocational","723","0.62598337289072","0.600582797318725","0.651383948462716"
"No transfer dependency","1989","Not Employed","vocational + Abi","34","0.595248734180663","0.484895607436429","0.705601860924896"
"No transfer dependency","1989","Not Employed","higher vocational","75","0.629150325582212","0.548559665723574","0.709740985440851"
"No transfer dependency","1989","Not Employed","higher education","74","0.677948597860204","0.595372089398061","0.760525106322348"
"No transfer dependency","1989","Employed","in school","1","","",""
"No transfer dependency","1989","Employed","inadequately","102","0.300511258254021","0.252547271904994","0.348475244603048"
"No transfer dependency","1989","Employed","general elemantary","478","0.449911096829274","0.423471280653821","0.476350913004728"
"No transfer dependency","1989","Employed","middle vocational","1248","0.484691977689305","0.466751521973299","0.502632433405311"
"No transfer dependency","1989","Employed","vocational + Abi","95","0.554748738872345","0.48654883724436","0.62294864050033"
"No transfer dependency","1989","Employed","higher vocational","149","0.492911526669089","0.439847859783268","0.545975193554911"
"No transfer dependency","1989","Employed","higher education","244","0.516626021287351","0.473920405243691","0.559331637331012"
"Very low transfer dependency","1989","Not Employed","in school","124","0.891001816576101","0.8388178926762","0.943185740476003"
"Very low transfer dependency","1989","Not Employed","inadequately","171","0.518827468396842","0.4600937377683","0.577561199025384"
"Very low transfer dependency","1989","Not Employed","general elemantary","441","0.258752941841876","0.233092910222461","0.284412973461292"
"Very low transfer dependency","1989","Not Employed","middle vocational","563","0.304433675696794","0.280277269510835","0.328590081882753"
"Very low transfer dependency","1989","Not Employed","vocational + Abi","34","0.293484093399555","0.191108943465507","0.395859243333603"
"Very low transfer dependency","1989","Not Employed","higher vocational","59","0.348719492306701","0.269207854401987","0.428231130211414"
"Very low transfer dependency","1989","Not Employed","higher education","42","0.270866937721196","0.192329463524298","0.349404411918094"
"Very low transfer dependency","1989","Employed","in school","11","","",""
"Very low transfer dependency","1989","Employed","inadequately","231","0.635620061927246","0.585273414093612","0.68596670976088"
"Very low transfer dependency","1989","Employed","general elemantary","815","0.506538712440627","0.479967492044772","0.533109932836482"
"Very low transfer dependency","1989","Employed","middle vocational","1646","0.485306445938091","0.467365328148521","0.503247563727661"
"Very low transfer dependency","1989","Employed","vocational + Abi","98","0.399518474752489","0.332305786496168","0.46673116300881"
"Very low transfer dependency","1989","Employed","higher vocational","182","0.486924513975491","0.433873663104184","0.539975364846798"
