"transab_cat","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1987","Full Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1987","Part Time","lower secondary degree","","","",""
"Complete transfer dependency","1987","Part Time","secondary school degree","","","",""
"Complete transfer dependency","1987","Part Time","college entrance qualification","","","",""
"Complete transfer dependency","1987","Part Time","Other degree","","","",""
"Complete transfer dependency","1987","Part Time","no degree/no degree yet","","","",""
"Complete transfer dependency","1987","Not Working","lower secondary degree","36","0.0173228397349805","0.0116289360482567","0.0230167434217043"
"Complete transfer dependency","1987","Not Working","secondary school degree","6","","",""
"Complete transfer dependency","1987","Not Working","college entrance qualification","6","","",""
"Complete transfer dependency","1987","Not Working","Other degree","10","","",""
"Complete transfer dependency","1987","Not Working","no degree/no degree yet","14","","",""
"No transfer dependency","1988","Full Time","lower secondary degree","893","0.51774065057774","0.49563032946284","0.539850971692641"
"No transfer dependency","1988","Full Time","secondary school degree","392","0.55880435147632","0.524047889628283","0.593560813324358"
"No transfer dependency","1988","Full Time","college entrance qualification","270","0.584927605055884","0.541995140800682","0.627860069311087"
"No transfer dependency","1988","Full Time","Other degree","158","0.290167089755666","0.254586739028538","0.325747440482794"
"No transfer dependency","1988","Full Time","no degree/no degree yet","113","0.425883712006548","0.372041730393452","0.479725693619645"
"No transfer dependency","1988","Part Time","lower secondary degree","243","0.356353626736053","0.3237915696059","0.388915683866205"
"No transfer dependency","1988","Part Time","secondary school degree","89","0.315253747822981","0.266226952677779","0.364280542968184"
"No transfer dependency","1988","Part Time","college entrance qualification","87","0.36929391194626","0.310855684960868","0.427732138931652"
"No transfer dependency","1988","Part Time","Other degree","28","","",""
"No transfer dependency","1988","Part Time","no degree/no degree yet","13","","",""
"No transfer dependency","1988","Not Working","lower secondary degree","1113","0.680148703730418","0.65912093538874","0.701176472072097"
"No transfer dependency","1988","Not Working","secondary school degree","222","0.57731510779058","0.534102442227548","0.620527773353611"
"No transfer dependency","1988","Not Working","college entrance qualification","149","0.547633972177497","0.493100483236541","0.602167461118453"
"No transfer dependency","1988","Not Working","Other degree","32","0.189781545378554","0.140274429714423","0.239288661042684"
"No transfer dependency","1988","Not Working","no degree/no degree yet","60","0.156825429412047","0.122731711361856","0.190919147462238"
"Very low transfer dependency","1988","Full Time","lower secondary degree","1030","0.463526211590256","0.44146090368004","0.485591519500473"
"Very low transfer dependency","1988","Full Time","secondary school degree","382","0.434172612962679","0.399477903546571","0.468867322378787"
"Very low transfer dependency","1988","Full Time","college entrance qualification","232","0.405205663760381","0.362430271742464","0.447981055778298"
"Very low transfer dependency","1988","Full Time","Other degree","456","0.683563288107102","0.647101255174975","0.720025321039228"
"Very low transfer dependency","1988","Full Time","no degree/no degree yet","205","0.542805337495249","0.488561773502684","0.597048901487815"
"Very low transfer dependency","1988","Part Time","lower secondary degree","525","0.569687568663674","0.53602417492414","0.603350962403209"
"Very low transfer dependency","1988","Part Time","secondary school degree","237","0.612885058980846","0.561486845087268","0.664283272874424"
"Very low transfer dependency","1988","Part Time","college entrance qualification","163","0.581486792391648","0.521752742979653","0.641220841803642"
"Very low transfer dependency","1988","Part Time","Other degree","114","0.613220289336219","0.538455969143161","0.687984609529277"
"Very low transfer dependency","1988","Part Time","no degree/no degree yet","74","0.73287030483431","0.648639722136791","0.817100887531829"
"Very low transfer dependency","1988","Not Working","lower secondary degree","635","0.249005430911888","0.229509678682437","0.268501183141338"
"Very low transfer dependency","1988","Not Working","secondary school degree","251","0.376490315209081","0.334107018087566","0.418873612330596"
"Very low transfer dependency","1988","Not Working","college entrance qualification","145","0.386533573778906","0.333180172274755","0.439886975283056"
"Very low transfer dependency","1988","Not Working","Other degree","160","0.610340623394023","0.548770748108742","0.671910498679303"
"Very low transfer dependency","1988","Not Working","no degree/no degree yet","309","0.695894767573583","0.652763610963395","0.739025924183772"
"Low transfer dependency","1988","Full Time","lower secondary degree","35","0.016805718781878","0.0111178861645858","0.0224935513991702"
"Low transfer dependency","1988","Full Time","secondary school degree","8","","",""
"Low transfer dependency","1988","Full Time","college entrance qualification","4","","",""
"Low transfer dependency","1988","Full Time","Other degree","10","","",""
"Low transfer dependency","1988","Full Time","no degree/no degree yet","6","","",""
"Low transfer dependency","1988","Part Time","lower secondary degree","39","0.0439069039908988","0.029976488255439","0.0578373197263586"
"Low transfer dependency","1988","Part Time","secondary school degree","13","","",""
"Low transfer dependency","1988","Part Time","college entrance qualification","8","","",""
"Low transfer dependency","1988","Part Time","Other degree","15","","",""
"Low transfer dependency","1988","Part Time","no degree/no degree yet","17","","",""
"Low transfer dependency","1988","Not Working","lower secondary degree","51","0.0228395694726772","0.0161044689565667","0.0295746699887878"
"Low transfer dependency","1988","Not Working","secondary school degree","15","","",""
"Low transfer dependency","1988","Not Working","college entrance qualification","15","","",""
"Low transfer dependency","1988","Not Working","Other degree","20","","",""
"Low transfer dependency","1988","Not Working","no degree/no degree yet","39","0.0777417592065454","0.0526367244598696","0.102846793953221"
"High transfer dependency","1988","Full Time","lower secondary degree","3","","",""
"High transfer dependency","1988","Full Time","secondary school degree","2","","",""
"High transfer dependency","1988","Full Time","college entrance qualification","","","",""
"High transfer dependency","1988","Full Time","Other degree","","","",""
"High transfer dependency","1988","Full Time","no degree/no degree yet","","","",""
"High transfer dependency","1988","Part Time","lower secondary degree","15","","",""
"High transfer dependency","1988","Part Time","secondary school degree","3","","",""
"High transfer dependency","1988","Part Time","college entrance qualification","4","","",""
"High transfer dependency","1988","Part Time","Other degree","5","","",""
"High transfer dependency","1988","Part Time","no degree/no degree yet","2","","",""
"High transfer dependency","1988","Not Working","lower secondary degree","26","","",""
"High transfer dependency","1988","Not Working","secondary school degree","5","","",""
"High transfer dependency","1988","Not Working","college entrance qualification","5","","",""
