"transab_cat","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1987","Bremen","Urban Area","48","0.573719808126224","0.476304324206256","0.671135292046192"
"No transfer dependency","1987","Bremen","Rural Area","","","",""
"No transfer dependency","1987","North Rhine-Westphalia","Urban Area","960","0.467709627359063","0.448701751768295","0.48671750294983"
"No transfer dependency","1987","North Rhine-Westphalia","Rural Area","22","","",""
"No transfer dependency","1987","Hesse","Urban Area","359","0.547019858385186","0.513961586931561","0.58007812983881"
"No transfer dependency","1987","Hesse","Rural Area","52","0.524944310948379","0.44162658148794","0.608262040408818"
"No transfer dependency","1987","Rhineland-Palatinate,Saarland","Urban Area","291","0.566106877805906","0.526450498078153","0.605763257533658"
"No transfer dependency","1987","Rhineland-Palatinate,Saarland","Rural Area","66","0.54303240902216","0.460809259232077","0.625255558812243"
"No transfer dependency","1987","Baden-Württemberg","Urban Area","642","0.537871702053828","0.513434893371531","0.562308510736125"
"No transfer dependency","1987","Baden-Württemberg","Rural Area","116","0.531959779599629","0.473927463036694","0.589992096162564"
"No transfer dependency","1987","Bavaria","Urban Area","402","0.558543265069995","0.525471176058037","0.591615354081954"
"No transfer dependency","1987","Bavaria","Rural Area","265","0.429983760718831","0.395038318297472","0.46492920314019"
"No transfer dependency","1987","Berlin","Urban Area","168","0.659273773788611","0.609334097485945","0.709213450091278"
"No transfer dependency","1987","Berlin","Rural Area","","","",""
"No transfer dependency","1987","Brandenburg","Urban Area","","","",""
"No transfer dependency","1987","Brandenburg","Rural Area","","","",""
"No transfer dependency","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No transfer dependency","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No transfer dependency","1987","Saxony","Urban Area","","","",""
"No transfer dependency","1987","Saxony","Rural Area","","","",""
"No transfer dependency","1987","Saxony-Anhalt","Urban Area","","","",""
"No transfer dependency","1987","Saxony-Anhalt","Rural Area","","","",""
"No transfer dependency","1987","Thuringia","Urban Area","","","",""
"No transfer dependency","1987","Thuringia","Rural Area","","","",""
"Very low transfer dependency","1987","Schleswig-Holstein","Urban Area","79","0.470714947435357","0.388905420439504","0.55252447443121"
"Very low transfer dependency","1987","Schleswig-Holstein","Rural Area","86","0.443842687730462","0.370020514291306","0.517664861169618"
"Very low transfer dependency","1987","Hamburg","Urban Area","91","0.31340827549931","0.249752543080276","0.377064007918345"
"Very low transfer dependency","1987","Hamburg","Rural Area","","","",""
"Very low transfer dependency","1987","Lower Saxony","Urban Area","284","0.413670838435623","0.373061859693035","0.454279817178211"
"Very low transfer dependency","1987","Lower Saxony","Rural Area","282","0.512170287199237","0.467684781067083","0.556655793331391"
"Very low transfer dependency","1987","Bremen","Urban Area","32","0.276627013729178","0.188510170318369","0.364743857139988"
"Very low transfer dependency","1987","Bremen","Rural Area","","","",""
"Very low transfer dependency","1987","North Rhine-Westphalia","Urban Area","1493","0.460021120172695","0.441034468070788","0.479007772274601"
"Very low transfer dependency","1987","North Rhine-Westphalia","Rural Area","42","0.603992357793009","0.485098637143202","0.722886078442816"
"Very low transfer dependency","1987","Hesse","Urban Area","454","0.394282199185578","0.361827486626122","0.426736911745035"
"Very low transfer dependency","1987","Hesse","Rural Area","78","0.437914585374472","0.355138590159792","0.520690580589152"
"Very low transfer dependency","1987","Rhineland-Palatinate,Saarland","Urban Area","285","0.39971520924709","0.360520587953429","0.438909830540752"
"Very low transfer dependency","1987","Rhineland-Palatinate,Saarland","Rural Area","70","0.421371067368215","0.339868561151621","0.50287357358481"
"Very low transfer dependency","1987","Baden-Württemberg","Urban Area","902","0.441114109579634","0.416777453394866","0.465450765764402"
"Very low transfer dependency","1987","Baden-Württemberg","Rural Area","155","0.42254571281576","0.365096434706173","0.479994990925346"
"Very low transfer dependency","1987","Bavaria","Urban Area","433","0.40007756661827","0.367448188541429","0.432706944695111"
"Very low transfer dependency","1987","Bavaria","Rural Area","461","0.506942931434326","0.471653144800456","0.542232718068196"
"Very low transfer dependency","1987","Berlin","Urban Area","158","0.306242059606779","0.257674481921209","0.354809637292348"
"Very low transfer dependency","1987","Berlin","Rural Area","","","",""
"Very low transfer dependency","1987","Brandenburg","Urban Area","","","",""
"Very low transfer dependency","1987","Brandenburg","Rural Area","","","",""
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Very low transfer dependency","1987","Saxony","Urban Area","","","",""
"Very low transfer dependency","1987","Saxony","Rural Area","","","",""
"Very low transfer dependency","1987","Saxony-Anhalt","Urban Area","","","",""
"Very low transfer dependency","1987","Saxony-Anhalt","Rural Area","","","",""
"Very low transfer dependency","1987","Thuringia","Urban Area","","","",""
"Very low transfer dependency","1987","Thuringia","Rural Area","","","",""
"Low transfer dependency","1987","Schleswig-Holstein","Urban Area","4","","",""
"Low transfer dependency","1987","Schleswig-Holstein","Rural Area","10","","",""
"Low transfer dependency","1987","Hamburg","Urban Area","9","","",""
"Low transfer dependency","1987","Hamburg","Rural Area","","","",""
"Low transfer dependency","1987","Lower Saxony","Urban Area","24","","",""
"Low transfer dependency","1987","Lower Saxony","Rural Area","17","","",""
"Low transfer dependency","1987","Bremen","Urban Area","6","","",""
"Low transfer dependency","1987","Bremen","Rural Area","","","",""
"Low transfer dependency","1987","North Rhine-Westphalia","Urban Area","106","0.0359209297194545","0.0288316643724324","0.0430101950664766"
"Low transfer dependency","1987","North Rhine-Westphalia","Rural Area","","","",""
"Low transfer dependency","1987","Hesse","Urban Area","32","0.037782420780721","0.0251198890336806","0.0504449525277614"
"Low transfer dependency","1987","Hesse","Rural Area","6","","",""
"Low transfer dependency","1987","Rhineland-Palatinate,Saarland","Urban Area","13","","",""
"Low transfer dependency","1987","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Low transfer dependency","1987","Baden-Württemberg","Urban Area","38","0.0164989954428854","0.0102553243881828","0.0227426664975881"
"Low transfer dependency","1987","Baden-Württemberg","Rural Area","9","","",""
"Low transfer dependency","1987","Bavaria","Urban Area","18","","",""
"Low transfer dependency","1987","Bavaria","Rural Area","34","0.0434536208146909","0.0290627556791785","0.0578444859502033"
"Low transfer dependency","1987","Berlin","Urban Area","13","","",""
"Low transfer dependency","1987","Berlin","Rural Area","","","",""
"Low transfer dependency","1987","Brandenburg","Urban Area","","","",""
"Low transfer dependency","1987","Brandenburg","Rural Area","","","",""
"Low transfer dependency","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Low transfer dependency","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Low transfer dependency","1987","Saxony","Urban Area","","","",""
"Low transfer dependency","1987","Saxony","Rural Area","","","",""
"Low transfer dependency","1987","Saxony-Anhalt","Urban Area","","","",""
"Low transfer dependency","1987","Saxony-Anhalt","Rural Area","","","",""
"Low transfer dependency","1987","Thuringia","Urban Area","","","",""
"Low transfer dependency","1987","Thuringia","Rural Area","","","",""
"High transfer dependency","1987","Schleswig-Holstein","Urban Area","4","","",""
"High transfer dependency","1987","Schleswig-Holstein","Rural Area","9","","",""
"High transfer dependency","1987","Hamburg","Urban Area","5","","",""
"High transfer dependency","1987","Hamburg","Rural Area","","","",""
"High transfer dependency","1987","Lower Saxony","Urban Area","3","","",""
"High transfer dependency","1987","Lower Saxony","Rural Area","6","","",""
"High transfer dependency","1987","Bremen","Urban Area","12","","",""
"High transfer dependency","1987","Bremen","Rural Area","","","",""
"High transfer dependency","1987","North Rhine-Westphalia","Urban Area","31","0.0103662742277276","0.00650776351212186","0.0142247849433334"
"High transfer dependency","1987","North Rhine-Westphalia","Rural Area","","","",""
"High transfer dependency","1987","Hesse","Urban Area","7","","",""
"High transfer dependency","1987","Hesse","Rural Area","","","",""
"High transfer dependency","1987","Rhineland-Palatinate,Saarland","Urban Area","5","","",""
"High transfer dependency","1987","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"High transfer dependency","1987","Baden-Württemberg","Urban Area","11","","",""
"High transfer dependency","1987","Baden-Württemberg","Rural Area","4","","",""
"High transfer dependency","1987","Bavaria","Urban Area","4","","",""
"High transfer dependency","1987","Bavaria","Rural Area","3","","",""
"High transfer dependency","1987","Berlin","Urban Area","7","","",""
"High transfer dependency","1987","Berlin","Rural Area","","","",""
"High transfer dependency","1987","Brandenburg","Urban Area","","","",""
"High transfer dependency","1987","Brandenburg","Rural Area","","","",""
"High transfer dependency","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"High transfer dependency","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"High transfer dependency","1987","Saxony","Urban Area","","","",""
"High transfer dependency","1987","Saxony","Rural Area","","","",""
"High transfer dependency","1987","Saxony-Anhalt","Urban Area","","","",""
"High transfer dependency","1987","Saxony-Anhalt","Rural Area","","","",""
"High transfer dependency","1987","Thuringia","Urban Area","","","",""
"High transfer dependency","1987","Thuringia","Rural Area","","","",""
"Very high transfer dependency","1987","Schleswig-Holstein","Urban Area","1","","",""
"Very high transfer dependency","1987","Schleswig-Holstein","Rural Area","3","","",""
"Very high transfer dependency","1987","Hamburg","Urban Area","2","","",""
"Very high transfer dependency","1987","Hamburg","Rural Area","","","",""
"Very high transfer dependency","1987","Lower Saxony","Urban Area","","","",""
"Very high transfer dependency","1987","Lower Saxony","Rural Area","12","","",""
"Very high transfer dependency","1987","Bremen","Urban Area","1","","",""
"Very high transfer dependency","1987","Bremen","Rural Area","","","",""
"Very high transfer dependency","1987","North Rhine-Westphalia","Urban Area","25","","",""
"Very high transfer dependency","1987","North Rhine-Westphalia","Rural Area","1","","",""
"Very high transfer dependency","1987","Hesse","Urban Area","9","","",""
"Very high transfer dependency","1987","Hesse","Rural Area","","","",""
"Very high transfer dependency","1987","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Very high transfer dependency","1987","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Very high transfer dependency","1987","Baden-Württemberg","Urban Area","3","","",""
"Very high transfer dependency","1987","Baden-Württemberg","Rural Area","","","",""
"Very high transfer dependency","1987","Bavaria","Urban Area","4","","",""
"Very high transfer dependency","1987","Bavaria","Rural Area","3","","",""
"Very high transfer dependency","1987","Berlin","Urban Area","","","",""
"Very high transfer dependency","1987","Berlin","Rural Area","","","",""
"Very high transfer dependency","1987","Brandenburg","Urban Area","","","",""
"Very high transfer dependency","1987","Brandenburg","Rural Area","","","",""
"Very high transfer dependency","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Very high transfer dependency","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
