"transab_cat","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","1987","direct migration background","higher vocational","16","","",""
"No transfer dependency","1987","direct migration background","higher education","35","0.384584919337139","0.28776997140375","0.481399867270529"
"No transfer dependency","1987","indirect migration background","in school","","","",""
"No transfer dependency","1987","indirect migration background","inadequately","2","","",""
"No transfer dependency","1987","indirect migration background","general elemantary","12","","",""
"No transfer dependency","1987","indirect migration background","middle vocational","28","","",""
"No transfer dependency","1987","indirect migration background","vocational + Abi","","","",""
"No transfer dependency","1987","indirect migration background","higher vocational","2","","",""
"No transfer dependency","1987","indirect migration background","higher education","4","","",""
"Very low transfer dependency","1987","no migration background","in school","121","0.849978858419843","0.790827548322154","0.909130168517531"
"Very low transfer dependency","1987","no migration background","inadequately","41","0.524283580721984","0.407291552512835","0.641275608931133"
"Very low transfer dependency","1987","no migration background","general elemantary","773","0.365742681530727","0.343221935336719","0.388263427724736"
"Very low transfer dependency","1987","no migration background","middle vocational","1858","0.424727147823045","0.409090956154101","0.44036333949199"
"Very low transfer dependency","1987","no migration background","vocational + Abi","55","0.301272240193262","0.231476711031362","0.371067769355162"
"Very low transfer dependency","1987","no migration background","higher vocational","253","0.466243813695903","0.421754825614165","0.510732801777641"
"Very low transfer dependency","1987","no migration background","higher education","316","0.456383953248847","0.416824456178306","0.495943450319388"
"Very low transfer dependency","1987","direct migration background","in school","26","","",""
"Very low transfer dependency","1987","direct migration background","inadequately","439","0.66370523272705","0.627329792012817","0.700080673441282"
"Very low transfer dependency","1987","direct migration background","general elemantary","628","0.553681763999358","0.521276444950808","0.586087083047907"
"Very low transfer dependency","1987","direct migration background","middle vocational","540","0.537607993077479","0.503544734523224","0.571671251631734"
