"plh0206i01","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2005","Saxony-Anhalt","college entrance qualification","12","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","Other degree","1","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","no degree/no degree yet","4","","",""
"5 on scale 1-7","2005","Thuringia","lower secondary degree","36","0.112356533598378","0.076196175122801","0.148516892073955"
"5 on scale 1-7","2005","Thuringia","secondary school degree","31","0.0762010825377267","0.0499362671489875","0.102465897926466"
"5 on scale 1-7","2005","Thuringia","college entrance qualification","12","","",""
"5 on scale 1-7","2005","Thuringia","Other degree","1","","",""
"5 on scale 1-7","2005","Thuringia","no degree/no degree yet","5","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","lower secondary degree","49","0.194745071146135","0.146235432263284","0.243254710028986"
"6 on scale 1-7","2005","Schleswig-Holstein","secondary school degree","31","0.221190663918771","0.158615253126161","0.283766074711382"
"6 on scale 1-7","2005","Schleswig-Holstein","college entrance qualification","33","0.187680499169262","0.127179699606401","0.248181298732122"
"6 on scale 1-7","2005","Schleswig-Holstein","Other degree","8","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","no degree/no degree yet","4","","",""
"6 on scale 1-7","2005","Hamburg","lower secondary degree","14","","",""
"6 on scale 1-7","2005","Hamburg","secondary school degree","23","","",""
"6 on scale 1-7","2005","Hamburg","college entrance qualification","36","0.321800094657529","0.233693552042632","0.409906637272426"
"6 on scale 1-7","2005","Hamburg","Other degree","1","","",""
"6 on scale 1-7","2005","Hamburg","no degree/no degree yet","4","","",""
"6 on scale 1-7","2005","Lower Saxony","lower secondary degree","123","0.201307303639047","0.170314402782553","0.232300204495542"
"6 on scale 1-7","2005","Lower Saxony","secondary school degree","129","0.209408567540091","0.175058548410784","0.243758586669398"
"6 on scale 1-7","2005","Lower Saxony","college entrance qualification","119","0.285883290706543","0.241824112518635","0.329942468894452"
"6 on scale 1-7","2005","Lower Saxony","Other degree","14","","",""
"6 on scale 1-7","2005","Lower Saxony","no degree/no degree yet","20","","",""
"6 on scale 1-7","2005","Bremen","lower secondary degree","9","","",""
"6 on scale 1-7","2005","Bremen","secondary school degree","7","","",""
"6 on scale 1-7","2005","Bremen","college entrance qualification","6","","",""
"6 on scale 1-7","2005","Bremen","Other degree","1","","",""
"6 on scale 1-7","2005","Bremen","no degree/no degree yet","3","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","lower secondary degree","313","0.200373957805072","0.1804788179017","0.220269097708443"
"6 on scale 1-7","2005","North Rhine-Westphalia","secondary school degree","244","0.247545462691085","0.220043091410657","0.275047833971514"
"6 on scale 1-7","2005","North Rhine-Westphalia","college entrance qualification","338","0.260995739298728","0.236571138565841","0.285420340031615"
"6 on scale 1-7","2005","North Rhine-Westphalia","Other degree","65","0.207058267597017","0.162453078422079","0.251663456771955"
"6 on scale 1-7","2005","North Rhine-Westphalia","no degree/no degree yet","48","0.177176910100028","0.126020742538409","0.228333077661647"
"6 on scale 1-7","2005","Hesse","lower secondary degree","95","0.192881419417942","0.155674810710924","0.230088028124961"
"6 on scale 1-7","2005","Hesse","secondary school degree","92","0.262514667291069","0.216017943817959","0.309011390764179"
"6 on scale 1-7","2005","Hesse","college entrance qualification","138","0.319127406276481","0.273729527863225","0.364525284689736"
"6 on scale 1-7","2005","Hesse","Other degree","19","","",""
"6 on scale 1-7","2005","Hesse","no degree/no degree yet","15","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","lower secondary degree","128","0.250667268127543","0.215365620556305","0.285968915698782"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","secondary school degree","59","0.168238571118283","0.123028791410256","0.21344835082631"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","college entrance qualification","66","0.267794617905454","0.211888807113771","0.323700428697137"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","Other degree","14","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","9","","",""
"6 on scale 1-7","2005","Baden-Württemberg","lower secondary degree","218","0.234150123999038","0.205831605557288","0.262468642440788"
"6 on scale 1-7","2005","Baden-Württemberg","secondary school degree","152","0.259068398942737","0.223504440570446","0.294632357315028"
"6 on scale 1-7","2005","Baden-Württemberg","college entrance qualification","167","0.25420170535126","0.2195064309559","0.288896979746621"
"6 on scale 1-7","2005","Baden-Württemberg","Other degree","74","0.275281829795053","0.221706382131592","0.328857277458513"
"6 on scale 1-7","2005","Baden-Württemberg","no degree/no degree yet","41","0.242326017195235","0.174207135970447","0.310444898420023"
"6 on scale 1-7","2005","Bavaria","lower secondary degree","280","0.196274867500038","0.173651442158822","0.218898292841255"
"6 on scale 1-7","2005","Bavaria","secondary school degree","200","0.25935599324717","0.227072214465531","0.29163977202881"
"6 on scale 1-7","2005","Bavaria","college entrance qualification","221","0.251450875469281","0.219493714400724","0.283408036537839"
"6 on scale 1-7","2005","Bavaria","Other degree","38","0.274876909513241","0.202949862528932","0.346803956497549"
"6 on scale 1-7","2005","Bavaria","no degree/no degree yet","37","0.35193521749784","0.262688485309827","0.441181949685852"
"6 on scale 1-7","2005","Berlin","lower secondary degree","38","0.302104951203205","0.224648929517227","0.379560972889183"
"6 on scale 1-7","2005","Berlin","secondary school degree","60","0.203128962775036","0.153455118980215","0.252802806569857"
"6 on scale 1-7","2005","Berlin","college entrance qualification","77","0.277739665488492","0.22518493348708","0.330294397489904"
"6 on scale 1-7","2005","Berlin","Other degree","2","","",""
"6 on scale 1-7","2005","Berlin","no degree/no degree yet","4","","",""
"6 on scale 1-7","2005","Brandenburg","lower secondary degree","52","0.247434557166136","0.192262843598436","0.302606270733836"
"6 on scale 1-7","2005","Brandenburg","secondary school degree","85","0.193468794663062","0.154113002436067","0.232824586890056"
"6 on scale 1-7","2005","Brandenburg","college entrance qualification","61","0.321643884843373","0.258316512282802","0.384971257403944"
"6 on scale 1-7","2005","Brandenburg","Other degree","3","","",""
"6 on scale 1-7","2005","Brandenburg","no degree/no degree yet","5","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","lower secondary degree","37","0.251803450216258","0.177475675278426","0.326131225154091"
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","secondary school degree","64","0.253597839315619","0.198090385277154","0.309105293354083"
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","college entrance qualification","29","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","Other degree","3","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"6 on scale 1-7","2005","Saxony","lower secondary degree","78","0.189065324794823","0.150596808776053","0.227533840813593"
"6 on scale 1-7","2005","Saxony","secondary school degree","171","0.207358487488308","0.177642211367411","0.237074763609206"
"6 on scale 1-7","2005","Saxony","college entrance qualification","96","0.277021874503282","0.229660898728861","0.324382850277703"
"6 on scale 1-7","2005","Saxony","Other degree","3","","",""
"6 on scale 1-7","2005","Saxony","no degree/no degree yet","13","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","lower secondary degree","75","0.233788421547611","0.184302599885779","0.283274243209443"
"6 on scale 1-7","2005","Saxony-Anhalt","secondary school degree","88","0.284215560709447","0.237558656497084","0.330872464921811"
"6 on scale 1-7","2005","Saxony-Anhalt","college entrance qualification","48","0.212992887361053","0.155380071095234","0.270605703626871"
"6 on scale 1-7","2005","Saxony-Anhalt","Other degree","2","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","no degree/no degree yet","8","","",""
"6 on scale 1-7","2005","Thuringia","lower secondary degree","88","0.331540241871418","0.277636360289388","0.385444123453447"
"6 on scale 1-7","2005","Thuringia","secondary school degree","112","0.298631552365383","0.253326564788346","0.34393653994242"
"6 on scale 1-7","2005","Thuringia","college entrance qualification","50","0.233309453083523","0.168181593433295","0.29843731273375"
"6 on scale 1-7","2005","Thuringia","Other degree","1","","",""
"6 on scale 1-7","2005","Thuringia","no degree/no degree yet","6","","",""
"7 Strongly agree","2005","Schleswig-Holstein","lower secondary degree","186","0.710301967285885","0.654734271274448","0.765869663297321"
"7 Strongly agree","2005","Schleswig-Holstein","secondary school degree","126","0.708067289153622","0.63952108903191","0.776613489275334"
"7 Strongly agree","2005","Schleswig-Holstein","college entrance qualification","107","0.658095399678334","0.584595795663733","0.731595003692936"
"7 Strongly agree","2005","Schleswig-Holstein","Other degree","13","","",""
"7 Strongly agree","2005","Schleswig-Holstein","no degree/no degree yet","20","","",""
"7 Strongly agree","2005","Hamburg","lower secondary degree","49","0.740036348558405","0.637286329516989","0.842786367599822"
"7 Strongly agree","2005","Hamburg","secondary school degree","60","0.666036204816721","0.567497836277575","0.764574573355867"
"7 Strongly agree","2005","Hamburg","college entrance qualification","65","0.604270774613536","0.512045263477955","0.696496285749117"
"7 Strongly agree","2005","Hamburg","Other degree","9","","",""
"7 Strongly agree","2005","Hamburg","no degree/no degree yet","7","","",""
"7 Strongly agree","2005","Lower Saxony","lower secondary degree","434","0.667348435142577","0.630930634584326","0.703766235700829"
"7 Strongly agree","2005","Lower Saxony","secondary school degree","367","0.718746385814385","0.68078949755604","0.75670327407273"
"7 Strongly agree","2005","Lower Saxony","college entrance qualification","250","0.63353479654777","0.58654981971724","0.6805197733783"
"7 Strongly agree","2005","Lower Saxony","Other degree","63","0.726505731580055","0.632296708023358","0.820714755136753"
"7 Strongly agree","2005","Lower Saxony","no degree/no degree yet","54","0.655892531175491","0.553687461858477","0.758097600492504"
"7 Strongly agree","2005","Bremen","lower secondary degree","32","0.657153418450079","0.51690271433758","0.797404122562577"
"7 Strongly agree","2005","Bremen","secondary school degree","37","0.827498215457966","0.717110139641627","0.937886291274306"
"7 Strongly agree","2005","Bremen","college entrance qualification","28","","",""
"7 Strongly agree","2005","Bremen","Other degree","5","","",""
"7 Strongly agree","2005","Bremen","no degree/no degree yet","5","","",""
"7 Strongly agree","2005","North Rhine-Westphalia","lower secondary degree","1049","0.674987336277795","0.651707450328163","0.698267222227426"
"7 Strongly agree","2005","North Rhine-Westphalia","secondary school degree","604","0.6463548146101","0.615888361849137","0.676821267371064"
"7 Strongly agree","2005","North Rhine-Westphalia","college entrance qualification","765","0.600787645583891","0.57355124103368","0.628024050134101"
"7 Strongly agree","2005","North Rhine-Westphalia","Other degree","203","0.624094011435717","0.570774877098457","0.677413145772978"
"7 Strongly agree","2005","North Rhine-Westphalia","no degree/no degree yet","131","0.671273666120011","0.608336344409343","0.734210987830679"
"7 Strongly agree","2005","Hesse","lower secondary degree","276","0.643802623849094","0.59864532596434","0.688959921733849"
"7 Strongly agree","2005","Hesse","secondary school degree","220","0.632509256573718","0.58156144725585","0.683457065891585"
"7 Strongly agree","2005","Hesse","college entrance qualification","220","0.568287541544994","0.520048137047777","0.616526946042212"
"7 Strongly agree","2005","Hesse","Other degree","72","0.677772859017075","0.589224738381868","0.766320979652282"
"7 Strongly agree","2005","Hesse","no degree/no degree yet","32","0.581350763319687","0.452140100925452","0.710561425713922"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","lower secondary degree","392","0.651047518988419","0.612223695973942","0.689871342002896"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","secondary school degree","176","0.713314605675304","0.65866166195528","0.767967549395327"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","college entrance qualification","153","0.670242368160235","0.610887965822875","0.729596770497595"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","Other degree","58","0.644573545681665","0.542216071323186","0.746931020040144"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","31","0.810134108698393","0.695544887164412","0.924723330232374"
"7 Strongly agree","2005","Baden-Württemberg","lower secondary degree","512","0.617996657714753","0.58550452984976","0.650488785579745"
"7 Strongly agree","2005","Baden-Württemberg","secondary school degree","376","0.653154463565108","0.614518671669766","0.691790255460449"
"7 Strongly agree","2005","Baden-Württemberg","college entrance qualification","364","0.6260476972199","0.587492562864653","0.664602831575146"
"7 Strongly agree","2005","Baden-Württemberg","Other degree","141","0.518331008964413","0.458397404141241","0.578264613787585"
"7 Strongly agree","2005","Baden-Württemberg","no degree/no degree yet","71","0.469485700358124","0.390146827041978","0.54882457367427"
"7 Strongly agree","2005","Bavaria","lower secondary degree","728","0.659726183823676","0.632738328939953","0.6867140387074"
"7 Strongly agree","2005","Bavaria","secondary school degree","426","0.630672232003685","0.595122257158072","0.666222206849299"
"7 Strongly agree","2005","Bavaria","college entrance qualification","395","0.593565110585095","0.557385729280874","0.629744491889316"
"7 Strongly agree","2005","Bavaria","Other degree","88","0.591737571634843","0.512551005027933","0.670924138241753"
"7 Strongly agree","2005","Bavaria","no degree/no degree yet","47","0.461212532931484","0.368056488144697","0.55436857771827"
"7 Strongly agree","2005","Berlin","lower secondary degree","82","0.567459337984155","0.483887096479406","0.651031579488904"
"7 Strongly agree","2005","Berlin","secondary school degree","157","0.613536302227533","0.553415840768927","0.673656763686138"
