"plh0206i01","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2005","Saxony","inadequately","","","",""
"4 on scale 1-7","2005","Saxony","general elemantary","6","","",""
"4 on scale 1-7","2005","Saxony","middle vocational","12","","",""
"4 on scale 1-7","2005","Saxony","vocational + Abi","3","","",""
"4 on scale 1-7","2005","Saxony","higher vocational","3","","",""
"4 on scale 1-7","2005","Saxony","higher education","7","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","in school","1","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","inadequately","2","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","general elemantary","4","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","middle vocational","10","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","vocational + Abi","","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","higher vocational","3","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","higher education","3","","",""
"4 on scale 1-7","2005","Thuringia","in school","","","",""
"4 on scale 1-7","2005","Thuringia","inadequately","","","",""
"4 on scale 1-7","2005","Thuringia","general elemantary","3","","",""
"4 on scale 1-7","2005","Thuringia","middle vocational","22","","",""
"4 on scale 1-7","2005","Thuringia","vocational + Abi","","","",""
"4 on scale 1-7","2005","Thuringia","higher vocational","2","","",""
"4 on scale 1-7","2005","Thuringia","higher education","2","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","in school","1","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","inadequately","3","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","general elemantary","9","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","middle vocational","15","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","vocational + Abi","2","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","higher vocational","4","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","higher education","11","","",""
"5 on scale 1-7","2005","Hamburg","in school","2","","",""
"5 on scale 1-7","2005","Hamburg","inadequately","","","",""
"5 on scale 1-7","2005","Hamburg","general elemantary","1","","",""
"5 on scale 1-7","2005","Hamburg","middle vocational","8","","",""
"5 on scale 1-7","2005","Hamburg","vocational + Abi","3","","",""
"5 on scale 1-7","2005","Hamburg","higher vocational","","","",""
"5 on scale 1-7","2005","Hamburg","higher education","4","","",""
"5 on scale 1-7","2005","Lower Saxony","in school","4","","",""
"5 on scale 1-7","2005","Lower Saxony","inadequately","1","","",""
"5 on scale 1-7","2005","Lower Saxony","general elemantary","23","","",""
"5 on scale 1-7","2005","Lower Saxony","middle vocational","61","0.0631376516583672","0.0474133111303264","0.078861992186408"
"5 on scale 1-7","2005","Lower Saxony","vocational + Abi","12","","",""
"5 on scale 1-7","2005","Lower Saxony","higher vocational","9","","",""
"5 on scale 1-7","2005","Lower Saxony","higher education","24","","",""
"5 on scale 1-7","2005","Bremen","in school","2","","",""
"5 on scale 1-7","2005","Bremen","inadequately","","","",""
"5 on scale 1-7","2005","Bremen","general elemantary","1","","",""
"5 on scale 1-7","2005","Bremen","middle vocational","5","","",""
"5 on scale 1-7","2005","Bremen","vocational + Abi","","","",""
"5 on scale 1-7","2005","Bremen","higher vocational","","","",""
"5 on scale 1-7","2005","Bremen","higher education","3","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","in school","20","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","inadequately","6","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","general elemantary","52","0.100224633106037","0.0750589504905046","0.125390315721569"
"5 on scale 1-7","2005","North Rhine-Westphalia","middle vocational","170","0.0866831352664114","0.0745795938525143","0.0987866766803086"
"5 on scale 1-7","2005","North Rhine-Westphalia","vocational + Abi","28","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","higher vocational","16","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","higher education","67","0.101801381118867","0.0810665697294876","0.122536192508247"
"5 on scale 1-7","2005","Hesse","in school","6","","",""
"5 on scale 1-7","2005","Hesse","inadequately","1","","",""
"5 on scale 1-7","2005","Hesse","general elemantary","15","","",""
"5 on scale 1-7","2005","Hesse","middle vocational","53","0.0874282475601237","0.0654587246528195","0.109397770467428"
"5 on scale 1-7","2005","Hesse","vocational + Abi","11","","",""
"5 on scale 1-7","2005","Hesse","higher vocational","8","","",""
"5 on scale 1-7","2005","Hesse","higher education","21","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","in school","4","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","general elemantary","13","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","middle vocational","38","0.0680839818740321","0.0486145415826658","0.0875534221653984"
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","higher education","12","","",""
"5 on scale 1-7","2005","Baden-Württemberg","in school","21","","",""
"5 on scale 1-7","2005","Baden-Württemberg","inadequately","4","","",""
"5 on scale 1-7","2005","Baden-Württemberg","general elemantary","49","0.119061086189197","0.0870826076256024","0.151039564752792"
"5 on scale 1-7","2005","Baden-Württemberg","middle vocational","96","0.08105546470422","0.065315893426644","0.096795035981796"
"5 on scale 1-7","2005","Baden-Württemberg","vocational + Abi","14","","",""
"5 on scale 1-7","2005","Baden-Württemberg","higher vocational","14","","",""
"5 on scale 1-7","2005","Baden-Württemberg","higher education","36","0.0932961854761006","0.0663337577107699","0.120258613241431"
"5 on scale 1-7","2005","Bavaria","in school","10","","",""
"5 on scale 1-7","2005","Bavaria","inadequately","4","","",""
"5 on scale 1-7","2005","Bavaria","general elemantary","33","0.0820317409984179","0.0528632857745656","0.11120019622227"
"5 on scale 1-7","2005","Bavaria","middle vocational","123","0.0857352260627614","0.071581061425797","0.0998893906997259"
"5 on scale 1-7","2005","Bavaria","vocational + Abi","11","","",""
"5 on scale 1-7","2005","Bavaria","higher vocational","18","","",""
"5 on scale 1-7","2005","Bavaria","higher education","52","0.111730983854853","0.0856386368358549","0.13782333087385"
"5 on scale 1-7","2005","Berlin","in school","6","","",""
"5 on scale 1-7","2005","Berlin","inadequately","","","",""
"5 on scale 1-7","2005","Berlin","general elemantary","6","","",""
"5 on scale 1-7","2005","Berlin","middle vocational","24","","",""
"5 on scale 1-7","2005","Berlin","vocational + Abi","","","",""
"5 on scale 1-7","2005","Berlin","higher vocational","","","",""
"5 on scale 1-7","2005","Berlin","higher education","24","","",""
"5 on scale 1-7","2005","Brandenburg","in school","5","","",""
"5 on scale 1-7","2005","Brandenburg","inadequately","","","",""
"5 on scale 1-7","2005","Brandenburg","general elemantary","6","","",""
"5 on scale 1-7","2005","Brandenburg","middle vocational","37","0.0657022295245339","0.0424460936492571","0.0889583653998107"
"5 on scale 1-7","2005","Brandenburg","vocational + Abi","3","","",""
"5 on scale 1-7","2005","Brandenburg","higher vocational","4","","",""
"5 on scale 1-7","2005","Brandenburg","higher education","13","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","in school","","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","middle vocational","15","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","higher vocational","1","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","higher education","7","","",""
"5 on scale 1-7","2005","Saxony","in school","3","","",""
"5 on scale 1-7","2005","Saxony","inadequately","","","",""
"5 on scale 1-7","2005","Saxony","general elemantary","10","","",""
"5 on scale 1-7","2005","Saxony","middle vocational","49","0.0571583179043315","0.0413077950759135","0.0730088407327494"
"5 on scale 1-7","2005","Saxony","vocational + Abi","3","","",""
"5 on scale 1-7","2005","Saxony","higher vocational","7","","",""
"5 on scale 1-7","2005","Saxony","higher education","25","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","in school","4","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","inadequately","1","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","general elemantary","6","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","middle vocational","35","0.0769993924629956","0.051831079907258","0.102167705018733"
"5 on scale 1-7","2005","Saxony-Anhalt","vocational + Abi","2","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","higher vocational","6","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","higher education","11","","",""
"5 on scale 1-7","2005","Thuringia","in school","4","","",""
"5 on scale 1-7","2005","Thuringia","inadequately","1","","",""
"5 on scale 1-7","2005","Thuringia","general elemantary","6","","",""
"5 on scale 1-7","2005","Thuringia","middle vocational","54","0.0909777996881578","0.0666548686971578","0.115300730679158"
"5 on scale 1-7","2005","Thuringia","vocational + Abi","","","",""
"5 on scale 1-7","2005","Thuringia","higher vocational","5","","",""
"5 on scale 1-7","2005","Thuringia","higher education","15","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","in school","2","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","inadequately","2","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","general elemantary","15","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","middle vocational","66","0.21436934956838","0.170683700136533","0.258054999000227"
"6 on scale 1-7","2005","Schleswig-Holstein","vocational + Abi","7","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","higher vocational","11","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","higher education","24","","",""
"6 on scale 1-7","2005","Hamburg","in school","4","","",""
"6 on scale 1-7","2005","Hamburg","inadequately","","","",""
"6 on scale 1-7","2005","Hamburg","general elemantary","6","","",""
"6 on scale 1-7","2005","Hamburg","middle vocational","30","0.169332560468967","0.10510871962732","0.233556401310613"
"6 on scale 1-7","2005","Hamburg","vocational + Abi","8","","",""
"6 on scale 1-7","2005","Hamburg","higher vocational","8","","",""
"6 on scale 1-7","2005","Hamburg","higher education","22","","",""
"6 on scale 1-7","2005","Lower Saxony","in school","17","","",""
"6 on scale 1-7","2005","Lower Saxony","inadequately","3","","",""
"6 on scale 1-7","2005","Lower Saxony","general elemantary","54","0.215937175098893","0.164518642698179","0.267355707499607"
"6 on scale 1-7","2005","Lower Saxony","middle vocational","198","0.216318692493681","0.189698750550638","0.242938634436725"
"6 on scale 1-7","2005","Lower Saxony","vocational + Abi","26","","",""
"6 on scale 1-7","2005","Lower Saxony","higher vocational","26","","",""
"6 on scale 1-7","2005","Lower Saxony","higher education","84","0.254604314704877","0.204637348434947","0.304571280974807"
"6 on scale 1-7","2005","Bremen","in school","3","","",""
"6 on scale 1-7","2005","Bremen","inadequately","","","",""
"6 on scale 1-7","2005","Bremen","general elemantary","1","","",""
"6 on scale 1-7","2005","Bremen","middle vocational","15","","",""
"6 on scale 1-7","2005","Bremen","vocational + Abi","1","","",""
"6 on scale 1-7","2005","Bremen","higher vocational","1","","",""
"6 on scale 1-7","2005","Bremen","higher education","5","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","in school","36","0.219973300377356","0.150610354895435","0.289336245859278"
"6 on scale 1-7","2005","North Rhine-Westphalia","inadequately","12","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","general elemantary","120","0.205306640359239","0.171456870677093","0.239156410041385"
"6 on scale 1-7","2005","North Rhine-Westphalia","middle vocational","472","0.220415400501393","0.202583936145488","0.238246864857299"
"6 on scale 1-7","2005","North Rhine-Westphalia","vocational + Abi","79","0.217235485982909","0.172195203606991","0.262275768358826"
"6 on scale 1-7","2005","North Rhine-Westphalia","higher vocational","68","0.245976730991535","0.198035781519284","0.293917680463785"
"6 on scale 1-7","2005","North Rhine-Westphalia","higher education","227","0.270878666625002","0.240405024220466","0.301352309029538"
"6 on scale 1-7","2005","Hesse","in school","11","","",""
"6 on scale 1-7","2005","Hesse","inadequately","3","","",""
"6 on scale 1-7","2005","Hesse","general elemantary","37","0.241442774408609","0.175337451005907","0.307548097811311"
"6 on scale 1-7","2005","Hesse","middle vocational","151","0.194424545701028","0.163643038059561","0.225206053342495"
"6 on scale 1-7","2005","Hesse","vocational + Abi","26","","",""
"6 on scale 1-7","2005","Hesse","higher vocational","28","","",""
"6 on scale 1-7","2005","Hesse","higher education","103","0.341795463396715","0.288651864636819","0.394939062156611"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","in school","6","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","general elemantary","47","0.224427064131664","0.168398792402129","0.280455335861199"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","middle vocational","139","0.217231422322909","0.185358592843165","0.249104251802654"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","vocational + Abi","15","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","higher vocational","29","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","higher education","38","0.211166354215854","0.149814357101726","0.272518351329982"
"6 on scale 1-7","2005","Baden-Württemberg","in school","30","0.295373486024958","0.205957877646574","0.384789094403342"
"6 on scale 1-7","2005","Baden-Württemberg","inadequately","9","","",""
"6 on scale 1-7","2005","Baden-Württemberg","general elemantary","99","0.225967947589238","0.184672433868849","0.267263461309628"
"6 on scale 1-7","2005","Baden-Württemberg","middle vocational","309","0.262369198031037","0.236998463289764","0.287739932772309"
"6 on scale 1-7","2005","Baden-Württemberg","vocational + Abi","37","0.241403024523455","0.172225290759939","0.310580758286971"
"6 on scale 1-7","2005","Baden-Württemberg","higher vocational","44","0.227478810089751","0.16833693212202","0.286620688057482"
"6 on scale 1-7","2005","Baden-Württemberg","higher education","127","0.247377533231656","0.207377251889159","0.287377814574152"
"6 on scale 1-7","2005","Bavaria","in school","28","","",""
"6 on scale 1-7","2005","Bavaria","inadequately","6","","",""
"6 on scale 1-7","2005","Bavaria","general elemantary","74","0.182467285700764","0.141413452965507","0.223521118436021"
"6 on scale 1-7","2005","Bavaria","middle vocational","405","0.233139632319217","0.211763220822343","0.25451604381609"
"6 on scale 1-7","2005","Bavaria","vocational + Abi","36","0.235600225030096","0.164538469344785","0.306661980715407"
"6 on scale 1-7","2005","Bavaria","higher vocational","52","0.211739856785049","0.158239069448585","0.265240644121512"
"6 on scale 1-7","2005","Bavaria","higher education","178","0.253370179390052","0.217346796610741","0.289393562169364"
