"plh0206i01","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2015","35-65 y.","1-pers.-HH","387","0.256650399632008","0.234821218131942","0.278479581132074","6"
"6 on scale 1-7","2015","35-65 y.","(Married) couple without C. ","1034","0.291510974295782","0.276741315627365","0.306280632964199","6"
"6 on scale 1-7","2015","66 and older","Single parent ","25","","","","6"
"6 on scale 1-7","2015","66 and older","(Married) couple without C. ","981","0.296176638740945","0.280317894307503","0.312035383174387","6"
"6 on scale 1-7","2015","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2015","16-34 y.","Couple + C. GT 16 ","278","0.286507931127227","0.25814271601552","0.314873146238935","6"
"6 on scale 1-7","2015","16-34 y.","1-pers.-HH","204","0.272558136292066","0.241836804093265","0.303279468490867","6"
"6 on scale 1-7","2015","16-34 y.","(Married) couple without C. ","269","0.244093081573678","0.21873191719253","0.269454245954827","6"
"6 on scale 1-7","2015","16-34 y.","Single parent ","204","0.253174082206116","0.223733567770756","0.282614596641476","6"
"6 on scale 1-7","2015","35-65 y.","Single parent ","338","0.22172214378904","0.200579982238891","0.24286430533919","6"
"6 on scale 1-7","2015","35-65 y.","Couple + C. LE 16 ","1358","0.305629570836198","0.292700568683833","0.318558572988562","6"
"6 on scale 1-7","2015","35-65 y.","Couple + C. GT 16 ","505","0.294072433371692","0.27290016719126","0.315244699552124","6"
"6 on scale 1-7","2015","35-65 y.","Couple + C. LE and GT 16","414","0.316892972389268","0.293237078307088","0.340548866471449","6"
"6 on scale 1-7","2015","66 and older","1-pers.-HH","349","0.25156640486435","0.228689512547417","0.274443297181282","6"
"6 on scale 1-7","2015","16-34 y.","Couple + C. LE 16 ","460","0.279715268179059","0.25912756513765","0.300302971220467","6"
"7 Strongly agree","2015","66 and older","Couple + C. LE 16 ","6","","","","7"
"7 Strongly agree","2015","66 and older","Couple + C. GT 16 ","112","0.585226594295662","0.516774138910512","0.653679049680812","7"
"7 Strongly agree","2015","66 and older","Couple + C. LE and GT 16","2","","","","7"
"7 Strongly agree","2015","66 and older","Single parent ","39","0.571269698831027","0.45851233468049","0.684027062981563","7"
"7 Strongly agree","2015","16-34 y.","1-pers.-HH","520","0.61834733700377","0.584830600929431","0.651864073078108","7"
"7 Strongly agree","2015","16-34 y.","(Married) couple without C. ","726","0.644149889786555","0.615882590670059","0.672417188903051","7"
"7 Strongly agree","2015","16-34 y.","Single parent ","501","0.579456997463849","0.546034269577972","0.612879725349726","7"
"7 Strongly agree","2015","16-34 y.","Couple + C. LE 16 ","1163","0.643802380250376","0.621837972372611","0.665766788128142","7"
"7 Strongly agree","2015","16-34 y.","Couple + C. GT 16 ","571","0.558522712669957","0.527369862654989","0.589675562684924","7"
"7 Strongly agree","2015","16-34 y.","Couple + C. LE and GT 16","439","0.562212178842928","0.52641886795354","0.598005489732315","7"
"7 Strongly agree","2015","35-65 y.","1-pers.-HH","950","0.614775893539807","0.590454689770912","0.639097097308702","7"
"7 Strongly agree","2015","35-65 y.","(Married) couple without C. ","2129","0.580498993966651","0.56446123509546","0.596536752837841","7"
"7 Strongly agree","2015","35-65 y.","Single parent ","974","0.671033273701798","0.647120743598839","0.694945803804757","7"
"7 Strongly agree","2015","35-65 y.","Couple + C. LE 16 ","2935","0.589043241572691","0.57523484137102","0.602851641774362","7"
"7 Strongly agree","2015","35-65 y.","Couple + C. GT 16 ","1034","0.566090609758962","0.543060149526213","0.589121069991712","7"
"7 Strongly agree","2015","35-65 y.","Couple + C. LE and GT 16","873","0.546825173151547","0.521514958717244","0.572135387585851","7"
"7 Strongly agree","2015","66 and older","1-pers.-HH","849","0.608496357679402","0.582763325421904","0.634229389936899","7"
"7 Strongly agree","2015","66 and older","(Married) couple without C. ","1749","0.568052751031382","0.55084709440657","0.585258407656193","7"
"1 Strongly disagree","2016","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2016","35-65 y.","Couple + C. LE 16 ","7","","","","1"
"1 Strongly disagree","2016","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2016","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2016","35-65 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2016","35-65 y.","(Married) couple without C. ","1","","","","1"
"1 Strongly disagree","2016","35-65 y.","Single parent ","1","","","","1"
"1 Strongly disagree","2016","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2016","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2016","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2016","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2016","16-34 y.","1-pers.-HH","11","","","","1"
"1 Strongly disagree","2016","16-34 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2016","16-34 y.","Couple + C. LE 16 ","5","","","","1"
"1 Strongly disagree","2016","16-34 y.","Single parent ","3","","","","1"
"2 on scale 1-7 ","2016","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2016","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Couple + C. LE 16 ","1","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","Couple + C. LE and GT 16","1","","","","2"
"2 on scale 1-7 ","2016","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Couple + C. LE and GT 16","1","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","1-pers.-HH","1","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Single parent ","1","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","Couple + C. LE 16 ","1","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","1-pers.-HH","3","","","","2"
"3 on scale 1-7 ","2016","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2016","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Couple + C. LE and GT 16","1","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","1-pers.-HH","2","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Single parent ","3","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Couple + C. LE 16 ","2","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2016","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","1-pers.-HH","4","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","(Married) couple without C. ","3","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Couple + C. LE 16 ","5","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2016","66 and older","1-pers.-HH","1","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","Single parent ","2","","","","3"
"4 on scale 1-7","2016","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2016","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2016","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2016","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2016","35-65 y.","Single parent ","2","","","","4"
"4 on scale 1-7","2016","66 and older","(Married) couple without C. ","1","","","","4"
"4 on scale 1-7","2016","16-34 y.","1-pers.-HH","18","","","","4"
"4 on scale 1-7","2016","35-65 y.","1-pers.-HH","3","","","","4"
"4 on scale 1-7","2016","35-65 y.","(Married) couple without C. ","2","","","","4"
"4 on scale 1-7","2016","35-65 y.","Couple + C. LE 16 ","7","","","","4"
"4 on scale 1-7","2016","35-65 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2016","35-65 y.","Couple + C. LE and GT 16","2","","","","4"
"4 on scale 1-7","2016","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2016","16-34 y.","(Married) couple without C. ","1","","","","4"
"4 on scale 1-7","2016","16-34 y.","Couple + C. GT 16 ","1","","","","4"
"4 on scale 1-7","2016","16-34 y.","Couple + C. LE and GT 16","1","","","","4"
"4 on scale 1-7","2016","16-34 y.","Single parent ","3","","","","4"
"4 on scale 1-7","2016","16-34 y.","Couple + C. LE 16 ","10","","","","4"
"5 on scale 1-7","2016","66 and older","Single parent ","1","","","","5"
"5 on scale 1-7","2016","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2016","35-65 y.","Single parent ","2","","","","5"
"5 on scale 1-7","2016","35-65 y.","Couple + C. LE 16 ","16","","","","5"
"5 on scale 1-7","2016","35-65 y.","Couple + C. GT 16 ","3","","","","5"
"5 on scale 1-7","2016","35-65 y.","Couple + C. LE and GT 16","4","","","","5"
"5 on scale 1-7","2016","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2016","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2016","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2016","16-34 y.","Couple + C. GT 16 ","1","","","","5"
"5 on scale 1-7","2016","16-34 y.","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2016","35-65 y.","1-pers.-HH","6","","","","5"
"5 on scale 1-7","2016","35-65 y.","(Married) couple without C. ","3","","","","5"
"5 on scale 1-7","2016","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2016","16-34 y.","1-pers.-HH","22","","","","5"
"5 on scale 1-7","2016","16-34 y.","(Married) couple without C. ","3","","","","5"
"5 on scale 1-7","2016","16-34 y.","Single parent ","10","","","","5"
"5 on scale 1-7","2016","16-34 y.","Couple + C. LE 16 ","13","","","","5"
"6 on scale 1-7","2016","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2016","66 and older","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2016","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2016","66 and older","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2016","16-34 y.","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2016","16-34 y.","Couple + C. LE and GT 16","4","","","","6"
"6 on scale 1-7","2016","35-65 y.","1-pers.-HH","12","","","","6"
"6 on scale 1-7","2016","35-65 y.","(Married) couple without C. ","8","","","","6"
"6 on scale 1-7","2016","16-34 y.","(Married) couple without C. ","5","","","","6"
"6 on scale 1-7","2016","16-34 y.","Single parent ","8","","","","6"
"6 on scale 1-7","2016","35-65 y.","Single parent ","10","","","","6"
"6 on scale 1-7","2016","16-34 y.","1-pers.-HH","57","0.0804446807419906","0.0613085192625205","0.0995808422214606","6"
"6 on scale 1-7","2016","35-65 y.","Couple + C. LE 16 ","27","","","","6"
"6 on scale 1-7","2016","35-65 y.","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2016","35-65 y.","Couple + C. LE and GT 16","8","","","","6"
"6 on scale 1-7","2016","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2016","16-34 y.","Couple + C. LE 16 ","37","0.157810302496125","0.134927014757799","0.180693590234451","6"
"6 on scale 1-7","2016","66 and older","1-pers.-HH","","","","","6"
"7 Strongly agree","2016","66 and older","Single parent ","3","","","","7"
"7 Strongly agree","2016","66 and older","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2016","66 and older","Couple + C. GT 16 ","3","","","","7"
"7 Strongly agree","2016","66 and older","Couple + C. LE and GT 16","2","","","","7"
"7 Strongly agree","2016","16-34 y.","1-pers.-HH","661","0.83947760906508","0.813649679180261","0.865305538949899","7"
"7 Strongly agree","2016","16-34 y.","(Married) couple without C. ","87","0.608756185399635","0.512622425251375","0.704889945547896","7"
"7 Strongly agree","2016","16-34 y.","Single parent ","133","0.788938964487815","0.725710325322844","0.852167603652787","7"
"7 Strongly agree","2016","16-34 y.","Couple + C. LE 16 ","904","0.793878322267083","0.768487042588287","0.819269601945878","7"
"7 Strongly agree","2016","16-34 y.","Couple + C. GT 16 ","26","","","","7"
"7 Strongly agree","2016","16-34 y.","Couple + C. LE and GT 16","82","0.836152311052039","0.760103881131502","0.912200740972577","7"
"7 Strongly agree","2016","35-65 y.","1-pers.-HH","155","0.858334277574947","0.807250595416443","0.909417959733451","7"
"7 Strongly agree","2016","35-65 y.","(Married) couple without C. ","50","0.461980356312293","0.339837260022378","0.584123452602209","7"
"7 Strongly agree","2016","35-65 y.","Single parent ","168","0.711806868836958","0.646716831752462","0.776896905921454","7"
"7 Strongly agree","2016","35-65 y.","Couple + C. LE 16 ","840","0.858155600931415","0.835361841894794","0.880949359968035","7"
"7 Strongly agree","2016","35-65 y.","Couple + C. GT 16 ","46","0.790914718678885","0.678197659742323","0.903631777615447","7"
"7 Strongly agree","2016","35-65 y.","Couple + C. LE and GT 16","303","0.943576803733574","0.918216643032715","0.968936964434432","7"
"7 Strongly agree","2016","66 and older","1-pers.-HH","1","","","","7"
"7 Strongly agree","2016","66 and older","(Married) couple without C. ","7","","","","7"
"1 Strongly disagree","2017","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2017","35-65 y.","1-pers.-HH","2","","","","1"
"1 Strongly disagree","2017","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2017","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2017","35-65 y.","Couple + C. LE 16 ","1","","","","1"
"1 Strongly disagree","2017","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2017","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2017","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2017","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2017","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2017","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2017","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Single parent ","","","","","1"
"1 Strongly disagree","2017","16-34 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2017","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2017","16-34 y.","Couple + C. LE 16 ","1","","","","1"
"2 on scale 1-7 ","2017","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Couple + C. LE 16 ","1","","","","2"
"2 on scale 1-7 ","2017","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2017","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2017","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2017","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2017","16-34 y.","Couple + C. LE 16 ","","","","","2"
"3 on scale 1-7 ","2017","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2017","66 and older","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Couple + C. LE and GT 16","1","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","Single parent ","","","","","3"
"3 on scale 1-7 ","2017","66 and older","Single parent ","","","","","3"
"3 on scale 1-7 ","2017","66 and older","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2017","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2017","66 and older","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","1-pers.-HH","2","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Couple + C. GT 16 ","1","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Couple + C. LE 16 ","1","","","","3"
"3 on scale 1-7 ","2017","16-34 y.","Single parent ","","","","","3"
"4 on scale 1-7","2017","66 and older","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2017","35-65 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2017","35-65 y.","Single parent ","","","","","4"
"4 on scale 1-7","2017","66 and older","1-pers.-HH","","","","","4"
"4 on scale 1-7","2017","35-65 y.","Couple + C. GT 16 ","1","","","","4"
"4 on scale 1-7","2017","66 and older","Single parent ","","","","","4"
"4 on scale 1-7","2017","35-65 y.","Couple + C. LE and GT 16","2","","","","4"
"4 on scale 1-7","2017","66 and older","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2017","16-34 y.","1-pers.-HH","3","","","","4"
"4 on scale 1-7","2017","16-34 y.","Couple + C. LE and GT 16","2","","","","4"
"4 on scale 1-7","2017","35-65 y.","1-pers.-HH","","","","","4"
"4 on scale 1-7","2017","35-65 y.","Couple + C. LE 16 ","3","","","","4"
"4 on scale 1-7","2017","16-34 y.","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2017","16-34 y.","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2017","66 and older","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2017","66 and older","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2017","16-34 y.","Single parent ","1","","","","4"
"4 on scale 1-7","2017","16-34 y.","Couple + C. LE 16 ","8","","","","4"
"5 on scale 1-7","2017","35-65 y.","1-pers.-HH","1","","","","5"
"5 on scale 1-7","2017","35-65 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2017","35-65 y.","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2017","35-65 y.","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2017","16-34 y.","Couple + C. LE and GT 16","4","","","","5"
"5 on scale 1-7","2017","35-65 y.","Single parent ","3","","","","5"
"5 on scale 1-7","2017","35-65 y.","Couple + C. LE 16 ","10","","","","5"
"5 on scale 1-7","2017","66 and older","Single parent ","","","","","5"
"5 on scale 1-7","2017","66 and older","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2017","16-34 y.","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2017","66 and older","1-pers.-HH","","","","","5"
"5 on scale 1-7","2017","66 and older","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2017","66 and older","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2017","66 and older","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2017","16-34 y.","Single parent ","1","","","","5"
"5 on scale 1-7","2017","16-34 y.","Couple + C. LE 16 ","16","","","","5"
"5 on scale 1-7","2017","16-34 y.","1-pers.-HH","17","","","","5"
"5 on scale 1-7","2017","16-34 y.","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2017","35-65 y.","(Married) couple without C. ","4","","","","6"
"6 on scale 1-7","2017","16-34 y.","Couple + C. LE and GT 16","9","","","","6"
"6 on scale 1-7","2017","35-65 y.","1-pers.-HH","6","","","","6"
"6 on scale 1-7","2017","16-34 y.","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2017","16-34 y.","1-pers.-HH","27","","","","6"
"6 on scale 1-7","2017","16-34 y.","(Married) couple without C. ","8","","","","6"
"6 on scale 1-7","2017","16-34 y.","Single parent ","11","","","","6"
"6 on scale 1-7","2017","16-34 y.","Couple + C. LE 16 ","64","0.112768775502223","0.0891331710657548","0.136404379938691","6"
"6 on scale 1-7","2017","35-65 y.","Single parent ","8","","","","6"
"6 on scale 1-7","2017","35-65 y.","Couple + C. LE 16 ","34","0.0894611387501367","0.0609519945776321","0.117970282922641","6"
"6 on scale 1-7","2017","35-65 y.","Couple + C. GT 16 ","3","","","","6"
"6 on scale 1-7","2017","35-65 y.","Couple + C. LE and GT 16","11","","","","6"
"6 on scale 1-7","2017","66 and older","1-pers.-HH","","","","","6"
"6 on scale 1-7","2017","66 and older","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2017","66 and older","Single parent ","","","","","6"
"6 on scale 1-7","2017","66 and older","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2017","66 and older","Couple + C. GT 16 ","1","","","","6"
"6 on scale 1-7","2017","66 and older","Couple + C. LE and GT 16","1","","","","6"
"7 Strongly agree","2017","16-34 y.","1-pers.-HH","430","0.897704226674905","0.870566353143896","0.924842100205914","7"
"7 Strongly agree","2017","16-34 y.","(Married) couple without C. ","79","0.891959578313593","0.826728555722801","0.957190600904385","7"
"7 Strongly agree","2017","16-34 y.","Single parent ","83","0.786481228024331","0.704507499980676","0.868454956067986","7"
"7 Strongly agree","2017","16-34 y.","Couple + C. LE 16 ","598","0.839200876038014","0.811751740266468","0.86665001180956","7"
"7 Strongly agree","2017","16-34 y.","Couple + C. GT 16 ","20","","","","7"
"7 Strongly agree","2017","16-34 y.","Couple + C. LE and GT 16","100","0.87774695222712","0.817876342180799","0.937617562273442","7"
"7 Strongly agree","2017","35-65 y.","1-pers.-HH","84","0.882079179900003","0.816531753003483","0.947626606796523","7"
"7 Strongly agree","2017","35-65 y.","(Married) couple without C. ","30","0.805695801982983","0.672700813927549","0.938690790038417","7"
"7 Strongly agree","2017","35-65 y.","Single parent ","66","0.786160395173422","0.694580027940289","0.877740762406555","7"
"7 Strongly agree","2017","35-65 y.","Couple + C. LE 16 ","336","0.879307789421438","0.846767020761459","0.911848558081416","7"
"7 Strongly agree","2017","35-65 y.","Couple + C. GT 16 ","29","","","","7"
"7 Strongly agree","2017","35-65 y.","Couple + C. LE and GT 16","171","0.891335369611635","0.846729505038386","0.935941234184885","7"
"7 Strongly agree","2017","66 and older","1-pers.-HH","2","","","","7"
"7 Strongly agree","2017","66 and older","(Married) couple without C. ","4","","","","7"
"7 Strongly agree","2017","66 and older","Single parent ","4","","","","7"
"7 Strongly agree","2017","66 and older","Couple + C. LE 16 ","1","","","","7"
"7 Strongly agree","2017","66 and older","Couple + C. GT 16 ","2","","","","7"
"7 Strongly agree","2017","66 and older","Couple + C. LE and GT 16","1","","","","7"
"1 Strongly disagree","2018","66 and older","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2018","66 and older","Single parent ","","","","","1"
"1 Strongly disagree","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2018","66 and older","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"1 Strongly disagree","2018","35-65 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2018","35-65 y.","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Single parent ","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2018","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2018","66 and older","1-pers.-HH","","","","","1"
"1 Strongly disagree","2018","16-34 y.","1-pers.-HH","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Single parent ","","","","","1"
"1 Strongly disagree","2018","16-34 y.","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2018","16-34 y.","(Married) couple without C. ","","","","","1"
"2 on scale 1-7 ","2018","66 and older","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Couple + C. LE and GT 16","1","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2018","66 and older","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2018","66 and older","Single parent ","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Single parent ","","","","","2"
"2 on scale 1-7 ","2018","66 and older","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","Couple + C. LE 16 ","","","","","2"
"3 on scale 1-7 ","2018","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2018","66 and older","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2018","35-65 y.","1-pers.-HH","","","","","3"
