"plb0196_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1993","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1993","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1993","indirect migration background","(3b) higher tertiary education","","","",""
"No","1993","no migration background","(0) in school","2","","",""
"No","1993","no migration background","(1a) inadequately completed","34","1","1","1"
"No","1993","no migration background","(1b) general elementary school","341","1","1","1"
"No","1993","no migration background","(1c) basic vocational qualification","1243","1","1","1"
"No","1993","no migration background","(2b) intermediate general qualification","160","1","1","1"
"No","1993","no migration background","(2a) intermediate vocational","986","1","1","1"
"No","1993","no migration background","(2c_gen) general maturity certificate","75","1","1","1"
"No","1993","no migration background","(2c_voc) vocational maturity certificate","150","1","1","1"
"No","1993","no migration background","(3a) lower tertiary education","296","1","1","1"
"No","1993","no migration background","(3b) higher tertiary education","237","1","1","1"
"No","1993","direct migration background","(0) in school","","","",""
"No","1993","direct migration background","(1a) inadequately completed","237","1","1","1"
"No","1993","direct migration background","(1b) general elementary school","379","1","1","1"
"No","1993","direct migration background","(1c) basic vocational qualification","309","1","1","1"
"No","1993","direct migration background","(2b) intermediate general qualification","22","","",""
"No","1993","direct migration background","(2a) intermediate vocational","36","1","1","1"
"No","1993","direct migration background","(2c_gen) general maturity certificate","48","1","1","1"
"No","1993","direct migration background","(2c_voc) vocational maturity certificate","58","1","1","1"
"No","1993","direct migration background","(3a) lower tertiary education","17","","",""
"No","1993","direct migration background","(3b) higher tertiary education","32","1","1","1"
"No","1993","indirect migration background","(0) in school","1","","",""
"No","1993","indirect migration background","(1a) inadequately completed","9","","",""
"No","1993","indirect migration background","(1b) general elementary school","72","1","1","1"
"No","1993","indirect migration background","(1c) basic vocational qualification","37","1","1","1"
"No","1993","indirect migration background","(2b) intermediate general qualification","26","","",""
"No","1993","indirect migration background","(2a) intermediate vocational","18","","",""
"No","1993","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"No","1993","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"No","1993","indirect migration background","(3a) lower tertiary education","","","",""
"No","1993","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","1994","no migration background","(0) in school","","","",""
"Yes","1994","no migration background","(1a) inadequately completed","","","",""
"Yes","1994","no migration background","(1b) general elementary school","","","",""
"Yes","1994","no migration background","(1c) basic vocational qualification","","","",""
"Yes","1994","no migration background","(2b) intermediate general qualification","","","",""
"Yes","1994","no migration background","(2a) intermediate vocational","","","",""
"Yes","1994","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1994","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","no migration background","(3a) lower tertiary education","","","",""
"Yes","1994","no migration background","(3b) higher tertiary education","","","",""
"Yes","1994","direct migration background","(0) in school","","","",""
"Yes","1994","direct migration background","(1a) inadequately completed","","","",""
"Yes","1994","direct migration background","(1b) general elementary school","","","",""
"Yes","1994","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","1994","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","1994","direct migration background","(2a) intermediate vocational","","","",""
"Yes","1994","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1994","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1994","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1994","indirect migration background","(0) in school","","","",""
"Yes","1994","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1994","indirect migration background","(1b) general elementary school","","","",""
"Yes","1994","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","1994","indirect migration background","(2b) intermediate general qualification","","","",""
