"plb0196_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","1991","North Rhine-Westphalia","direct migration background","295","1","1","1"
"No","1991","North Rhine-Westphalia","indirect migration background","39","1","1","1"
"No","1991","Hesse","no migration background","205","1","1","1"
"No","1991","Hesse","direct migration background","177","1","1","1"
"No","1991","Hesse","indirect migration background","18","","",""
"No","1991","Rhineland-Palatinate,Saarland","no migration background","179","1","1","1"
"No","1991","Rhineland-Palatinate,Saarland","direct migration background","58","1","1","1"
"No","1991","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"No","1991","Baden-Württemberg","no migration background","404","1","1","1"
"No","1991","Baden-Württemberg","direct migration background","319","1","1","1"
"No","1991","Baden-Württemberg","indirect migration background","32","1","1","1"
"No","1991","Bavaria","no migration background","439","1","1","1"
"No","1991","Bavaria","direct migration background","194","1","1","1"
"No","1991","Bavaria","indirect migration background","26","","",""
"No","1991","Berlin","no migration background","198","1","1","1"
"No","1991","Berlin","direct migration background","55","1","1","1"
"No","1991","Berlin","indirect migration background","5","","",""
"No","1991","Brandenburg","no migration background","322","1","1","1"
"No","1991","Brandenburg","direct migration background","9","","",""
"No","1991","Brandenburg","indirect migration background","","","",""
"No","1991","Mecklenburg-Western Pomerania","no migration background","230","1","1","1"
"No","1991","Mecklenburg-Western Pomerania","direct migration background","9","","",""
"No","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","1991","Saxony","no migration background","554","1","1","1"
"No","1991","Saxony","direct migration background","13","","",""
"No","1991","Saxony","indirect migration background","1","","",""
"No","1991","Saxony-Anhalt","no migration background","386","1","1","1"
"No","1991","Saxony-Anhalt","direct migration background","12","","",""
"No","1991","Saxony-Anhalt","indirect migration background","","","",""
"No","1991","Thuringia","no migration background","310","1","1","1"
"No","1991","Thuringia","direct migration background","6","","",""
"No","1991","Thuringia","indirect migration background","","","",""
"Yes","1992","Schleswig-Holstein","no migration background","","","",""
"Yes","1992","Schleswig-Holstein","direct migration background","","","",""
"Yes","1992","Schleswig-Holstein","indirect migration background","","","",""
"Yes","1992","Hamburg","no migration background","","","",""
"Yes","1992","Hamburg","direct migration background","","","",""
"Yes","1992","Hamburg","indirect migration background","","","",""
"Yes","1992","Lower Saxony","no migration background","","","",""
"Yes","1992","Lower Saxony","direct migration background","","","",""
"Yes","1992","Lower Saxony","indirect migration background","","","",""
"Yes","1992","Bremen","no migration background","","","",""
"Yes","1992","Bremen","direct migration background","","","",""
"Yes","1992","Bremen","indirect migration background","","","",""
"Yes","1992","North Rhine-Westphalia","no migration background","","","",""
"Yes","1992","North Rhine-Westphalia","direct migration background","","","",""
"Yes","1992","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","1992","Hesse","no migration background","","","",""
"Yes","1992","Hesse","direct migration background","","","",""
"Yes","1992","Hesse","indirect migration background","","","",""
"Yes","1992","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","1992","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","1992","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","1992","Baden-Württemberg","no migration background","","","",""
"Yes","1992","Baden-Württemberg","direct migration background","","","",""
"Yes","1992","Baden-Württemberg","indirect migration background","","","",""
"Yes","1992","Bavaria","no migration background","","","",""
"Yes","1992","Bavaria","direct migration background","","","",""
"Yes","1992","Bavaria","indirect migration background","","","",""
"Yes","1992","Berlin","no migration background","","","",""
"Yes","1992","Berlin","direct migration background","","","",""
"Yes","1992","Berlin","indirect migration background","","","",""
"Yes","1992","Brandenburg","no migration background","","","",""
"Yes","1992","Brandenburg","direct migration background","","","",""
"Yes","1992","Brandenburg","indirect migration background","","","",""
"Yes","1992","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","1992","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","1992","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","1992","Saxony","no migration background","","","",""
"Yes","1992","Saxony","direct migration background","","","",""
"Yes","1992","Saxony","indirect migration background","","","",""
"Yes","1992","Saxony-Anhalt","no migration background","","","",""
"Yes","1992","Saxony-Anhalt","direct migration background","","","",""
"Yes","1992","Saxony-Anhalt","indirect migration background","","","",""
"Yes","1992","Thuringia","no migration background","","","",""
"Yes","1992","Thuringia","direct migration background","","","",""
"Yes","1992","Thuringia","indirect migration background","","","",""
"No","1992","Schleswig-Holstein","no migration background","83","1","1","1"
"No","1992","Schleswig-Holstein","direct migration background","17","","",""
"No","1992","Schleswig-Holstein","indirect migration background","3","","",""
"No","1992","Hamburg","no migration background","42","1","1","1"
"No","1992","Hamburg","direct migration background","17","","",""
"No","1992","Hamburg","indirect migration background","2","","",""
"No","1992","Lower Saxony","no migration background","249","1","1","1"
"No","1992","Lower Saxony","direct migration background","52","1","1","1"
"No","1992","Lower Saxony","indirect migration background","9","","",""
"No","1992","Bremen","no migration background","19","","",""
"No","1992","Bremen","direct migration background","3","","",""
"No","1992","Bremen","indirect migration background","","","",""
"No","1992","North Rhine-Westphalia","no migration background","625","1","1","1"
"No","1992","North Rhine-Westphalia","direct migration background","296","1","1","1"
"No","1992","North Rhine-Westphalia","indirect migration background","46","1","1","1"
"No","1992","Hesse","no migration background","193","1","1","1"
"No","1992","Hesse","direct migration background","171","1","1","1"
"No","1992","Hesse","indirect migration background","15","","",""
"No","1992","Rhineland-Palatinate,Saarland","no migration background","164","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","direct migration background","52","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"No","1992","Baden-Württemberg","no migration background","362","1","1","1"
"No","1992","Baden-Württemberg","direct migration background","314","1","1","1"
"No","1992","Baden-Württemberg","indirect migration background","45","1","1","1"
"No","1992","Bavaria","no migration background","474","1","1","1"
"No","1992","Bavaria","direct migration background","190","1","1","1"
"No","1992","Bavaria","indirect migration background","31","1","1","1"
"No","1992","Berlin","no migration background","166","1","1","1"
"No","1992","Berlin","direct migration background","44","1","1","1"
"No","1992","Berlin","indirect migration background","9","","",""
"No","1992","Brandenburg","no migration background","241","1","1","1"
"No","1992","Brandenburg","direct migration background","7","","",""
"No","1992","Brandenburg","indirect migration background","","","",""
"No","1992","Mecklenburg-Western Pomerania","no migration background","154","1","1","1"
"No","1992","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"No","1992","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","1992","Saxony","no migration background","385","1","1","1"
"No","1992","Saxony","direct migration background","9","","",""
"No","1992","Saxony","indirect migration background","","","",""
"No","1992","Saxony-Anhalt","no migration background","286","1","1","1"
"No","1992","Saxony-Anhalt","direct migration background","8","","",""
"No","1992","Saxony-Anhalt","indirect migration background","1","","",""
"No","1992","Thuringia","no migration background","240","1","1","1"
"No","1992","Thuringia","direct migration background","4","","",""
"No","1992","Thuringia","indirect migration background","","","",""
"Yes","1993","Schleswig-Holstein","no migration background","","","",""
