"hlf0094","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Too Expensive","1987","indirect migration background","vocational + Abi","","","",""
"Too Expensive","1987","indirect migration background","higher vocational","","","",""
"Too Expensive","1987","indirect migration background","higher education","","","",""
"Very Inexpensive","1988","no migration background","in school","10","","",""
"Very Inexpensive","1988","no migration background","inadequately","2","","",""
"Very Inexpensive","1988","no migration background","general elemantary","185","0.203518088782406","0.177258151641339","0.229778025923473"
"Very Inexpensive","1988","no migration background","middle vocational","340","0.175159891956226","0.158293519913686","0.192026263998767"
"Very Inexpensive","1988","no migration background","vocational + Abi","13","","",""
"Very Inexpensive","1988","no migration background","higher vocational","43","0.182575622626329","0.135797516684324","0.229353728568334"
"Very Inexpensive","1988","no migration background","higher education","61","0.200849685913382","0.156323272711875","0.245376099114888"
"Very Inexpensive","1988","direct migration background","in school","","","",""
"Very Inexpensive","1988","direct migration background","inadequately","3","","",""
"Very Inexpensive","1988","direct migration background","general elemantary","17","","",""
"Very Inexpensive","1988","direct migration background","middle vocational","25","","",""
"Very Inexpensive","1988","direct migration background","vocational + Abi","2","","",""
"Very Inexpensive","1988","direct migration background","higher vocational","3","","",""
"Very Inexpensive","1988","direct migration background","higher education","5","","",""
"Very Inexpensive","1988","indirect migration background","in school","1","","",""
"Very Inexpensive","1988","indirect migration background","inadequately","","","",""
"Very Inexpensive","1988","indirect migration background","general elemantary","3","","",""
"Very Inexpensive","1988","indirect migration background","middle vocational","4","","",""
"Very Inexpensive","1988","indirect migration background","vocational + Abi","","","",""
"Very Inexpensive","1988","indirect migration background","higher vocational","","","",""
"Very Inexpensive","1988","indirect migration background","higher education","","","",""
"Inexpensive","1988","no migration background","in school","18","","",""
"Inexpensive","1988","no migration background","inadequately","11","","",""
"Inexpensive","1988","no migration background","general elemantary","337","0.385457787160242","0.35371328739792","0.417202286922564"
"Inexpensive","1988","no migration background","middle vocational","698","0.352472218269786","0.331273426675345","0.373671009864228"
"Inexpensive","1988","no migration background","vocational + Abi","27","","",""
"Inexpensive","1988","no migration background","higher vocational","86","0.318732072635179","0.262307367180909","0.375156778089449"
"Inexpensive","1988","no migration background","higher education","91","0.294532247087274","0.243871346564475","0.345193147610072"
"Inexpensive","1988","direct migration background","in school","1","","",""
"Inexpensive","1988","direct migration background","inadequately","9","","",""
"Inexpensive","1988","direct migration background","general elemantary","23","","",""
"Inexpensive","1988","direct migration background","middle vocational","41","0.330267526753766","0.252362103966956","0.408172949540576"
"Inexpensive","1988","direct migration background","vocational + Abi","5","","",""
"Inexpensive","1988","direct migration background","higher vocational","9","","",""
"Inexpensive","1988","direct migration background","higher education","11","","",""
"Inexpensive","1988","indirect migration background","in school","1","","",""
"Inexpensive","1988","indirect migration background","inadequately","1","","",""
"Inexpensive","1988","indirect migration background","general elemantary","3","","",""
"Inexpensive","1988","indirect migration background","middle vocational","4","","",""
"Inexpensive","1988","indirect migration background","vocational + Abi","","","",""
"Inexpensive","1988","indirect migration background","higher vocational","","","",""
"Inexpensive","1988","indirect migration background","higher education","","","",""
"Reasonable","1988","no migration background","in school","37","0.510127302845086","0.396991943417306","0.623262662272867"
"Reasonable","1988","no migration background","inadequately","12","","",""
"Reasonable","1988","no migration background","general elemantary","306","0.329177699834677","0.29852821602142","0.359827183647935"
"Reasonable","1988","no migration background","middle vocational","733","0.380740851927388","0.359194665637397","0.402287038217379"
"Reasonable","1988","no migration background","vocational + Abi","35","0.449164102437367","0.340841466646851","0.557486738227882"
"Reasonable","1988","no migration background","higher vocational","104","0.390043532219496","0.330982177261779","0.449104887177212"
"Reasonable","1988","no migration background","higher education","141","0.445219209069674","0.389984057371909","0.500454360767439"
"Reasonable","1988","direct migration background","in school","5","","",""
"Reasonable","1988","direct migration background","inadequately","14","","",""
"Reasonable","1988","direct migration background","general elemantary","46","0.435721750134185","0.33901903251465","0.532424467753721"
