"hlf0094","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","1984","Saxony","inadequately","","","","","5"
"Too Expensive","1984","Saxony","general elemantary","","","","","5"
"Too Expensive","1984","Saxony","middle vocational","","","","","5"
"Too Expensive","1984","Saxony","vocational + Abi","","","","","5"
"Too Expensive","1984","Saxony","higher vocational","","","","","5"
"Too Expensive","1984","Saxony","higher education","","","","","5"
"Too Expensive","1984","Saxony-Anhalt","in school","","","","","5"
"Too Expensive","1984","Saxony-Anhalt","inadequately","","","","","5"
"Too Expensive","1984","Berlin","higher vocational","1","","","","5"
"Too Expensive","1984","Berlin","higher education","","","","","5"
"Too Expensive","1984","Brandenburg","in school","","","","","5"
"Too Expensive","1984","Brandenburg","inadequately","","","","","5"
"Too Expensive","1984","Brandenburg","general elemantary","","","","","5"
"Too Expensive","1984","Brandenburg","middle vocational","","","","","5"
"Too Expensive","1984","Brandenburg","vocational + Abi","","","","","5"
"Too Expensive","1984","Brandenburg","higher vocational","","","","","5"
"Very Inexpensive","1984","Schleswig-Holstein","in school","","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","inadequately","1","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","general elemantary","17","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","middle vocational","28","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","vocational + Abi","1","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","higher vocational","5","","","","1"
"Very Inexpensive","1984","Schleswig-Holstein","higher education","2","","","","1"
"Very Inexpensive","1984","Hamburg","in school","","","","","1"
"Very Inexpensive","1984","Hamburg","inadequately","","","","","1"
"Very Inexpensive","1984","Hamburg","general elemantary","3","","","","1"
"Very Inexpensive","1984","Hamburg","middle vocational","3","","","","1"
"Very Inexpensive","1984","Hamburg","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Hamburg","higher vocational","1","","","","1"
"Very Inexpensive","1984","Hamburg","higher education","1","","","","1"
"Very Inexpensive","1984","Lower Saxony","in school","7","","","","1"
"Very Inexpensive","1984","Lower Saxony","inadequately","2","","","","1"
"Very Inexpensive","1984","Lower Saxony","general elemantary","50","0.288859001819695","0.222830777940063","0.354887225699327","1"
"Very Inexpensive","1984","Lower Saxony","middle vocational","65","0.23951415828595","0.188887655328633","0.290140661243268","1"
"Very Inexpensive","1984","Lower Saxony","vocational + Abi","2","","","","1"
"Very Inexpensive","1984","Lower Saxony","higher vocational","11","","","","1"
"Very Inexpensive","1984","Lower Saxony","higher education","15","","","","1"
"Very Inexpensive","1984","Bremen","in school","","","","","1"
"Very Inexpensive","1984","Bremen","inadequately","","","","","1"
"Very Inexpensive","1984","Bremen","general elemantary","4","","","","1"
"Very Inexpensive","1984","Bremen","middle vocational","5","","","","1"
"Very Inexpensive","1984","Bremen","vocational + Abi","1","","","","1"
"Very Inexpensive","1984","Bremen","higher vocational","","","","","1"
"Very Inexpensive","1984","Bremen","higher education","","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","in school","6","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","inadequately","1","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","general elemantary","60","0.296901382597279","0.23693471830079","0.356868046893769","1"
"Very Inexpensive","1984","North Rhine-Westphalia","middle vocational","140","0.28165574744556","0.242424870018396","0.320886624872724","1"
"Very Inexpensive","1984","North Rhine-Westphalia","vocational + Abi","4","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","higher vocational","24","","","","1"
"Very Inexpensive","1984","North Rhine-Westphalia","higher education","24","","","","1"
"Very Inexpensive","1984","Hesse","in school","2","","","","1"
"Very Inexpensive","1984","Hesse","inadequately","","","","","1"
"Very Inexpensive","1984","Hesse","general elemantary","30","0.305849303227239","0.215988968123158","0.395709638331319","1"
"Very Inexpensive","1984","Hesse","middle vocational","60","0.348549748133488","0.28043483906678","0.416664657200197","1"
"Very Inexpensive","1984","Hesse","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Hesse","higher vocational","8","","","","1"
"Very Inexpensive","1984","Hesse","higher education","6","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","in school","1","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","inadequately","1","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","general elemantary","28","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","middle vocational","53","0.237631339308981","0.181515388016042","0.293747290601919","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","vocational + Abi","3","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","higher vocational","2","","","","1"
"Very Inexpensive","1984","Rhineland-Palatinate,Saarland","higher education","6","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","in school","3","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","inadequately","1","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","general elemantary","61","0.219156990961844","0.170441427050273","0.267872554873415","1"
"Very Inexpensive","1984","Baden-Württemberg","middle vocational","99","0.249395519567187","0.207309778973988","0.291481260160387","1"
"Very Inexpensive","1984","Baden-Württemberg","vocational + Abi","1","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","higher vocational","19","","","","1"
"Very Inexpensive","1984","Baden-Württemberg","higher education","12","","","","1"
"Very Inexpensive","1984","Bavaria","in school","5","","","","1"
"Very Inexpensive","1984","Bavaria","inadequately","2","","","","1"
"Very Inexpensive","1984","Bavaria","general elemantary","76","0.313141204517646","0.255767212172598","0.370515196862694","1"
"Very Inexpensive","1984","Bavaria","middle vocational","116","0.253214406915627","0.213562025536752","0.292866788294503","1"
"Very Inexpensive","1984","Bavaria","vocational + Abi","4","","","","1"
"Very Inexpensive","1984","Bavaria","higher vocational","11","","","","1"
"Very Inexpensive","1984","Bavaria","higher education","13","","","","1"
"Very Inexpensive","1984","Berlin","in school","","","","","1"
"Very Inexpensive","1984","Berlin","inadequately","","","","","1"
"Very Inexpensive","1984","Berlin","general elemantary","3","","","","1"
"Very Inexpensive","1984","Berlin","middle vocational","3","","","","1"
"Very Inexpensive","1984","Berlin","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Berlin","higher vocational","1","","","","1"
"Very Inexpensive","1984","Berlin","higher education","","","","","1"
"Very Inexpensive","1984","Brandenburg","in school","","","","","1"
"Very Inexpensive","1984","Brandenburg","inadequately","","","","","1"
"Very Inexpensive","1984","Brandenburg","general elemantary","","","","","1"
"Very Inexpensive","1984","Brandenburg","middle vocational","","","","","1"
"Very Inexpensive","1984","Brandenburg","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Brandenburg","higher vocational","","","","","1"
"Very Inexpensive","1984","Brandenburg","higher education","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","in school","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Very Inexpensive","1984","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Very Inexpensive","1984","Saxony","in school","","","","","1"
"Very Inexpensive","1984","Saxony","inadequately","","","","","1"
"Very Inexpensive","1984","Saxony","general elemantary","","","","","1"
"Very Inexpensive","1984","Saxony","middle vocational","","","","","1"
"Very Inexpensive","1984","Saxony","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Saxony","higher vocational","","","","","1"
"Very Inexpensive","1984","Saxony","higher education","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","in school","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","inadequately","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","general elemantary","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","middle vocational","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","higher vocational","","","","","1"
"Very Inexpensive","1984","Saxony-Anhalt","higher education","","","","","1"
"Very Inexpensive","1984","Thuringia","in school","","","","","1"
"Very Inexpensive","1984","Thuringia","inadequately","","","","","1"
"Very Inexpensive","1984","Thuringia","general elemantary","","","","","1"
"Very Inexpensive","1984","Thuringia","middle vocational","","","","","1"
"Very Inexpensive","1984","Thuringia","vocational + Abi","","","","","1"
"Very Inexpensive","1984","Thuringia","higher vocational","","","","","1"
"Very Inexpensive","1984","Thuringia","higher education","","","","","1"
"Inexpensive","1985","Hamburg","vocational + Abi","2","","","","2"
"Inexpensive","1985","Hamburg","in school","1","","","","2"
"Inexpensive","1985","Hamburg","inadequately","","","","","2"
"Inexpensive","1985","Schleswig-Holstein","higher education","","","","","2"
"Inexpensive","1985","Lower Saxony","in school","6","","","","2"
"Inexpensive","1985","Lower Saxony","inadequately","4","","","","2"
"Inexpensive","1985","Lower Saxony","vocational + Abi","1","","","","2"
"Inexpensive","1985","Lower Saxony","middle vocational","77","0.303064831851222","0.247731207731934","0.35839845597051","2"
"Inexpensive","1985","Hamburg","higher vocational","1","","","","2"
"Inexpensive","1985","Lower Saxony","general elemantary","63","0.391218661859307","0.316068307835339","0.466369015883276","2"
"Inexpensive","1985","Schleswig-Holstein","higher vocational","5","","","","2"
"Inexpensive","1985","Hamburg","general elemantary","8","","","","2"
"Inexpensive","1985","Hamburg","middle vocational","12","","","","2"
"Inexpensive","1985","Lower Saxony","higher vocational","8","","","","2"
"Inexpensive","1985","Hamburg","higher education","1","","","","2"
"Inexpensive","1985","Lower Saxony","higher education","8","","","","2"
"Inexpensive","1985","Bremen","in school","","","","","2"
"Inexpensive","1985","Bremen","inadequately","1","","","","2"
"Inexpensive","1985","Bremen","general elemantary","4","","","","2"
"Inexpensive","1985","Bremen","middle vocational","6","","","","2"
"Inexpensive","1985","Bremen","vocational + Abi","","","","","2"
"Inexpensive","1985","Bremen","higher vocational","","","","","2"
"Inexpensive","1985","Bremen","higher education","","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","in school","12","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","inadequately","2","","","","2"
"Inexpensive","1985","Schleswig-Holstein","in school","2","","","","2"
"Inexpensive","1985","Schleswig-Holstein","inadequately","1","","","","2"
"Inexpensive","1985","Schleswig-Holstein","general elemantary","18","","","","2"
"Inexpensive","1985","Schleswig-Holstein","middle vocational","27","","","","2"
"Inexpensive","1985","Schleswig-Holstein","vocational + Abi","1","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","general elemantary","55","0.281071977524908","0.218139977245281","0.344003977804536","2"
"Inexpensive","1985","North Rhine-Westphalia","middle vocational","168","0.345531719199445","0.303891070158563","0.387172368240326","2"
"Inexpensive","1985","North Rhine-Westphalia","vocational + Abi","4","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","higher vocational","24","","","","2"
"Inexpensive","1985","North Rhine-Westphalia","higher education","29","","","","2"
"Inexpensive","1985","Hesse","in school","2","","","","2"
"Inexpensive","1985","Hesse","inadequately","","","","","2"
"Inexpensive","1985","Hesse","general elemantary","41","0.382555801868847","0.289595035587213","0.475516568150481","2"
"Inexpensive","1985","Hesse","middle vocational","64","0.360933660256544","0.29057651006043","0.431290810452658","2"
"Inexpensive","1985","Hesse","vocational + Abi","","","","","2"
"Inexpensive","1985","Hesse","higher vocational","6","","","","2"
"Inexpensive","1985","Hesse","higher education","12","","","","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","in school","4","","","","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","inadequately","3","","","","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","general elemantary","41","0.289639254503027","0.215294854650171","0.363983654355882","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","middle vocational","69","0.332400290204472","0.268535172825223","0.396265407583722","2"
"Inexpensive","1985","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","2"
