"hlf0071_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"A little too big","1991","middle vocational","Rural Area","159","0.0836532651747545","0.0728881885509203","0.0944183417985888","4"
"A little too big","1991","vocational + Abi","Urban Area","22","","","","4"
"A little too big","1991","vocational + Abi","Rural Area","4","","","","4"
"A little too big","1991","higher vocational","Urban Area","33","0.0833432318682256","0.0581666864222794","0.108519777314172","4"
"A little too big","1991","higher vocational","Rural Area","28","","","","4"
"A little too big","1991","higher education","Urban Area","75","0.0910074331724656","0.0729259705812419","0.109088895763689","4"
"A little too big","1991","higher education","Rural Area","43","0.0938689201119258","0.0716691871174525","0.116068653106399","4"
"A little too small","1991","in school","Urban Area","28","","","","2"
"A little too small","1991","in school","Rural Area","6","","","","2"
"A little too small","1991","inadequately","Urban Area","140","0.268996430225528","0.231491016947165","0.306501843503891","2"
"A little too small","1991","inadequately","Rural Area","20","","","","2"
"A little too small","1991","general elemantary","Urban Area","350","0.136409852781377","0.121295743335505","0.15152396222725","2"
"A little too small","1991","general elemantary","Rural Area","119","0.108016562881269","0.0868868109796176","0.129146314782921","2"
"A little too small","1991","middle vocational","Urban Area","768","0.157331970262838","0.146363130147133","0.168300810378543","2"
"A little too small","1991","middle vocational","Rural Area","501","0.169059715562225","0.154486656245049","0.1836327748794","2"
"A little too small","1991","vocational + Abi","Urban Area","68","0.215511301480248","0.168023701854922","0.262998901105575","2"
"A little too small","1991","vocational + Abi","Rural Area","27","","","","2"
"A little too small","1991","higher vocational","Urban Area","92","0.170320751758145","0.13607974762773","0.204561755888559","2"
"A little too small","1991","higher vocational","Rural Area","47","0.120371111954824","0.0820516780551675","0.158690545854481","2"
"A little too small","1991","higher education","Urban Area","220","0.2129521139651","0.18721519739234","0.23868903053786","2"
"A little too small","1991","higher education","Rural Area","138","0.170472179251124","0.141847965828808","0.199096392673439","2"
"Just right","1991","in school","Urban Area","82","0.738110798157927","0.659116783581329","0.817104812734526","3"
"Just right","1991","in school","Rural Area","32","0.77247446293741","0.642554695351583","0.902394230523236","3"
"Just right","1991","inadequately","Urban Area","332","0.636782943968416","0.596106799943039","0.677459087993792","3"
"Just right","1991","inadequately","Rural Area","79","0.601050242597167","0.509953868174241","0.692146617020093","3"
"Just right","1991","general elemantary","Urban Area","1419","0.769422105364632","0.750874108336867","0.787970102392397","3"
"Just right","1991","general elemantary","Rural Area","634","0.789498121713403","0.761747394781169","0.817248848645638","3"
"Just right","1991","middle vocational","Urban Area","3072","0.750444927834731","0.737408260883463","0.763481594785999","3"
"Just right","1991","middle vocational","Rural Area","1774","0.712821747259915","0.695229877406652","0.730413617113178","3"
"Just right","1991","vocational + Abi","Urban Area","180","0.639091080560409","0.583624418270318","0.6945577428505","3"
"Just right","1991","vocational + Abi","Rural Area","45","0.57417350711844","0.467150024625755","0.681196989611124","3"
"Just right","1991","higher vocational","Urban Area","326","0.707667561541512","0.666237961141376","0.749097161941647","3"
"Just right","1991","higher vocational","Rural Area","195","0.720145454812529","0.667278474980681","0.773012434644376","3"
"Just right","1991","higher education","Urban Area","629","0.653212726710556","0.623291881814241","0.683133571606872","3"
"Just right","1991","higher education","Rural Area","443","0.684966557734813","0.649607202247855","0.72032591322177","3"
"Much too big","1991","in school","Urban Area","","","","","5"
"Much too big","1991","in school","Rural Area","","","","","5"
"Much too big","1991","inadequately","Urban Area","3","","","","5"
"Much too big","1991","inadequately","Rural Area","","","","","5"
"Much too big","1991","general elemantary","Urban Area","13","","","","5"
"Much too big","1991","general elemantary","Rural Area","9","","","","5"
"Much too big","1991","middle vocational","Urban Area","17","","","","5"
"Much too big","1991","middle vocational","Rural Area","12","","","","5"
"Much too big","1991","vocational + Abi","Urban Area","3","","","","5"
"Much too big","1991","vocational + Abi","Rural Area","","","","","5"
"Much too big","1991","higher vocational","Urban Area","3","","","","5"
"Much too big","1991","higher vocational","Rural Area","2","","","","5"
"Much too big","1991","higher education","Urban Area","4","","","","5"
"Much too big","1991","higher education","Rural Area","5","","","","5"
"Much too small","1991","in school","Urban Area","6","","","","1"
"Much too small","1991","in school","Rural Area","","","","","1"
"Much too small","1991","inadequately","Urban Area","58","0.081209541972732","0.0581063111672123","0.104312772778252","1"
"Much too small","1991","inadequately","Rural Area","6","","","","1"
"Much too small","1991","general elemantary","Urban Area","115","0.0279921700633152","0.0207284513316724","0.0352558887949579","1"
"Much too small","1991","general elemantary","Rural Area","17","","","","1"
"Much too small","1991","middle vocational","Urban Area","153","0.0259824907085192","0.0211901495285638","0.0307748318884747","1"
"Much too small","1991","middle vocational","Rural Area","95","0.030076805549938","0.0234358544089465","0.0367177566909295","1"
"Much too small","1991","vocational + Abi","Urban Area","15","","","","1"
"Much too small","1991","vocational + Abi","Rural Area","6","","","","1"
"Much too small","1991","higher vocational","Urban Area","9","","","","1"
"Much too small","1991","higher vocational","Rural Area","5","","","","1"
"Much too small","1991","higher education","Urban Area","44","0.0375937250017932","0.0256359091337637","0.0495515408698226","1"
"Much too small","1991","higher education","Rural Area","34","0.0387930293248107","0.0240944070344631","0.0534916516151584","1"
"A little too big","1992","in school","Urban Area","4","","","","4"
"A little too big","1992","in school","Rural Area","","","","","4"
"A little too big","1992","inadequately","Urban Area","10","","","","4"
"A little too big","1992","inadequately","Rural Area","3","","","","4"
"A little too big","1992","general elemantary","Urban Area","86","0.0601167932382683","0.0495009426426035","0.0707326438339332","4"
"A little too big","1992","general elemantary","Rural Area","55","0.0776109652824627","0.0592867768807301","0.0959351536841953","4"
"A little too big","1992","middle vocational","Urban Area","247","0.0750777544664369","0.06706713081525","0.0830883781176238","4"
"A little too big","1992","middle vocational","Rural Area","179","0.08477979715038","0.0736586764203913","0.0959009178803687","4"
"A little too big","1992","vocational + Abi","Urban Area","21","","","","4"
"A little too big","1992","vocational + Abi","Rural Area","9","","","","4"
"A little too big","1992","higher vocational","Urban Area","28","","","","4"
"A little too big","1992","higher vocational","Rural Area","20","","","","4"
"A little too big","1992","higher education","Urban Area","70","0.0748001431504796","0.0584871242313894","0.0911131620695698","4"
"A little too big","1992","higher education","Rural Area","56","0.118074117281221","0.0926938793643404","0.143454355198102","4"
"A little too small","1992","vocational + Abi","Rural Area","21","","","","2"
"A little too small","1992","higher vocational","Urban Area","97","0.188095178164003","0.152914815531659","0.223275540796347","2"
"A little too small","1992","higher vocational","Rural Area","41","0.0990412982912298","0.0642383947612685","0.133844201821191","2"
"A little too small","1992","higher education","Urban Area","259","0.228769790383407","0.202722850933622","0.254816729833191","2"
"A little too small","1992","higher education","Rural Area","138","0.170411025486767","0.140838894468903","0.19998315650463","2"
"A little too small","1992","in school","Urban Area","21","","","","2"
"A little too small","1992","in school","Rural Area","19","","","","2"
"A little too small","1992","inadequately","Urban Area","118","0.215101177710858","0.179440365060151","0.250761990361565","2"
"A little too small","1992","inadequately","Rural Area","18","","","","2"
"A little too small","1992","general elemantary","Urban Area","348","0.123749957734588","0.109043553297373","0.138456362171804","2"
"A little too small","1992","general elemantary","Rural Area","112","0.0968126627050641","0.0765609786812019","0.117064346728926","2"
"A little too small","1992","middle vocational","Urban Area","779","0.165802571301931","0.154497114031417","0.177108028572446","2"
"A little too small","1992","middle vocational","Rural Area","453","0.156129843220898","0.141638109490075","0.170621576951721","2"
"A little too small","1992","vocational + Abi","Urban Area","62","0.191009297286931","0.146527074353032","0.23549152022083","2"
"Just right","1992","vocational + Abi","Rural Area","44","0.52080541390644","0.412678237703943","0.628932590108938","3"
"Just right","1992","higher vocational","Urban Area","329","0.720139593767895","0.679725020735094","0.760554166800697","3"
