"hlf0071_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"2","1990","college entrance qualification","no migration background","215","0.282589794490991","0.248597525502525","0.316582063479456"
"2","1990","college entrance qualification","direct migration background","9","","",""
"2","1990","college entrance qualification","indirect migration background","","","",""
"2","1990","Other degree","no migration background","11","","",""
"2","1990","Other degree","direct migration background","12","","",""
"2","1990","Other degree","indirect migration background","1","","",""
"2","1990","no degree/no degree yet","no migration background","12","","",""
"2","1990","no degree/no degree yet","direct migration background","5","","",""
"2","1990","no degree/no degree yet","indirect migration background","","","",""
"3","1990","lower secondary degree","no migration background","1406","0.74696045935683","0.727559420794452","0.766361497919208"
"3","1990","lower secondary degree","direct migration background","106","0.775733274367092","0.706143219452689","0.845323329281495"
"3","1990","lower secondary degree","indirect migration background","16","","",""
"3","1990","secondary school degree","no migration background","1267","0.607823960428513","0.58722469151917","0.628423229337857"
"3","1990","secondary school degree","direct migration background","30","0.462824031716987","0.327301140735831","0.598346922698143"
"3","1990","secondary school degree","indirect migration background","2","","",""
"3","1990","college entrance qualification","no migration background","380","0.584375070297459","0.547168916446882","0.621581224148036"
"3","1990","college entrance qualification","direct migration background","17","","",""
"3","1990","college entrance qualification","indirect migration background","1","","",""
"3","1990","Other degree","no migration background","41","0.770972467045846","0.662829725282976","0.879115208808716"
"3","1990","Other degree","direct migration background","69","0.64186179151042","0.545952967726341","0.737770615294499"
"3","1990","Other degree","indirect migration background","1","","",""
"3","1990","no degree/no degree yet","no migration background","32","0.614237370662528","0.480642065166542","0.747832676158515"
"3","1990","no degree/no degree yet","direct migration background","46","0.757229324870136","0.646886037236813","0.867572612503459"
"3","1990","no degree/no degree yet","indirect migration background","5","","",""
"4","1990","lower secondary degree","no migration background","89","0.047824107118318","0.0383013215886845","0.0573468926479514"
"4","1990","lower secondary degree","direct migration background","3","","",""
"4","1990","lower secondary degree","indirect migration background","","","",""
"4","1990","secondary school degree","no migration background","67","0.0348391659959334","0.0271024600461827","0.0425758719456841"
"4","1990","secondary school degree","direct migration background","7","","",""
"4","1990","secondary school degree","indirect migration background","","","",""
"4","1990","college entrance qualification","no migration background","25","","",""
"4","1990","college entrance qualification","direct migration background","4","","",""
"4","1990","college entrance qualification","indirect migration background","","","",""
