"plj0047","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Some worries","1998","direct migration background","higher education","117","0.587849513844024","0.517675199353998","0.65802382833405"
"Some worries","1998","indirect migration background","in school","40","0.575655855816951","0.456417303831755","0.694894407802147"
"Some worries","1998","indirect migration background","inadequately","8","","",""
"Some worries","1998","indirect migration background","general elemantary","101","0.491612973615034","0.421801971018197","0.56142397621187"
"Some worries","1998","indirect migration background","middle vocational","101","0.422324481263302","0.35536068627684","0.489288276249764"
"Some worries","1998","indirect migration background","vocational + Abi","13","","",""
"Some worries","1998","indirect migration background","higher vocational","8","","",""
"Some worries","1998","indirect migration background","higher education","18","","",""
"No worries","1998","no migration background","in school","55","0.281719616569026","0.223710313438026","0.339728919700025"
"No worries","1998","no migration background","inadequately","18","","",""
"No worries","1998","no migration background","general elemantary","311","0.182610905093934","0.164059006290343","0.201162803897525"
"No worries","1998","no migration background","middle vocational","1134","0.17824847993621","0.168484392406461","0.18801256746596"
"No worries","1998","no migration background","vocational + Abi","65","0.155161427959203","0.117011933044109","0.193310922874297"
"No worries","1998","no migration background","higher vocational","143","0.203686231992803","0.174766590553366","0.23260587343224"
"No worries","1998","no migration background","higher education","366","0.211216061663259","0.191971025942035","0.230461097384484"
"No worries","1998","direct migration background","in school","5","","",""
"No worries","1998","direct migration background","inadequately","60","0.189473176900267","0.148991881171199","0.229954472629334"
"No worries","1998","direct migration background","general elemantary","107","0.184882799748276","0.155062233891457","0.214703365605094"
"No worries","1998","direct migration background","middle vocational","133","0.178131706389236","0.152179362903844","0.204084049874628"
"No worries","1998","direct migration background","vocational + Abi","24","","",""
"No worries","1998","direct migration background","higher vocational","8","","",""
"No worries","1998","direct migration background","higher education","27","","",""
"No worries","1998","indirect migration background","in school","9","","",""
"No worries","1998","indirect migration background","inadequately","5","","",""
"No worries","1998","indirect migration background","general elemantary","28","","",""
"No worries","1998","indirect migration background","middle vocational","29","","",""
"No worries","1998","indirect migration background","vocational + Abi","1","","",""
"No worries","1998","indirect migration background","higher vocational","4","","",""
"No worries","1998","indirect migration background","higher education","1","","",""
"Big worries","1999","no migration background","in school","84","0.308739405863139","0.249165094179118","0.36831371754716"
"Big worries","1999","no migration background","inadequately","22","","",""
"Big worries","1999","no migration background","general elemantary","455","0.284814043770144","0.262910655619173","0.306717431921115"
