"pld0044","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2005","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2005","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2005","direct migration background","(0) in school","","","",""
"Rarely","2005","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2005","direct migration background","(1b) general elementary school","","","",""
"Rarely","2005","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2005","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2005","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2005","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2005","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2005","indirect migration background","(0) in school","","","",""
"Rarely","2005","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2005","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2005","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2005","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2005","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2005","no migration background","(0) in school","","","",""
"Never","2005","no migration background","(1a) inadequately completed","","","",""
"Never","2005","no migration background","(1b) general elementary school","","","",""
"Never","2005","no migration background","(1c) basic vocational qualification","","","",""
"Never","2005","no migration background","(2b) intermediate general qualification","","","",""
"Never","2005","no migration background","(2a) intermediate vocational","","","",""
"Never","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2005","no migration background","(3a) lower tertiary education","","","",""
"Never","2005","no migration background","(3b) higher tertiary education","","","",""
"Never","2005","direct migration background","(0) in school","","","",""
"Never","2005","direct migration background","(1a) inadequately completed","","","",""
"Never","2005","direct migration background","(1b) general elementary school","","","",""
"Never","2005","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2005","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2005","direct migration background","(2a) intermediate vocational","","","",""
"Never","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2005","direct migration background","(3a) lower tertiary education","","","",""
"Never","2005","direct migration background","(3b) higher tertiary education","","","",""
"Never","2005","indirect migration background","(0) in school","","","",""
"Never","2005","indirect migration background","(1a) inadequately completed","","","",""
"Never","2005","indirect migration background","(1b) general elementary school","","","",""
"Never","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2005","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2005","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2005","indirect migration background","(3b) higher tertiary education","","","",""
