"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1987","no migration background","higher vocational","32","0.090306992890251","0.065333404397898","0.115280581382604","5"
"Widowed","1987","no migration background","higher education","17","","","","5"
"Widowed","1987","direct migration background","in school","","","","","5"
"Widowed","1987","direct migration background","inadequately","19","","","","5"
"Widowed","1987","direct migration background","general elemantary","29","","","","5"
"Widowed","1987","direct migration background","middle vocational","14","","","","5"
"Widowed","1987","direct migration background","vocational + Abi","1","","","","5"
"Widowed","1987","direct migration background","higher vocational","2","","","","5"
"Widowed","1987","direct migration background","higher education","1","","","","5"
"Widowed","1987","indirect migration background","in school","","","","","5"
"Widowed","1987","indirect migration background","inadequately","","","","","5"
"Widowed","1987","indirect migration background","general elemantary","","","","","5"
"Widowed","1987","indirect migration background","middle vocational","1","","","","5"
"Widowed","1987","indirect migration background","vocational + Abi","","","","","5"
"Divorced","1988","indirect migration background","higher vocational","","","","","4"
"Divorced","1988","indirect migration background","higher education","1","","","","4"
"Divorced","1988","direct migration background","in school","","","","","4"
"Divorced","1988","direct migration background","higher education","4","","","","4"
"Divorced","1988","indirect migration background","in school","","","","","4"
"Divorced","1988","no migration background","in school","","","","","4"
"Divorced","1988","no migration background","inadequately","2","","","","4"
"Divorced","1988","no migration background","general elemantary","47","0.0303232280184996","0.0222218505473725","0.0384246054896268","4"
"Divorced","1988","no migration background","middle vocational","176","0.053609913185995","0.0464679564437231","0.0607518699282668","4"
"Divorced","1988","no migration background","vocational + Abi","6","","","","4"
"Divorced","1988","no migration background","higher vocational","13","","","","4"
"Divorced","1988","direct migration background","inadequately","20","","","","4"
"Divorced","1988","direct migration background","general elemantary","25","","","","4"
"Divorced","1988","direct migration background","middle vocational","16","","","","4"
"Divorced","1988","direct migration background","vocational + Abi","2","","","","4"
"Divorced","1988","indirect migration background","inadequately","","","","","4"
"Divorced","1988","indirect migration background","general elemantary","3","","","","4"
"Divorced","1988","indirect migration background","middle vocational","1","","","","4"
"Divorced","1988","indirect migration background","vocational + Abi","","","","","4"
"Divorced","1988","no migration background","higher education","29","","","","4"
"Divorced","1988","direct migration background","higher vocational","5","","","","4"
"Married","1988","no migration background","in school","","","","","1"
"Married","1988","no migration background","inadequately","25","","","","1"
"Married","1988","no migration background","general elemantary","899","0.503087011257876","0.479464863446873","0.52670915906888","1"
"Married","1988","no migration background","middle vocational","2509","0.604631663978731","0.589129013408767","0.620134314548695","1"
"Married","1988","no migration background","vocational + Abi","82","0.451981373996443","0.377603836368463","0.526358911624423","1"
"Married","1988","no migration background","higher vocational","357","0.694791817970167","0.653553041832059","0.736030594108274","1"
"Married","1988","direct migration background","higher education","70","0.755530436801397","0.664166036317808","0.846894837284986","1"
"Married","1988","indirect migration background","in school","","","","","1"
"Married","1988","indirect migration background","inadequately","1","","","","1"
"Married","1988","no migration background","higher education","414","0.623454708236549","0.58506777253237","0.661841643940729","1"
"Married","1988","direct migration background","in school","","","","","1"
"Married","1988","direct migration background","inadequately","515","0.748219732816829","0.714055028206594","0.782384437427064","1"
