"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1989","college entrance qualification","no migration background","3","","",""
"Very high transfer dependency","1989","college entrance qualification","direct migration background","","","",""
"Very high transfer dependency","1989","college entrance qualification","indirect migration background","","","",""
"Very high transfer dependency","1989","Other degree","no migration background","3","","",""
"Very high transfer dependency","1989","Other degree","direct migration background","25","","",""
"Very high transfer dependency","1989","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","1989","no degree/no degree yet","no migration background","7","","",""
"Very high transfer dependency","1989","no degree/no degree yet","direct migration background","17","","",""
"Very high transfer dependency","1989","no degree/no degree yet","indirect migration background","","","",""
"Very low transfer dependency","1990","lower secondary degree","no migration background","3651","0.955125393626208","0.948551599105476","0.961699188146941"
"Very low transfer dependency","1990","lower secondary degree","direct migration background","544","0.938939358502249","0.91956940876274","0.958309308241758"
"Very low transfer dependency","1990","lower secondary degree","indirect migration background","124","0.938973974458327","0.898594047637494","0.979353901279161"
"Very low transfer dependency","1990","secondary school degree","no migration background","1446","0.975652766163371","0.967808542486379","0.983496989840363"
"Very low transfer dependency","1990","secondary school degree","direct migration background","139","0.949639065468898","0.914524998499923","0.984753132437874"
"Very low transfer dependency","1990","secondary school degree","indirect migration background","52","0.988691297132136","0.960223955811794","1.01715863845248"
"Very low transfer dependency","1990","college entrance qualification","no migration background","1033","0.973558602968915","0.963890784096358","0.983226421841472"
"Very low transfer dependency","1990","college entrance qualification","direct migration background","116","0.965686239155293","0.932980287400937","0.998392190909649"
"Very low transfer dependency","1990","college entrance qualification","indirect migration background","22","","",""
"Very low transfer dependency","1990","Other degree","no migration background","38","0.931075350886056","0.852570265197804","1.00958043657431"
"Very low transfer dependency","1990","Other degree","direct migration background","873","0.900215570507674","0.881186994461003","0.919244146554346"
"Very low transfer dependency","1990","Other degree","indirect migration background","10","","",""
"Very low transfer dependency","1990","no degree/no degree yet","no migration background","141","0.886925912788481","0.837546631485744","0.936305194091218"
