"transab_cat2","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1990","Not Employed","vocational + Abi","6","","","","1"
"Low transfer dependency","1990","Employed","higher education","4","","","","1"
"Low transfer dependency","1990","Not Employed","inadequately","19","","","","1"
"Low transfer dependency","1990","Not Employed","higher vocational","1","","","","1"
"Low transfer dependency","1990","Employed","middle vocational","50","0.0161071744962522","0.0116941414169706","0.0205202075755338","1"
"Low transfer dependency","1990","Not Employed","in school","3","","","","1"
"Low transfer dependency","1990","Not Employed","higher education","2","","","","1"
"Low transfer dependency","1990","Employed","in school","1","","","","1"
"Low transfer dependency","1990","Employed","inadequately","9","","","","1"
"Low transfer dependency","1990","Employed","general elemantary","43","0.0286215546325903","0.0198591083820232","0.0373840008831574","1"
"Very high transfer dependency","1990","Not Employed","inadequately","20","","","","3"
"Very high transfer dependency","1990","Not Employed","general elemantary","30","0.0206369950512602","0.0121425104633905","0.0291314796391298","3"
"Very high transfer dependency","1990","Not Employed","vocational + Abi","6","","","","3"
"Very high transfer dependency","1990","Not Employed","middle vocational","42","0.0275326902088135","0.0190219810674278","0.0360433993501991","3"
"Very high transfer dependency","1990","Not Employed","higher vocational","3","","","","3"
"Very high transfer dependency","1990","Employed","vocational + Abi","","","","","3"
"Very high transfer dependency","1990","Employed","higher vocational","","","","","3"
"Very high transfer dependency","1990","Employed","higher education","","","","","3"
"Very high transfer dependency","1990","Not Employed","in school","3","","","","3"
"Very high transfer dependency","1990","Employed","middle vocational","2","","","","3"
"Very high transfer dependency","1990","Not Employed","higher education","1","","","","3"
"Very high transfer dependency","1990","Employed","in school","","","","","3"
"Very high transfer dependency","1990","Employed","inadequately","1","","","","3"
"Very high transfer dependency","1990","Employed","general elemantary","8","","","","3"
"Very low transfer dependency","1990","Not Employed","vocational + Abi","72","0.864417331669684","0.791207017703039","0.93762764563633","0"
"Very low transfer dependency","1990","Not Employed","higher vocational","133","0.954580893883148","0.919840542406795","0.989321245359501","0"
"Very low transfer dependency","1990","Not Employed","higher education","129","0.967115407848158","0.936692795289833","0.997538020406483","0"
"Very low transfer dependency","1990","Employed","in school","13","","","","0"
"Very low transfer dependency","1990","Employed","inadequately","350","0.953866257876087","0.932316098608065","0.97541641714411","0"
"Very low transfer dependency","1990","Not Employed","in school","138","0.91355948064327","0.867976915491526","0.959142045795014","0"
"Very low transfer dependency","1990","Not Employed","inadequately","216","0.774613114961156","0.724305712059103","0.82492051786321","0"
"Very low transfer dependency","1990","Not Employed","general elemantary","973","0.929271605862638","0.913953319364216","0.94458989236106","0"
"Very low transfer dependency","1990","Not Employed","middle vocational","1324","0.943605020488351","0.931606733051825","0.955603307924878","0"
"Very low transfer dependency","1990","Employed","general elemantary","1322","0.944938418691389","0.93295141554896","0.956925421833817","0"
"Very low transfer dependency","1990","Employed","middle vocational","3056","0.977476759982492","0.972275335986058","0.982678183978926","0"
"Very low transfer dependency","1990","Employed","vocational + Abi","200","0.955396636106602","0.927476720299296","0.983316551913907","0"
"Very low transfer dependency","1990","Employed","higher vocational","369","0.986126536067683","0.974272368352846","0.99798070378252","0"
"Very low transfer dependency","1990","Employed","higher education","563","0.996634192958701","0.991871128904261","1.00139725701314","0"
"High transfer dependency","1991","Not Employed","in school","","","","","2"
"High transfer dependency","1991","Not Employed","inadequately","6","","","","2"
"High transfer dependency","1991","Not Employed","general elemantary","26","","","","2"
"High transfer dependency","1991","Not Employed","middle vocational","22","","","","2"
"High transfer dependency","1991","Not Employed","vocational + Abi","1","","","","2"
"High transfer dependency","1991","Not Employed","higher vocational","1","","","","2"
"High transfer dependency","1991","Not Employed","higher education","","","","","2"
"High transfer dependency","1991","Employed","in school","","","","","2"
"High transfer dependency","1991","Employed","inadequately","1","","","","2"
"High transfer dependency","1991","Employed","general elemantary","15","","","","2"
"High transfer dependency","1991","Employed","middle vocational","13","","","","2"
"High transfer dependency","1991","Employed","vocational + Abi","3","","","","2"
"High transfer dependency","1991","Employed","higher vocational","1","","","","2"
"High transfer dependency","1991","Employed","higher education","1","","","","2"
"Low transfer dependency","1991","Employed","higher education","5","","","","1"
"Low transfer dependency","1991","Employed","higher vocational","3","","","","1"
"Low transfer dependency","1991","Employed","vocational + Abi","8","","","","1"
"Low transfer dependency","1991","Not Employed","general elemantary","41","0.0284289605366984","0.0183380117442436","0.0385199093291532","1"
"Low transfer dependency","1991","Not Employed","middle vocational","49","0.0269765111106456","0.0185378991431446","0.0354151230781466","1"
"Low transfer dependency","1991","Not Employed","vocational + Abi","9","","","","1"
"Low transfer dependency","1991","Not Employed","inadequately","24","","","","1"
"Low transfer dependency","1991","Not Employed","higher vocational","4","","","","1"
"Low transfer dependency","1991","Not Employed","in school","7","","","","1"
"Low transfer dependency","1991","Not Employed","higher education","3","","","","1"
"Low transfer dependency","1991","Employed","middle vocational","61","0.0179994992105422","0.0133344432291064","0.022664555191978","1"
"Low transfer dependency","1991","Employed","in school","1","","","","1"
"Low transfer dependency","1991","Employed","inadequately","15","","","","1"
"Low transfer dependency","1991","Employed","general elemantary","42","0.0332666300133315","0.0237635846732587","0.0427696753534042","1"
"Very high transfer dependency","1991","Not Employed","general elemantary","38","0.0278273816681364","0.017840679543682","0.0378140837925908","3"
"Very high transfer dependency","1991","Not Employed","middle vocational","31","0.0230671733944504","0.0152482671446896","0.0308860796442112","3"
"Very high transfer dependency","1991","Employed","vocational + Abi","","","","","3"
"Very high transfer dependency","1991","Employed","higher vocational","","","","","3"
"Very high transfer dependency","1991","Not Employed","inadequately","17","","","","3"
"Very high transfer dependency","1991","Employed","middle vocational","4","","","","3"
"Very high transfer dependency","1991","Employed","higher education","","","","","3"
"Very high transfer dependency","1991","Not Employed","vocational + Abi","4","","","","3"
"Very high transfer dependency","1991","Not Employed","higher vocational","4","","","","3"
"Very high transfer dependency","1991","Not Employed","in school","1","","","","3"
"Very high transfer dependency","1991","Employed","in school","","","","","3"
"Very high transfer dependency","1991","Employed","inadequately","","","","","3"
"Very high transfer dependency","1991","Employed","general elemantary","4","","","","3"
"Very high transfer dependency","1991","Not Employed","higher education","3","","","","3"
"Very low transfer dependency","1991","Not Employed","in school","124","0.925682330048215","0.88093798506642","0.97042667503001","0"
"Very low transfer dependency","1991","Not Employed","inadequately","209","0.774233632993799","0.723019037459426","0.825448228528172","0"
"Very low transfer dependency","1991","Not Employed","general elemantary","937","0.917784524863774","0.901105856153679","0.93446319357387","0"
"Very low transfer dependency","1991","Not Employed","middle vocational","1314","0.937490213277685","0.924881410716041","0.950099015839328","0"
"Very low transfer dependency","1991","Not Employed","vocational + Abi","61","0.824030908525147","0.737850726671633","0.91021109037866","0"
