"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1988","(2a) intermediate vocational","Female","710","0.971238010143172","0.959130220971646","0.983345799314698"
"Very low transfer dependency","1988","(2c_gen) general maturity certificate","Male","196","0.908999296171745","0.870820345018337","0.947178247325152"
"Very low transfer dependency","1988","(2c_gen) general maturity certificate","Female","118","0.931160293765037","0.887638364038656","0.974682223491418"
"Very low transfer dependency","1988","(2c_voc) vocational maturity certificate","Male","210","0.972167692891665","0.950382007394034","0.993953378389297"
"Very low transfer dependency","1988","(2c_voc) vocational maturity certificate","Female","163","0.965111723102405","0.937608816652991","0.992614629551819"
"Very low transfer dependency","1988","(3a) lower tertiary education","Male","163","0.977003950149119","0.954270537457675","0.999737362840563"
"Very low transfer dependency","1988","(3a) lower tertiary education","Female","65","0.986743089232807","0.959150062830842","1.01433611563477"
"Very low transfer dependency","1988","(3b) higher tertiary education","Male","301","0.987755597452804","0.975413421867712","1.0000977730379"
"Very low transfer dependency","1988","(3b) higher tertiary education","Female","159","0.975042895541505","0.951095226456249","0.998990564626762"
"Low transfer dependency","1988","(0) in school","Male","6","","",""
"Low transfer dependency","1988","(0) in school","Female","2","","",""
"Low transfer dependency","1988","(1a) inadequately completed","Male","23","","",""
"Low transfer dependency","1988","(1a) inadequately completed","Female","33","0.0872494247003583","0.0607909553484895","0.113707894052227"
"Low transfer dependency","1988","(1b) general elementary school","Male","39","0.0355601382333353","0.0229840699531126","0.0481362065135581"
"Low transfer dependency","1988","(1b) general elementary school","Female","45","0.0250863788258646","0.0171642983821419","0.0330084592695872"
"Low transfer dependency","1988","(1c) basic vocational qualification","Male","43","0.0203117875787197","0.0141371863232939","0.0264863888341456"
"Low transfer dependency","1988","(1c) basic vocational qualification","Female","31","0.0239149433355315","0.0159542960639296","0.0318755906071335"
"Low transfer dependency","1988","(2b) intermediate general qualification","Male","1","","",""
"Low transfer dependency","1988","(2b) intermediate general qualification","Female","13","","",""
"Low transfer dependency","1988","(2a) intermediate vocational","Male","6","","",""
"Low transfer dependency","1988","(2a) intermediate vocational","Female","14","","",""
"Low transfer dependency","1988","(2c_gen) general maturity certificate","Male","13","","",""
"Low transfer dependency","1988","(2c_gen) general maturity certificate","Female","8","","",""
"Low transfer dependency","1988","(2c_voc) vocational maturity certificate","Male","5","","",""
"Low transfer dependency","1988","(2c_voc) vocational maturity certificate","Female","5","","",""
"Low transfer dependency","1988","(3a) lower tertiary education","Male","3","","",""
"Low transfer dependency","1988","(3a) lower tertiary education","Female","1","","",""
"Low transfer dependency","1988","(3b) higher tertiary education","Male","3","","",""
"Low transfer dependency","1988","(3b) higher tertiary education","Female","3","","",""
"High transfer dependency","1988","(0) in school","Male","1","","",""
"High transfer dependency","1988","(0) in school","Female","","","",""
"High transfer dependency","1988","(1a) inadequately completed","Male","2","","",""
"High transfer dependency","1988","(1a) inadequately completed","Female","5","","",""
"High transfer dependency","1988","(1b) general elementary school","Male","13","","",""
"High transfer dependency","1988","(1b) general elementary school","Female","15","","",""
"High transfer dependency","1988","(1c) basic vocational qualification","Male","13","","",""
"High transfer dependency","1988","(1c) basic vocational qualification","Female","14","","",""
"High transfer dependency","1988","(2b) intermediate general qualification","Male","3","","",""
"High transfer dependency","1988","(2b) intermediate general qualification","Female","3","","",""
"High transfer dependency","1988","(2a) intermediate vocational","Male","","","",""
"High transfer dependency","1988","(2a) intermediate vocational","Female","4","","",""
"High transfer dependency","1988","(2c_gen) general maturity certificate","Male","4","","",""
"High transfer dependency","1988","(2c_gen) general maturity certificate","Female","2","","",""
"High transfer dependency","1988","(2c_voc) vocational maturity certificate","Male","2","","",""
"High transfer dependency","1988","(2c_voc) vocational maturity certificate","Female","2","","",""
"High transfer dependency","1988","(3a) lower tertiary education","Male","","","",""
"High transfer dependency","1988","(3a) lower tertiary education","Female","","","",""
"High transfer dependency","1988","(3b) higher tertiary education","Male","1","","",""
"High transfer dependency","1988","(3b) higher tertiary education","Female","1","","",""
"Very high transfer dependency","1988","(0) in school","Male","2","","",""
"Very high transfer dependency","1988","(0) in school","Female","1","","",""
"Very high transfer dependency","1988","(1a) inadequately completed","Male","7","","",""
"Very high transfer dependency","1988","(1a) inadequately completed","Female","16","","",""
"Very high transfer dependency","1988","(1b) general elementary school","Male","22","","",""
"Very high transfer dependency","1988","(1b) general elementary school","Female","43","0.0306142895130337","0.0218876388690911","0.0393409401569762"
"Very high transfer dependency","1988","(1c) basic vocational qualification","Male","17","","",""
"Very high transfer dependency","1988","(1c) basic vocational qualification","Female","19","","",""
"Very high transfer dependency","1988","(2b) intermediate general qualification","Male","1","","",""
"Very high transfer dependency","1988","(2b) intermediate general qualification","Female","3","","",""
"Very high transfer dependency","1988","(2a) intermediate vocational","Male","4","","",""
"Very high transfer dependency","1988","(2a) intermediate vocational","Female","4","","",""
"Very high transfer dependency","1988","(2c_gen) general maturity certificate","Male","5","","",""
"Very high transfer dependency","1988","(2c_gen) general maturity certificate","Female","2","","",""
"Very high transfer dependency","1988","(2c_voc) vocational maturity certificate","Male","2","","",""
"Very high transfer dependency","1988","(2c_voc) vocational maturity certificate","Female","1","","",""
"Very high transfer dependency","1988","(3a) lower tertiary education","Male","1","","",""
"Very high transfer dependency","1988","(3a) lower tertiary education","Female","","","",""
"Very high transfer dependency","1988","(3b) higher tertiary education","Male","","","",""
"Very high transfer dependency","1988","(3b) higher tertiary education","Female","","","",""
"Very low transfer dependency","1989","(0) in school","Male","83","0.894861381148632","0.831840218406061","0.957882543891203"
"Very low transfer dependency","1989","(0) in school","Female","77","0.911072516370497","0.850202569519398","0.971942463221596"
"Very low transfer dependency","1989","(1a) inadequately completed","Male","270","0.90367266433499","0.870061575459261","0.93728375321072"
"Very low transfer dependency","1989","(1a) inadequately completed","Female","363","0.809302615467076","0.771641967288054","0.846963263646098"
"Very low transfer dependency","1989","(1b) general elementary school","Male","713","0.91440796177246","0.894874839622672","0.933941083922249"
"Very low transfer dependency","1989","(1b) general elementary school","Female","1317","0.938369112031909","0.925861051242621","0.950877172821198"
"Very low transfer dependency","1989","(1c) basic vocational qualification","Male","1834","0.962108106949017","0.953547533930681","0.970668679967353"
"Very low transfer dependency","1989","(1c) basic vocational qualification","Female","1315","0.946104680238026","0.934186468965301","0.95802289151075"
"Very low transfer dependency","1989","(2b) intermediate general qualification","Male","128","0.976462526335082","0.95050160164908","1.00242345102108"
"Very low transfer dependency","1989","(2b) intermediate general qualification","Female","248","0.93375136836252","0.90363507442953","0.96386766229551"
"Very low transfer dependency","1989","(2a) intermediate vocational","Male","533","0.978941501785601","0.966876129980665","0.991006873590537"
