"transab_cat2","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2019","35-65 y.","Part Time","4145","0.868739917966528","0.859309908869805","0.878169927063251"
"Very low transfer dependency","2019","35-65 y.","Not Working","1372","0.598467578557682","0.582300990713945","0.614634166401419"
"Very low transfer dependency","2019","66 and older","Full Time","227","0.99951510511556","0.996657520167679","1.00237269006344"
"Very low transfer dependency","2019","66 and older","Part Time","597","0.963876741434293","0.949069049050283","0.978684433818303"
"Very low transfer dependency","2019","66 and older","Not Working","4166","0.953722681897293","0.947528538758287","0.959916825036298"
"Low transfer dependency","2019","16-34 y.","Full Time","159","0.0428700918353789","0.0346662496733264","0.0510739339974314"
"Low transfer dependency","2019","16-34 y.","Part Time","258","0.116762205944282","0.103114667890175","0.130409743998389"
"Low transfer dependency","2019","16-34 y.","Not Working","267","0.119631549940069","0.108016663767714","0.131246436112424"
"Low transfer dependency","2019","35-65 y.","Full Time","234","0.0223789275959727","0.0191846807791108","0.0255731744128347"
"Low transfer dependency","2019","35-65 y.","Part Time","359","0.0740467912554125","0.0667345833752595","0.0813589991355654"
"Low transfer dependency","2019","35-65 y.","Not Working","273","0.110385894702819","0.100051254421017","0.12072053498462"
"Low transfer dependency","2019","66 and older","Full Time","1","","",""
"Low transfer dependency","2019","66 and older","Part Time","6","","",""
"Low transfer dependency","2019","66 and older","Not Working","128","0.026556249422877","0.0218157413510356","0.0312967574947185"
"High transfer dependency","2019","16-34 y.","Full Time","63","0.0146944687561302","0.00982123716432668","0.0195677003479337"
"High transfer dependency","2019","16-34 y.","Part Time","211","0.0561126416376197","0.0463322828227959","0.0658930004524435"
"High transfer dependency","2019","16-34 y.","Not Working","232","0.0707289949970646","0.0615534938257695","0.0799044961683596"
"High transfer dependency","2019","35-65 y.","Full Time","69","0.00374557741647956","0.00242638520638197","0.00506476962657716"
"High transfer dependency","2019","35-65 y.","Part Time","248","0.0392993263057063","0.033873230124737","0.0447254224866756"
"High transfer dependency","2019","35-65 y.","Not Working","251","0.0806642448286538","0.0716834379950785","0.0896450516622291"
"High transfer dependency","2019","66 and older","Full Time","","","",""
"High transfer dependency","2019","66 and older","Part Time","4","","",""
"High transfer dependency","2019","66 and older","Not Working","56","0.0107398761385457","0.00770080421511459","0.0137789480619768"
"Very high transfer dependency","2019","16-34 y.","Full Time","18","","",""
"Very high transfer dependency","2019","16-34 y.","Part Time","150","0.0338862454509139","0.0261968852623045","0.0415756056395232"
"Very high transfer dependency","2019","16-34 y.","Not Working","1315","0.200266931232899","0.185943831801338","0.21459003066446"
"Very high transfer dependency","2019","35-65 y.","Full Time","16","","",""
"Very high transfer dependency","2019","35-65 y.","Part Time","174","0.0179139644723531","0.0142099599399188","0.0216179690047875"
"Very high transfer dependency","2019","35-65 y.","Not Working","1636","0.210482281910845","0.197038345312789","0.223926218508902"
"Very high transfer dependency","2019","66 and older","Full Time","","","",""
"Very high transfer dependency","2019","66 and older","Part Time","3","","",""
"Very high transfer dependency","2019","66 and older","Not Working","69","0.00898119254128452","0.00619959661252629","0.0117627884700427"
