"transab_cat2","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1992","Not Employed","secondary school degree","13","","",""
"High transfer dependency","1992","Not Employed","college entrance qualification","9","","",""
"High transfer dependency","1992","Not Employed","Other degree","13","","",""
"High transfer dependency","1992","Not Employed","no degree/no degree yet","8","","",""
"High transfer dependency","1992","Employed","lower secondary degree","31","0.00840784574363648","0.00539531720108966","0.0114203742861833"
"High transfer dependency","1992","Employed","secondary school degree","27","","",""
"High transfer dependency","1992","Employed","college entrance qualification","11","","",""
"High transfer dependency","1992","Employed","Other degree","6","","",""
"High transfer dependency","1992","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","1992","Not Employed","lower secondary degree","54","0.028311264828853","0.0215780856097514","0.0350444440479547"
"Very high transfer dependency","1992","Not Employed","secondary school degree","17","","",""
"Very high transfer dependency","1992","Not Employed","college entrance qualification","13","","",""
"Very high transfer dependency","1992","Not Employed","Other degree","24","","",""
"Very high transfer dependency","1992","Not Employed","no degree/no degree yet","21","","",""
"Very high transfer dependency","1992","Employed","lower secondary degree","9","","",""
"Very high transfer dependency","1992","Employed","secondary school degree","7","","",""
"Very high transfer dependency","1992","Employed","college entrance qualification","","","",""
"Very high transfer dependency","1992","Employed","Other degree","4","","",""
"Very high transfer dependency","1992","Employed","no degree/no degree yet","1","","",""
"Very low transfer dependency","1993","Not Employed","lower secondary degree","2149","0.923138319284425","0.912438985873439","0.933837652695411"
"Very low transfer dependency","1993","Not Employed","secondary school degree","630","0.854058443754961","0.829805236922508","0.878311650587415"
"Very low transfer dependency","1993","Not Employed","college entrance qualification","354","0.929359123643391","0.904497022318792","0.954221224967989"
"Very low transfer dependency","1993","Not Employed","Other degree","193","0.744626153477629","0.691823615536057","0.797428691419201"
"Very low transfer dependency","1993","Not Employed","no degree/no degree yet","397","0.865027307886907","0.834135948068506","0.895918667705309"
"Very low transfer dependency","1993","Employed","lower secondary degree","3088","0.952251002744065","0.944973529581624","0.959528475906506"
"Very low transfer dependency","1993","Employed","secondary school degree","2504","0.932957331587429","0.923601477211152","0.942313185963706"
"Very low transfer dependency","1993","Employed","college entrance qualification","1294","0.968419802666361","0.959115208881888","0.977724396450833"
"Very low transfer dependency","1993","Employed","Other degree","686","0.965437286706312","0.951991354358976","0.978883219053649"
"Very low transfer dependency","1993","Employed","no degree/no degree yet","347","0.951079987549178","0.929011790149718","0.973148184948639"
"Low transfer dependency","1993","Not Employed","lower secondary degree","129","0.0346202388216013","0.0272770868229697","0.0419633908202329"
"Low transfer dependency","1993","Not Employed","secondary school degree","116","0.0789386408298546","0.0604150579751407","0.0974622236845685"
"Low transfer dependency","1993","Not Employed","college entrance qualification","29","","",""
"Low transfer dependency","1993","Not Employed","Other degree","37","0.108756331621229","0.0710579289253227","0.146454734317136"
"Low transfer dependency","1993","Not Employed","no degree/no degree yet","34","0.0665816294648637","0.0440436725779635","0.0891195863517639"
"Low transfer dependency","1993","Employed","lower secondary degree","155","0.0333813339692081","0.027250745021187","0.0395119229172291"
"Low transfer dependency","1993","Employed","secondary school degree","199","0.0517626392320235","0.0434747554253878","0.0600505230386592"
"Low transfer dependency","1993","Employed","college entrance qualification","46","0.0241207224756309","0.0159576928789843","0.0322837520722775"
"Low transfer dependency","1993","Employed","Other degree","11","","",""
"Low transfer dependency","1993","Employed","no degree/no degree yet","13","","",""
"High transfer dependency","1993","Not Employed","lower secondary degree","40","0.0142783669617673","0.00951312665142054","0.0190436072721141"
"High transfer dependency","1993","Not Employed","secondary school degree","24","","",""
"High transfer dependency","1993","Not Employed","college entrance qualification","7","","",""
"High transfer dependency","1993","Not Employed","Other degree","14","","",""
"High transfer dependency","1993","Not Employed","no degree/no degree yet","17","","",""
"High transfer dependency","1993","Employed","lower secondary degree","40","0.011392945594593","0.0077709107026042","0.0150149804865818"
"High transfer dependency","1993","Employed","secondary school degree","32","0.0120833683067044","0.0079961195380411","0.0161706170753678"
"High transfer dependency","1993","Employed","college entrance qualification","15","","",""
"High transfer dependency","1993","Employed","Other degree","9","","",""
"High transfer dependency","1993","Employed","no degree/no degree yet","7","","",""
"Very high transfer dependency","1993","Not Employed","lower secondary degree","63","0.0279630749322067","0.0213408757696897","0.0345852740947238"
"Very high transfer dependency","1993","Not Employed","secondary school degree","44","0.0463374449353895","0.0318963775207773","0.0607785123500016"
"Very high transfer dependency","1993","Not Employed","college entrance qualification","18","","",""
"Very high transfer dependency","1993","Not Employed","Other degree","18","","",""
"Very high transfer dependency","1993","Not Employed","no degree/no degree yet","22","","",""
"Very high transfer dependency","1993","Employed","lower secondary degree","15","","",""
"Very high transfer dependency","1993","Employed","secondary school degree","10","","",""
"Very high transfer dependency","1993","Employed","college entrance qualification","2","","",""
"Very high transfer dependency","1993","Employed","Other degree","3","","",""
"Very high transfer dependency","1993","Employed","no degree/no degree yet","","","",""
"Very low transfer dependency","1994","Not Employed","lower secondary degree","2198","0.919988395697398","0.909258349946437","0.930718441448359"
"Very low transfer dependency","1994","Not Employed","secondary school degree","605","0.85183666425671","0.826968793725949","0.876704534787472"
"Very low transfer dependency","1994","Not Employed","college entrance qualification","404","0.900960835991713","0.873955125882792","0.927966546100633"
"Very low transfer dependency","1994","Not Employed","Other degree","190","0.699255899343603","0.643833305832743","0.754678492854463"
"Very low transfer dependency","1994","Not Employed","no degree/no degree yet","416","0.852084162059103","0.82080939547034","0.883358928647865"
"Very low transfer dependency","1994","Employed","lower secondary degree","2835","0.94350442234438","0.935298657297528","0.951710187391232"
"Very low transfer dependency","1994","Employed","secondary school degree","2479","0.928425846295788","0.9187311338925","0.938120558699077"
"Very low transfer dependency","1994","Employed","college entrance qualification","1283","0.971657461018924","0.962775483424122","0.980539438613727"
"Very low transfer dependency","1994","Employed","Other degree","604","0.931850959501904","0.912296723482282","0.951405195521525"
"Very low transfer dependency","1994","Employed","no degree/no degree yet","321","0.957837327555055","0.936381607962072","0.979293047148037"
