"transab_cat2","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","Urban Area","","","","","0"
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","Rural Area","","","","","0"
"Very low transfer dependency","1987","Saxony","Urban Area","","","","","0"
"Very low transfer dependency","1987","Saxony","Rural Area","","","","","0"
"Very low transfer dependency","1987","Saxony-Anhalt","Urban Area","","","","","0"
"Very low transfer dependency","1987","Saxony-Anhalt","Rural Area","","","","","0"
"Very low transfer dependency","1987","Thuringia","Urban Area","","","","","0"
"Very low transfer dependency","1987","Thuringia","Rural Area","","","","","0"
"High transfer dependency","1988","Hamburg","Rural Area","","","","","2"
"High transfer dependency","1988","Hamburg","Urban Area","6","","","","2"
"High transfer dependency","1988","Schleswig-Holstein","Rural Area","","","","","2"
"High transfer dependency","1988","Lower Saxony","Urban Area","2","","","","2"
"High transfer dependency","1988","Lower Saxony","Rural Area","13","","","","2"
"High transfer dependency","1988","Schleswig-Holstein","Urban Area","","","","","2"
"High transfer dependency","1988","Bremen","Urban Area","5","","","","2"
"High transfer dependency","1988","North Rhine-Westphalia","Urban Area","29","","","","2"
"High transfer dependency","1988","North Rhine-Westphalia","Rural Area","","","","","2"
"High transfer dependency","1988","Hesse","Urban Area","2","","","","2"
"High transfer dependency","1988","Bremen","Rural Area","","","","","2"
"High transfer dependency","1988","Hesse","Rural Area","3","","","","2"
"High transfer dependency","1988","Rhineland-Palatinate,Saarland","Urban Area","1","","","","2"
"High transfer dependency","1988","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"High transfer dependency","1988","Baden-Württemberg","Urban Area","15","","","","2"
"High transfer dependency","1988","Baden-Württemberg","Rural Area","","","","","2"
"High transfer dependency","1988","Thuringia","Urban Area","","","","","2"
"High transfer dependency","1988","Bavaria","Urban Area","4","","","","2"
"High transfer dependency","1988","Saxony-Anhalt","Rural Area","","","","","2"
"High transfer dependency","1988","Thuringia","Rural Area","","","","","2"
"High transfer dependency","1988","Bavaria","Rural Area","5","","","","2"
"High transfer dependency","1988","Berlin","Rural Area","","","","","2"
"High transfer dependency","1988","Berlin","Urban Area","","","","","2"
"High transfer dependency","1988","Brandenburg","Urban Area","","","","","2"
"High transfer dependency","1988","Brandenburg","Rural Area","","","","","2"
"High transfer dependency","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"High transfer dependency","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"High transfer dependency","1988","Saxony","Urban Area","","","","","2"
"High transfer dependency","1988","Saxony","Rural Area","","","","","2"
"High transfer dependency","1988","Saxony-Anhalt","Urban Area","","","","","2"
"Low transfer dependency","1988","Schleswig-Holstein","Urban Area","7","","","","1"
"Low transfer dependency","1988","Schleswig-Holstein","Rural Area","14","","","","1"
"Low transfer dependency","1988","Hamburg","Urban Area","2","","","","1"
"Low transfer dependency","1988","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","1988","Lower Saxony","Urban Area","9","","","","1"
"Low transfer dependency","1988","Lower Saxony","Rural Area","22","","","","1"
"Low transfer dependency","1988","North Rhine-Westphalia","Urban Area","117","0.0378002057038753","0.0304976116895861","0.0451027997181646","1"
"Low transfer dependency","1988","Bremen","Urban Area","","","","","1"
"Low transfer dependency","1988","Bremen","Rural Area","","","","","1"
"Low transfer dependency","1988","Hesse","Urban Area","20","","","","1"
"Low transfer dependency","1988","North Rhine-Westphalia","Rural Area","","","","","1"
"Low transfer dependency","1988","Hesse","Rural Area","8","","","","1"
"Low transfer dependency","1988","Rhineland-Palatinate,Saarland","Urban Area","14","","","","1"
"Low transfer dependency","1988","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Low transfer dependency","1988","Baden-Württemberg","Urban Area","33","0.0146189879497885","0.00881372008856267","0.0204242558110143","1"
"Low transfer dependency","1988","Baden-Württemberg","Rural Area","10","","","","1"
"Low transfer dependency","1988","Bavaria","Urban Area","13","","","","1"
"Low transfer dependency","1988","Bavaria","Rural Area","15","","","","1"
"Low transfer dependency","1988","Berlin","Urban Area","19","","","","1"
"Low transfer dependency","1988","Berlin","Rural Area","","","","","1"
"Low transfer dependency","1988","Brandenburg","Urban Area","","","","","1"
"Low transfer dependency","1988","Brandenburg","Rural Area","","","","","1"
"Low transfer dependency","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Low transfer dependency","1988","Thuringia","Urban Area","","","","","1"
"Low transfer dependency","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Low transfer dependency","1988","Saxony","Urban Area","","","","","1"
"Low transfer dependency","1988","Saxony-Anhalt","Rural Area","","","","","1"
"Low transfer dependency","1988","Thuringia","Rural Area","","","","","1"
"Low transfer dependency","1988","Saxony","Rural Area","","","","","1"
"Low transfer dependency","1988","Saxony-Anhalt","Urban Area","","","","","1"
"Very high transfer dependency","1988","Hamburg","Urban Area","6","","","","3"
"Very high transfer dependency","1988","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","1988","Schleswig-Holstein","Urban Area","6","","","","3"
"Very high transfer dependency","1988","Schleswig-Holstein","Rural Area","1","","","","3"
"Very high transfer dependency","1988","Baden-Württemberg","Rural Area","1","","","","3"
"Very high transfer dependency","1988","Baden-Württemberg","Urban Area","6","","","","3"
"Very high transfer dependency","1988","Bavaria","Urban Area","1","","","","3"
"Very high transfer dependency","1988","Rhineland-Palatinate,Saarland","Rural Area","2","","","","3"
"Very high transfer dependency","1988","Lower Saxony","Urban Area","12","","","","3"
"Very high transfer dependency","1988","Lower Saxony","Rural Area","10","","","","3"
"Very high transfer dependency","1988","Bremen","Urban Area","9","","","","3"
"Very high transfer dependency","1988","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","1988","North Rhine-Westphalia","Urban Area","49","0.0218264060882145","0.0162314519843896","0.0274213601920394","3"
"Very high transfer dependency","1988","North Rhine-Westphalia","Rural Area","8","","","","3"
"Very high transfer dependency","1988","Hesse","Urban Area","14","","","","3"
"Very high transfer dependency","1988","Hesse","Rural Area","2","","","","3"
"Very high transfer dependency","1988","Rhineland-Palatinate,Saarland","Urban Area","8","","","","3"
"Very high transfer dependency","1988","Bavaria","Rural Area","10","","","","3"
"Very high transfer dependency","1988","Berlin","Urban Area","11","","","","3"
"Very high transfer dependency","1988","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","1988","Brandenburg","Urban Area","","","","","3"
"Very high transfer dependency","1988","Brandenburg","Rural Area","","","","","3"
"Very high transfer dependency","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Very high transfer dependency","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","3"
"Very high transfer dependency","1988","Saxony","Urban Area","","","","","3"
"Very high transfer dependency","1988","Saxony","Rural Area","","","","","3"
"Very high transfer dependency","1988","Saxony-Anhalt","Urban Area","","","","","3"
"Very high transfer dependency","1988","Saxony-Anhalt","Rural Area","","","","","3"
"Very high transfer dependency","1988","Thuringia","Urban Area","","","","","3"
"Very high transfer dependency","1988","Thuringia","Rural Area","","","","","3"
"Very low transfer dependency","1988","Schleswig-Holstein","Urban Area","133","0.928282152308829","0.886429278192517","0.970135026425141","0"
"Very low transfer dependency","1988","Schleswig-Holstein","Rural Area","163","0.919531753066632","0.879570994362472","0.959492511770792","0"
"Very low transfer dependency","1988","Hamburg","Urban Area","185","0.966153924080603","0.941029340291889","0.991278507869316","0"
"Very low transfer dependency","1988","Hamburg","Rural Area","4","","","","0"
"Very low transfer dependency","1988","Lower Saxony","Urban Area","549","0.954943554322808","0.937944788464297","0.971942320181318","0"
"Very low transfer dependency","1988","Lower Saxony","Rural Area","434","0.913836843899569","0.888707828903682","0.938965858895455","0"
"Very low transfer dependency","1988","Bremen","Urban Area","85","0.877531114452405","0.812954594256714","0.942107634648096","0"
"Very low transfer dependency","1988","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","1988","North Rhine-Westphalia","Urban Area","2425","0.931617930803014","0.921953250695853","0.941282610910175","0"
"Very low transfer dependency","1988","North Rhine-Westphalia","Rural Area","63","0.834591609959583","0.748167544665917","0.921015675253249","0"
"Very low transfer dependency","1988","Hesse","Urban Area","821","0.973148375854388","0.96232575383617","0.983970997872606","0"
"Very low transfer dependency","1988","Hesse","Rural Area","129","0.96738022436905","0.938162727503102","0.996597721234999","0"
"Very low transfer dependency","1988","Rhineland-Palatinate,Saarland","Urban Area","579","0.966869709055031","0.952572658675407","0.981166759434655","0"
"Very low transfer dependency","1988","Rhineland-Palatinate,Saarland","Rural Area","130","0.983270928355041","0.961391617159788","1.0051502395503","0"
"Very low transfer dependency","1988","Baden-Württemberg","Urban Area","1588","0.971961572003173","0.963976793149682","0.979946350856663","0"
"Very low transfer dependency","1988","Baden-Württemberg","Rural Area","238","0.964714498020984","0.941798120391093","0.987630875650874","0"
"Very low transfer dependency","1988","Bavaria","Urban Area","870","0.976657361681758","0.966726482631625","0.98658824073189","0"
"Very low transfer dependency","1988","Bavaria","Rural Area","735","0.956726898144179","0.942308388275391","0.971145408012966","0"
"Very low transfer dependency","1988","Berlin","Urban Area","300","0.957889348779283","0.936220054278972","0.979558643279593","0"
"Very low transfer dependency","1988","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","1988","Brandenburg","Urban Area","","","","","0"
"Very low transfer dependency","1988","Brandenburg","Rural Area","","","","","0"
"Very low transfer dependency","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","0"
"Very low transfer dependency","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","0"
"Very low transfer dependency","1988","Saxony","Urban Area","","","","","0"
"Very low transfer dependency","1988","Saxony","Rural Area","","","","","0"
"Very low transfer dependency","1988","Saxony-Anhalt","Urban Area","","","","","0"
"Very low transfer dependency","1988","Saxony-Anhalt","Rural Area","","","","","0"
"Very low transfer dependency","1988","Thuringia","Urban Area","","","","","0"
"Very low transfer dependency","1988","Thuringia","Rural Area","","","","","0"
"High transfer dependency","1989","Schleswig-Holstein","Urban Area","4","","","","2"
"High transfer dependency","1989","Hamburg","Urban Area","","","","","2"
"High transfer dependency","1989","Schleswig-Holstein","Rural Area","4","","","","2"
"High transfer dependency","1989","Hamburg","Rural Area","","","","","2"
"High transfer dependency","1989","Lower Saxony","Urban Area","1","","","","2"
"High transfer dependency","1989","Bremen","Urban Area","7","","","","2"
"High transfer dependency","1989","Lower Saxony","Rural Area","10","","","","2"
"High transfer dependency","1989","Bremen","Rural Area","","","","","2"
"High transfer dependency","1989","North Rhine-Westphalia","Urban Area","28","","","","2"
"High transfer dependency","1989","North Rhine-Westphalia","Rural Area","1","","","","2"
"High transfer dependency","1989","Hesse","Urban Area","17","","","","2"
"High transfer dependency","1989","Hesse","Rural Area","","","","","2"
"High transfer dependency","1989","Rhineland-Palatinate,Saarland","Urban Area","2","","","","2"
"High transfer dependency","1989","Rhineland-Palatinate,Saarland","Rural Area","1","","","","2"
