"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1988","Not Working","general elemantary","49","0.0279757753913572","0.0186804509882773","0.0372710997944372"
"Low transfer dependency","1988","Not Working","middle vocational","46","0.0217738189821555","0.0143782900691922","0.0291693478951188"
"Low transfer dependency","1988","Not Working","vocational + Abi","","","",""
"Low transfer dependency","1988","Not Working","higher vocational","5","","",""
"Low transfer dependency","1988","Not Working","higher education","4","","",""
"High transfer dependency","1988","Full Time","in school","","","",""
"High transfer dependency","1988","Full Time","inadequately","","","",""
"High transfer dependency","1988","Full Time","general elemantary","3","","",""
"High transfer dependency","1988","Full Time","middle vocational","2","","",""
"High transfer dependency","1988","Full Time","vocational + Abi","","","",""
"High transfer dependency","1988","Full Time","higher vocational","","","",""
"High transfer dependency","1988","Full Time","higher education","","","",""
"High transfer dependency","1988","Part Time","in school","","","",""
"High transfer dependency","1988","Part Time","inadequately","2","","",""
"High transfer dependency","1988","Part Time","general elemantary","14","","",""
"High transfer dependency","1988","Part Time","middle vocational","8","","",""
"High transfer dependency","1988","Part Time","vocational + Abi","1","","",""
"High transfer dependency","1988","Part Time","higher vocational","3","","",""
"High transfer dependency","1988","Part Time","higher education","1","","",""
"High transfer dependency","1988","Not Working","in school","1","","",""
"High transfer dependency","1988","Not Working","inadequately","5","","",""
"High transfer dependency","1988","Not Working","general elemantary","17","","",""
"High transfer dependency","1988","Not Working","middle vocational","22","","",""
"High transfer dependency","1988","Not Working","vocational + Abi","1","","",""
"High transfer dependency","1988","Not Working","higher vocational","4","","",""
"High transfer dependency","1988","Not Working","higher education","1","","",""
"Very high transfer dependency","1988","Full Time","in school","","","",""
"Very high transfer dependency","1988","Full Time","inadequately","1","","",""
"Very high transfer dependency","1988","Full Time","general elemantary","1","","",""
"Very high transfer dependency","1988","Full Time","middle vocational","","","",""
"Very high transfer dependency","1988","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","1988","Full Time","higher vocational","","","",""
"Very high transfer dependency","1988","Full Time","higher education","","","",""
"Very high transfer dependency","1988","Part Time","in school","","","",""
"Very high transfer dependency","1988","Part Time","inadequately","1","","",""
"Very high transfer dependency","1988","Part Time","general elemantary","7","","",""
"Very high transfer dependency","1988","Part Time","middle vocational","5","","",""
"Very high transfer dependency","1988","Part Time","vocational + Abi","","","",""
"Very high transfer dependency","1988","Part Time","higher vocational","","","",""
"Very high transfer dependency","1988","Part Time","higher education","","","",""
"Very high transfer dependency","1988","Not Working","in school","3","","",""
"Very high transfer dependency","1988","Not Working","inadequately","24","","",""
"Very high transfer dependency","1988","Not Working","general elemantary","58","0.0416690976915925","0.0304049137174276","0.0529332816657575"
"Very high transfer dependency","1988","Not Working","middle vocational","45","0.0291220636882761","0.0206013556646357","0.0376427717119165"
"Very high transfer dependency","1988","Not Working","vocational + Abi","3","","",""
"Very high transfer dependency","1988","Not Working","higher vocational","1","","",""
"Very high transfer dependency","1988","Not Working","higher education","1","","",""
"Very low transfer dependency","1989","Full Time","in school","","","",""
"Very low transfer dependency","1989","Full Time","inadequately","265","0.969161542256435","0.948578580978732","0.989744503534139"
"Very low transfer dependency","1989","Full Time","general elemantary","922","0.973872955124545","0.963729577670221","0.984016332578868"
"Very low transfer dependency","1989","Full Time","middle vocational","2355","0.988908423809624","0.984702592167717","0.993114255451531"
"Very low transfer dependency","1989","Full Time","vocational + Abi","150","0.981558604560048","0.960446049296345","1.00267115982375"
"Very low transfer dependency","1989","Full Time","higher vocational","284","0.990018068773596","0.978537042936555","1.00149909461064"
"Very low transfer dependency","1989","Full Time","higher education","435","0.996749807333829","0.991407209550875","1.00209240511678"
"Very low transfer dependency","1989","Part Time","in school","14","","",""
"Very low transfer dependency","1989","Part Time","inadequately","86","0.877336972997129","0.812387578296357","0.942286367697902"
"Very low transfer dependency","1989","Part Time","general elemantary","444","0.935683882458355","0.913806316085949","0.95756144883076"
"Very low transfer dependency","1989","Part Time","middle vocational","730","0.920589512932068","0.901735383381055","0.939443642483081"
"Very low transfer dependency","1989","Part Time","vocational + Abi","51","0.894070710606605","0.813468298094762","0.974673123118447"
"Very low transfer dependency","1989","Part Time","higher vocational","79","0.952239033821229","0.906902514960714","0.997575552681744"
"Very low transfer dependency","1989","Part Time","higher education","135","0.977987668801642","0.953507846746746","1.00246749085654"
"Very low transfer dependency","1989","Not Working","in school","145","0.935476164599025","0.896798638089803","0.974153691108248"
"Very low transfer dependency","1989","Not Working","inadequately","224","0.733004087229479","0.681553015484861","0.784455158974097"
"Very low transfer dependency","1989","Not Working","general elemantary","1018","0.917460335818396","0.901500073071063","0.933420598565729"
"Very low transfer dependency","1989","Not Working","middle vocational","1339","0.930726423586034","0.917661429677699","0.943791417494369"
"Very low transfer dependency","1989","Not Working","vocational + Abi","69","0.879947435477542","0.807817610977116","0.952077259977969"
"Very low transfer dependency","1989","Not Working","higher vocational","138","0.978194652980585","0.954173266956323","1.00221603900485"
"Very low transfer dependency","1989","Not Working","higher education","117","0.933823790219278","0.890244866897371","0.977402713541185"
"Low transfer dependency","1989","Full Time","in school","","","",""
"Low transfer dependency","1989","Full Time","inadequately","6","","",""
"Low transfer dependency","1989","Full Time","general elemantary","22","","",""
"Low transfer dependency","1989","Full Time","middle vocational","23","","",""
"Low transfer dependency","1989","Full Time","vocational + Abi","5","","",""
"Low transfer dependency","1989","Full Time","higher vocational","4","","",""
"Low transfer dependency","1989","Full Time","higher education","1","","",""
"Low transfer dependency","1989","Part Time","in school","5","","",""
"Low transfer dependency","1989","Part Time","inadequately","9","","",""
"Low transfer dependency","1989","Part Time","general elemantary","21","","",""
"Low transfer dependency","1989","Part Time","middle vocational","44","0.0509091103900721","0.0355810853328719","0.0662371354472722"
"Low transfer dependency","1989","Part Time","vocational + Abi","3","","",""
"Low transfer dependency","1989","Part Time","higher vocational","4","","",""
"Low transfer dependency","1989","Part Time","higher education","3","","",""
"Low transfer dependency","1989","Not Working","in school","5","","",""
"Low transfer dependency","1989","Not Working","inadequately","27","","",""
"Low transfer dependency","1989","Not Working","general elemantary","52","0.0318010869099439","0.0216241210806988","0.041978052739189"
"Low transfer dependency","1989","Not Working","middle vocational","38","0.0199750450099419","0.0127759677340255","0.0271741222858584"
