"transab_cat2","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2014","lower secondary degree","Male","2921","0.876675023173707","0.86563568249683","0.887714363850585"
"Very low transfer dependency","2014","no degree/no degree yet","Female","484","0.705590716515718","0.673208397879165","0.737973035152272"
"Very low transfer dependency","2014","no degree/no degree yet","Male","417","0.653358306184357","0.617269213201066","0.689447399167648"
"Very low transfer dependency","2014","Other degree","Female","1262","0.787325114904336","0.768342145978029","0.806308083830642"
"Very low transfer dependency","2014","Other degree","Male","1032","0.730658389504254","0.708072723416138","0.753244055592371"
"Very low transfer dependency","2014","secondary school degree","Female","3786","0.890763507076793","0.881632287126162","0.899894727027424"
"Very low transfer dependency","2014","secondary school degree","Male","2714","0.900051447053233","0.889477904653945","0.910624989452521"
"High transfer dependency","2015","college entrance qualification","Female","77","0.0191048402097546","0.0147216608226417","0.0234880195968674"
"High transfer dependency","2015","college entrance qualification","Male","60","0.0139616093664888","0.010055463426045","0.0178677553069327"
"High transfer dependency","2015","lower secondary degree","Female","160","0.0282848332626559","0.0225745721065249","0.0339950944187868"
"High transfer dependency","2015","lower secondary degree","Male","89","0.0237097548375","0.0184218024310714","0.0289977072439287"
"High transfer dependency","2015","no degree/no degree yet","Female","76","0.105165020445788","0.083297762654275","0.1270322782373"
"High transfer dependency","2015","no degree/no degree yet","Male","57","0.109353013371054","0.0842980864620741","0.134407940280033"
"High transfer dependency","2015","Other degree","Female","146","0.0496968831598296","0.0406179729167094","0.0587757934029498"
"High transfer dependency","2015","Other degree","Male","120","0.0542026991608789","0.0439679157044955","0.0644374826172623"
"High transfer dependency","2015","secondary school degree","Female","149","0.0249363217525835","0.0202653400817891","0.029607303423378"
"High transfer dependency","2015","secondary school degree","Male","71","0.0162783475258092","0.0117250021715096","0.0208316928801088"
"Low transfer dependency","2015","college entrance qualification","Female","221","0.051481420204419","0.044405964356457","0.0585568760523811"
"Low transfer dependency","2015","college entrance qualification","Male","142","0.0420659449337273","0.0353830144622763","0.0487488754051783"
"Low transfer dependency","2015","lower secondary degree","Female","235","0.0566187591766875","0.048658385397171","0.0645791329562039"
"Low transfer dependency","2015","lower secondary degree","Male","216","0.0470221840686165","0.0396647339717689","0.0543796341654641"
"Low transfer dependency","2015","no degree/no degree yet","Female","97","0.122966240400999","0.0995569474665444","0.146375533335454"
"Low transfer dependency","2015","no degree/no degree yet","Male","68","0.1160000817633","0.0902913755586737","0.141708787967927"
"Low transfer dependency","2015","Other degree","Female","214","0.077577014510062","0.0664014451317508","0.0887525838883732"
"Low transfer dependency","2015","Other degree","Male","174","0.0774482416137366","0.0653653656338653","0.0895311175936079"
"Low transfer dependency","2015","secondary school degree","Female","296","0.0442736601644591","0.0381117555903223","0.0504355647385959"
"Low transfer dependency","2015","secondary school degree","Male","161","0.0351644349625138","0.0285366594304956","0.041792210494532"
"Very high transfer dependency","2015","college entrance qualification","Female","67","0.0118367716280381","0.00837389337325021","0.0152996498828259"
"Very high transfer dependency","2015","college entrance qualification","Male","50","0.0186621494912838","0.0141568473785669","0.0231674516040007"
"Very high transfer dependency","2015","lower secondary degree","Female","186","0.0367262224622423","0.0302477492391304","0.0432046956853541"
"Very high transfer dependency","2015","lower secondary degree","Male","129","0.0501245810623271","0.042540669962341","0.0577084921623133"
"Very high transfer dependency","2015","no degree/no degree yet","Female","132","0.113133022806227","0.0905536886454304","0.135712356967023"
"Very high transfer dependency","2015","no degree/no degree yet","Male","106","0.125981731875462","0.0993414384905328","0.152622025260391"
"Very high transfer dependency","2015","Other degree","Female","234","0.0780622578063522","0.0668547404239674","0.0892697751887369"
"Very high transfer dependency","2015","Other degree","Male","206","0.095342910790352","0.0820672739037285","0.108618547676975"
"Very high transfer dependency","2015","secondary school degree","Female","162","0.0321237606285142","0.0268417583788811","0.0374057628781474"
"Very high transfer dependency","2015","secondary school degree","Male","98","0.037628028616841","0.0307807731152142","0.0444752841184679"
"Very low transfer dependency","2015","college entrance qualification","Female","3382","0.917576967957788","0.908771513206915","0.926382422708661"
"Very low transfer dependency","2015","college entrance qualification","Male","3214","0.9253102962085","0.916558284746936","0.934062307670065"
"Very low transfer dependency","2015","lower secondary degree","Female","2657","0.878370185098414","0.867111997408729","0.889628372788099"
"Very low transfer dependency","2015","lower secondary degree","Male","2746","0.879143480031556","0.867814274566509","0.890472685496604"
"Very low transfer dependency","2015","no degree/no degree yet","Female","451","0.658735716346987","0.624937932985479","0.692533499708495"
"Very low transfer dependency","2015","no degree/no degree yet","Male","365","0.648665172990184","0.610338964921922","0.686991381058446"
"Very low transfer dependency","2015","Other degree","Female","1607","0.794663844523756","0.777788116792555","0.811539572254957"
"Very low transfer dependency","2015","Other degree","Male","1380","0.773006148435033","0.75407104475435","0.791941252115716"
"Very low transfer dependency","2015","secondary school degree","Female","3674","0.898666257454443","0.889626604946529","0.907705909962357"
"Very low transfer dependency","2015","secondary school degree","Male","2637","0.910929188894836","0.900679767935556","0.921178609854116"
"High transfer dependency","2016","college entrance qualification","Female","61","0.017540297607263","0.0132202020951867","0.0218603931193393"
"High transfer dependency","2016","college entrance qualification","Male","34","0.0142287045652881","0.0101507127398706","0.0183066963907056"
"High transfer dependency","2016","lower secondary degree","Female","125","0.0264949353221264","0.0207073214932292","0.0322825491510235"
"High transfer dependency","2016","lower secondary degree","Male","85","0.0282547288379971","0.0222384894712857","0.0342709682047085"
"High transfer dependency","2016","no degree/no degree yet","Female","64","0.0844059916835499","0.0630675646326413","0.105744418734458"
"High transfer dependency","2016","no degree/no degree yet","Male","41","0.0838076786595544","0.0604145161402232","0.107200841178886"
"High transfer dependency","2016","Other degree","Female","110","0.0512351496000071","0.0410042466812308","0.0614660525187834"
"High transfer dependency","2016","Other degree","Male","85","0.0401438092564888","0.030203393257165","0.0500842252558127"
"High transfer dependency","2016","secondary school degree","Female","118","0.0236448590770648","0.0189179220650365","0.0283717960890931"
"High transfer dependency","2016","secondary school degree","Male","61","0.0198086775287762","0.0145663236141433","0.0250510314434091"
"Low transfer dependency","2016","college entrance qualification","Female","193","0.0495268202242178","0.0423866650049251","0.0566669754435106"
"Low transfer dependency","2016","college entrance qualification","Male","130","0.0383461821837187","0.0317339814169787","0.0449583829504587"
"Low transfer dependency","2016","lower secondary degree","Female","227","0.0497781069406097","0.0419405499729283","0.0576156639082912"
"Low transfer dependency","2016","lower secondary degree","Male","189","0.0565512884813748","0.0481647312045005","0.0649378457582492"
"Low transfer dependency","2016","no degree/no degree yet","Female","86","0.105778791929971","0.082171505065668","0.129386078794274"
"Low transfer dependency","2016","no degree/no degree yet","Male","60","0.0976629524409322","0.0726016852120612","0.122724219669803"
"Low transfer dependency","2016","Other degree","Female","209","0.0877760266367594","0.0746452816924437","0.100906771581075"
"Low transfer dependency","2016","Other degree","Male","179","0.0955900830435172","0.0807005436986885","0.110479622388346"
"Low transfer dependency","2016","secondary school degree","Female","282","0.0542308706230391","0.0471851827960832","0.061276558449995"
"Low transfer dependency","2016","secondary school degree","Male","173","0.0542251333248028","0.0457051770097742","0.0627450896398315"
"Very high transfer dependency","2016","college entrance qualification","Female","57","0.0142334333509992","0.0103352759153365","0.018131590786662"
"Very high transfer dependency","2016","college entrance qualification","Male","50","0.015973511494769","0.0116565400119059","0.020290482977632"
"Very high transfer dependency","2016","lower secondary degree","Female","170","0.0329856783571524","0.0265494985393498","0.039421858174955"
"Very high transfer dependency","2016","lower secondary degree","Male","121","0.0423303729420473","0.0350200389119975","0.0496407069720971"
"Very high transfer dependency","2016","no degree/no degree yet","Female","110","0.11309844139817","0.0887881417376362","0.137408741058703"
"Very high transfer dependency","2016","no degree/no degree yet","Male","74","0.142296527036136","0.112803493610546","0.171789560461726"
"Very high transfer dependency","2016","Other degree","Female","172","0.0687163917284983","0.056977642666645","0.0804551407903517"
"Very high transfer dependency","2016","Other degree","Male","162","0.0954905018088785","0.0806079008280023","0.110373102789755"
"Very high transfer dependency","2016","secondary school degree","Female","149","0.0268646856111238","0.0218344880841396","0.031894883138108"
"Very high transfer dependency","2016","secondary school degree","Male","73","0.0353962488724281","0.0284444649850435","0.0423480327598127"
"Very low transfer dependency","2016","college entrance qualification","Female","3236","0.91869944881752","0.909705488446488","0.927693409188552"
"Very low transfer dependency","2016","college entrance qualification","Male","3026","0.931451601756224","0.922750897869779","0.94015230564267"
"Very low transfer dependency","2016","lower secondary degree","Female","2436","0.890741279380111","0.879499039412092","0.901983519348131"
"Very low transfer dependency","2016","lower secondary degree","Male","2519","0.872863609738581","0.860768454425614","0.884958765051547"
"Very low transfer dependency","2016","no degree/no degree yet","Female","392","0.696716774988309","0.661432871817867","0.732000678158752"
"Very low transfer dependency","2016","no degree/no degree yet","Male","364","0.676232841863378","0.63673091919294","0.715734764533816"
"Very low transfer dependency","2016","Other degree","Female","1293","0.792272432034735","0.773447431098373","0.811097432971097"
"Very low transfer dependency","2016","Other degree","Male","1072","0.768775605891116","0.747425068703652","0.79012614307858"
"Very low transfer dependency","2016","secondary school degree","Female","3420","0.895259584688772","0.885732957347082","0.904786212030463"
"Very low transfer dependency","2016","secondary school degree","Male","2407","0.890569940273993","0.878825143575936","0.902314736972049"
"High transfer dependency","2017","college entrance qualification","Female","68","0.0164717214399581","0.01258235495449","0.0203610879254261"
"High transfer dependency","2017","college entrance qualification","Male","54","0.0141498524893761","0.0103970805763261","0.0179026244024261"
"High transfer dependency","2017","lower secondary degree","Female","138","0.0270985588968361","0.0213180956525721","0.0328790221411002"
"High transfer dependency","2017","lower secondary degree","Male","105","0.0301881881856446","0.0241316525802057","0.0362447237910835"
"High transfer dependency","2017","no degree/no degree yet","Female","79","0.0629011710469783","0.0480090251262315","0.0777933169677252"
"High transfer dependency","2017","no degree/no degree yet","Male","74","0.0744712167982032","0.0586366815315719","0.0903057520648345"
"High transfer dependency","2017","Other degree","Female","144","0.0559467860577642","0.0461244618773379","0.0657691102381906"
"High transfer dependency","2017","Other degree","Male","155","0.0590888178694928","0.049131274485441","0.0690463612535447"
"High transfer dependency","2017","secondary school degree","Female","143","0.0245819119321597","0.0200501185699133","0.0291137052944061"
"High transfer dependency","2017","secondary school degree","Male","60","0.0115693260027702","0.0078420264700413","0.015296625535499"
"Low transfer dependency","2017","college entrance qualification","Female","194","0.0388183996860484","0.0329158794412856","0.0447209199308112"
"Low transfer dependency","2017","college entrance qualification","Male","130","0.0318631990972199","0.0262825615913904","0.0374438366030493"
"Low transfer dependency","2017","lower secondary degree","Female","220","0.0495666440884728","0.0418396475860824","0.0572936405908632"
"Low transfer dependency","2017","lower secondary degree","Male","203","0.0508481151334891","0.0430719172720874","0.0586243129948908"
"Low transfer dependency","2017","no degree/no degree yet","Female","94","0.103347203752089","0.0846749500816637","0.122019457422515"
"Low transfer dependency","2017","no degree/no degree yet","Male","88","0.0913762876774275","0.0739972821971461","0.108755293157709"
"Low transfer dependency","2017","Other degree","Female","191","0.0888772832312426","0.0767150794035953","0.10103948705889"
"Low transfer dependency","2017","Other degree","Male","200","0.0960566495493061","0.0836126620568372","0.108500637041775"
"Low transfer dependency","2017","secondary school degree","Female","300","0.0471626311831778","0.0409585814435552","0.0533666809228004"
"Low transfer dependency","2017","secondary school degree","Male","166","0.0392951035983065","0.0325228785873828","0.0460673286092303"
"Very high transfer dependency","2017","college entrance qualification","Female","58","0.0126630184906423","0.00924623649510764","0.0160798004861769"
"Very high transfer dependency","2017","college entrance qualification","Male","63","0.0148177442343791","0.0109787266785691","0.0186567617901891"
"Very high transfer dependency","2017","lower secondary degree","Female","163","0.0333766100550439","0.0269821351820995","0.0397710849279883"
"Very high transfer dependency","2017","lower secondary degree","Male","123","0.0446548373397302","0.0373438433632428","0.0519658313162176"
"Very high transfer dependency","2017","no degree/no degree yet","Female","389","0.165153235963219","0.14237698980824","0.187929482118198"
"Very high transfer dependency","2017","no degree/no degree yet","Male","457","0.163849230008584","0.141524787039894","0.186173672977273"
"Very high transfer dependency","2017","Other degree","Female","496","0.0721360599477088","0.0610788180189899","0.0831933018764277"
"Very high transfer dependency","2017","Other degree","Male","738","0.107892403763507","0.0947906541710707","0.120994153355944"
"Very high transfer dependency","2017","secondary school degree","Female","138","0.0222006220805113","0.0178886661100281","0.0265125780509946"
"Very high transfer dependency","2017","secondary school degree","Male","93","0.0372528721303885","0.03065197210853","0.043853772152247"
"Very low transfer dependency","2017","college entrance qualification","Female","3794","0.932046860383351","0.924356625851809","0.939737094914893"
"Very low transfer dependency","2017","college entrance qualification","Male","3558","0.939169204179025","0.931574612462499","0.946763795895551"
"Very low transfer dependency","2017","lower secondary degree","Female","2510","0.889958186959647","0.878817325011054","0.90109904890824"
"Very low transfer dependency","2017","lower secondary degree","Male","2635","0.874308859341136","0.862574840287959","0.886042878394314"
"Very low transfer dependency","2017","no degree/no degree yet","Female","459","0.668598389237714","0.639725171201708","0.697471607273719"
"Very low transfer dependency","2017","no degree/no degree yet","Male","437","0.670303265515786","0.641949605838047","0.698656925193524"
"Very low transfer dependency","2017","Other degree","Female","1272","0.783039870763284","0.765423746784553","0.800655994742015"
"Very low transfer dependency","2017","Other degree","Male","1061","0.736962128817694","0.718368807803584","0.755555449831803"
"Very low transfer dependency","2017","secondary school degree","Female","3904","0.906054834804151","0.897516339859591","0.914593329748712"
"Very low transfer dependency","2017","secondary school degree","Male","2843","0.911882698268535","0.902002464026029","0.921762932511041"
"High transfer dependency","2018","college entrance qualification","Female","72","0.0127445188370596","0.00926448292466893","0.0162245547494502"
"High transfer dependency","2018","college entrance qualification","Male","67","0.0156110248020632","0.011602564448799","0.0196194851553274"
"High transfer dependency","2018","lower secondary degree","Female","141","0.0252849344598828","0.0195374242228052","0.0310324446969604"
"High transfer dependency","2018","lower secondary degree","Male","106","0.0338980382777417","0.0273013978801133","0.0404946786753702"
"High transfer dependency","2018","no degree/no degree yet","Female","132","0.0937129452006378","0.0769997551578012","0.110426135243474"
"High transfer dependency","2018","no degree/no degree yet","Male","118","0.0776465929650874","0.0631047542680707","0.092188431662104"
"High transfer dependency","2018","Other degree","Female","186","0.0565938014886056","0.0470610974934873","0.0661265054837238"
"High transfer dependency","2018","Other degree","Male","212","0.0621588765980376","0.0525807534662285","0.0717369997298466"
"High transfer dependency","2018","secondary school degree","Female","135","0.0189089063292064","0.0148360055853731","0.0229818070730397"
"High transfer dependency","2018","secondary school degree","Male","60","0.0158985023810295","0.0114135705232675","0.0203834342387915"
"Low transfer dependency","2018","college entrance qualification","Female","183","0.0365734488001846","0.0307497421561874","0.0423971554441817"
"Low transfer dependency","2018","college entrance qualification","Male","143","0.0301373882634246","0.0246091541006942","0.035665622426155"
"Low transfer dependency","2018","lower secondary degree","Female","203","0.0544016321697235","0.0460979767305904","0.0627052876088567"
"Low transfer dependency","2018","lower secondary degree","Male","187","0.0544321585641872","0.0461622983164608","0.0627020188119135"
"Low transfer dependency","2018","no degree/no degree yet","Female","96","0.110091403815149","0.092140923435478","0.128041884194821"
"Low transfer dependency","2018","no degree/no degree yet","Male","109","0.0992924955227505","0.0830422642462064","0.115542726799295"
"Low transfer dependency","2018","Other degree","Female","198","0.0800392042650378","0.0688443523598451","0.0912340561702304"
"Low transfer dependency","2018","Other degree","Male","210","0.0604909924606886","0.0510338478402111","0.069948137081166"
"Low transfer dependency","2018","secondary school degree","Female","276","0.040829397145759","0.034911732250566","0.046747062040952"
"Low transfer dependency","2018","secondary school degree","Male","149","0.0390824415517905","0.0321339313008987","0.0460309518026823"
"Very high transfer dependency","2018","college entrance qualification","Female","58","0.0150783858298258","0.0112975703084776","0.0188592013511741"
"Very high transfer dependency","2018","college entrance qualification","Male","66","0.0185758301749682","0.0142098575766771","0.0229418027732594"
"Very high transfer dependency","2018","lower secondary degree","Female","160","0.0340022464982992","0.0273670794392491","0.0406374135573493"
"Very high transfer dependency","2018","lower secondary degree","Male","126","0.0348480420317413","0.0281628931424729","0.0415331909210096"
"Very high transfer dependency","2018","no degree/no degree yet","Female","547","0.173832891548717","0.152099545396663","0.195566237700771"
"Very high transfer dependency","2018","no degree/no degree yet","Male","660","0.218078461656442","0.195639775809167","0.240517147503718"
"Very high transfer dependency","2018","Other degree","Female","676","0.0898541860002811","0.0780562249899862","0.101652147010576"
"Very high transfer dependency","2018","Other degree","Male","978","0.109813232825082","0.0974100796567986","0.122216385993365"
"Very high transfer dependency","2018","secondary school degree","Female","136","0.0230786435100233","0.0185885964177404","0.0275686906023062"
"Very high transfer dependency","2018","secondary school degree","Male","75","0.0270468873451447","0.0212303784525253","0.0328633962377641"
"Very low transfer dependency","2018","college entrance qualification","Female","3678","0.93560364653293","0.927988402626299","0.943218890439561"
"Very low transfer dependency","2018","college entrance qualification","Male","3398","0.935675756759544","0.9277429194737","0.943608594045387"
"Very low transfer dependency","2018","lower secondary degree","Female","2362","0.886311186872095","0.874689692405427","0.897932681338762"
"Very low transfer dependency","2018","lower secondary degree","Male","2472","0.87682176112633","0.86484204022141","0.888801482031249"
"Very low transfer dependency","2018","no degree/no degree yet","Female","393","0.622362759435496","0.59456012968211","0.650165389188881"
"Very low transfer dependency","2018","no degree/no degree yet","Male","414","0.60498244985572","0.578418721742517","0.631546177968922"
"Very low transfer dependency","2018","Other degree","Female","1197","0.773512808246076","0.756244973267406","0.790780643224745"
"Very low transfer dependency","2018","Other degree","Male","1041","0.767536898116192","0.750780107348377","0.784293688884007"
"Very low transfer dependency","2018","secondary school degree","Female","3749","0.917183053015011","0.908941604049378","0.925424501980645"
"Very low transfer dependency","2018","secondary school degree","Male","2704","0.917972168722035","0.908133118749477","0.927811218694593"
"High transfer dependency","2019","college entrance qualification","Female","65","0.0151506975773358","0.0114829999071175","0.0188183952475541"
"High transfer dependency","2019","college entrance qualification","Male","50","0.0118069560350569","0.00857203321843526","0.0150418788516785"
"High transfer dependency","2019","lower secondary degree","Female","111","0.0240709406576413","0.0181818247654917","0.0299600565497909"
"High transfer dependency","2019","lower secondary degree","Male","94","0.0340287617645304","0.0273133252736107","0.04074419825545"
"High transfer dependency","2019","no degree/no degree yet","Female","95","0.0874271587959453","0.0704150926250465","0.104439224966844"
"High transfer dependency","2019","no degree/no degree yet","Male","114","0.0830454512422218","0.0677109473492934","0.0983799551351503"
"High transfer dependency","2019","Other degree","Female","149","0.0470473724514463","0.0377745710369887","0.056320173865904"
"High transfer dependency","2019","Other degree","Male","207","0.0583039161768418","0.0484564906322423","0.0681513417214413"
"High transfer dependency","2019","secondary school degree","Female","110","0.0182992810536824","0.0142791452726102","0.0223194168347547"
"High transfer dependency","2019","secondary school degree","Male","52","0.0161218771043823","0.0117805381635969","0.0204632160451676"
"Low transfer dependency","2019","college entrance qualification","Female","179","0.0428359852722175","0.0367561769777924","0.0489157935666425"
"Low transfer dependency","2019","college entrance qualification","Male","124","0.0340396804111887","0.028609097682428","0.0394702631399495"
"Low transfer dependency","2019","lower secondary degree","Female","197","0.0613316057309616","0.0521124169092483","0.0705507945526748"
"Low transfer dependency","2019","lower secondary degree","Male","177","0.0543447487654323","0.0459479395182454","0.0627415580126192"
"Low transfer dependency","2019","no degree/no degree yet","Female","78","0.100469944258235","0.0823637977140311","0.118576090802439"
"Low transfer dependency","2019","no degree/no degree yet","Male","97","0.118078477998422","0.100146085142488","0.136010870854357"
"Low transfer dependency","2019","Other degree","Female","155","0.0798455132565591","0.0679751707871509","0.0917158557259672"
"Low transfer dependency","2019","Other degree","Male","180","0.0815591565896054","0.0700569697543452","0.0930613434248657"
"Low transfer dependency","2019","secondary school degree","Female","242","0.0424693065965176","0.0364208009465339","0.0485178122465013"
"Low transfer dependency","2019","secondary school degree","Male","132","0.0310791161429315","0.0250974285571254","0.0370608037287376"
"Very high transfer dependency","2019","college entrance qualification","Female","65","0.0148896735829436","0.0112532258628453","0.0185261213030418"
"Very high transfer dependency","2019","college entrance qualification","Male","59","0.018673511427805","0.0146194174617129","0.022727605393897"
"Very high transfer dependency","2019","lower secondary degree","Female","129","0.0286015535236694","0.0221970132839571","0.0350060937633817"
"Very high transfer dependency","2019","lower secondary degree","Male","134","0.0404158434883583","0.0331214962539592","0.0477101907227574"
"Very high transfer dependency","2019","no degree/no degree yet","Female","531","0.166858353426823","0.14440229601791","0.189314410835736"
"Very high transfer dependency","2019","no degree/no degree yet","Male","606","0.185082340646523","0.163501057785069","0.206663623507978"
"Very high transfer dependency","2019","Other degree","Female","597","0.0838342291134593","0.0716973972661067","0.095971060960812"
"Very high transfer dependency","2019","Other degree","Male","763","0.0997747004990305","0.0871795232452769","0.112369877752784"
"Very high transfer dependency","2019","secondary school degree","Female","110","0.0173785408994999","0.0134590114595863","0.0212980703394134"
"Very high transfer dependency","2019","secondary school degree","Male","69","0.0227925373132322","0.0176481345433513","0.0279369400831132"
"Very low transfer dependency","2019","college entrance qualification","Female","3952","0.927123643567503","0.919318974770011","0.934928312364995"
"Very low transfer dependency","2019","college entrance qualification","Male","4050","0.93547985212595","0.928122205086877","0.942837499165022"
"Very low transfer dependency","2019","lower secondary degree","Female","2165","0.885995900087728","0.87378435728482","0.898207442890636"
"Very low transfer dependency","2019","lower secondary degree","Male","2395","0.871210645981679","0.858803535638544","0.883617756324814"
"Very low transfer dependency","2019","no degree/no degree yet","Female","355","0.645244543518997","0.616428999492395","0.6740600875456"
"Very low transfer dependency","2019","no degree/no degree yet","Male","427","0.613793730112833","0.586738029485659","0.640849430740006"
"Very low transfer dependency","2019","Other degree","Female","1102","0.789272885178535","0.771412886660869","0.807132883696202"
"Very low transfer dependency","2019","Other degree","Male","1025","0.760362226734522","0.74242289070022","0.778301562768825"
"Very low transfer dependency","2019","secondary school degree","Female","3808","0.9218528714503","0.913802397068458","0.929903345832142"
"Very low transfer dependency","2019","secondary school degree","Male","2980","0.930006469439454","0.92121184752267","0.938801091356237"
