"transab_cat2","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1985","Couple + C. LE and GT 16","middle vocational","554","0.975823209553056","0.963290496989843","0.988355922116269","0"
"Very low transfer dependency","1985","Couple + C. LE and GT 16","vocational + Abi","14","","","","0"
"Very low transfer dependency","1985","Couple + C. LE and GT 16","higher vocational","37","1","1","1","0"
"Very low transfer dependency","1985","Couple + C. LE and GT 16","higher education","48","1","1","1","0"
"High transfer dependency","1986","Single parent ","in school","","","","","2"
"High transfer dependency","1986","Single parent ","general elemantary","3","","","","2"
"High transfer dependency","1986","Single parent ","vocational + Abi","","","","","2"
"High transfer dependency","1986","Single parent ","higher vocational","","","","","2"
"High transfer dependency","1986","Single parent ","higher education","","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","in school","","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","inadequately","2","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","higher education","1","","","","2"
"High transfer dependency","1986","Single parent ","inadequately","","","","","2"
"High transfer dependency","1986","Single parent ","middle vocational","3","","","","2"
"High transfer dependency","1986","1-pers.-HH","in school","","","","","2"
"High transfer dependency","1986","1-pers.-HH","inadequately","","","","","2"
"High transfer dependency","1986","1-pers.-HH","general elemantary","9","","","","2"
"High transfer dependency","1986","1-pers.-HH","middle vocational","12","","","","2"
"High transfer dependency","1986","1-pers.-HH","vocational + Abi","","","","","2"
"High transfer dependency","1986","1-pers.-HH","higher vocational","3","","","","2"
"High transfer dependency","1986","1-pers.-HH","higher education","1","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","inadequately","2","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","general elemantary","8","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","middle vocational","14","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","vocational + Abi","1","","","","2"
"High transfer dependency","1986","(Married) couple without C. ","higher vocational","","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","general elemantary","9","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","middle vocational","6","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","vocational + Abi","3","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","higher vocational","1","","","","2"
"High transfer dependency","1986","Couple + C. LE 16 ","higher education","1","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","in school","1","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","inadequately","3","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","general elemantary","5","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","middle vocational","4","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","higher vocational","","","","","2"
"High transfer dependency","1986","Couple + C. GT 16 ","higher education","","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","in school","1","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","inadequately","5","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","general elemantary","6","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","middle vocational","6","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","higher vocational","","","","","2"
"High transfer dependency","1986","Couple + C. LE and GT 16","higher education","","","","","2"
"Low transfer dependency","1986","Couple + C. GT 16 ","in school","3","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","middle vocational","18","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","general elemantary","9","","","","1"
"Low transfer dependency","1986","1-pers.-HH","middle vocational","14","","","","1"
"Low transfer dependency","1986","1-pers.-HH","vocational + Abi","","","","","1"
"Low transfer dependency","1986","1-pers.-HH","in school","","","","","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","higher education","1","","","","1"
"Low transfer dependency","1986","1-pers.-HH","inadequately","2","","","","1"
"Low transfer dependency","1986","1-pers.-HH","general elemantary","6","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","in school","","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","inadequately","1","","","","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","higher vocational","4","","","","1"
"Low transfer dependency","1986","Couple + C. GT 16 ","inadequately","5","","","","1"
"Low transfer dependency","1986","Couple + C. GT 16 ","general elemantary","8","","","","1"
"Low transfer dependency","1986","Couple + C. GT 16 ","middle vocational","19","","","","1"
"Low transfer dependency","1986","Couple + C. GT 16 ","vocational + Abi","1","","","","1"
"Low transfer dependency","1986","1-pers.-HH","higher vocational","2","","","","1"
"Low transfer dependency","1986","1-pers.-HH","higher education","3","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","vocational + Abi","3","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","higher vocational","2","","","","1"
"Low transfer dependency","1986","(Married) couple without C. ","higher education","4","","","","1"
"Low transfer dependency","1986","Couple + C. GT 16 ","higher vocational","4","","","","1"
"Low transfer dependency","1986","Couple + C. GT 16 ","higher education","1","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","in school","","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","inadequately","18","","","","1"
"Low transfer dependency","1986","Single parent ","middle vocational","19","","","","1"
"Low transfer dependency","1986","Single parent ","vocational + Abi","2","","","","1"
"Low transfer dependency","1986","Single parent ","higher vocational","","","","","1"
"Low transfer dependency","1986","Single parent ","higher education","","","","","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","in school","","","","","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","inadequately","16","","","","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","general elemantary","27","","","","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","middle vocational","39","0.030983399132438","0.0211053884327413","0.0408614098321347","1"
"Low transfer dependency","1986","Couple + C. LE 16 ","vocational + Abi","6","","","","1"
"Low transfer dependency","1986","Single parent ","in school","","","","","1"
"Low transfer dependency","1986","Single parent ","inadequately","6","","","","1"
"Low transfer dependency","1986","Single parent ","general elemantary","11","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","general elemantary","15","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","middle vocational","18","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","vocational + Abi","1","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Low transfer dependency","1986","Couple + C. LE and GT 16","higher education","","","","","1"
"Very high transfer dependency","1986","(Married) couple without C. ","vocational + Abi","2","","","","3"
"Very high transfer dependency","1986","Couple + C. LE and GT 16","inadequately","4","","","","3"
"Very high transfer dependency","1986","Couple + C. LE and GT 16","general elemantary","3","","","","3"
"Very high transfer dependency","1986","(Married) couple without C. ","general elemantary","13","","","","3"
"Very high transfer dependency","1986","(Married) couple without C. ","middle vocational","5","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","in school","","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","inadequately","4","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","middle vocational","23","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","vocational + Abi","2","","","","3"
"Very high transfer dependency","1986","Couple + C. LE 16 ","higher education","2","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","in school","1","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","inadequately","2","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","general elemantary","9","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","middle vocational","4","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","higher vocational","1","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","general elemantary","11","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","higher vocational","5","","","","3"
"Very high transfer dependency","1986","1-pers.-HH","higher education","4","","","","3"
"Very high transfer dependency","1986","(Married) couple without C. ","in school","","","","","3"
"Very high transfer dependency","1986","(Married) couple without C. ","inadequately","6","","","","3"
"Very high transfer dependency","1986","(Married) couple without C. ","higher vocational","","","","","3"
"Very high transfer dependency","1986","(Married) couple without C. ","higher education","","","","","3"
"Very high transfer dependency","1986","Single parent ","in school","2","","","","3"
"Very high transfer dependency","1986","Couple + C. GT 16 ","higher education","1","","","","3"
"Very high transfer dependency","1986","Couple + C. LE and GT 16","in school","","","","","3"
"Very high transfer dependency","1986","Couple + C. LE 16 ","higher vocational","2","","","","3"
