"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1988","35-65 y.","higher vocational","6","","",""
"Low transfer dependency","1988","35-65 y.","higher education","7","","",""
"Low transfer dependency","1988","66 and older","in school","","","",""
"Low transfer dependency","1988","66 and older","inadequately","","","",""
"Low transfer dependency","1988","66 and older","general elemantary","3","","",""
"Low transfer dependency","1988","66 and older","middle vocational","2","","",""
"Low transfer dependency","1988","66 and older","vocational + Abi","","","",""
"Low transfer dependency","1988","66 and older","higher vocational","","","",""
"Low transfer dependency","1988","66 and older","higher education","","","",""
"High transfer dependency","1988","16-34 y.","in school","1","","",""
"High transfer dependency","1988","16-34 y.","inadequately","","","",""
"High transfer dependency","1988","16-34 y.","general elemantary","20","","",""
"High transfer dependency","1988","16-34 y.","middle vocational","13","","",""
"High transfer dependency","1988","16-34 y.","vocational + Abi","","","",""
"High transfer dependency","1988","16-34 y.","higher vocational","4","","",""
"High transfer dependency","1988","16-34 y.","higher education","1","","",""
"High transfer dependency","1988","35-65 y.","in school","","","",""
"High transfer dependency","1988","35-65 y.","inadequately","6","","",""
"High transfer dependency","1988","35-65 y.","general elemantary","13","","",""
"High transfer dependency","1988","35-65 y.","middle vocational","16","","",""
"High transfer dependency","1988","35-65 y.","vocational + Abi","2","","",""
"High transfer dependency","1988","35-65 y.","higher vocational","3","","",""
"High transfer dependency","1988","35-65 y.","higher education","1","","",""
"High transfer dependency","1988","66 and older","in school","","","",""
"High transfer dependency","1988","66 and older","inadequately","1","","",""
"High transfer dependency","1988","66 and older","general elemantary","1","","",""
"High transfer dependency","1988","66 and older","middle vocational","3","","",""
"High transfer dependency","1988","66 and older","vocational + Abi","","","",""
"High transfer dependency","1988","66 and older","higher vocational","","","",""
"High transfer dependency","1988","66 and older","higher education","","","",""
"Very high transfer dependency","1988","16-34 y.","in school","3","","",""
"Very high transfer dependency","1988","16-34 y.","inadequately","11","","",""
"Very high transfer dependency","1988","16-34 y.","general elemantary","29","","",""
"Very high transfer dependency","1988","16-34 y.","middle vocational","18","","",""
"Very high transfer dependency","1988","16-34 y.","vocational + Abi","2","","",""
"Very high transfer dependency","1988","16-34 y.","higher vocational","","","",""
"Very high transfer dependency","1988","16-34 y.","higher education","","","",""
"Very high transfer dependency","1988","35-65 y.","in school","","","",""
"Very high transfer dependency","1988","35-65 y.","inadequately","15","","",""
"Very high transfer dependency","1988","35-65 y.","general elemantary","33","0.0345608295776997","0.0245067341925958","0.0446149249628037"
"Very high transfer dependency","1988","35-65 y.","middle vocational","32","0.0183354137904933","0.0130143044761022","0.0236565231048843"
"Very high transfer dependency","1988","35-65 y.","vocational + Abi","1","","",""
"Very high transfer dependency","1988","35-65 y.","higher vocational","1","","",""
"Very high transfer dependency","1988","35-65 y.","higher education","1","","",""
"Very high transfer dependency","1988","66 and older","in school","","","",""
"Very high transfer dependency","1988","66 and older","inadequately","","","",""
"Very high transfer dependency","1988","66 and older","general elemantary","4","","",""
"Very high transfer dependency","1988","66 and older","middle vocational","","","",""
"Very high transfer dependency","1988","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","1988","66 and older","higher vocational","","","",""
"Very high transfer dependency","1988","66 and older","higher education","","","",""
"Very low transfer dependency","1989","16-34 y.","in school","159","0.90167393270391","0.857432156076012","0.945915709331809"
"Very low transfer dependency","1989","16-34 y.","inadequately","146","0.80331707514357","0.743210735882871","0.863423414404269"
"Very low transfer dependency","1989","16-34 y.","general elemantary","909","0.908525805410346","0.890649273118637","0.926402337702055"
"Very low transfer dependency","1989","16-34 y.","middle vocational","1693","0.952590024856532","0.942714777208757","0.962465272504307"
"Very low transfer dependency","1989","16-34 y.","vocational + Abi","157","0.919669760271749","0.878322233998042","0.961017286545456"
"Very low transfer dependency","1989","16-34 y.","higher vocational","147","0.955273373724488","0.92283696990367","0.987709777545306"
"Very low transfer dependency","1989","16-34 y.","higher education","202","0.965832227078682","0.941025260409351","0.990639193748013"
"Very low transfer dependency","1989","35-65 y.","in school","","","",""
"Very low transfer dependency","1989","35-65 y.","inadequately","417","0.84794980053095","0.815556465707313","0.880343135354586"
"Very low transfer dependency","1989","35-65 y.","general elemantary","1099","0.927697455311391","0.912982647836479","0.942412262786303"
"Very low transfer dependency","1989","35-65 y.","middle vocational","2257","0.948931159922196","0.940057154173514","0.957805165670877"
"Very low transfer dependency","1989","35-65 y.","vocational + Abi","90","0.934289927154551","0.885726995249755","0.982852859059347"
"Very low transfer dependency","1989","35-65 y.","higher vocational","286","0.985305260639294","0.971480171472978","0.999130349805611"
"Very low transfer dependency","1989","35-65 y.","higher education","429","0.982038222064458","0.969586017987883","0.994490426141033"
"Very low transfer dependency","1989","66 and older","in school","","","",""
"Very low transfer dependency","1989","66 and older","inadequately","12","","",""
"Very low transfer dependency","1989","66 and older","general elemantary","376","0.975214567181489","0.959704889152035","0.990724245210942"
"Very low transfer dependency","1989","66 and older","middle vocational","474","0.9866116830838","0.976330014725738","0.996893351441863"
"Very low transfer dependency","1989","66 and older","vocational + Abi","23","","",""
"Very low transfer dependency","1989","66 and older","higher vocational","68","1","1","1"
"Very low transfer dependency","1989","66 and older","higher education","56","1","1","1"
"Low transfer dependency","1989","16-34 y.","in school","10","","",""
"Low transfer dependency","1989","16-34 y.","inadequately","8","","",""
"Low transfer dependency","1989","16-34 y.","general elemantary","44","0.0337927590496132","0.0225877472893476","0.0449977708098787"
"Low transfer dependency","1989","16-34 y.","middle vocational","52","0.0251833498589737","0.0179025626954117","0.0324641370225358"
"Low transfer dependency","1989","16-34 y.","vocational + Abi","4","","",""
"Low transfer dependency","1989","16-34 y.","higher vocational","8","","",""
"Low transfer dependency","1989","16-34 y.","higher education","2","","",""
"Low transfer dependency","1989","35-65 y.","in school","","","",""
"Low transfer dependency","1989","35-65 y.","inadequately","33","0.0812718288790829","0.0566204835897113","0.105923174168454"
"Low transfer dependency","1989","35-65 y.","general elemantary","44","0.0294719657626357","0.0198628548840303","0.039081076641241"
"Low transfer dependency","1989","35-65 y.","middle vocational","51","0.0217244531641208","0.0158478091893513","0.0276010971388904"
"Low transfer dependency","1989","35-65 y.","vocational + Abi","7","","",""
"Low transfer dependency","1989","35-65 y.","higher vocational","3","","",""
"Low transfer dependency","1989","35-65 y.","higher education","8","","",""
"Low transfer dependency","1989","66 and older","in school","","","",""
"Low transfer dependency","1989","66 and older","inadequately","1","","",""
"Low transfer dependency","1989","66 and older","general elemantary","7","","",""
"Low transfer dependency","1989","66 and older","middle vocational","2","","",""
"Low transfer dependency","1989","66 and older","vocational + Abi","1","","",""
"Low transfer dependency","1989","66 and older","higher vocational","","","",""
"Low transfer dependency","1989","66 and older","higher education","","","",""
"High transfer dependency","1989","16-34 y.","in school","3","","",""
"High transfer dependency","1989","16-34 y.","inadequately","4","","",""
"High transfer dependency","1989","16-34 y.","general elemantary","17","","",""
"High transfer dependency","1989","16-34 y.","middle vocational","19","","",""
"High transfer dependency","1989","16-34 y.","vocational + Abi","5","","",""
"High transfer dependency","1989","16-34 y.","higher vocational","1","","",""
"High transfer dependency","1989","16-34 y.","higher education","","","",""
"High transfer dependency","1989","35-65 y.","in school","","","",""
"High transfer dependency","1989","35-65 y.","inadequately","7","","",""
"High transfer dependency","1989","35-65 y.","general elemantary","19","","",""
"High transfer dependency","1989","35-65 y.","middle vocational","19","","",""
"High transfer dependency","1989","35-65 y.","vocational + Abi","1","","",""
"High transfer dependency","1989","35-65 y.","higher vocational","","","",""
"High transfer dependency","1989","35-65 y.","higher education","","","",""
"High transfer dependency","1989","66 and older","in school","","","",""
