"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1985","Bavaria","no degree/no degree yet","101","0.920061226658861","0.868188324561151","0.971934128756571"
"Very low transfer dependency","1985","Berlin","lower secondary degree","131","0.936013877445451","0.895761831530067","0.976265923360835"
"Very low transfer dependency","1985","Berlin","secondary school degree","75","0.990160551151501","0.968255766613705","1.0120653356893"
"Very low transfer dependency","1985","Berlin","college entrance qualification","54","0.97094161377852","0.926550192538766","1.01533303501827"
"Very low transfer dependency","1985","Berlin","Other degree","40","0.878918074156408","0.783604294493788","0.974231853819028"
"Very low transfer dependency","1985","Berlin","no degree/no degree yet","33","0.816483093429584","0.69499675975952","0.937969427099649"
"Very low transfer dependency","1985","Brandenburg","lower secondary degree","","","",""
"Very low transfer dependency","1985","Brandenburg","secondary school degree","","","",""
"Very low transfer dependency","1985","Brandenburg","college entrance qualification","","","",""
"Very low transfer dependency","1985","Brandenburg","Other degree","","","",""
"Very low transfer dependency","1985","Brandenburg","no degree/no degree yet","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very low transfer dependency","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very low transfer dependency","1985","Saxony","lower secondary degree","","","",""
"Very low transfer dependency","1985","Saxony","secondary school degree","","","",""
"Very low transfer dependency","1985","Saxony","college entrance qualification","","","",""
"Very low transfer dependency","1985","Saxony","Other degree","","","",""
"Very low transfer dependency","1985","Saxony","no degree/no degree yet","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","secondary school degree","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","Other degree","","","",""
"Very low transfer dependency","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very low transfer dependency","1985","Thuringia","lower secondary degree","","","",""
"Very low transfer dependency","1985","Thuringia","secondary school degree","","","",""
"Very low transfer dependency","1985","Thuringia","college entrance qualification","","","",""
"Very low transfer dependency","1985","Thuringia","Other degree","","","",""
"Very low transfer dependency","1985","Thuringia","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Schleswig-Holstein","lower secondary degree","5","","",""
"Low transfer dependency","1985","Schleswig-Holstein","secondary school degree","","","",""
"Low transfer dependency","1985","Schleswig-Holstein","college entrance qualification","2","","",""
"Low transfer dependency","1985","Schleswig-Holstein","Other degree","","","",""
"Low transfer dependency","1985","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Low transfer dependency","1985","Hamburg","lower secondary degree","3","","",""
"Low transfer dependency","1985","Hamburg","secondary school degree","4","","",""
"Low transfer dependency","1985","Hamburg","college entrance qualification","1","","",""
"Low transfer dependency","1985","Hamburg","Other degree","6","","",""
"Low transfer dependency","1985","Hamburg","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Lower Saxony","lower secondary degree","37","0.0534129932257654","0.0354361023333267","0.0713898841182042"
"Low transfer dependency","1985","Lower Saxony","secondary school degree","4","","",""
"Low transfer dependency","1985","Lower Saxony","college entrance qualification","2","","",""
"Low transfer dependency","1985","Lower Saxony","Other degree","8","","",""
"Low transfer dependency","1985","Lower Saxony","no degree/no degree yet","9","","",""
"Low transfer dependency","1985","Bremen","lower secondary degree","12","","",""
"Low transfer dependency","1985","Bremen","secondary school degree","3","","",""
"Low transfer dependency","1985","Bremen","college entrance qualification","1","","",""
"Low transfer dependency","1985","Bremen","Other degree","5","","",""
"Low transfer dependency","1985","Bremen","no degree/no degree yet","2","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","lower secondary degree","38","0.023054977787308","0.0152103408786687","0.0308996146959472"
"Low transfer dependency","1985","North Rhine-Westphalia","secondary school degree","10","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","college entrance qualification","10","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","Other degree","12","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","no degree/no degree yet","26","","",""
"Low transfer dependency","1985","Hesse","lower secondary degree","10","","",""
"Low transfer dependency","1985","Hesse","secondary school degree","1","","",""
"Low transfer dependency","1985","Hesse","college entrance qualification","11","","",""
"Low transfer dependency","1985","Hesse","Other degree","10","","",""
"Low transfer dependency","1985","Hesse","no degree/no degree yet","4","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","lower secondary degree","11","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","secondary school degree","3","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Baden-Württemberg","lower secondary degree","12","","",""
"Low transfer dependency","1985","Baden-Württemberg","secondary school degree","2","","",""
"Low transfer dependency","1985","Baden-Württemberg","college entrance qualification","1","","",""
"Low transfer dependency","1985","Baden-Württemberg","Other degree","13","","",""
"Low transfer dependency","1985","Baden-Württemberg","no degree/no degree yet","11","","",""
"Low transfer dependency","1985","Bavaria","lower secondary degree","26","","",""
"Low transfer dependency","1985","Bavaria","secondary school degree","4","","",""
"Low transfer dependency","1985","Bavaria","college entrance qualification","2","","",""
"Low transfer dependency","1985","Bavaria","Other degree","2","","",""
"Low transfer dependency","1985","Bavaria","no degree/no degree yet","2","","",""
"Low transfer dependency","1985","Berlin","lower secondary degree","5","","",""
"Low transfer dependency","1985","Berlin","secondary school degree","3","","",""
"Low transfer dependency","1985","Berlin","college entrance qualification","","","",""
"Low transfer dependency","1985","Berlin","Other degree","5","","",""
"Low transfer dependency","1985","Berlin","no degree/no degree yet","6","","",""
"Low transfer dependency","1985","Brandenburg","lower secondary degree","","","",""
"Low transfer dependency","1985","Brandenburg","secondary school degree","","","",""
"Low transfer dependency","1985","Brandenburg","college entrance qualification","","","",""
"Low transfer dependency","1985","Brandenburg","Other degree","","","",""
"Low transfer dependency","1985","Brandenburg","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Saxony","lower secondary degree","","","",""
"Low transfer dependency","1985","Saxony","secondary school degree","","","",""
"Low transfer dependency","1985","Saxony","college entrance qualification","","","",""
"Low transfer dependency","1985","Saxony","Other degree","","","",""
"Low transfer dependency","1985","Saxony","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","secondary school degree","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","Other degree","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Low transfer dependency","1985","Thuringia","lower secondary degree","","","",""
"Low transfer dependency","1985","Thuringia","secondary school degree","","","",""
