"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1990","vocational + Abi","Female","","","",""
"Very high transfer dependency","1990","higher vocational","Male","2","","",""
"Very high transfer dependency","1990","higher vocational","Female","1","","",""
"Very high transfer dependency","1990","higher education","Male","","","",""
"Very high transfer dependency","1990","higher education","Female","1","","",""
"Very low transfer dependency","1991","in school","Male","79","0.941230920257445","0.890633126231819","0.991828714283071"
"Very low transfer dependency","1991","in school","Female","62","0.91147134345733","0.843453299881226","0.979489387033435"
"Very low transfer dependency","1991","inadequately","Male","230","0.914043950258256","0.879367630915763","0.948720269600749"
"Very low transfer dependency","1991","inadequately","Female","330","0.849574456295374","0.813246736495066","0.885902176095681"
"Very low transfer dependency","1991","general elemantary","Male","797","0.925418561427979","0.907850008549143","0.942987114306815"
"Very low transfer dependency","1991","general elemantary","Female","1447","0.934553414176506","0.922245406624229","0.946861421728783"
"Very low transfer dependency","1991","middle vocational","Male","2330","0.964499301684913","0.957134490344556","0.97186411302527"
"Very low transfer dependency","1991","middle vocational","Female","2026","0.960790241960425","0.952510527735603","0.969069956185246"
"Very low transfer dependency","1991","vocational + Abi","Male","155","0.896935688861078","0.851888896516309","0.941982481205847"
"Very low transfer dependency","1991","vocational + Abi","Female","127","0.980791800661948","0.957376870557357","1.00420673076654"
"Very low transfer dependency","1991","higher vocational","Male","283","0.984504054768593","0.970288399506684","0.998719710030502"
"Very low transfer dependency","1991","higher vocational","Female","223","0.971042440918566","0.949323910705809","0.992760971131323"
"Very low transfer dependency","1991","higher education","Male","477","0.985767327869777","0.97520389788754","0.996330757852015"
"Very low transfer dependency","1991","higher education","Female","232","0.976697365282781","0.957530895257571","0.995863835307991"
"Low transfer dependency","1991","in school","Male","3","","",""
"Low transfer dependency","1991","in school","Female","5","","",""
"Low transfer dependency","1991","inadequately","Male","15","","",""
"Low transfer dependency","1991","inadequately","Female","24","","",""
"Low transfer dependency","1991","general elemantary","Male","35","0.0357492193812221","0.0233332740930015","0.0481651646694427"
"Low transfer dependency","1991","general elemantary","Female","48","0.0287303637227245","0.0204168874766181","0.0370438399688308"
"Low transfer dependency","1991","middle vocational","Male","57","0.0207544653901728","0.0150804070750285","0.026428523705317"
"Low transfer dependency","1991","middle vocational","Female","53","0.021832096657937","0.0155982171865011","0.0280659761293728"
"Low transfer dependency","1991","vocational + Abi","Male","14","","",""
"Low transfer dependency","1991","vocational + Abi","Female","3","","",""
"Low transfer dependency","1991","higher vocational","Male","2","","",""
"Low transfer dependency","1991","higher vocational","Female","5","","",""
"Low transfer dependency","1991","higher education","Male","4","","",""
"Low transfer dependency","1991","higher education","Female","4","","",""
"High transfer dependency","1991","in school","Male","","","",""
"High transfer dependency","1991","in school","Female","","","",""
"High transfer dependency","1991","inadequately","Male","2","","",""
"High transfer dependency","1991","inadequately","Female","5","","",""
"High transfer dependency","1991","general elemantary","Male","11","","",""
"High transfer dependency","1991","general elemantary","Female","30","0.0231263562082183","0.0156461254843925","0.030606586932044"
"High transfer dependency","1991","middle vocational","Male","18","","",""
"High transfer dependency","1991","middle vocational","Female","17","","",""
"High transfer dependency","1991","vocational + Abi","Male","2","","",""
"High transfer dependency","1991","vocational + Abi","Female","2","","",""
"High transfer dependency","1991","higher vocational","Male","2","","",""
"High transfer dependency","1991","higher vocational","Female","","","",""
"High transfer dependency","1991","higher education","Male","1","","",""
"High transfer dependency","1991","higher education","Female","","","",""
"Very high transfer dependency","1991","in school","Male","1","","",""
"Very high transfer dependency","1991","in school","Female","","","",""
"Very high transfer dependency","1991","inadequately","Male","4","","",""
"Very high transfer dependency","1991","inadequately","Female","13","","",""
"Very high transfer dependency","1991","general elemantary","Male","16","","",""
"Very high transfer dependency","1991","general elemantary","Female","26","","",""
"Very high transfer dependency","1991","middle vocational","Male","20","","",""
"Very high transfer dependency","1991","middle vocational","Female","15","","",""
"Very high transfer dependency","1991","vocational + Abi","Male","4","","",""
"Very high transfer dependency","1991","vocational + Abi","Female","","","",""
"Very high transfer dependency","1991","higher vocational","Male","3","","",""
"Very high transfer dependency","1991","higher vocational","Female","1","","",""
"Very high transfer dependency","1991","higher education","Male","1","","",""
"Very high transfer dependency","1991","higher education","Female","2","","",""
"Very low transfer dependency","1992","in school","Male","87","0.96826030474995","0.932631269991236","1.00388933950866"
"Very low transfer dependency","1992","in school","Female","85","0.932369705460759","0.881606518390115","0.983132892531402"
"Very low transfer dependency","1992","inadequately","Male","227","0.909802886026196","0.874293099407065","0.945312672645328"
"Very low transfer dependency","1992","inadequately","Female","328","0.86774126983072","0.833499084822416","0.901983454839025"
"Very low transfer dependency","1992","general elemantary","Male","890","0.915202684503167","0.897689518952701","0.932715850053634"
"Very low transfer dependency","1992","general elemantary","Female","1699","0.944772360168402","0.934295297635734","0.95524942270107"
"Very low transfer dependency","1992","middle vocational","Male","3194","0.946787335133191","0.939277884341962","0.954296785924419"
"Very low transfer dependency","1992","middle vocational","Female","3059","0.944116478267095","0.93626765022229","0.951965306311901"
"Very low transfer dependency","1992","vocational + Abi","Male","192","0.908706949532862","0.870384875262512","0.947029023803211"
"Very low transfer dependency","1992","vocational + Abi","Female","150","0.931531195990604","0.893455328092565","0.969607063888642"
"Very low transfer dependency","1992","higher vocational","Male","474","0.973460029960537","0.959271614148684","0.98764844577239"
"Very low transfer dependency","1992","higher vocational","Female","264","0.944245711613192","0.917176525435753","0.971314897790632"
"Very low transfer dependency","1992","higher education","Male","854","0.959231940991328","0.946355203993634","0.972108677989021"
"Very low transfer dependency","1992","higher education","Female","684","0.943322660859133","0.926662964128687","0.959982357589579"
"Low transfer dependency","1992","in school","Male","3","","",""
"Low transfer dependency","1992","in school","Female","5","","",""
"Low transfer dependency","1992","inadequately","Male","16","","",""
"Low transfer dependency","1992","inadequately","Female","25","","",""
"Low transfer dependency","1992","general elemantary","Male","47","0.0441162029320807","0.0312064904063169","0.0570259154578445"
"Low transfer dependency","1992","general elemantary","Female","69","0.0262136471189686","0.018885515335815","0.0335417789021223"
"Low transfer dependency","1992","middle vocational","Male","178","0.0356767327331793","0.0294712108465911","0.0418822546197674"
