"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1988","indirect migration background","inadequately","2","","","","1"
"Low transfer dependency","1988","indirect migration background","general elemantary","2","","","","1"
"Low transfer dependency","1988","indirect migration background","middle vocational","5","","","","1"
"Low transfer dependency","1988","indirect migration background","vocational + Abi","","","","","1"
"Low transfer dependency","1988","indirect migration background","higher vocational","","","","","1"
"Low transfer dependency","1988","indirect migration background","higher education","","","","","1"
"Low transfer dependency","1988","direct migration background","in school","4","","","","1"
"Low transfer dependency","1988","direct migration background","inadequately","43","0.0717029524138677","0.0513292603051073","0.092076644522628","1"
"Low transfer dependency","1988","direct migration background","general elemantary","48","0.0484170167048112","0.0344710141152057","0.0623630192944168","1"
"Low transfer dependency","1988","direct migration background","middle vocational","29","","","","1"
"Very high transfer dependency","1988","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","1988","direct migration background","vocational + Abi","1","","","","3"
"Very high transfer dependency","1988","no migration background","general elemantary","41","0.0261796853911948","0.0186708979861085","0.0336884727962811","3"
"Very high transfer dependency","1988","no migration background","middle vocational","35","0.0112848036870378","0.00793778438450531","0.0146318229895703","3"
"Very high transfer dependency","1988","direct migration background","middle vocational","12","","","","3"
"Very high transfer dependency","1988","direct migration background","higher vocational","","","","","3"
"Very high transfer dependency","1988","no migration background","inadequately","8","","","","3"
"Very high transfer dependency","1988","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","1988","no migration background","in school","2","","","","3"
"Very high transfer dependency","1988","no migration background","vocational + Abi","2","","","","3"
"Very high transfer dependency","1988","no migration background","higher vocational","1","","","","3"
"Very high transfer dependency","1988","no migration background","higher education","1","","","","3"
"Very high transfer dependency","1988","direct migration background","in school","1","","","","3"
"Very high transfer dependency","1988","direct migration background","inadequately","18","","","","3"
"Very high transfer dependency","1988","direct migration background","general elemantary","22","","","","3"
"Very high transfer dependency","1988","direct migration background","higher education","","","","","3"
"Very high transfer dependency","1988","indirect migration background","in school","","","","","3"
"Very high transfer dependency","1988","indirect migration background","inadequately","","","","","3"
"Very high transfer dependency","1988","indirect migration background","general elemantary","3","","","","3"
"Very high transfer dependency","1988","indirect migration background","middle vocational","3","","","","3"
