"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1991","higher education","Urban Area","1","","","","2"
"High transfer dependency","1991","higher education","Rural Area","","","","","2"
"Low transfer dependency","1991","inadequately","Urban Area","36","0.0708043246891493","0.0491100851792811","0.0924985641990175","1"
"Low transfer dependency","1991","inadequately","Rural Area","3","","","","1"
"Low transfer dependency","1991","general elemantary","Urban Area","61","0.0298705863578929","0.0221919552122447","0.0375492175035411","1"
"Low transfer dependency","1991","higher vocational","Rural Area","2","","","","1"
"Low transfer dependency","1991","higher education","Urban Area","6","","","","1"
"Low transfer dependency","1991","higher education","Rural Area","2","","","","1"
"Low transfer dependency","1991","in school","Rural Area","","","","","1"
"Low transfer dependency","1991","general elemantary","Rural Area","22","","","","1"
"Low transfer dependency","1991","higher vocational","Urban Area","5","","","","1"
"Low transfer dependency","1991","in school","Urban Area","8","","","","1"
"Low transfer dependency","1991","middle vocational","Urban Area","88","0.0214916758698193","0.0167084968495331","0.0262748548901054","1"
"Low transfer dependency","1991","middle vocational","Rural Area","22","","","","1"
"Low transfer dependency","1991","vocational + Abi","Urban Area","15","","","","1"
"Low transfer dependency","1991","vocational + Abi","Rural Area","2","","","","1"
"Very high transfer dependency","1991","inadequately","Urban Area","10","","","","3"
"Very high transfer dependency","1991","inadequately","Rural Area","7","","","","3"
"Very high transfer dependency","1991","higher vocational","Rural Area","1","","","","3"
"Very high transfer dependency","1991","higher education","Urban Area","3","","","","3"
"Very high transfer dependency","1991","in school","Rural Area","","","","","3"
"Very high transfer dependency","1991","higher education","Rural Area","","","","","3"
"Very high transfer dependency","1991","general elemantary","Urban Area","29","","","","3"
"Very high transfer dependency","1991","higher vocational","Urban Area","3","","","","3"
"Very high transfer dependency","1991","general elemantary","Rural Area","13","","","","3"
"Very high transfer dependency","1991","in school","Urban Area","1","","","","3"
"Very high transfer dependency","1991","middle vocational","Rural Area","5","","","","3"
"Very high transfer dependency","1991","vocational + Abi","Urban Area","3","","","","3"
"Very high transfer dependency","1991","vocational + Abi","Rural Area","1","","","","3"
"Very high transfer dependency","1991","middle vocational","Urban Area","30","0.0101795018295172","0.00686864259690594","0.0134903610621284","3"
"Very low transfer dependency","1991","general elemantary","Urban Area","1771","0.94029765642296","0.929610172791496","0.950985140054424","0"
"Very low transfer dependency","1991","general elemantary","Rural Area","473","0.907999445496563","0.883205202475494","0.932793688517632","0"
"Very low transfer dependency","1991","middle vocational","Urban Area","3384","0.961057162032638","0.954676178250541","0.967438145814736","0"
"Very low transfer dependency","1991","middle vocational","Rural Area","972","0.968143328649304","0.957285697440631","0.979000959857978","0"
"Very low transfer dependency","1991","vocational + Abi","Urban Area","245","0.926715315014478","0.895456519233836","0.95797411079512","0"
"Very low transfer dependency","1991","in school","Urban Area","111","0.90065229853475","0.847132439527466","0.954172157542034","0"
"Very low transfer dependency","1991","in school","Rural Area","30","1","1","1","0"
"Very low transfer dependency","1991","inadequately","Urban Area","485","0.895480015914242","0.869604526981813","0.921355504846671","0"
"Very low transfer dependency","1991","inadequately","Rural Area","75","0.808146724000502","0.724926556901018","0.891366891099986","0"
"Very low transfer dependency","1991","vocational + Abi","Rural Area","37","0.976594452131645","0.929741751674603","1.02344715258869","0"
"Very low transfer dependency","1991","higher vocational","Urban Area","392","0.979793930226107","0.966039476043202","0.993548384409011","0"
"Very low transfer dependency","1991","higher vocational","Rural Area","114","0.974325686052467","0.945666974597492","1.00298439750744","0"
"Very low transfer dependency","1991","higher education","Urban Area","597","0.981865216563879","0.971249828630904","0.992480604496854","0"
"Very low transfer dependency","1991","higher education","Rural Area","112","0.986490049414233","0.965298198008203","1.00768190082026","0"
"High transfer dependency","1992","in school","Urban Area","1","","","","2"
"High transfer dependency","1992","in school","Rural Area","","","","","2"
"High transfer dependency","1992","inadequately","Urban Area","9","","","","2"
"High transfer dependency","1992","inadequately","Rural Area","4","","","","2"
"High transfer dependency","1992","general elemantary","Urban Area","32","0.0129588181160161","0.00795700244449964","0.0179606337875325","2"
"High transfer dependency","1992","general elemantary","Rural Area","13","","","","2"
"High transfer dependency","1992","middle vocational","Urban Area","43","0.00805212899446752","0.00536109833586065","0.0107431596530744","2"
"High transfer dependency","1992","middle vocational","Rural Area","26","","","","2"
"High transfer dependency","1992","vocational + Abi","Urban Area","4","","","","2"
"High transfer dependency","1992","vocational + Abi","Rural Area","2","","","","2"
"High transfer dependency","1992","higher vocational","Urban Area","5","","","","2"
"High transfer dependency","1992","higher vocational","Rural Area","2","","","","2"
"High transfer dependency","1992","higher education","Urban Area","8","","","","2"
"High transfer dependency","1992","higher education","Rural Area","12","","","","2"
"Low transfer dependency","1992","higher education","Rural Area","45","0.0576138608120909","0.0392577487247215","0.0759699728994602","1"
"Low transfer dependency","1992","inadequately","Urban Area","33","0.0442404755206732","0.0266510097263143","0.0618299413150322","1"
"Low transfer dependency","1992","higher education","Urban Area","34","0.0200577437969732","0.0113596496746342","0.0287558379193121","1"
"Low transfer dependency","1992","higher vocational","Rural Area","9","","","","1"
"Low transfer dependency","1992","inadequately","Rural Area","8","","","","1"
"Low transfer dependency","1992","general elemantary","Urban Area","63","0.0265615852728829","0.0194501283218045","0.0336730422239614","1"
"Low transfer dependency","1992","in school","Rural Area","4","","","","1"
"Low transfer dependency","1992","general elemantary","Rural Area","52","0.0406806671970547","0.0271511664159922","0.0542101679781173","1"
"Low transfer dependency","1992","in school","Urban Area","4","","","","1"
"Low transfer dependency","1992","middle vocational","Urban Area","158","0.0246895765223166","0.0200171001670801","0.0293620528775532","1"
"Low transfer dependency","1992","higher vocational","Urban Area","10","","","","1"
"Low transfer dependency","1992","middle vocational","Rural Area","178","0.0536733833685045","0.0446904132162609","0.062656353520748","1"
"Low transfer dependency","1992","vocational + Abi","Urban Area","18","","","","1"
"Low transfer dependency","1992","vocational + Abi","Rural Area","8","","","","1"
"Very high transfer dependency","1992","inadequately","Rural Area","4","","","","3"
"Very high transfer dependency","1992","higher vocational","Rural Area","","","","","3"
"Very high transfer dependency","1992","higher education","Urban Area","4","","","","3"
"Very high transfer dependency","1992","higher education","Rural Area","3","","","","3"
"Very high transfer dependency","1992","general elemantary","Urban Area","32","0.0161669561819007","0.0105892943173561","0.0217446180464454","3"
"Very high transfer dependency","1992","inadequately","Urban Area","13","","","","3"
"Very high transfer dependency","1992","in school","Rural Area","1","","","","3"
"Very high transfer dependency","1992","higher vocational","Urban Area","5","","","","3"
"Very high transfer dependency","1992","general elemantary","Rural Area","16","","","","3"
"Very high transfer dependency","1992","in school","Urban Area","5","","","","3"
"Very high transfer dependency","1992","middle vocational","Rural Area","19","","","","3"
"Very high transfer dependency","1992","vocational + Abi","Urban Area","9","","","","3"
"Very high transfer dependency","1992","vocational + Abi","Rural Area","3","","","","3"
"Very high transfer dependency","1992","middle vocational","Urban Area","38","0.0110677359877207","0.00791758385910416","0.0142178881163372","3"
"Very low transfer dependency","1992","in school","Urban Area","120","0.951560413429035","0.914654597448433","0.988466229409637","0"
"Very low transfer dependency","1992","in school","Rural Area","52","0.951811839384395","0.896214195290404","1.00740948347839","0"
"Very low transfer dependency","1992","inadequately","Urban Area","470","0.90982385997654","0.885322345984726","0.934325373968353","0"
"Very low transfer dependency","1992","inadequately","Rural Area","84","0.783931795470947","0.703267255340908","0.864596335600987","0"
"Very low transfer dependency","1992","general elemantary","Urban Area","1837","0.9443126404292","0.934170874941376","0.954454405917024","0"
"Very low transfer dependency","1992","general elemantary","Rural Area","738","0.919633522239348","0.901014751496924","0.938252292981771","0"
