"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1991","middle vocational","East Germany","","","",""
"Very low transfer dependency","1991","vocational + Abi","West Germany","282","0.933630777062955","0.905785608607347","0.961475945518562"
"Very low transfer dependency","1991","vocational + Abi","East Germany","","","",""
"Very low transfer dependency","1991","higher vocational","West Germany","506","0.978521753946582","0.966049381783028","0.990994126110136"
"Very low transfer dependency","1991","higher vocational","East Germany","","","",""
"Very low transfer dependency","1991","higher education","West Germany","709","0.982642729126702","0.973109961609653","0.992175496643751"
"Very low transfer dependency","1991","higher education","East Germany","","","",""
"Low transfer dependency","1991","in school","West Germany","8","","",""
"Low transfer dependency","1991","in school","East Germany","","","",""
"Low transfer dependency","1991","inadequately","West Germany","39","0.0632148122823572","0.0441060084714945","0.08232361609322"
"Low transfer dependency","1991","inadequately","East Germany","","","",""
"Low transfer dependency","1991","general elemantary","West Germany","83","0.0306163550761348","0.0237383236336639","0.0374943865186057"
"Low transfer dependency","1991","general elemantary","East Germany","","","",""
"Low transfer dependency","1991","middle vocational","West Germany","110","0.0212711010966362","0.0170721795538601","0.0254700226394124"
"Low transfer dependency","1991","middle vocational","East Germany","","","",""
"Low transfer dependency","1991","vocational + Abi","West Germany","17","","",""
"Low transfer dependency","1991","vocational + Abi","East Germany","","","",""
"Low transfer dependency","1991","higher vocational","West Germany","7","","",""
"Low transfer dependency","1991","higher vocational","East Germany","","","",""
"Low transfer dependency","1991","higher education","West Germany","8","","",""
"Low transfer dependency","1991","higher education","East Germany","","","",""
"High transfer dependency","1991","in school","West Germany","","","",""
"High transfer dependency","1991","in school","East Germany","","","",""
"High transfer dependency","1991","inadequately","West Germany","7","","",""
"High transfer dependency","1991","inadequately","East Germany","","","",""
"High transfer dependency","1991","general elemantary","West Germany","41","0.0204192004806982","0.0147727039148366","0.0260656970465598"
"High transfer dependency","1991","general elemantary","East Germany","","","",""
"High transfer dependency","1991","middle vocational","West Germany","35","0.00687631380697515","0.00447144670115635","0.00928118091279395"
"High transfer dependency","1991","middle vocational","East Germany","","","",""
"High transfer dependency","1991","vocational + Abi","West Germany","4","","",""
"High transfer dependency","1991","vocational + Abi","East Germany","","","",""
"High transfer dependency","1991","higher vocational","West Germany","2","","",""
"High transfer dependency","1991","higher vocational","East Germany","","","",""
"High transfer dependency","1991","higher education","West Germany","1","","",""
"High transfer dependency","1991","higher education","East Germany","","","",""
"Very high transfer dependency","1991","in school","West Germany","1","","",""
"Very high transfer dependency","1991","in school","East Germany","","","",""
"Very high transfer dependency","1991","inadequately","West Germany","17","","",""
"Very high transfer dependency","1991","inadequately","East Germany","","","",""
"Very high transfer dependency","1991","general elemantary","West Germany","42","0.016865597526146","0.0117246060640145","0.0220065889882774"
"Very high transfer dependency","1991","general elemantary","East Germany","","","",""
"Very high transfer dependency","1991","middle vocational","West Germany","35","0.00913147299115614","0.00636332053911796","0.0118996254431943"
"Very high transfer dependency","1991","middle vocational","East Germany","","","",""
"Very high transfer dependency","1991","vocational + Abi","West Germany","4","","",""
"Very high transfer dependency","1991","vocational + Abi","East Germany","","","",""
"Very high transfer dependency","1991","higher vocational","West Germany","4","","",""
"Very high transfer dependency","1991","higher vocational","East Germany","","","",""
"Very high transfer dependency","1991","higher education","West Germany","3","","",""
"Very high transfer dependency","1991","higher education","East Germany","","","",""
"Very low transfer dependency","1992","in school","West Germany","132","0.960525667452834","0.928498701071373","0.992552633834296"
"Very low transfer dependency","1992","in school","East Germany","40","0.896509733875565","0.807514020090369","0.985505447660761"
"Very low transfer dependency","1992","inadequately","West Germany","537","0.886485812501653","0.861187556157904","0.911784068845402"
"Very low transfer dependency","1992","inadequately","East Germany","18","","",""
"Very low transfer dependency","1992","general elemantary","West Germany","2184","0.939755631876317","0.930119109348754","0.94939215440388"
"Very low transfer dependency","1992","general elemantary","East Germany","405","0.91385298947711","0.888100219800134","0.939605759154087"
"Very low transfer dependency","1992","middle vocational","West Germany","4324","0.963847862668498","0.958401146068887","0.969294579268108"
"Very low transfer dependency","1992","middle vocational","East Germany","1929","0.87728046116293","0.863600714966492","0.890960207359367"
"Very low transfer dependency","1992","vocational + Abi","West Germany","288","0.929317721133312","0.901148689857605","0.957486752409018"
"Very low transfer dependency","1992","vocational + Abi","East Germany","54","0.830208437958227","0.740971377036494","0.91944549887996"
"Very low transfer dependency","1992","higher vocational","West Germany","515","0.96113442252673","0.944756989645735","0.977511855407725"
"Very low transfer dependency","1992","higher vocational","East Germany","223","0.965021362273154","0.941481166427677","0.988561558118631"
"Very low transfer dependency","1992","higher education","West Germany","722","0.981597108880902","0.971900283528011","0.991293934233793"
"Very low transfer dependency","1992","higher education","East Germany","816","0.901351327784023","0.881955967996846","0.9207466875712"
"Low transfer dependency","1992","in school","West Germany","4","","",""
"Low transfer dependency","1992","in school","East Germany","4","","",""
"Low transfer dependency","1992","inadequately","West Germany","37","0.0448432243286292","0.0283382304339617","0.0613482182232967"
"Low transfer dependency","1992","inadequately","East Germany","4","","",""
"Low transfer dependency","1992","general elemantary","West Germany","74","0.0258058922752391","0.0193843871296125","0.0322273974208657"
