"pli0089","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2019","general elemantary","Male","350","0.241329730365879","0.219237068419678","0.263422392312081"
"Rarely","2019","general elemantary","Female","272","0.135490959695924","0.119110673376595","0.151871246015252"
"Rarely","2019","middle vocational","Male","1692","0.320714792582989","0.308270334325318","0.333159250840661"
"Rarely","2019","middle vocational","Female","1646","0.254286181133977","0.243501573218766","0.265070789049187"
"Rarely","2019","vocational + Abi","Male","345","0.377724788277613","0.34576521644594","0.409684360109286"
"Rarely","2019","vocational + Abi","Female","443","0.288422572639659","0.264450988222019","0.312394157057299"
"Rarely","2019","higher vocational","Male","436","0.411820603615957","0.382440883806075","0.441200323425838"
"Rarely","2019","higher vocational","Female","174","0.302518511001914","0.265358882763105","0.339678139240724"
"Rarely","2019","higher education","Male","1529","0.390864653847245","0.375844432987782","0.405884874706708"
"Rarely","2019","higher education","Female","1137","0.310209706957273","0.294975844028119","0.325443569886427"
"Never","2019","in school","Male","56","0.329807584349328","0.258715127373912","0.400900041324745"
"Never","2019","in school","Female","73","0.420440443361701","0.34466027474653","0.496220611976871"
"Never","2019","inadequately","Male","547","0.617457719737767","0.586633667021928","0.648281772453607"
"Never","2019","inadequately","Female","671","0.850284502950598","0.825514021918817","0.87505498398238"
"Never","2019","general elemantary","Male","803","0.557269275915577","0.531623344219268","0.582915207611886"
"Never","2019","general elemantary","Female","1275","0.790193915161899","0.770706356297475","0.809681474026324"
"Never","2019","middle vocational","Male","2541","0.469146321504857","0.455840797154071","0.482451845855642"
"Never","2019","middle vocational","Female","3850","0.638667779633542","0.626770498243404","0.65056506102368"
"Never","2019","vocational + Abi","Male","332","0.391077167276184","0.358908407437308","0.423245927115059"
"Never","2019","vocational + Abi","Female","727","0.574092014607206","0.547927078428563","0.60025695078585"
"Never","2019","higher vocational","Male","395","0.399844887607617","0.370602270396082","0.429087504819153"
"Never","2019","higher vocational","Female","334","0.579077775060263","0.539138661863981","0.619016888256546"
"Never","2019","higher education","Male","1674","0.417139864812531","0.401961351243167","0.432318378381894"
"Never","2019","higher education","Female","1963","0.592152027997279","0.575967889859017","0.60833616613554"
