"pli0083","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","2016","inadequately","Rural Area","","","","","1"
"Daily","2016","general elemantary","Urban Area","","","","","1"
"Daily","2016","general elemantary","Rural Area","","","","","1"
"Daily","2016","middle vocational","Urban Area","","","","","1"
"Daily","2016","middle vocational","Rural Area","","","","","1"
"Daily","2016","vocational + Abi","Urban Area","","","","","1"
"Daily","2016","vocational + Abi","Rural Area","","","","","1"
"Daily","2016","higher vocational","Urban Area","","","","","1"
"Daily","2016","higher vocational","Rural Area","","","","","1"
"Daily","2016","higher education","Urban Area","","","","","1"
"Daily","2016","higher education","Rural Area","","","","","1"
"Min 1x per month","2016","in school","Urban Area","","","","","3"
"Min 1x per month","2016","in school","Rural Area","","","","","3"
"Min 1x per month","2016","inadequately","Urban Area","","","","","3"
"Min 1x per month","2016","inadequately","Rural Area","","","","","3"
"Min 1x per month","2016","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2016","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2016","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2016","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2016","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2016","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2016","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2016","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2016","higher education","Urban Area","","","","","3"
"Min 1x per month","2016","higher education","Rural Area","","","","","3"
"Min 1x per week","2016","in school","Urban Area","","","","","2"
"Min 1x per week","2016","in school","Rural Area","","","","","2"
"Min 1x per week","2016","inadequately","Urban Area","","","","","2"
"Min 1x per week","2016","inadequately","Rural Area","","","","","2"
"Min 1x per week","2016","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2016","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2016","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2016","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2016","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2016","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2016","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2016","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2016","higher education","Urban Area","","","","","2"
"Min 1x per week","2016","higher education","Rural Area","","","","","2"
"Never","2016","in school","Urban Area","","","","","5"
"Never","2016","in school","Rural Area","","","","","5"
"Never","2016","inadequately","Urban Area","","","","","5"
"Never","2016","inadequately","Rural Area","","","","","5"
"Never","2016","general elemantary","Urban Area","","","","","5"
"Never","2016","general elemantary","Rural Area","","","","","5"
"Never","2016","middle vocational","Urban Area","","","","","5"
"Never","2016","middle vocational","Rural Area","","","","","5"
"Never","2016","vocational + Abi","Urban Area","","","","","5"
"Never","2016","vocational + Abi","Rural Area","","","","","5"
"Never","2016","higher vocational","Urban Area","","","","","5"
"Never","2016","higher vocational","Rural Area","","","","","5"
"Never","2016","higher education","Urban Area","","","","","5"
"Never","2016","higher education","Rural Area","","","","","5"
"Rarely","2016","in school","Urban Area","","","","","4"
"Rarely","2016","in school","Rural Area","","","","","4"
"Rarely","2016","inadequately","Urban Area","","","","","4"
"Rarely","2016","inadequately","Rural Area","","","","","4"
"Rarely","2016","general elemantary","Urban Area","","","","","4"
"Rarely","2016","general elemantary","Rural Area","","","","","4"
"Rarely","2016","middle vocational","Urban Area","","","","","4"
"Rarely","2016","middle vocational","Rural Area","","","","","4"
"Rarely","2016","vocational + Abi","Urban Area","","","","","4"
"Rarely","2016","vocational + Abi","Rural Area","","","","","4"
"Rarely","2016","higher vocational","Urban Area","","","","","4"
"Rarely","2016","higher vocational","Rural Area","","","","","4"
"Rarely","2016","higher education","Urban Area","","","","","4"
"Rarely","2016","higher education","Rural Area","","","","","4"
"Daily","2017","inadequately","Rural Area","","","","","1"
"Daily","2017","general elemantary","Urban Area","","","","","1"
"Daily","2017","general elemantary","Rural Area","","","","","1"
"Daily","2017","middle vocational","Urban Area","","","","","1"
"Daily","2017","middle vocational","Rural Area","","","","","1"
"Daily","2017","vocational + Abi","Urban Area","","","","","1"
"Daily","2017","vocational + Abi","Rural Area","","","","","1"
"Daily","2017","higher vocational","Urban Area","","","","","1"
"Daily","2017","higher vocational","Rural Area","","","","","1"
"Daily","2017","higher education","Urban Area","","","","","1"
"Daily","2017","higher education","Rural Area","","","","","1"
"Daily","2017","in school","Urban Area","","","","","1"
"Daily","2017","in school","Rural Area","","","","","1"
"Daily","2017","inadequately","Urban Area","","","","","1"
"Min 1x per month","2017","inadequately","Rural Area","","","","","3"
"Min 1x per month","2017","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2017","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2017","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2017","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2017","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2017","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2017","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2017","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2017","in school","Urban Area","","","","","3"
"Min 1x per month","2017","in school","Rural Area","","","","","3"
"Min 1x per month","2017","inadequately","Urban Area","","","","","3"
"Min 1x per month","2017","higher education","Urban Area","","","","","3"
"Min 1x per month","2017","higher education","Rural Area","","","","","3"
"Min 1x per week","2017","inadequately","Rural Area","","","","","2"
"Min 1x per week","2017","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2017","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2017","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2017","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2017","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2017","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2017","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2017","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2017","higher education","Urban Area","","","","","2"
"Min 1x per week","2017","higher education","Rural Area","","","","","2"
"Min 1x per week","2017","in school","Urban Area","","","","","2"
"Min 1x per week","2017","in school","Rural Area","","","","","2"
"Min 1x per week","2017","inadequately","Urban Area","","","","","2"
"Never","2017","in school","Urban Area","","","","","5"
"Never","2017","in school","Rural Area","","","","","5"
"Never","2017","inadequately","Urban Area","","","","","5"
"Never","2017","inadequately","Rural Area","","","","","5"
"Never","2017","general elemantary","Urban Area","","","","","5"
"Never","2017","general elemantary","Rural Area","","","","","5"
"Never","2017","middle vocational","Urban Area","","","","","5"
"Never","2017","middle vocational","Rural Area","","","","","5"
"Never","2017","vocational + Abi","Urban Area","","","","","5"
"Never","2017","vocational + Abi","Rural Area","","","","","5"
"Never","2017","higher vocational","Urban Area","","","","","5"
"Never","2017","higher vocational","Rural Area","","","","","5"
"Never","2017","higher education","Urban Area","","","","","5"
"Never","2017","higher education","Rural Area","","","","","5"
"Rarely","2017","in school","Urban Area","","","","","4"
"Rarely","2017","in school","Rural Area","","","","","4"
"Rarely","2017","inadequately","Urban Area","","","","","4"
"Rarely","2017","inadequately","Rural Area","","","","","4"
"Rarely","2017","general elemantary","Urban Area","","","","","4"
"Rarely","2017","general elemantary","Rural Area","","","","","4"
"Rarely","2017","middle vocational","Urban Area","","","","","4"
"Rarely","2017","middle vocational","Rural Area","","","","","4"
"Rarely","2017","vocational + Abi","Urban Area","","","","","4"
"Rarely","2017","vocational + Abi","Rural Area","","","","","4"
"Rarely","2017","higher vocational","Urban Area","","","","","4"
"Rarely","2017","higher vocational","Rural Area","","","","","4"
"Rarely","2017","higher education","Urban Area","","","","","4"
"Rarely","2017","higher education","Rural Area","","","","","4"
"Daily","2018","in school","Urban Area","","","","","1"
"Daily","2018","in school","Rural Area","","","","","1"
"Daily","2018","inadequately","Urban Area","","","","","1"
"Daily","2018","inadequately","Rural Area","","","","","1"
"Daily","2018","general elemantary","Urban Area","","","","","1"
"Daily","2018","general elemantary","Rural Area","","","","","1"
"Daily","2018","middle vocational","Urban Area","","","","","1"
"Daily","2018","middle vocational","Rural Area","","","","","1"
"Daily","2018","vocational + Abi","Urban Area","","","","","1"
"Daily","2018","vocational + Abi","Rural Area","","","","","1"
"Daily","2018","higher vocational","Urban Area","","","","","1"
"Daily","2018","higher vocational","Rural Area","","","","","1"
"Daily","2018","higher education","Urban Area","","","","","1"
"Daily","2018","higher education","Rural Area","","","","","1"
"Min 1x per month","2018","in school","Urban Area","","","","","3"
"Min 1x per month","2018","in school","Rural Area","","","","","3"
"Min 1x per month","2018","inadequately","Urban Area","","","","","3"
"Min 1x per month","2018","inadequately","Rural Area","","","","","3"
"Min 1x per month","2018","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2018","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2018","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2018","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2018","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2018","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2018","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2018","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2018","higher education","Urban Area","","","","","3"
"Min 1x per month","2018","higher education","Rural Area","","","","","3"
"Min 1x per week","2018","in school","Urban Area","","","","","2"
"Min 1x per week","2018","in school","Rural Area","","","","","2"
"Min 1x per week","2018","inadequately","Urban Area","","","","","2"
"Min 1x per week","2018","inadequately","Rural Area","","","","","2"
"Min 1x per week","2018","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2018","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2018","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2018","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2018","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2018","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2018","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2018","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2018","higher education","Urban Area","","","","","2"
"Min 1x per week","2018","higher education","Rural Area","","","","","2"
"Never","2018","in school","Urban Area","","","","","5"
"Never","2018","in school","Rural Area","","","","","5"
"Never","2018","inadequately","Urban Area","","","","","5"
"Never","2018","inadequately","Rural Area","","","","","5"
"Never","2018","general elemantary","Urban Area","","","","","5"
"Never","2018","general elemantary","Rural Area","","","","","5"
"Never","2018","middle vocational","Urban Area","","","","","5"
"Never","2018","middle vocational","Rural Area","","","","","5"
"Never","2018","vocational + Abi","Urban Area","","","","","5"
"Never","2018","vocational + Abi","Rural Area","","","","","5"
"Never","2018","higher vocational","Urban Area","","","","","5"
"Never","2018","higher vocational","Rural Area","","","","","5"
"Never","2018","higher education","Urban Area","","","","","5"
"Never","2018","higher education","Rural Area","","","","","5"
"Rarely","2018","in school","Urban Area","","","","","4"
"Rarely","2018","in school","Rural Area","","","","","4"
"Rarely","2018","inadequately","Urban Area","","","","","4"
"Rarely","2018","inadequately","Rural Area","","","","","4"
"Rarely","2018","general elemantary","Urban Area","","","","","4"
"Rarely","2018","general elemantary","Rural Area","","","","","4"
"Rarely","2018","middle vocational","Urban Area","","","","","4"
"Rarely","2018","middle vocational","Rural Area","","","","","4"
"Rarely","2018","vocational + Abi","Urban Area","","","","","4"
"Rarely","2018","vocational + Abi","Rural Area","","","","","4"
"Rarely","2018","higher vocational","Urban Area","","","","","4"
"Rarely","2018","higher vocational","Rural Area","","","","","4"
"Rarely","2018","higher education","Urban Area","","","","","4"
"Rarely","2018","higher education","Rural Area","","","","","4"
"Daily","2019","general elemantary","Rural Area","748","0.832759924897725","0.808512954598269","0.857006895197182","1"
"Daily","2019","middle vocational","Urban Area","4974","0.811497064925356","0.80179678192542","0.821197347925292","1"
"Daily","2019","middle vocational","Rural Area","3627","0.836591347107124","0.825574714853574","0.847607979360674","1"
"Daily","2019","vocational + Abi","Urban Area","1057","0.746453426038816","0.723983736281673","0.76892311579596","1"
"Daily","2019","vocational + Abi","Rural Area","452","0.749911896074021","0.715260231302485","0.784563560845558","1"
"Daily","2019","higher vocational","Urban Area","677","0.752694565015205","0.724647180408432","0.780741949621978","1"
"Daily","2019","higher vocational","Rural Area","546","0.783217348715397","0.752560905453328","0.813873791977467","1"
"Daily","2019","higher education","Urban Area","2885","0.675492372919207","0.661799352912486","0.689185392925929","1"
"Daily","2019","in school","Urban Area","161","0.74327252438061","0.687540822631283","0.799004226129937","1"
"Daily","2019","in school","Rural Area","52","0.642274364843189","0.540374418797541","0.744174310888837","1"
"Daily","2019","inadequately","Urban Area","221","0.82760869602447","0.781958734399313","0.873258657649627","1"
"Daily","2019","inadequately","Rural Area","100","0.915575549005911","0.863619877288911","0.96753122072291","1"
"Daily","2019","general elemantary","Urban Area","1148","0.83359989570143","0.814194366354715","0.853005425048144","1"
"Daily","2019","higher education","Rural Area","1294","0.699203556859972","0.678615052174051","0.719792061545892","1"
"Min 1x per month","2019","in school","Urban Area","9","","","","3"
"Min 1x per month","2019","in school","Rural Area","4","","","","3"
"Min 1x per month","2019","inadequately","Urban Area","4","","","","3"
"Min 1x per month","2019","inadequately","Rural Area","1","","","","3"
"Min 1x per month","2019","general elemantary","Urban Area","16","","","","3"
"Min 1x per month","2019","general elemantary","Rural Area","14","","","","3"
"Min 1x per month","2019","middle vocational","Urban Area","89","0.0136570999991398","0.0107785413942719","0.0165356586040076","3"
"Min 1x per month","2019","middle vocational","Rural Area","56","0.0138268716252368","0.0103475610986288","0.0173061821518449","3"
"Min 1x per month","2019","vocational + Abi","Urban Area","29","","","","3"
"Min 1x per month","2019","vocational + Abi","Rural Area","15","","","","3"
"Min 1x per month","2019","higher vocational","Urban Area","20","","","","3"
"Min 1x per month","2019","higher vocational","Rural Area","16","","","","3"
"Min 1x per month","2019","higher education","Urban Area","141","0.0269455984070375","0.0222098454330855","0.0316813513809896","3"
"Min 1x per month","2019","higher education","Rural Area","44","0.0253522791289877","0.0182952975700587","0.0324092606879167","3"
"Min 1x per week","2019","in school","Urban Area","54","0.212488140522726","0.160298057355704","0.264678223689748","2"
"Min 1x per week","2019","in school","Rural Area","24","","","","2"
"Min 1x per week","2019","inadequately","Urban Area","18","","","","2"
"Min 1x per week","2019","inadequately","Rural Area","5","","","","2"
"Min 1x per week","2019","general elemantary","Urban Area","173","0.104878570329192","0.0889141105291954","0.120843030129188","2"
"Min 1x per week","2019","general elemantary","Rural Area","102","0.103007174536502","0.0832576967331365","0.122756652339867","2"
"Min 1x per week","2019","middle vocational","Urban Area","873","0.13053692475843","0.122181392317671","0.138892457199189","2"
"Min 1x per week","2019","vocational + Abi","Rural Area","108","0.174189747259005","0.143842179093576","0.204537315424434","2"
"Min 1x per week","2019","higher vocational","Urban Area","156","0.166379425126268","0.142169125090972","0.190589725161563","2"
"Min 1x per week","2019","higher vocational","Rural Area","97","0.142039455189943","0.116067388289923","0.168011522089964","2"
"Min 1x per week","2019","higher education","Urban Area","1155","0.228298985587117","0.216023092711641","0.240574878462593","2"
"Min 1x per week","2019","middle vocational","Rural Area","480","0.111254019319055","0.101884844916842","0.120623193721268","2"
"Min 1x per week","2019","vocational + Abi","Urban Area","282","0.201561318718546","0.180841248405112","0.22228138903198","2"
"Min 1x per week","2019","higher education","Rural Area","444","0.222783705349372","0.204102740515632","0.241464670183113","2"
"Never","2019","in school","Urban Area","2","","","","5"
"Never","2019","in school","Rural Area","1","","","","5"
"Never","2019","inadequately","Urban Area","9","","","","5"
"Never","2019","inadequately","Rural Area","1","","","","5"
"Never","2019","general elemantary","Urban Area","22","","","","5"
"Never","2019","general elemantary","Rural Area","9","","","","5"
"Never","2019","middle vocational","Urban Area","76","0.012043831867726","0.00933842212152832","0.0147492416139237","5"
"Never","2019","middle vocational","Rural Area","29","","","","5"
"Never","2019","vocational + Abi","Urban Area","14","","","","5"
"Never","2019","vocational + Abi","Rural Area","7","","","","5"
"Never","2019","higher vocational","Urban Area","14","","","","5"
"Never","2019","higher vocational","Rural Area","5","","","","5"
"Never","2019","higher education","Urban Area","92","0.0217787850675746","0.0175099249250642","0.026047645210085","5"
"Never","2019","higher education","Rural Area","31","0.013268800230945","0.00813189089229795","0.018405709569592","5"
"Rarely","2019","in school","Urban Area","10","","","","4"
"Rarely","2019","in school","Rural Area","4","","","","4"
"Rarely","2019","inadequately","Urban Area","11","","","","4"
"Rarely","2019","inadequately","Rural Area","3","","","","4"
"Rarely","2019","general elemantary","Urban Area","56","0.032608001841704","0.0233539226872133","0.0418620809961948","4"
"Rarely","2019","general elemantary","Rural Area","37","0.0432331886041511","0.0300190432527924","0.0564473339555099","4"
"Rarely","2019","middle vocational","Urban Area","233","0.0322650784493481","0.0278825328959043","0.0366476240027918","4"
"Rarely","2019","middle vocational","Rural Area","135","0.0307639144054708","0.0256188569602555","0.0359089718506861","4"
"Rarely","2019","vocational + Abi","Urban Area","58","0.0273416246357568","0.0189187726541514","0.0357644766173621","4"
"Rarely","2019","vocational + Abi","Rural Area","18","","","","4"
"Rarely","2019","higher vocational","Urban Area","42","0.0399008284669723","0.0271770777035361","0.0526245792304084","4"
"Rarely","2019","higher education","Urban Area","218","0.0474842580190636","0.0412642997272784","0.0537042163108488","4"
"Rarely","2019","higher education","Rural Area","93","0.0393916584307233","0.0306586887497528","0.0481246281116939","4"
"Rarely","2019","higher vocational","Rural Area","30","0.0481760466943893","0.0322443419099434","0.0641077514788353","4"
