"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Tenant","1987","no migration background","vocational + Abi","","","",""
"Tenant","1987","no migration background","higher vocational","","","",""
"Tenant","1987","no migration background","higher education","","","",""
"Tenant","1987","direct migration background","in school","","","",""
"Tenant","1987","direct migration background","inadequately","","","",""
"Tenant","1987","direct migration background","general elemantary","","","",""
"Tenant","1987","direct migration background","middle vocational","","","",""
"Tenant","1987","direct migration background","vocational + Abi","","","",""
"Tenant","1987","direct migration background","higher vocational","","","",""
"Tenant","1987","direct migration background","higher education","","","",""
"Tenant","1987","indirect migration background","in school","","","",""
"Tenant","1987","indirect migration background","inadequately","","","",""
"Tenant","1987","indirect migration background","general elemantary","","","",""
"Tenant","1987","indirect migration background","middle vocational","","","",""
"Tenant","1987","indirect migration background","vocational + Abi","","","",""
"Tenant","1987","indirect migration background","higher vocational","","","",""
"Tenant","1987","indirect migration background","higher education","","","",""
"Main Tenant","1988","no migration background","in school","46","0.383550753296268","0.298308844212076","0.46879266238046"
"Main Tenant","1988","no migration background","inadequately","41","0.661058702540202","0.547716160978552","0.774401244101852"
"Main Tenant","1988","no migration background","general elemantary","768","0.47695593585155","0.453467372758593","0.500444498944507"
"Main Tenant","1988","no migration background","middle vocational","1771","0.492154332326688","0.476331583317623","0.507977081335752"
"Main Tenant","1988","no migration background","vocational + Abi","87","0.53708174301774","0.462564596346524","0.611598889688957"
"Main Tenant","1988","no migration background","higher vocational","205","0.44680442574673","0.402328442910801","0.491280408582658"
"Main Tenant","1988","no migration background","higher education","288","0.468130199591745","0.428629585347679","0.507630813835811"
"Main Tenant","1988","direct migration background","in school","13","","",""
"Main Tenant","1988","direct migration background","inadequately","574","0.90053975638002","0.877039084855926","0.924040427904114"
"Main Tenant","1988","direct migration background","general elemantary","802","0.754813023920399","0.726984181495248","0.78264186634555"
"Main Tenant","1988","direct migration background","middle vocational","679","0.673119875751531","0.641227413984371","0.70501233751869"
"Main Tenant","1988","direct migration background","vocational + Abi","82","0.840022551161147","0.766691597914851","0.913353504407443"
"Main Tenant","1988","direct migration background","higher vocational","31","0.482149632130817","0.348875987191631","0.615423277070002"
"Main Tenant","1988","direct migration background","higher education","54","0.557125211442954","0.451527255142853","0.662723167743056"
"Main Tenant","1988","indirect migration background","in school","15","","",""
"Main Tenant","1988","indirect migration background","inadequately","10","","",""
"Main Tenant","1988","indirect migration background","general elemantary","66","0.735970428393381","0.640559607456967","0.831381249329796"
"Main Tenant","1988","indirect migration background","middle vocational","68","0.76756624244557","0.679813515262473","0.855318969628667"
"Main Tenant","1988","indirect migration background","vocational + Abi","3","","",""
"Main Tenant","1988","indirect migration background","higher vocational","5","","",""
"Main Tenant","1988","indirect migration background","higher education","4","","",""
"Sub-Tenant","1988","no migration background","in school","1","","",""
"Sub-Tenant","1988","no migration background","inadequately","","","",""
"Sub-Tenant","1988","no migration background","general elemantary","48","0.0306651739606601","0.0225572847388088","0.0387730631825114"
"Sub-Tenant","1988","no migration background","middle vocational","76","0.0221105742251488","0.0174567466061207","0.0267644018441768"
"Sub-Tenant","1988","no migration background","vocational + Abi","4","","",""
"Sub-Tenant","1988","no migration background","higher vocational","6","","",""
"Sub-Tenant","1988","no migration background","higher education","11","","",""
"Sub-Tenant","1988","direct migration background","in school","","","",""
"Sub-Tenant","1988","direct migration background","inadequately","16","","",""
"Sub-Tenant","1988","direct migration background","general elemantary","13","","",""
"Sub-Tenant","1988","direct migration background","middle vocational","11","","",""
"Sub-Tenant","1988","direct migration background","vocational + Abi","3","","",""
"Sub-Tenant","1988","direct migration background","higher vocational","1","","",""
"Sub-Tenant","1988","direct migration background","higher education","1","","",""
"Sub-Tenant","1988","indirect migration background","in school","","","",""
"Sub-Tenant","1988","indirect migration background","inadequately","","","",""
"Sub-Tenant","1988","indirect migration background","general elemantary","","","",""
"Sub-Tenant","1988","indirect migration background","middle vocational","1","","",""
"Sub-Tenant","1988","indirect migration background","vocational + Abi","","","",""
"Sub-Tenant","1988","indirect migration background","higher vocational","","","",""
"Sub-Tenant","1988","indirect migration background","higher education","","","",""
"Owner","1988","no migration background","in school","78","0.612852282936388","0.527461825523489","0.698242740349288"
"Owner","1988","no migration background","inadequately","26","","",""
"Owner","1988","no migration background","general elemantary","921","0.49237889018779","0.468868072625945","0.515889707749635"
