"pld0045","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","secondary school degree","higher vocational","","","",""
"Rarely","2005","secondary school degree","higher education","","","",""
"Rarely","2005","college entrance qualification","in school","","","",""
"Rarely","2005","college entrance qualification","inadequately","","","",""
"Rarely","2005","college entrance qualification","general elemantary","","","",""
"Rarely","2005","college entrance qualification","middle vocational","","","",""
"Rarely","2005","college entrance qualification","vocational + Abi","","","",""
"Rarely","2005","college entrance qualification","higher vocational","","","",""
"Rarely","2005","college entrance qualification","higher education","","","",""
"Rarely","2005","Other degree","in school","","","",""
"Rarely","2005","Other degree","inadequately","","","",""
"Rarely","2005","Other degree","general elemantary","","","",""
"Rarely","2005","Other degree","middle vocational","","","",""
"Rarely","2005","Other degree","vocational + Abi","","","",""
"Rarely","2005","Other degree","higher vocational","","","",""
"Rarely","2005","Other degree","higher education","","","",""
"Rarely","2005","no degree/no degree yet","in school","","","",""
"Rarely","2005","no degree/no degree yet","inadequately","","","",""
"Rarely","2005","no degree/no degree yet","general elemantary","","","",""
"Rarely","2005","no degree/no degree yet","middle vocational","","","",""
"Rarely","2005","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2005","no degree/no degree yet","higher vocational","","","",""
"Rarely","2005","no degree/no degree yet","higher education","","","",""
"Never","2005","lower secondary degree","in school","","","",""
"Never","2005","lower secondary degree","inadequately","","","",""
"Never","2005","lower secondary degree","general elemantary","","","",""
"Never","2005","lower secondary degree","middle vocational","","","",""
"Never","2005","lower secondary degree","vocational + Abi","","","",""
"Never","2005","lower secondary degree","higher vocational","","","",""
"Never","2005","lower secondary degree","higher education","","","",""
"Never","2005","secondary school degree","in school","","","",""
"Never","2005","secondary school degree","inadequately","","","",""
"Never","2005","secondary school degree","general elemantary","","","",""
"Never","2005","secondary school degree","middle vocational","","","",""
"Never","2005","secondary school degree","vocational + Abi","","","",""
"Never","2005","secondary school degree","higher vocational","","","",""
"Never","2005","secondary school degree","higher education","","","",""
"Never","2005","college entrance qualification","in school","","","",""
"Never","2005","college entrance qualification","inadequately","","","",""
"Never","2005","college entrance qualification","general elemantary","","","",""
"Never","2005","college entrance qualification","middle vocational","","","",""
"Never","2005","college entrance qualification","vocational + Abi","","","",""
"Never","2005","college entrance qualification","higher vocational","","","",""
"Never","2005","college entrance qualification","higher education","","","",""
"Never","2005","Other degree","in school","","","",""
"Never","2005","Other degree","inadequately","","","",""
"Never","2005","Other degree","general elemantary","","","",""
"Never","2005","Other degree","middle vocational","","","",""
"Never","2005","Other degree","vocational + Abi","","","",""
"Never","2005","Other degree","higher vocational","","","",""
"Never","2005","Other degree","higher education","","","",""
"Never","2005","no degree/no degree yet","in school","","","",""
"Never","2005","no degree/no degree yet","inadequately","","","",""
"Never","2005","no degree/no degree yet","general elemantary","","","",""
"Never","2005","no degree/no degree yet","middle vocational","","","",""
"Never","2005","no degree/no degree yet","vocational + Abi","","","",""
"Never","2005","no degree/no degree yet","higher vocational","","","",""
"Never","2005","no degree/no degree yet","higher education","","","",""
"Very often","2006","lower secondary degree","in school","","","",""
"Very often","2006","lower secondary degree","inadequately","","","",""
"Very often","2006","lower secondary degree","general elemantary","","","",""
"Very often","2006","lower secondary degree","middle vocational","","","",""
"Very often","2006","lower secondary degree","vocational + Abi","","","",""
"Very often","2006","lower secondary degree","higher vocational","","","",""
"Very often","2006","lower secondary degree","higher education","","","",""
"Very often","2006","secondary school degree","in school","","","",""
"Very often","2006","secondary school degree","inadequately","","","",""
"Very often","2006","secondary school degree","general elemantary","","","",""
"Very often","2006","secondary school degree","middle vocational","","","",""
"Very often","2006","secondary school degree","vocational + Abi","","","",""
"Very often","2006","secondary school degree","higher vocational","","","",""
"Very often","2006","secondary school degree","higher education","","","",""
"Very often","2006","college entrance qualification","in school","","","",""
"Very often","2006","college entrance qualification","inadequately","","","",""
"Very often","2006","college entrance qualification","general elemantary","","","",""
"Very often","2006","college entrance qualification","middle vocational","","","",""
"Very often","2006","college entrance qualification","vocational + Abi","","","",""
"Very often","2006","college entrance qualification","higher vocational","","","",""
"Very often","2006","college entrance qualification","higher education","","","",""
"Very often","2006","Other degree","in school","","","",""
"Very often","2006","Other degree","inadequately","","","",""
"Very often","2006","Other degree","general elemantary","","","",""
"Very often","2006","Other degree","middle vocational","","","",""
"Very often","2006","Other degree","vocational + Abi","","","",""
"Very often","2006","Other degree","higher vocational","","","",""
"Very often","2006","Other degree","higher education","","","",""
"Very often","2006","no degree/no degree yet","in school","","","",""
"Very often","2006","no degree/no degree yet","inadequately","","","",""
"Very often","2006","no degree/no degree yet","general elemantary","","","",""
"Very often","2006","no degree/no degree yet","middle vocational","","","",""
"Very often","2006","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2006","no degree/no degree yet","higher vocational","","","",""
"Very often","2006","no degree/no degree yet","higher education","","","",""
"Often","2006","lower secondary degree","in school","","","",""
"Often","2006","lower secondary degree","inadequately","","","",""
"Often","2006","lower secondary degree","general elemantary","","","",""
"Often","2006","lower secondary degree","middle vocational","","","",""
"Often","2006","lower secondary degree","vocational + Abi","","","",""
"Often","2006","lower secondary degree","higher vocational","","","",""
"Often","2006","lower secondary degree","higher education","","","",""
"Often","2006","secondary school degree","in school","","","",""
"Often","2006","secondary school degree","inadequately","","","",""
"Often","2006","secondary school degree","general elemantary","","","",""
