"pld0043","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2003","Mecklenburg-Western Pomerania","higher vocational","11","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","higher education","50","0.418866773372813","0.336550754691094","0.501182792054533"
"Rarely","2003","Saxony","in school","3","","",""
"Rarely","2003","Saxony","inadequately","","","",""
"Rarely","2003","Saxony","general elemantary","23","","",""
"Rarely","2003","Saxony","middle vocational","269","0.308168411045222","0.277643956856613","0.338692865233831"
"Rarely","2003","Saxony","vocational + Abi","14","","",""
"Rarely","2003","Saxony","higher vocational","48","0.337148884100376","0.257404507751911","0.416893260448841"
"Rarely","2003","Saxony","higher education","113","0.320631349802117","0.273330599174854","0.367932100429379"
"Rarely","2003","Saxony-Anhalt","in school","5","","",""
"Rarely","2003","Saxony-Anhalt","inadequately","1","","",""
"Rarely","2003","Saxony-Anhalt","general elemantary","16","","",""
"Rarely","2003","Saxony-Anhalt","middle vocational","136","0.281329800963873","0.24014964001323","0.322509961914516"
"Rarely","2003","Saxony-Anhalt","vocational + Abi","8","","",""
"Rarely","2003","Saxony-Anhalt","higher vocational","31","0.292802792666","0.202246194465403","0.383359390866596"
"Rarely","2003","Saxony-Anhalt","higher education","82","0.364816773715961","0.301777530410534","0.427856017021389"
"Rarely","2003","Thuringia","in school","1","","",""
"Rarely","2003","Thuringia","inadequately","","","",""
"Rarely","2003","Thuringia","general elemantary","15","","",""
"Rarely","2003","Thuringia","middle vocational","190","0.304226743520808","0.266588902367152","0.341864584674464"
"Rarely","2003","Thuringia","vocational + Abi","6","","",""
"Rarely","2003","Thuringia","higher vocational","34","0.374429659521923","0.265620741625163","0.483238577418683"
"Rarely","2003","Thuringia","higher education","55","0.32458247569591","0.255408863688518","0.393756087703301"
"Never","2003","Schleswig-Holstein","in school","1","","",""
"Never","2003","Schleswig-Holstein","inadequately","3","","",""
"Never","2003","Schleswig-Holstein","general elemantary","27","","",""
"Never","2003","Schleswig-Holstein","middle vocational","51","0.130295692210535","0.0955222502796226","0.165069134141448"
"Never","2003","Schleswig-Holstein","vocational + Abi","2","","",""
"Never","2003","Schleswig-Holstein","higher vocational","3","","",""
"Never","2003","Schleswig-Holstein","higher education","1","","",""
"Never","2003","Hamburg","in school","","","",""
"Never","2003","Hamburg","inadequately","","","",""
"Never","2003","Hamburg","general elemantary","5","","",""
"Never","2003","Hamburg","middle vocational","21","","",""
"Never","2003","Hamburg","vocational + Abi","","","",""
"Never","2003","Hamburg","higher vocational","","","",""
"Never","2003","Hamburg","higher education","6","","",""
"Never","2003","Lower Saxony","in school","","","",""
"Never","2003","Lower Saxony","inadequately","7","","",""
"Never","2003","Lower Saxony","general elemantary","72","0.314039273476593","0.258677777545171","0.369400769408016"
"Never","2003","Lower Saxony","middle vocational","129","0.154744244374521","0.132261142957735","0.177227345791308"
"Never","2003","Lower Saxony","vocational + Abi","12","","",""
"Never","2003","Lower Saxony","higher vocational","13","","",""
"Never","2003","Lower Saxony","higher education","22","","",""
"Never","2003","Bremen","in school","","","",""
"Never","2003","Bremen","inadequately","","","",""
"Never","2003","Bremen","general elemantary","6","","",""
"Never","2003","Bremen","middle vocational","17","","",""
"Never","2003","Bremen","vocational + Abi","1","","",""
"Never","2003","Bremen","higher vocational","1","","",""
"Never","2003","Bremen","higher education","2","","",""
"Never","2003","North Rhine-Westphalia","in school","2","","",""
"Never","2003","North Rhine-Westphalia","inadequately","34","0.334136443279955","0.242146161330506","0.426126725229403"
"Never","2003","North Rhine-Westphalia","general elemantary","161","0.303264226836761","0.266267322127969","0.340261131545553"
"Never","2003","North Rhine-Westphalia","middle vocational","421","0.216705629928048","0.199727127136142","0.233684132719954"
"Never","2003","North Rhine-Westphalia","vocational + Abi","35","0.0912015512856887","0.0607341135500295","0.121668989021348"
"Never","2003","North Rhine-Westphalia","higher vocational","46","0.17143686827305","0.131077849197063","0.211795887349037"
"Never","2003","North Rhine-Westphalia","higher education","74","0.100158748820795","0.0799528785880482","0.120364619053541"
"Never","2003","Hesse","in school","3","","",""
"Never","2003","Hesse","inadequately","5","","",""
"Never","2003","Hesse","general elemantary","65","0.346970217148536","0.281809815328531","0.412130618968542"
"Never","2003","Hesse","middle vocational","120","0.184281165991764","0.155456358908844","0.213105973074683"
"Never","2003","Hesse","vocational + Abi","15","","",""
"Never","2003","Hesse","higher vocational","6","","",""
"Never","2003","Hesse","higher education","26","","",""
"Never","2003","Rhineland-Palatinate,Saarland","in school","1","","",""
"Never","2003","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"Never","2003","Rhineland-Palatinate,Saarland","general elemantary","71","0.331509151791888","0.269998217143377","0.393020086440399"
"Never","2003","Rhineland-Palatinate,Saarland","middle vocational","148","0.219205847712775","0.18817939800708","0.250232297418469"
"Never","2003","Rhineland-Palatinate,Saarland","vocational + Abi","6","","",""
"Never","2003","Rhineland-Palatinate,Saarland","higher vocational","20","","",""
"Never","2003","Rhineland-Palatinate,Saarland","higher education","21","","",""
"Never","2003","Baden-Württemberg","in school","3","","",""
"Never","2003","Baden-Württemberg","inadequately","21","","",""
"Never","2003","Baden-Württemberg","general elemantary","131","0.295926288028088","0.254076734513423","0.337775841542754"
"Never","2003","Baden-Württemberg","middle vocational","236","0.191361679128092","0.169606737763724","0.213116620492459"
"Never","2003","Baden-Württemberg","vocational + Abi","26","","",""
"Never","2003","Baden-Württemberg","higher vocational","22","","",""
"Never","2003","Baden-Württemberg","higher education","35","0.0815037756284964","0.0567942055594234","0.106213345697569"
"Never","2003","Bavaria","in school","1","","",""
"Never","2003","Bavaria","inadequately","10","","",""
"Never","2003","Bavaria","general elemantary","115","0.346661911052137","0.299550391771368","0.393773430332906"
"Never","2003","Bavaria","middle vocational","289","0.217399077113316","0.197442188820135","0.237355965406497"
"Never","2003","Bavaria","vocational + Abi","16","","",""
"Never","2003","Bavaria","higher vocational","40","0.20746191719023","0.156790879189477","0.258132955190982"
"Never","2003","Bavaria","higher education","54","0.109927355697404","0.0846014549608108","0.135253256433997"
"Never","2003","Berlin","in school","","","",""
"Never","2003","Berlin","inadequately","4","","",""
"Never","2003","Berlin","general elemantary","17","","",""
"Never","2003","Berlin","middle vocational","54","0.186437980605061","0.145460440730662","0.22741552047946"
"Never","2003","Berlin","vocational + Abi","5","","",""
"Never","2003","Berlin","higher vocational","7","","",""
"Never","2003","Berlin","higher education","16","","",""
"Never","2003","Brandenburg","in school","","","",""
"Never","2003","Brandenburg","inadequately","1","","",""
"Never","2003","Brandenburg","general elemantary","30","0.387828321271958","0.277554141445491","0.498102501098426"
"Never","2003","Brandenburg","middle vocational","103","0.239403019827899","0.200450124948407","0.27835591470739"
"Never","2003","Brandenburg","vocational + Abi","5","","",""
"Never","2003","Brandenburg","higher vocational","15","","",""
"Never","2003","Brandenburg","higher education","27","","",""
"Never","2003","Mecklenburg-Western Pomerania","in school","","","",""
"Never","2003","Mecklenburg-Western Pomerania","inadequately","2","","",""
"Never","2003","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"Never","2003","Mecklenburg-Western Pomerania","middle vocational","63","0.276009083181382","0.222982332762221","0.329035833600543"
"Never","2003","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Never","2003","Mecklenburg-Western Pomerania","higher vocational","6","","",""
"Never","2003","Mecklenburg-Western Pomerania","higher education","6","","",""
"Never","2003","Saxony","in school","1","","",""
"Never","2003","Saxony","inadequately","2","","",""
"Never","2003","Saxony","general elemantary","37","0.329167589183847","0.245091399775951","0.413243778591743"
"Never","2003","Saxony","middle vocational","194","0.232798671070128","0.204860461219886","0.26073688092037"
"Never","2003","Saxony","vocational + Abi","4","","",""
"Never","2003","Saxony","higher vocational","18","","",""
"Never","2003","Saxony","higher education","30","0.0916143723168114","0.062377613691907","0.120851130941716"
"Never","2003","Saxony-Anhalt","in school","","","",""
"Never","2003","Saxony-Anhalt","inadequately","1","","",""
"Never","2003","Saxony-Anhalt","general elemantary","25","","",""
"Never","2003","Saxony-Anhalt","middle vocational","120","0.296310974409665","0.254491399943125","0.338130548876206"
"Never","2003","Saxony-Anhalt","vocational + Abi","3","","",""
"Never","2003","Saxony-Anhalt","higher vocational","25","","",""
"Never","2003","Saxony-Anhalt","higher education","25","","",""
"Never","2003","Thuringia","in school","","","",""
"Never","2003","Thuringia","inadequately","1","","",""
"Never","2003","Thuringia","general elemantary","20","","",""
"Never","2003","Thuringia","middle vocational","128","0.273528640303919","0.237061408567747","0.309995872040092"
"Never","2003","Thuringia","vocational + Abi","2","","",""
"Never","2003","Thuringia","higher vocational","12","","",""
"Never","2003","Thuringia","higher education","17","","",""
"Very often","2004","Schleswig-Holstein","in school","","","",""
"Very often","2004","Schleswig-Holstein","inadequately","","","",""
"Very often","2004","Schleswig-Holstein","general elemantary","","","",""
"Very often","2004","Schleswig-Holstein","middle vocational","","","",""
"Very often","2004","Schleswig-Holstein","vocational + Abi","","","",""
"Very often","2004","Schleswig-Holstein","higher vocational","","","",""
"Very often","2004","Schleswig-Holstein","higher education","","","",""
"Very often","2004","Hamburg","in school","","","",""
"Very often","2004","Hamburg","inadequately","","","",""
"Very often","2004","Hamburg","general elemantary","","","",""
"Very often","2004","Hamburg","middle vocational","","","",""
"Very often","2004","Hamburg","vocational + Abi","","","",""
"Very often","2004","Hamburg","higher vocational","","","",""
"Very often","2004","Hamburg","higher education","","","",""
"Very often","2004","Lower Saxony","in school","","","",""
"Very often","2004","Lower Saxony","inadequately","","","",""
"Very often","2004","Lower Saxony","general elemantary","","","",""
"Very often","2004","Lower Saxony","middle vocational","","","",""
"Very often","2004","Lower Saxony","vocational + Abi","","","",""
"Very often","2004","Lower Saxony","higher vocational","","","",""
"Very often","2004","Lower Saxony","higher education","","","",""
"Very often","2004","Bremen","in school","","","",""
"Very often","2004","Bremen","inadequately","","","",""
"Very often","2004","Bremen","general elemantary","","","",""
"Very often","2004","Bremen","middle vocational","","","",""
"Very often","2004","Bremen","vocational + Abi","","","",""
"Very often","2004","Bremen","higher vocational","","","",""
"Very often","2004","Bremen","higher education","","","",""
"Very often","2004","North Rhine-Westphalia","in school","","","",""
"Very often","2004","North Rhine-Westphalia","inadequately","","","",""
"Very often","2004","North Rhine-Westphalia","general elemantary","","","",""
"Very often","2004","North Rhine-Westphalia","middle vocational","","","",""
"Very often","2004","North Rhine-Westphalia","vocational + Abi","","","",""
"Very often","2004","North Rhine-Westphalia","higher vocational","","","",""
"Very often","2004","North Rhine-Westphalia","higher education","","","",""
"Very often","2004","Hesse","in school","","","",""
"Very often","2004","Hesse","inadequately","","","",""
"Very often","2004","Hesse","general elemantary","","","",""
"Very often","2004","Hesse","middle vocational","","","",""
"Very often","2004","Hesse","vocational + Abi","","","",""
"Very often","2004","Hesse","higher vocational","","","",""
"Very often","2004","Hesse","higher education","","","",""
