"ple0044_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2017","35-65 y.","middle vocational","4743","0.66606027476291","0.654978822302708","0.677141727223113","2"
"No","2017","35-65 y.","vocational + Abi","1056","0.707454627229318","0.684688910715404","0.730220343743232","2"
"No","2017","35-65 y.","higher vocational","685","0.629090900499263","0.600025196613797","0.658156604384729","2"
"No","2017","35-65 y.","higher education","2824","0.672073889414307","0.65784049722984","0.686307281598774","2"
"No","2017","66 and older","in school","","","","","2"
"No","2017","66 and older","inadequately","41","0.937611414625715","0.865321472784486","1.00990135646694","2"
"No","2017","66 and older","general elemantary","597","0.961135693007763","0.945934764805008","0.976336621210519","2"
"No","2017","66 and older","middle vocational","2434","0.949094512782957","0.940598129746373","0.95759089581954","2"
"No","2017","66 and older","vocational + Abi","126","0.923503088120199","0.879317380080714","0.967688796159683","2"
"No","2017","66 and older","higher vocational","316","0.906837426476483","0.876211058378047","0.93746379457492","2"
"No","2017","66 and older","higher education","1148","0.920676591232883","0.905754934209314","0.935598248256452","2"
"Yes","2017","35-65 y.","vocational + Abi","478","0.292545372770682","0.269779656256768","0.315311089284596","1"
"Yes","2017","35-65 y.","higher vocational","376","0.370909099500737","0.341843395615271","0.399974803386203","1"
"Yes","2017","35-65 y.","higher education","1355","0.327926110585693","0.313692718401226","0.342159502770161","1"
"Yes","2017","66 and older","general elemantary","24","","","","1"
"Yes","2017","66 and older","higher education","112","0.0793234087671169","0.064401751743548","0.0942450657906857","1"
"Yes","2017","35-65 y.","middle vocational","2215","0.33393972523709","0.322858272776887","0.345021177697293","1"
"Yes","2017","66 and older","inadequately","2","","","","1"
"Yes","2017","66 and older","middle vocational","137","0.0509054872170435","0.0424091041804604","0.0594018702536267","1"
"Yes","2017","35-65 y.","in school","1","","","","1"
"Yes","2017","35-65 y.","inadequately","48","0.141972149881321","0.100570367409281","0.183373932353361","1"
"Yes","2017","35-65 y.","general elemantary","315","0.270098247010626","0.244221488393263","0.295975005627989","1"
"Yes","2017","66 and older","vocational + Abi","13","","","","1"
"Yes","2017","66 and older","higher vocational","30","0.0931625735235165","0.0625362054250802","0.123788941621953","1"
"Yes","2017","16-34 y.","middle vocational","639","0.262213930132801","0.2448329748215","0.279594885444102","1"
"Yes","2017","66 and older","in school","","","","","1"
"Yes","2017","16-34 y.","general elemantary","216","0.253397970645025","0.226124088567725","0.280671852722324","1"
"Yes","2017","16-34 y.","vocational + Abi","145","0.282951278057899","0.244603489930501","0.321299066185298","1"
"Yes","2017","16-34 y.","higher vocational","28","","","","1"
"Yes","2017","16-34 y.","in school","35","0.0839591914197067","0.0570823659319609","0.110836016907453","1"
"Yes","2017","16-34 y.","higher education","338","0.30854399389028","0.280592747918773","0.336495239861786","1"
"Yes","2017","16-34 y.","inadequately","25","","","","1"
"No","2018","16-34 y.","in school","318","0.936492263719565","0.910721084977347","0.962263442461783","2"
"No","2018","16-34 y.","inadequately","116","0.725499417308157","0.653844644039855","0.797154190576459","2"
"No","2018","16-34 y.","general elemantary","758","0.797992955421485","0.772595204444546","0.823390706398423","2"
"No","2018","16-34 y.","middle vocational","1684","0.726391036504207","0.708067754759395","0.744714318249019","2"
"No","2018","16-34 y.","vocational + Abi","370","0.735402497989682","0.696776061097398","0.774028934881965","2"
"No","2018","16-34 y.","higher vocational","96","0.798459181240397","0.72785261077564","0.869065751705153","2"
"No","2018","16-34 y.","higher education","722","0.688590748512276","0.660528103934671","0.716653393089881","2"
"No","2018","35-65 y.","in school","1","","","","2"
"No","2018","35-65 y.","inadequately","240","0.85190154923511","0.811091082819752","0.892712015650469","2"
"No","2018","35-65 y.","general elemantary","765","0.707170404294281","0.680080780598727","0.734260027989835","2"
"No","2018","35-65 y.","middle vocational","4504","0.686744362542331","0.67550762428375","0.697981100800911","2"
"No","2018","35-65 y.","vocational + Abi","991","0.7091145836819","0.685697470761007","0.732531696602793","2"
"No","2018","35-65 y.","higher vocational","614","0.629317030454507","0.598843659847182","0.659790401061832","2"
"No","2018","35-65 y.","higher education","2699","0.701348584828743","0.68706527394655","0.715631895710936","2"
"No","2018","66 and older","in school","","","","","2"
"No","2018","66 and older","inadequately","36","0.923399521046879","0.838839154326503","1.00795988776726","2"
"No","2018","66 and older","general elemantary","578","0.949985907050356","0.932573667829633","0.967398146271079","2"
"No","2018","66 and older","middle vocational","2416","0.947131541902679","0.938454811351686","0.955808272453673","2"
"No","2018","66 and older","vocational + Abi","146","0.937182451767258","0.898984963434315","0.975379940100202","2"
"No","2018","66 and older","higher vocational","327","0.911916714462447","0.882393013299417","0.941440415625477","2"
"No","2018","66 and older","higher education","1185","0.917552036875904","0.902542802024053","0.932561271727756","2"
"Yes","2018","35-65 y.","vocational + Abi","454","0.2908854163181","0.267468303397207","0.314302529238993","1"
"Yes","2018","35-65 y.","higher vocational","351","0.370682969545493","0.340209598938168","0.401156340152818","1"
"Yes","2018","35-65 y.","higher education","1245","0.298651415171257","0.284368104289064","0.312934726053451","1"
"Yes","2018","66 and older","general elemantary","24","","","","1"
"Yes","2018","66 and older","higher education","105","0.0824479631240958","0.0674387282722443","0.0974571979759472","1"
"Yes","2018","66 and older","vocational + Abi","9","","","","1"
"Yes","2018","35-65 y.","inadequately","51","0.14809845076489","0.107287984349531","0.188908917180248","1"
"Yes","2018","35-65 y.","middle vocational","2041","0.313255637457669","0.302018899199089","0.32449237571625","1"
"Yes","2018","66 and older","higher vocational","27","","","","1"
"Yes","2018","35-65 y.","in school","","","","","1"
"Yes","2018","35-65 y.","general elemantary","319","0.292829595705719","0.265739972010165","0.319919219401273","1"
"Yes","2018","66 and older","middle vocational","139","0.0528684580973207","0.0441917275463272","0.0615451886483143","1"
"Yes","2018","66 and older","inadequately","2","","","","1"
"Yes","2018","16-34 y.","middle vocational","590","0.273608963495793","0.255285681750981","0.291932245240605","1"
"Yes","2018","66 and older","in school","","","","","1"
"Yes","2018","16-34 y.","in school","26","","","","1"
"Yes","2018","16-34 y.","general elemantary","202","0.202007044578515","0.176609293601577","0.227404795555454","1"
"Yes","2018","16-34 y.","inadequately","33","0.274500582691843","0.202845809423541","0.346155355960145","1"
"Yes","2018","16-34 y.","higher vocational","28","","","","1"
"Yes","2018","16-34 y.","higher education","324","0.311409251487724","0.283346606910119","0.339471896065329","1"
"Yes","2018","16-34 y.","vocational + Abi","131","0.264597502010318","0.225971065118035","0.303223938902602","1"
"No","2019","16-34 y.","in school","302","0.956692451907634","0.93473109889359","0.978653804921677","2"
"No","2019","16-34 y.","inadequately","88","0.800379954689224","0.72428684461005","0.876473064768398","2"
"No","2019","16-34 y.","general elemantary","652","0.772768800566658","0.744174473061346","0.801363128071969","2"
"No","2019","16-34 y.","middle vocational","1534","0.733940365546063","0.714797407318884","0.753083323773241","2"
"No","2019","16-34 y.","vocational + Abi","333","0.745831534277177","0.705737459637956","0.785925608916399","2"
"No","2019","16-34 y.","higher vocational","99","0.699511038041632","0.621593751803052","0.777428324280212","2"
"No","2019","16-34 y.","higher education","714","0.72699842964409","0.69927534417236","0.75472151511582","2"
"No","2019","35-65 y.","in school","","","","","2"
"No","2019","35-65 y.","inadequately","207","0.869323116691317","0.827459338993525","0.911186894389109","2"
"No","2019","35-65 y.","general elemantary","714","0.737041862931833","0.709823973516246","0.764259752347421","2"
"No","2019","35-65 y.","middle vocational","4328","0.693187826156377","0.681862776048663","0.704512876264092","2"
"No","2019","35-65 y.","vocational + Abi","1054","0.718541019484473","0.695948009052736","0.741134029916211","2"
"No","2019","35-65 y.","higher vocational","711","0.661249396711312","0.633556119971183","0.688942673451441","2"
"No","2019","35-65 y.","higher education","2894","0.689185978693411","0.675642289645616","0.702729667741205","2"
"No","2019","66 and older","in school","","","","","2"
"No","2019","66 and older","inadequately","31","0.873935224768699","0.763971214951594","0.983899234585804","2"
"No","2019","66 and older","general elemantary","523","0.954376804666334","0.937047813485616","0.971705795847051","2"
"No","2019","66 and older","middle vocational","2391","0.945401780298781","0.936635089549085","0.954168471048478","2"
"No","2019","66 and older","vocational + Abi","144","0.89892273990204","0.853342000696566","0.944503479107515","2"
"No","2019","66 and older","higher vocational","335","0.890221137140232","0.8590349160438","0.921407358236664","2"
"No","2019","66 and older","higher education","1252","0.910938613904372","0.896308197586915","0.925569030221828","2"
"Yes","2019","66 and older","higher education","204","0.0890613860956284","0.0744309697781719","0.103691802413085","1"
"Yes","2019","35-65 y.","vocational + Abi","468","0.281458980515527","0.258865970083789","0.304051990947264","1"
"Yes","2019","35-65 y.","higher vocational","411","0.338750603288688","0.311057326548559","0.366443880028817","1"
"Yes","2019","35-65 y.","higher education","1592","0.310814021306589","0.297270332258795","0.324357710354384","1"
"Yes","2019","66 and older","higher vocational","51","0.109778862859768","0.0785926417633365","0.1409650839562","1"
"Yes","2019","66 and older","general elemantary","34","0.0456231953336662","0.0282942041529489","0.0629521865143834","1"
"Yes","2019","66 and older","vocational + Abi","24","","","","1"
"Yes","2019","66 and older","middle vocational","189","0.054598219701219","0.0458315289515225","0.0633649104509156","1"
"Yes","2019","35-65 y.","in school","","","","","1"
"Yes","2019","35-65 y.","inadequately","42","0.130676883308683","0.0888131056108914","0.172540661006475","1"
"Yes","2019","35-65 y.","general elemantary","291","0.262958137068167","0.235740247652579","0.290176026483754","1"
"Yes","2019","35-65 y.","middle vocational","2042","0.306812173843623","0.295487123735908","0.318137223951337","1"
"Yes","2019","66 and older","inadequately","4","","","","1"
"Yes","2019","66 and older","in school","","","","","1"
"Yes","2019","16-34 y.","general elemantary","173","0.227231199433342","0.198636871928031","0.255825526938654","1"
"Yes","2019","16-34 y.","middle vocational","513","0.266059634453937","0.246916676226759","0.285202592681116","1"
"Yes","2019","16-34 y.","in school","28","","","","1"
"Yes","2019","16-34 y.","higher education","278","0.27300157035591","0.24527848488418","0.30072465582764","1"
"Yes","2019","16-34 y.","inadequately","18","","","","1"
"Yes","2019","16-34 y.","vocational + Abi","120","0.254168465722823","0.214074391083601","0.294262540362044","1"
"Yes","2019","16-34 y.","higher vocational","34","0.300488961958368","0.222571675719788","0.378406248196948","1"
