"ple0044_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","(Married) couple without C. ","no migration background","1172","0.213961855624728","0.203671329791185","0.224252381458271","1"
"Yes","2016","(Married) couple without C. ","direct migration background","273","0.234280412186128","0.208338559974625","0.260222264397631","1"
"Yes","2016","(Married) couple without C. ","indirect migration background","56","0.344528398246915","0.275864472103415","0.413192324390414","1"
"Yes","2016","Single parent ","no migration background","379","0.223984174476225","0.203581370110277","0.244386978842173","1"
"Yes","2016","Single parent ","direct migration background","81","0.297940184402547","0.24618676342283","0.349693605382265","1"
"Yes","2016","Single parent ","indirect migration background","45","0.188648836107853","0.136595361906343","0.240702310309363","1"
"Yes","2016","Couple + C. LE 16 ","no migration background","1190","0.313961526452","0.298775843592066","0.329147209311934","1"
"Yes","2016","Couple + C. LE 16 ","direct migration background","577","0.354246890802255","0.331524470455426","0.376969311149085","1"
"Yes","2016","Couple + C. LE 16 ","indirect migration background","149","0.306174300631302","0.264372093868393","0.347976507394212","1"
"Yes","2016","Couple + C. GT 16 ","indirect migration background","64","0.279248326793566","0.216441308701179","0.342055344885953","1"
"Yes","2016","Couple + C. LE and GT 16","no migration background","438","0.343000948602146","0.317146026202469","0.368855871001822","1"
"Yes","2016","Couple + C. LE and GT 16","indirect migration background","66","0.230657062548185","0.177250760866476","0.284063364229893","1"
"Yes","2016","Couple + C. GT 16 ","no migration background","680","0.333993021354564","0.313506543886701","0.354479498822426","1"
"Yes","2016","Couple + C. LE and GT 16","direct migration background","166","0.287771903969592","0.249481081565761","0.326062726373422","1"
"Yes","2016","Couple + C. GT 16 ","direct migration background","172","0.311351373688168","0.270845270167583","0.351857477208753","1"
"No","2017","1-pers.-HH","no migration background","2628","0.80541899223343","0.791852456087238","0.818985528379623","2"
"No","2017","1-pers.-HH","direct migration background","341","0.704042894377804","0.662328771057559","0.745757017698049","2"
"No","2017","1-pers.-HH","indirect migration background","141","0.765811197148516","0.704115805878375","0.827506588418656","2"
"No","2017","(Married) couple without C. ","no migration background","5572","0.787693088857211","0.778066345423265","0.797319832291156","2"
"No","2017","(Married) couple without C. ","direct migration background","763","0.787473243087312","0.762105019455117","0.812841466719507","2"
"No","2017","(Married) couple without C. ","indirect migration background","157","0.715007245692672","0.656668605266712","0.773345886118631","2"
"No","2017","Single parent ","no migration background","1331","0.776994113697891","0.757287604069849","0.796700623325933","2"
"No","2017","Single parent ","direct migration background","200","0.721877634703062","0.669488083086238","0.774267186319886","2"
"No","2017","Single parent ","indirect migration background","178","0.798206328844038","0.745293216393929","0.851119441294147","2"
"No","2017","Couple + C. LE 16 ","no migration background","2667","0.721646800176927","0.707460064049663","0.735833536304191","2"
"No","2017","Couple + C. LE 16 ","direct migration background","1043","0.669064690350695","0.645862704554486","0.692266676146904","2"
"No","2017","Couple + C. LE 16 ","indirect migration background","339","0.685051354892134","0.643497730547754","0.726604979236514","2"
"No","2017","Couple + C. GT 16 ","no migration background","1743","0.6943305080083","0.676136639287308","0.712524376729292","2"
"No","2017","Couple + C. GT 16 ","direct migration background","346","0.647599478957422","0.606735565523019","0.688463392391825","2"
"No","2017","Couple + C. GT 16 ","indirect migration background","166","0.740461138278883","0.684412315821166","0.796509960736601","2"
"No","2017","Couple + C. LE and GT 16","no migration background","1031","0.685661970523665","0.662105122839196","0.709218818208134","2"
"No","2017","Couple + C. LE and GT 16","direct migration background","333","0.661575461311635","0.619764884737058","0.703386037886212","2"
"No","2017","Couple + C. LE and GT 16","indirect migration background","187","0.783139614870948","0.730561888913425","0.83571734082847","2"
"Yes","2017","1-pers.-HH","no migration background","643","0.19458100776657","0.181014471620377","0.208147543912762","1"
"Yes","2017","1-pers.-HH","direct migration background","119","0.295957105622196","0.254242982301951","0.337671228942441","1"
"Yes","2017","1-pers.-HH","indirect migration background","40","0.234188802851484","0.172493411581344","0.295884194121625","1"
"Yes","2017","(Married) couple without C. ","no migration background","1360","0.212306911142789","0.202680167708844","0.221933654576734","1"
"Yes","2017","(Married) couple without C. ","direct migration background","236","0.212526756912688","0.187158533280493","0.237894980544883","1"
"Yes","2017","(Married) couple without C. ","indirect migration background","73","0.284992754307328","0.226654113881369","0.343331394733288","1"
"Yes","2017","Single parent ","no migration background","383","0.223005886302109","0.203299376674067","0.242712395930151","1"
"Yes","2017","Single parent ","direct migration background","81","0.278122365296938","0.225732813680114","0.330511916913762","1"
"Yes","2017","Single parent ","indirect migration background","43","0.201793671155962","0.148880558705853","0.254706783606071","1"
"Yes","2017","Couple + C. LE 16 ","no migration background","1167","0.278353199823073","0.264166463695809","0.292539935950337","1"
"Yes","2017","Couple + C. LE 16 ","direct migration background","537","0.330935309649305","0.307733323853096","0.354137295445514","1"
"Yes","2017","Couple + C. LE 16 ","indirect migration background","141","0.314948645107866","0.273395020763486","0.356502269452246","1"
"Yes","2017","Couple + C. GT 16 ","indirect migration background","69","0.259538861721117","0.203490039263399","0.315587684178834","1"
"Yes","2017","Couple + C. LE and GT 16","no migration background","461","0.314338029476335","0.290781181791866","0.337894877160804","1"
"Yes","2017","Couple + C. GT 16 ","no migration background","720","0.3056694919917","0.287475623270708","0.323863360712692","1"
"Yes","2017","Couple + C. GT 16 ","direct migration background","179","0.352400521042578","0.311536607608175","0.393264434476981","1"
"Yes","2017","Couple + C. LE and GT 16","indirect migration background","49","0.216860385129052","0.16428265917153","0.269438111086575","1"
"Yes","2017","Couple + C. LE and GT 16","direct migration background","159","0.338424538688365","0.296613962113788","0.380235115262942","1"
"No","2018","1-pers.-HH","no migration background","2782","0.822617356297091","0.80977552369056","0.835459188903622","2"
"No","2018","1-pers.-HH","direct migration background","357","0.739416837925471","0.70010727842071","0.778726397430232","2"
"No","2018","1-pers.-HH","indirect migration background","150","0.665593906388441","0.601785161290149","0.729402651486733","2"
"No","2018","(Married) couple without C. ","no migration background","5416","0.797435315289907","0.787828130725293","0.80704249985452","2"
"No","2018","(Married) couple without C. ","direct migration background","742","0.7896503603657","0.76419857331781","0.81510214741359","2"
"No","2018","(Married) couple without C. ","indirect migration background","170","0.76778618552245","0.712736094096581","0.822836276948319","2"
"No","2018","Single parent ","no migration background","1306","0.770485449148905","0.750328848693486","0.790642049604324","2"
"No","2018","Single parent ","direct migration background","223","0.723925586259491","0.673588645307517","0.774262527211465","2"
"No","2018","Single parent ","indirect migration background","173","0.738048385701094","0.679680655997584","0.796416115404603","2"
"No","2018","Couple + C. LE 16 ","no migration background","2495","0.723752534725791","0.709076740242114","0.738428329209468","2"
"No","2018","Couple + C. LE 16 ","direct migration background","943","0.674804432175847","0.650361919095241","0.699246945256452","2"
"No","2018","Couple + C. LE 16 ","indirect migration background","325","0.687215367007718","0.643895123615977","0.73053561039946","2"
"No","2018","Couple + C. GT 16 ","no migration background","1612","0.703927609834156","0.685245998221305","0.722609221447008","2"
"No","2018","Couple + C. GT 16 ","direct migration background","307","0.681313484647414","0.638823904540729","0.723803064754099","2"
"No","2018","Couple + C. GT 16 ","indirect migration background","150","0.741532928639809","0.683682766280709","0.799383090998909","2"
"No","2018","Couple + C. LE and GT 16","no migration background","970","0.694005201892005","0.66979675889544","0.718213644888571","2"
"No","2018","Couple + C. LE and GT 16","direct migration background","339","0.674060625679605","0.633139203743898","0.714982047615312","2"
"No","2018","Couple + C. LE and GT 16","indirect migration background","205","0.743974180137083","0.69267073763817","0.795277622635996","2"
"Yes","2018","1-pers.-HH","no migration background","617","0.177382643702909","0.164540811096378","0.190224476309439","1"
"Yes","2018","1-pers.-HH","direct migration background","122","0.260583162074529","0.221273602569768","0.29989272157929","1"
"Yes","2018","1-pers.-HH","indirect migration background","60","0.334406093611559","0.270597348513267","0.398214838709851","1"
"Yes","2018","(Married) couple without C. ","no migration background","1307","0.202564684710094","0.19295750014548","0.212171869274707","1"
"Yes","2018","(Married) couple without C. ","direct migration background","243","0.2103496396343","0.18489785258641","0.23580142668219","1"
"Yes","2018","(Married) couple without C. ","indirect migration background","56","0.23221381447755","0.177163723051681","0.287263905903419","1"
"Yes","2018","Single parent ","no migration background","366","0.229514550851095","0.209357950395676","0.249671151306514","1"
"Yes","2018","Single parent ","direct migration background","80","0.276074413740509","0.225737472788535","0.326411354692483","1"
"Yes","2018","Couple + C. LE 16 ","no migration background","1071","0.276247465274209","0.261571670790532","0.290923259757886","1"
"Yes","2018","Couple + C. LE 16 ","direct migration background","468","0.325195567824153","0.300753054743548","0.349638080904759","1"
"Yes","2018","Couple + C. GT 16 ","indirect migration background","70","0.258467071360191","0.200616909001091","0.316317233719291","1"
"Yes","2018","Single parent ","indirect migration background","45","0.261951614298906","0.203583884595397","0.320319344002416","1"
"Yes","2018","Couple + C. LE 16 ","indirect migration background","115","0.312784632992282","0.26946438960054","0.356104876384023","1"
"Yes","2018","Couple + C. LE and GT 16","no migration background","422","0.305994798107995","0.281786355111429","0.33020324110456","1"
"Yes","2018","Couple + C. GT 16 ","direct migration background","155","0.318686515352586","0.276196935245902","0.361176095459271","1"
"Yes","2018","Couple + C. GT 16 ","no migration background","682","0.296072390165844","0.277390778552992","0.314754001778695","1"
"Yes","2018","Couple + C. LE and GT 16","direct migration background","165","0.325939374320395","0.285017952384688","0.366860796256102","1"
"Yes","2018","Couple + C. LE and GT 16","indirect migration background","73","0.256025819862917","0.204722377364004","0.30732926236183","1"
"No","2019","1-pers.-HH","no migration background","2854","0.82675035290002","0.814316450019661","0.83918425578038","2"
"No","2019","1-pers.-HH","direct migration background","335","0.786943230284204","0.748059970907226","0.825826489661183","2"
"No","2019","1-pers.-HH","indirect migration background","157","0.663879499336928","0.602018602545702","0.725740396128153","2"
"No","2019","(Married) couple without C. ","no migration background","5602","0.799827571167799","0.790619691604573","0.809035450731025","2"
"No","2019","(Married) couple without C. ","direct migration background","687","0.783265969318127","0.756670919178155","0.8098610194581","2"
"No","2019","(Married) couple without C. ","indirect migration background","183","0.701744327811505","0.647771228008924","0.755717427614086","2"
"No","2019","Single parent ","no migration background","1186","0.775638858110915","0.75494458199123","0.7963331342306","2"
"No","2019","Single parent ","direct migration background","199","0.719961596994749","0.666303481862616","0.773619712126881","2"
"No","2019","Single parent ","indirect migration background","167","0.843015158923124","0.793094586319894","0.892935731526353","2"
"No","2019","Couple + C. LE 16 ","no migration background","2439","0.716721654784256","0.701903519206604","0.731539790361908","2"
"No","2019","Couple + C. LE 16 ","direct migration background","770","0.654157643131922","0.626797883205688","0.681517403058157","2"
"No","2019","Couple + C. LE 16 ","indirect migration background","301","0.69737611503211","0.653283566756638","0.741468663307582","2"
"No","2019","Couple + C. GT 16 ","no migration background","1578","0.721830561726902","0.703429470823318","0.740231652630486","2"
"No","2019","Couple + C. GT 16 ","direct migration background","279","0.69869578297912","0.65486757547387","0.74252399048437","2"
"No","2019","Couple + C. GT 16 ","indirect migration background","162","0.744580815816696","0.688705133405926","0.800456498227467","2"
"No","2019","Couple + C. LE and GT 16","no migration background","981","0.670567209118395","0.646367036303941","0.694767381932849","2"
"No","2019","Couple + C. LE and GT 16","direct migration background","315","0.741763342233457","0.701325919922886","0.782200764544028","2"
"No","2019","Couple + C. LE and GT 16","indirect migration background","191","0.817082268111833","0.769908666531719","0.864255869691948","2"
"Yes","2019","1-pers.-HH","no migration background","705","0.17324964709998","0.16081574421962","0.185683549980339","1"
"Yes","2019","1-pers.-HH","direct migration background","91","0.213056769715796","0.174173510338818","0.251940029092774","1"
"Yes","2019","1-pers.-HH","indirect migration background","67","0.336120500663073","0.274259603871847","0.397981397454298","1"
"Yes","2019","(Married) couple without C. ","no migration background","1652","0.200172428832201","0.190964549268975","0.209380308395427","1"
"Yes","2019","Single parent ","no migration background","375","0.224361141889085","0.2036668657694","0.245055418008769","1"
"Yes","2019","Single parent ","direct migration background","70","0.280038403005251","0.226380287873119","0.333696518137384","1"
"Yes","2019","(Married) couple without C. ","direct migration background","235","0.216734030681873","0.1901389805419","0.243329080821845","1"
"Yes","2019","(Married) couple without C. ","indirect migration background","93","0.298255672188495","0.244282572385914","0.352228771991076","1"
"Yes","2019","Single parent ","indirect migration background","37","0.156984841076876","0.107064268473647","0.206905413680106","1"
"Yes","2019","Couple + C. LE 16 ","no migration background","1113","0.283278345215744","0.268460209638092","0.298096480793396","1"
"Yes","2019","Couple + C. LE 16 ","direct migration background","391","0.345842356868078","0.318482596941843","0.373202116794312","1"
"Yes","2019","Couple + C. GT 16 ","indirect migration background","72","0.255419184183304","0.199543501772533","0.311294866594074","1"
"Yes","2019","Couple + C. LE and GT 16","indirect migration background","67","0.182917731888167","0.135744130308052","0.230091333468281","1"
"Yes","2019","Couple + C. GT 16 ","no migration background","700","0.278169438273098","0.259768347369514","0.296570529176682","1"
"Yes","2019","Couple + C. LE and GT 16","direct migration background","135","0.258236657766543","0.217799235455972","0.298674080077114","1"
"Yes","2019","Couple + C. LE 16 ","indirect migration background","116","0.30262388496789","0.258531336692418","0.346716433243362","1"
"Yes","2019","Couple + C. GT 16 ","direct migration background","142","0.30130421702088","0.25747600951563","0.34513242452613","1"
"Yes","2019","Couple + C. LE and GT 16","no migration background","468","0.329432790881605","0.305232618067151","0.353632963696059","1"
