"ple0044_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","indirect migration background","higher education","86","0.260028604182205","0.208831951711826","0.311225256652584","1"
"Yes","2017","direct migration background","middle vocational","488","0.321654288379406","0.298248536843005","0.345060039915807","1"
"Yes","2017","indirect migration background","inadequately","6","","","","1"
"Yes","2017","indirect migration background","middle vocational","191","0.269695391385967","0.237096946877816","0.302293835894118","1"
"Yes","2017","direct migration background","in school","5","","","","1"
"Yes","2017","direct migration background","inadequately","44","0.138153189415036","0.0947681045432527","0.181538274286819","1"
"Yes","2017","direct migration background","general elemantary","208","0.259408197862519","0.228143379227993","0.290673016497044","1"
"Yes","2017","indirect migration background","vocational + Abi","44","0.335080693340473","0.253940583880426","0.41622080280052","1"
"Yes","2017","indirect migration background","higher vocational","19","","","","1"
"Yes","2017","no migration background","middle vocational","2312","0.228694807841852","0.2203569614894","0.237032654194304","1"
"Yes","2017","indirect migration background","in school","15","","","","1"
"Yes","2017","no migration background","general elemantary","277","0.151652165227405","0.134586687300391","0.168717643154418","1"
"Yes","2017","no migration background","vocational + Abi","397","0.257047027885967","0.23435738741131","0.279736668360623","1"
"Yes","2017","no migration background","higher vocational","388","0.284029349582526","0.260262795355523","0.307795903809529","1"
"Yes","2017","no migration background","in school","16","","","","1"
"Yes","2017","no migration background","higher education","1336","0.261356561729045","0.249207089804095","0.273506033653996","1"
"Yes","2017","no migration background","inadequately","25","","","","1"
"No","2018","no migration background","in school","207","0.961903792174725","0.936492512484881","0.987315071864569","2"
"No","2018","no migration background","inadequately","135","0.828993848876017","0.771192788061994","0.886794909690041","2"
"No","2018","no migration background","general elemantary","1382","0.851899997166701","0.834756097948237","0.869043896385165","2"
"No","2018","no migration background","middle vocational","7150","0.783036992911268","0.774646861053632","0.791427124768904","2"
"No","2018","no migration background","vocational + Abi","1009","0.746296394708683","0.723404994973639","0.769187794443727","2"
"No","2018","no migration background","higher vocational","940","0.714611536856825","0.690193900232347","0.739029173481303","2"
"No","2018","no migration background","higher education","3623","0.760815251857548","0.748834337685861","0.772796166029234","2"
"No","2018","direct migration background","in school","35","0.923544052843482","0.842206592670992","1.00488151301597","2"
"No","2018","direct migration background","inadequately","220","0.839122578333973","0.79537805408257","0.882867102585376","2"
"No","2018","direct migration background","general elemantary","516","0.761609006812906","0.730441875834586","0.792776137791225","2"
"No","2018","direct migration background","middle vocational","961","0.691363357897349","0.667294981597941","0.715431734196757","2"
"No","2018","direct migration background","vocational + Abi","402","0.727809947057717","0.691804006609546","0.763815887505888","2"
"No","2018","direct migration background","higher vocational","59","0.849960707921469","0.769674079050201","0.930247336792736","2"
"No","2018","direct migration background","higher education","788","0.704286856899776","0.677748805498199","0.730824908301353","2"
"No","2018","indirect migration background","in school","77","0.863132289895698","0.790490247210587","0.935774332580809","2"
"No","2018","indirect migration background","inadequately","37","0.807008946011387","0.690400631954767","0.923617260068007","2"
"No","2018","indirect migration background","general elemantary","203","0.7003542616277","0.646600491478824","0.754108031776575","2"
"No","2018","indirect migration background","middle vocational","493","0.699203767770602","0.664935516093153","0.733472019448051","2"
"No","2018","indirect migration background","vocational + Abi","96","0.794663994981764","0.724131842020256","0.865196147943272","2"
"No","2018","indirect migration background","higher vocational","38","0.755935421841279","0.640296274430105","0.871574569252453","2"
"No","2018","indirect migration background","higher education","195","0.702400463831023","0.648265066402274","0.756535861259771","2"
"Yes","2018","direct migration background","vocational + Abi","185","0.272190052942283","0.236184112494112","0.308195993390454","1"
"Yes","2018","direct migration background","higher vocational","17","","","","1"
"Yes","2018","direct migration background","higher education","348","0.295713143100224","0.269175091698647","0.322251194501801","1"
"Yes","2018","indirect migration background","general elemantary","76","0.2996457383723","0.245891968223425","0.353399508521176","1"
"Yes","2018","indirect migration background","higher education","79","0.297599536168978","0.243464138740229","0.351734933597726","1"
"Yes","2018","indirect migration background","vocational + Abi","30","0.205336005018236","0.134803852056728","0.275868157979744","1"
"Yes","2018","direct migration background","inadequately","51","0.160877421666027","0.117132897414624","0.20462194591743","1"
"Yes","2018","direct migration background","middle vocational","454","0.308636642102651","0.284568265803243","0.332705018402059","1"
"Yes","2018","indirect migration background","higher vocational","15","","","","1"
"Yes","2018","direct migration background","in school","6","","","","1"
"Yes","2018","direct migration background","general elemantary","202","0.238390993187094","0.207223862208775","0.269558124165414","1"
"Yes","2018","indirect migration background","middle vocational","195","0.300796232229398","0.266527980551949","0.335064483906847","1"
"Yes","2018","indirect migration background","inadequately","7","","","","1"
"Yes","2018","no migration background","middle vocational","2121","0.216963007088732","0.208572875231096","0.225353138946368","1"
"Yes","2018","indirect migration background","in school","9","","","","1"
"Yes","2018","no migration background","in school","11","","","","1"
"Yes","2018","no migration background","general elemantary","267","0.148100002833299","0.130956103614835","0.165243902051763","1"
"Yes","2018","no migration background","inadequately","28","","","","1"
"Yes","2018","no migration background","higher vocational","374","0.285388463143175","0.260970826518697","0.309806099767653","1"
"Yes","2018","no migration background","higher education","1247","0.239184748142453","0.227203833970766","0.251165662314139","1"
"Yes","2018","no migration background","vocational + Abi","379","0.253703605291317","0.230812205556273","0.276595005026361","1"
"No","2019","no migration background","in school","188","0.977513115516662","0.957118007344615","0.997908223688709","2"
"No","2019","no migration background","inadequately","123","0.851377540582969","0.793874244361532","0.908880836804406","2"
"No","2019","no migration background","general elemantary","1297","0.845784596472213","0.827908659082533","0.863660533861894","2"
"No","2019","no migration background","middle vocational","6932","0.785487987612554","0.777067139039461","0.793908836185647","2"
"No","2019","no migration background","vocational + Abi","1065","0.743844331642328","0.721657993846163","0.766030669438493","2"
"No","2019","no migration background","higher vocational","1042","0.722930812495919","0.700236591714193","0.745625033277645","2"
"No","2019","no migration background","higher education","3931","0.764606653321194","0.753439239535209","0.775774067107179","2"
"No","2019","direct migration background","in school","39","0.935300824678051","0.863427643880249","1.00717400547585","2"
"No","2019","direct migration background","inadequately","174","0.874248343294324","0.828748775215807","0.919747911372842","2"
"No","2019","direct migration background","general elemantary","412","0.774259387881198","0.74038135017225","0.808137425590145","2"
"No","2019","direct migration background","middle vocational","856","0.711042192636224","0.685586240275814","0.736498144996633","2"
"No","2019","direct migration background","vocational + Abi","363","0.756065025811493","0.719046473581962","0.793083578041025","2"
"No","2019","direct migration background","higher vocational","55","0.859728011558682","0.780065741811312","0.939390281306052","2"
"No","2019","direct migration background","higher education","719","0.690218343458889","0.662329068156559","0.718107618761219","2"
"No","2019","indirect migration background","in school","75","0.904911911594593","0.841421612108296","0.968402211080891","2"
"No","2019","indirect migration background","inadequately","29","","","","2"
"No","2019","indirect migration background","general elemantary","180","0.75017281706966","0.694705051758955","0.805640582380364","2"
"No","2019","indirect migration background","middle vocational","465","0.716123948216569","0.681488877906662","0.750759018526476","2"
"No","2019","indirect migration background","vocational + Abi","103","0.733785534245226","0.660310281404726","0.807260787085725","2"
"No","2019","indirect migration background","higher vocational","48","0.451571467488821","0.338186495156148","0.564956439821495","2"
"No","2019","indirect migration background","higher education","210","0.675900064359218","0.625705628916532","0.726094499801904","2"
"Yes","2019","indirect migration background","higher education","124","0.324099935640782","0.273905500198096","0.374294371083468","1"
"Yes","2019","direct migration background","vocational + Abi","154","0.243934974188507","0.206916421958975","0.280953526418038","1"
"Yes","2019","direct migration background","higher vocational","18","","","","1"
"Yes","2019","direct migration background","higher education","337","0.309781656541111","0.281892381238781","0.337670931843441","1"
"Yes","2019","indirect migration background","higher vocational","26","","","","1"
"Yes","2019","indirect migration background","general elemantary","54","0.24982718293034","0.194359417619636","0.305294948241045","1"
"Yes","2019","indirect migration background","vocational + Abi","36","0.266214465754774","0.192739212914275","0.339689718595274","1"
"Yes","2019","indirect migration background","middle vocational","186","0.283876051783431","0.249240981473524","0.318511122093338","1"
"Yes","2019","direct migration background","in school","6","","","","1"
"Yes","2019","direct migration background","inadequately","30","0.125751656705676","0.0802520886271584","0.171251224784193","1"
"Yes","2019","direct migration background","general elemantary","173","0.225740612118802","0.191862574409855","0.25961864982775","1"
"Yes","2019","direct migration background","middle vocational","362","0.288957807363776","0.263501855003367","0.314413759724186","1"
"Yes","2019","indirect migration background","inadequately","10","","","","1"
"Yes","2019","indirect migration background","in school","7","","","","1"
"Yes","2019","no migration background","general elemantary","271","0.154215403527787","0.136339466138106","0.172091340917467","1"
"Yes","2019","no migration background","middle vocational","2196","0.214512012387446","0.206091163814353","0.222932860960539","1"
"Yes","2019","no migration background","in school","15","","","","1"
"Yes","2019","no migration background","higher education","1613","0.235393346678806","0.224225932892821","0.246560760464791","1"
"Yes","2019","no migration background","inadequately","24","","","","1"
"Yes","2019","no migration background","vocational + Abi","422","0.256155668357672","0.233969330561507","0.278342006153837","1"
"Yes","2019","no migration background","higher vocational","452","0.277069187504081","0.254374966722355","0.299763408285807","1"
