"m11104","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1986","Hamburg","no migration background","94","0.563690557501089","0.491442447660768","0.635938667341411","1"
"Almost never or never","1986","Hamburg","direct migration background","49","0.555236911001106","0.437124055733232","0.673349766268979","1"
"Almost never or never","1986","Hamburg","indirect migration background","","","","","1"
"Almost never or never","1986","Lower Saxony","no migration background","494","0.571781473979079","0.53978971631408","0.603773231644077","1"
"Almost never or never","1986","Lower Saxony","direct migration background","113","0.682222932503486","0.612639107040414","0.751806757966558","1"
"Almost never or never","1986","Lower Saxony","indirect migration background","4","","","","1"
"Almost never or never","1986","Bremen","no migration background","54","0.651962302876068","0.550095462977706","0.753829142774429","1"
"Almost never or never","1986","Bremen","direct migration background","21","","","","1"
"Almost never or never","1986","Bremen","indirect migration background","","","","","1"
"Almost never or never","1986","North Rhine-Westphalia","no migration background","1053","0.556346156023777","0.53472351262774","0.577968799419814","1"
"Almost never or never","1986","North Rhine-Westphalia","direct migration background","565","0.721839261054142","0.690148282715527","0.753530239392758","1"
"Almost never or never","1986","North Rhine-Westphalia","indirect migration background","14","","","","1"
"Almost never or never","1986","Hesse","no migration background","355","0.578640504029803","0.540710018244958","0.616570989814648","1"
"Almost never or never","1986","Hesse","direct migration background","294","0.80099456642313","0.760799223491045","0.841189909355216","1"
"Almost never or never","1986","Hesse","indirect migration background","5","","","","1"
"Almost never or never","1986","Rhineland-Palatinate,Saarland","no migration background","388","0.640131579425168","0.602623116832907","0.677640042017428","1"
"Almost never or never","1986","Rhineland-Palatinate,Saarland","direct migration background","100","0.757967242798354","0.683766987618616","0.832167497978092","1"
"Almost never or never","1986","Rhineland-Palatinate,Saarland","indirect migration background","5","","","","1"
"Almost never or never","1986","Baden-Württemberg","no migration background","650","0.576590560968429","0.548362965064574","0.604818156872285","1"
"Almost never or never","1986","Baden-Württemberg","direct migration background","535","0.648985902192079","0.615230180924231","0.682741623459927","1"
"Almost never or never","1986","Baden-Württemberg","indirect migration background","13","","","","1"
"Almost never or never","1986","Bavaria","no migration background","684","0.548339412794571","0.521802448186079","0.574876377403063","1"
"Almost never or never","1986","Bavaria","direct migration background","240","0.570044589003034","0.520202686731372","0.619886491274696","1"
"Almost never or never","1986","Bavaria","indirect migration background","16","","","","1"
"Almost never or never","1986","Berlin","no migration background","142","0.646917701721619","0.586702950287004","0.707132453156235","1"
"Almost never or never","1986","Berlin","direct migration background","70","0.613119975714282","0.519963225943833","0.706276725484731","1"
"Almost never or never","1986","Berlin","indirect migration background","2","","","","1"
"Almost never or never","1986","Brandenburg","no migration background","","","","","1"
"Almost never or never","1986","Brandenburg","direct migration background","","","","","1"
"Almost never or never","1986","Brandenburg","indirect migration background","","","","","1"
"Almost never or never","1986","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Almost never or never","1986","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Almost never or never","1986","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Almost never or never","1986","Saxony","no migration background","","","","","1"
"Almost never or never","1986","Saxony","direct migration background","","","","","1"
"Almost never or never","1986","Saxony","indirect migration background","","","","","1"
"Almost never or never","1986","Saxony-Anhalt","no migration background","","","","","1"
"Almost never or never","1986","Saxony-Anhalt","direct migration background","","","","","1"
"Almost never or never","1986","Saxony-Anhalt","indirect migration background","","","","","1"
"Almost never or never","1986","Thuringia","no migration background","","","","","1"
"Almost never or never","1986","Thuringia","direct migration background","","","","","1"
"Almost never or never","1986","Thuringia","indirect migration background","","","","","1"
"At lease once a week","1986","North Rhine-Westphalia","indirect migration background","22","","","","4"
"At lease once a week","1986","Hesse","direct migration background","60","0.137808366896303","0.103105274134042","0.172511459658564","4"
"At lease once a week","1986","Hesse","indirect migration background","3","","","","4"
"At lease once a week","1986","Rhineland-Palatinate,Saarland","no migration background","133","0.19252653655299","0.161713663353204","0.223339409752776","4"
"At lease once a week","1986","Bremen","indirect migration background","","","","","4"
"At lease once a week","1986","North Rhine-Westphalia","no migration background","595","0.270047901494766","0.250724583549473","0.28937121944006","4"
"At lease once a week","1986","North Rhine-Westphalia","direct migration background","94","0.133398582494304","0.109352031956228","0.15744513303238","4"
"At lease once a week","1986","Hesse","no migration background","185","0.266646092939972","0.232677151444997","0.300615034434946","4"
"At lease once a week","1986","Hamburg","indirect migration background","1","","","","4"
"At lease once a week","1986","Lower Saxony","indirect migration background","5","","","","4"
"At lease once a week","1986","Bremen","no migration background","14","","","","4"
"At lease once a week","1986","Bremen","direct migration background","","","","","4"
"At lease once a week","1986","Schleswig-Holstein","no migration background","76","0.265561559215201","0.213925244870663","0.317197873559739","4"
