"plh0204_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"0 Not at all Willing to take risks","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2005","indirect migration background","(3b) higher tertiary education","","","",""
"1","2005","no migration background","(0) in school","","","",""
"1","2005","no migration background","(1a) inadequately completed","","","",""
"1","2005","no migration background","(1b) general elementary school","","","",""
"1","2005","no migration background","(1c) basic vocational qualification","","","",""
"1","2005","no migration background","(2b) intermediate general qualification","","","",""
"1","2005","no migration background","(2a) intermediate vocational","","","",""
"1","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"1","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"1","2005","no migration background","(3a) lower tertiary education","","","",""
"1","2005","no migration background","(3b) higher tertiary education","","","",""
"1","2005","direct migration background","(0) in school","","","",""
"1","2005","direct migration background","(1a) inadequately completed","","","",""
"1","2005","direct migration background","(1b) general elementary school","","","",""
"1","2005","direct migration background","(1c) basic vocational qualification","","","",""
"1","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1","2005","direct migration background","(2a) intermediate vocational","","","",""
"1","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"1","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1","2005","direct migration background","(3a) lower tertiary education","","","",""
"1","2005","direct migration background","(3b) higher tertiary education","","","",""
"1","2005","indirect migration background","(0) in school","","","",""
"1","2005","indirect migration background","(1a) inadequately completed","","","",""
"1","2005","indirect migration background","(1b) general elementary school","","","",""
"1","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"1","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2","2005","no migration background","(0) in school","","","",""
"2","2005","no migration background","(1a) inadequately completed","","","",""
"2","2005","no migration background","(1b) general elementary school","","","",""
"2","2005","no migration background","(1c) basic vocational qualification","","","",""
"2","2005","no migration background","(2b) intermediate general qualification","","","",""
"2","2005","no migration background","(2a) intermediate vocational","","","",""
"2","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"2","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"2","2005","no migration background","(3a) lower tertiary education","","","",""
"2","2005","no migration background","(3b) higher tertiary education","","","",""
"2","2005","direct migration background","(0) in school","","","",""
"2","2005","direct migration background","(1a) inadequately completed","","","",""
"2","2005","direct migration background","(1b) general elementary school","","","",""
"2","2005","direct migration background","(1c) basic vocational qualification","","","",""
"2","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2","2005","direct migration background","(2a) intermediate vocational","","","",""
"2","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2","2005","direct migration background","(3a) lower tertiary education","","","",""
"2","2005","direct migration background","(3b) higher tertiary education","","","",""
"2","2005","indirect migration background","(0) in school","","","",""
"2","2005","indirect migration background","(1a) inadequately completed","","","",""
"2","2005","indirect migration background","(1b) general elementary school","","","",""
"2","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
