"pli0098_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1991","Couple + C. LE and GT 16","in school","","","","","5"
"Never","1991","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","1991","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","1991","1-pers.-HH","inadequately","","","","","5"
"Never","1991","1-pers.-HH","higher vocational","","","","","5"
"Never","1991","(Married) couple without C. ","general elemantary","","","","","5"
"Never","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","1991","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","1991","1-pers.-HH","middle vocational","","","","","5"
"Never","1991","Single parent ","inadequately","","","","","5"
"Never","1991","Couple + C. LE 16 ","general elemantary","","","","","5"
"Never","1991","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","1991","(Married) couple without C. ","higher education","","","","","5"
"Never","1991","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Never","1991","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Rarely","1991","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","higher vocational","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","middle vocational","","","","","4"
"Rarely","1991","1-pers.-HH","in school","","","","","4"
"Rarely","1991","1-pers.-HH","inadequately","","","","","4"
"Rarely","1991","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","1991","1-pers.-HH","higher vocational","","","","","4"
"Rarely","1991","1-pers.-HH","higher education","","","","","4"
"Rarely","1991","(Married) couple without C. ","in school","","","","","4"
"Rarely","1991","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","1991","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","1991","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","1991","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","1991","Single parent ","in school","","","","","4"
"Rarely","1991","Single parent ","inadequately","","","","","4"
"Rarely","1991","Single parent ","general elemantary","","","","","4"
"Rarely","1991","Single parent ","middle vocational","","","","","4"
"Rarely","1991","Single parent ","vocational + Abi","","","","","4"
"Rarely","1991","Single parent ","higher vocational","","","","","4"
"Rarely","1991","Single parent ","higher education","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","general elemantary","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","higher vocational","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","higher education","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","in school","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","inadequately","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","general elemantary","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","middle vocational","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","higher vocational","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","higher education","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","in school","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","inadequately","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","general elemantary","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","higher education","","","","","4"
"Rarely","1991","1-pers.-HH","general elemantary","","","","","4"
"Rarely","1991","1-pers.-HH","middle vocational","","","","","4"
"Rarely","1991","(Married) couple without C. ","higher vocational","","","","","4"
"Rarely","1991","(Married) couple without C. ","higher education","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","middle vocational","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"Daily","1992","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1992","1-pers.-HH","in school","","","","","1"
"Daily","1992","1-pers.-HH","inadequately","","","","","1"
"Daily","1992","1-pers.-HH","general elemantary","","","","","1"
"Daily","1992","1-pers.-HH","middle vocational","","","","","1"
"Daily","1992","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1992","1-pers.-HH","higher vocational","","","","","1"
"Daily","1992","1-pers.-HH","higher education","","","","","1"
"Daily","1992","(Married) couple without C. ","in school","","","","","1"
"Daily","1992","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1992","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1992","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1992","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1992","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1992","(Married) couple without C. ","higher education","","","","","1"
"Daily","1992","Single parent ","in school","","","","","1"
"Daily","1992","Single parent ","inadequately","","","","","1"
"Daily","1992","Single parent ","general elemantary","","","","","1"
"Daily","1992","Single parent ","middle vocational","","","","","1"
"Daily","1992","Single parent ","vocational + Abi","","","","","1"
"Daily","1992","Single parent ","higher vocational","","","","","1"
"Daily","1992","Single parent ","higher education","","","","","1"
"Daily","1992","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1992","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1992","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1992","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1992","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1992","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1992","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1992","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1992","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1992","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1992","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1992","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1992","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1992","Couple + C. LE and GT 16","vocational + Abi","1","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","middle vocational","40","0.115283870913746","0.0844832612570051","0.146084480570486","3"
"Min 1x per month","1992","Couple + C. LE 16 ","middle vocational","136","0.0787951906585157","0.0662438703894916","0.0913465109275398","3"
"Min 1x per month","1992","Couple + C. LE 16 ","higher vocational","16","","","","3"
"Min 1x per month","1992","Couple + C. LE 16 ","vocational + Abi","8","","","","3"
"Min 1x per month","1992","1-pers.-HH","middle vocational","51","0.0750328031778828","0.0550249851938727","0.0950406211618928","3"
"Min 1x per month","1992","1-pers.-HH","vocational + Abi","6","","","","3"
"Min 1x per month","1992","Single parent ","inadequately","3","","","","3"
"Min 1x per month","1992","Single parent ","general elemantary","7","","","","3"
"Min 1x per month","1992","Couple + C. GT 16 ","in school","7","","","","3"
"Min 1x per month","1992","Couple + C. GT 16 ","inadequately","22","","","","3"
"Min 1x per month","1992","Couple + C. GT 16 ","higher vocational","11","","","","3"
"Min 1x per month","1992","Couple + C. GT 16 ","higher education","18","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","in school","9","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","inadequately","17","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","general elemantary","31","0.072750537111732","0.0454623385663682","0.100038735657096","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","higher vocational","4","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","higher education","6","","","","3"
"Min 1x per month","1992","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1992","1-pers.-HH","inadequately","6","","","","3"
"Min 1x per month","1992","1-pers.-HH","general elemantary","44","0.141497514730897","0.105393810554164","0.17760121890763","3"
"Min 1x per month","1992","1-pers.-HH","higher vocational","11","","","","3"
"Min 1x per month","1992","1-pers.-HH","higher education","11","","","","3"
"Min 1x per month","1992","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1992","(Married) couple without C. ","inadequately","7","","","","3"
"Min 1x per month","1992","(Married) couple without C. ","general elemantary","61","0.0947544646892726","0.072081823594474","0.117427105784071","3"
"Min 1x per month","1992","(Married) couple without C. ","higher education","26","","","","3"
"Min 1x per month","1992","Single parent ","in school","","","","","3"
"Min 1x per month","1992","Single parent ","middle vocational","25","","","","3"
"Min 1x per month","1992","Single parent ","vocational + Abi","2","","","","3"
"Min 1x per month","1992","Single parent ","higher vocational","1","","","","3"
"Min 1x per month","1992","Single parent ","higher education","2","","","","3"
"Min 1x per month","1992","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1992","Couple + C. LE 16 ","inadequately","11","","","","3"
"Min 1x per month","1992","Couple + C. LE 16 ","general elemantary","59","0.127085998060485","0.0945271038689188","0.159644892252052","3"
"Min 1x per month","1992","Couple + C. LE 16 ","higher education","32","0.0692038397681094","0.0491124378657588","0.0892952416704599","3"
"Min 1x per month","1992","Couple + C. GT 16 ","general elemantary","78","0.115183832863238","0.0900751125772024","0.140292553149274","3"
"Min 1x per month","1992","Couple + C. GT 16 ","middle vocational","121","0.0903625022299614","0.0751027828243152","0.105622221635608","3"
"Min 1x per month","1992","Couple + C. GT 16 ","vocational + Abi","1","","","","3"
"Min 1x per month","1992","(Married) couple without C. ","middle vocational","115","0.0661475598757139","0.0545590963208974","0.0777360234305304","3"
"Min 1x per month","1992","(Married) couple without C. ","vocational + Abi","5","","","","3"
"Min 1x per month","1992","(Married) couple without C. ","higher vocational","14","","","","3"
"Min 1x per week","1992","Couple + C. LE and GT 16","middle vocational","53","0.149163161328626","0.114805230785721","0.183521091871532","2"
"Min 1x per week","1992","Couple + C. LE 16 ","middle vocational","117","0.066292125659319","0.0547017385576121","0.0778825127610259","2"
"Min 1x per week","1992","Couple + C. LE 16 ","vocational + Abi","14","","","","2"
"Min 1x per week","1992","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1992","1-pers.-HH","inadequately","5","","","","2"
"Min 1x per week","1992","1-pers.-HH","general elemantary","53","0.166907363595425","0.128280364072398","0.205534363118453","2"
"Min 1x per week","1992","1-pers.-HH","middle vocational","58","0.102970407145034","0.0798885591481331","0.126052255141935","2"
"Min 1x per week","1992","1-pers.-HH","vocational + Abi","6","","","","2"
"Min 1x per week","1992","1-pers.-HH","higher vocational","4","","","","2"
"Min 1x per week","1992","1-pers.-HH","higher education","18","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","inadequately","17","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","general elemantary","103","0.180195199669167","0.150441161662217","0.209949237676116","2"
"Min 1x per week","1992","(Married) couple without C. ","middle vocational","135","0.0912532459005806","0.077826356447762","0.104680135353399","2"
"Min 1x per week","1992","(Married) couple without C. ","vocational + Abi","8","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","higher vocational","25","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","higher education","36","0.0933705302418456","0.0646779654136365","0.122063095070055","2"
"Min 1x per week","1992","Single parent ","in school","1","","","","2"
"Min 1x per week","1992","Single parent ","inadequately","2","","","","2"
"Min 1x per week","1992","Single parent ","general elemantary","16","","","","2"
