"pli0098_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1998","Saxony","1-pers.-HH","4","","","","2"
"Min 1x per week","1998","Saxony","(Married) couple without C. ","19","","","","2"
"Min 1x per week","1998","Saxony","Single parent ","1","","","","2"
"Min 1x per week","1998","Saxony","Couple + C. LE 16 ","13","","","","2"
"Min 1x per week","1998","Saxony","Couple + C. GT 16 ","5","","","","2"
"Min 1x per week","1998","Saxony","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","(Married) couple without C. ","2","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Single parent ","1","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Couple + C. LE 16 ","7","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Couple + C. GT 16 ","2","","","","2"
"Min 1x per week","1998","Saxony-Anhalt","Couple + C. LE and GT 16","4","","","","2"
"Min 1x per week","1998","Thuringia","1-pers.-HH","2","","","","2"
"Min 1x per week","1998","Thuringia","(Married) couple without C. ","8","","","","2"
"Min 1x per week","1998","Thuringia","Single parent ","","","","","2"
"Min 1x per week","1998","Thuringia","Couple + C. LE 16 ","13","","","","2"
"Min 1x per week","1998","Thuringia","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","1998","Thuringia","Couple + C. LE and GT 16","7","","","","2"
"Never","1998","Thuringia","1-pers.-HH","47","0.785485041334571","0.681619804376368","0.889350278292773","5"
"Never","1998","Thuringia","(Married) couple without C. ","131","0.640170444802657","0.574788302844569","0.705552586760744","5"
"Never","1998","Thuringia","Single parent ","23","","","","5"
"Never","1998","Saxony-Anhalt","Couple + C. GT 16 ","110","0.793280615388484","0.72620138118855","0.860359849588418","5"
"Never","1998","Saxony-Anhalt","Couple + C. LE and GT 16","46","0.633947416241307","0.526350187753645","0.741544644728969","5"
"Never","1998","Bremen","Couple + C. LE and GT 16","","","","","5"
"Never","1998","Brandenburg","Couple + C. GT 16 ","94","0.832486639250124","0.763936391722528","0.901036886777719","5"
"Never","1998","Brandenburg","Couple + C. LE and GT 16","47","0.758776066573639","0.652283509430664","0.865268623716613","5"
"Never","1998","Mecklenburg-Western Pomerania","1-pers.-HH","38","0.829329187912879","0.72177130018247","0.936887075643289","5"
"Never","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","76","0.628234072801295","0.536233465592547","0.720234680010042","5"
"Never","1998","Mecklenburg-Western Pomerania","Single parent ","17","","","","5"
"Never","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","69","0.807740622722204","0.723964866602588","0.89151637884182","5"
"Never","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","70","0.735269641050032","0.645116810096802","0.825422472003263","5"
"Never","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","28","","","","5"
"Never","1998","Saxony","1-pers.-HH","80","0.749415054594469","0.668432691962164","0.830397417226774","5"
"Never","1998","Saxony","(Married) couple without C. ","276","0.713157594458223","0.667072374711332","0.759242814205114","5"
"Never","1998","Saxony","Single parent ","35","0.889091426451353","0.794123005542114","0.984059847360592","5"
"Never","1998","Saxony","Couple + C. LE 16 ","168","0.666022306974116","0.606844850364193","0.725199763584039","5"
"Never","1998","Saxony","Couple + C. GT 16 ","186","0.721280891073439","0.665251471539933","0.777310310606945","5"
"Never","1998","Saxony","Couple + C. LE and GT 16","88","0.832578980172689","0.761837537106601","0.903320423238777","5"
"Never","1998","Saxony-Anhalt","1-pers.-HH","66","0.8574513928882","0.779362552698998","0.935540233077403","5"
"Never","1998","Saxony-Anhalt","(Married) couple without C. ","185","0.828492452258991","0.779882186227212","0.877102718290771","5"
"Never","1998","Saxony-Anhalt","Single parent ","28","","","","5"
"Never","1998","Saxony-Anhalt","Couple + C. LE 16 ","78","0.653059258683564","0.564107263234859","0.742011254132269","5"
"Never","1998","Schleswig-Holstein","1-pers.-HH","28","","","","5"
"Never","1998","Schleswig-Holstein","(Married) couple without C. ","58","0.426446492254351","0.339045818886486","0.513847165622216","5"
"Never","1998","Schleswig-Holstein","Single parent ","9","","","","5"
"Never","1998","Schleswig-Holstein","Couple + C. LE 16 ","33","0.438731420844178","0.324897578461001","0.552565263227354","5"
"Never","1998","Schleswig-Holstein","Couple + C. GT 16 ","23","","","","5"
"Never","1998","Bremen","Couple + C. LE 16 ","8","","","","5"
"Never","1998","Bremen","Couple + C. GT 16 ","9","","","","5"
"Never","1998","Schleswig-Holstein","Couple + C. LE and GT 16","16","","","","5"
"Never","1998","Hamburg","1-pers.-HH","41","0.779790639254987","0.666061985094603","0.893519293415372","5"
"Never","1998","Hamburg","(Married) couple without C. ","20","","","","5"
"Never","1998","Hamburg","Single parent ","6","","","","5"
"Never","1998","Hamburg","Couple + C. LE 16 ","11","","","","5"
"Never","1998","Hamburg","Couple + C. GT 16 ","15","","","","5"
"Never","1998","Hamburg","Couple + C. LE and GT 16","3","","","","5"
"Never","1998","Lower Saxony","1-pers.-HH","91","0.609576027686151","0.529336918872667","0.689815136499635","5"
"Never","1998","Lower Saxony","(Married) couple without C. ","182","0.4708247619622","0.420304934131999","0.521344589792401","5"
"Never","1998","Lower Saxony","Single parent ","32","0.556152626455348","0.426025481605284","0.686279771305412","5"
"Never","1998","Lower Saxony","Couple + C. LE 16 ","122","0.45972795479065","0.399723725923265","0.519732183658035","5"
"Never","1998","Lower Saxony","Couple + C. GT 16 ","106","0.506548864049769","0.437432193124936","0.575665534974602","5"
"Never","1998","Lower Saxony","Couple + C. LE and GT 16","36","0.347719435397445","0.255746260019665","0.439692610775224","5"
"Never","1998","Bremen","1-pers.-HH","13","","","","5"
"Never","1998","Bremen","(Married) couple without C. ","21","","","","5"
"Never","1998","Bremen","Single parent ","10","","","","5"
"Never","1998","North Rhine-Westphalia","1-pers.-HH","189","0.516127209034518","0.46414222766685","0.568112190402185","5"
"Never","1998","North Rhine-Westphalia","(Married) couple without C. ","387","0.435074554797887","0.401627777521339","0.468521332074435","5"
"Never","1998","North Rhine-Westphalia","Single parent ","76","0.478769299883417","0.395422930065515","0.562115669701318","5"
"Never","1998","North Rhine-Westphalia","Couple + C. LE 16 ","252","0.382772086873057","0.345605017759318","0.419939155986797","5"
"Never","1998","North Rhine-Westphalia","Couple + C. GT 16 ","168","0.368805981571018","0.325093488160184","0.412518474981853","5"
"Never","1998","North Rhine-Westphalia","Couple + C. LE and GT 16","108","0.40336599802178","0.342916670533863","0.463815325509697","5"
"Never","1998","Hesse","1-pers.-HH","61","0.467628897338991","0.374808267959232","0.560449526718749","5"
"Never","1998","Hesse","(Married) couple without C. ","150","0.483621208631428","0.427445550829387","0.539796866433469","5"
"Never","1998","Hesse","Single parent ","17","","","","5"
"Never","1998","Hesse","Couple + C. LE 16 ","89","0.410077864641192","0.34355530470413","0.476600424578255","5"
"Never","1998","Hesse","Couple + C. GT 16 ","79","0.486904614180479","0.412207320529769","0.56160190783119","5"
"Never","1998","Hesse","Couple + C. LE and GT 16","32","0.28835414283071","0.189088683178687","0.387619602482734","5"
"Never","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","43","0.497216162874719","0.39215269356084","0.602279632188597","5"
"Never","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","102","0.437070361216131","0.372826285397963","0.501314437034299","5"
"Never","1998","Rhineland-Palatinate,Saarland","Single parent ","19","","","","5"
"Never","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","67","0.286056810038876","0.222627679445423","0.349485940632328","5"
"Never","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","49","0.351519042045779","0.270070340081278","0.43296774401028","5"
"Never","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","10","","","","5"
"Never","1998","Baden-Württemberg","1-pers.-HH","105","0.508693898501513","0.441239355168043","0.576148441834982","5"
"Never","1998","Baden-Württemberg","(Married) couple without C. ","138","0.326837000448338","0.28285924103738","0.370814759859296","5"
"Never","1998","Baden-Württemberg","Single parent ","42","0.443506122627071","0.346135466582819","0.540876778671323","5"
"Never","1998","Baden-Württemberg","Couple + C. LE 16 ","143","0.386697026984355","0.340720897475116","0.432673156493594","5"
"Never","1998","Baden-Württemberg","Couple + C. GT 16 ","99","0.25340987477876","0.208478497779231","0.29834125177829","5"
"Never","1998","Baden-Württemberg","Couple + C. LE and GT 16","56","0.29868532486045","0.22842377996204","0.36894686975886","5"
"Never","1998","Bavaria","1-pers.-HH","98","0.403530806000053","0.340264211536069","0.466797400464036","5"
"Never","1998","Bavaria","(Married) couple without C. ","199","0.369746027878187","0.329105625235179","0.410386430521194","5"
"Never","1998","Bavaria","Single parent ","46","0.412359451461879","0.315392364694709","0.509326538229048","5"
"Never","1998","Bavaria","Couple + C. LE 16 ","142","0.305288845851525","0.262209069959729","0.348368621743321","5"
"Never","1998","Bavaria","Couple + C. GT 16 ","111","0.351667778115108","0.298684858545247","0.404650697684968","5"
"Never","1998","Bavaria","Couple + C. LE and GT 16","40","0.221369266797973","0.157239510851279","0.285499022744667","5"
"Never","1998","Berlin","1-pers.-HH","81","0.691917166841943","0.608963533457319","0.774870800226566","5"
"Never","1998","Berlin","(Married) couple without C. ","113","0.794675852346345","0.728470196090754","0.860881508601936","5"
"Never","1998","Berlin","Single parent ","27","","","","5"
"Never","1998","Berlin","Couple + C. LE 16 ","89","0.811671338552625","0.737242117560181","0.886100559545069","5"
"Never","1998","Berlin","Couple + C. GT 16 ","50","0.682368996621273","0.570892894136304","0.793845099106243","5"
"Never","1998","Berlin","Couple + C. LE and GT 16","16","","","","5"
"Never","1998","Brandenburg","1-pers.-HH","55","0.747368833232259","0.648367011401701","0.846370655062816","5"
"Never","1998","Brandenburg","(Married) couple without C. ","145","0.776636187593912","0.716291677706699","0.836980697481124","5"
"Never","1998","Brandenburg","Single parent ","42","0.871024025387968","0.777177212697762","0.964870838078174","5"
"Never","1998","Brandenburg","Couple + C. LE 16 ","80","0.693817325475491","0.607685307005222","0.779949343945761","5"
"Never","1998","Thuringia","Couple + C. LE 16 ","90","0.584734957088084","0.50425104819408","0.665218865982088","5"
"Never","1998","Thuringia","Couple + C. GT 16 ","94","0.581343537762954","0.505374625532422","0.657312449993486","5"
"Never","1998","Thuringia","Couple + C. LE and GT 16","49","0.633906791481549","0.529639113188277","0.738174469774822","5"
"Rarely","1998","Bremen","Couple + C. LE and GT 16","","","","","4"
"Rarely","1998","North Rhine-Westphalia","1-pers.-HH","80","0.215934652135774","0.173131947191443","0.258737357080104","4"
"Rarely","1998","North Rhine-Westphalia","(Married) couple without C. ","264","0.354099004475027","0.321834708161629","0.386363300788424","4"
"Rarely","1998","North Rhine-Westphalia","Single parent ","38","0.29058759189461","0.21483517895698","0.366340004832241","4"
"Rarely","1998","North Rhine-Westphalia","Couple + C. LE 16 ","257","0.393993459354496","0.356629871909355","0.431357046799638","4"
"Rarely","1998","North Rhine-Westphalia","Couple + C. GT 16 ","167","0.367376402042085","0.323699333061755","0.411053471022415","4"
"Rarely","1998","North Rhine-Westphalia","Couple + C. LE and GT 16","81","0.328197214507227","0.27033751471955","0.386056914294903","4"
"Rarely","1998","Hesse","1-pers.-HH","23","","","","4"
"Rarely","1998","Hesse","(Married) couple without C. ","98","0.332226859833306","0.279279642181583","0.385174077485028","4"
"Rarely","1998","Baden-Württemberg","1-pers.-HH","56","0.226520274876049","0.170041551638419","0.282998998113679","4"
"Rarely","1998","Baden-Württemberg","(Married) couple without C. ","173","0.378765173890601","0.333285191303637","0.424245156477566","4"
"Rarely","1998","Baden-Württemberg","Single parent ","36","0.296454051192376","0.206943749871148","0.385964352513603","4"
"Rarely","1998","Baden-Württemberg","Couple + C. LE 16 ","169","0.395634381448774","0.349470071973923","0.441798690923625","4"
"Rarely","1998","Baden-Württemberg","Couple + C. GT 16 ","127","0.328266138035601","0.279758681375414","0.376773594695789","4"
"Rarely","1998","Baden-Württemberg","Couple + C. LE and GT 16","66","0.447515251666507","0.371181192691549","0.523849310641464","4"
"Rarely","1998","Bavaria","1-pers.-HH","60","0.261015939490586","0.204379864098679","0.317652014882494","4"
"Rarely","1998","Bavaria","(Married) couple without C. ","188","0.309151187964017","0.270244396683894","0.348057979244141","4"
"Rarely","1998","Schleswig-Holstein","1-pers.-HH","13","","","","4"
"Rarely","1998","Schleswig-Holstein","(Married) couple without C. ","57","0.511683031267736","0.423345155693872","0.6000209068416","4"
"Rarely","1998","Schleswig-Holstein","Single parent ","8","","","","4"
"Rarely","1998","Schleswig-Holstein","Couple + C. LE 16 ","26","","","","4"
"Rarely","1998","Schleswig-Holstein","Couple + C. GT 16 ","16","","","","4"
"Rarely","1998","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","4"
"Rarely","1998","Hamburg","1-pers.-HH","6","","","","4"
"Rarely","1998","Hamburg","(Married) couple without C. ","10","","","","4"
"Rarely","1998","Hamburg","Single parent ","4","","","","4"
"Rarely","1998","Hamburg","Couple + C. LE 16 ","3","","","","4"
"Rarely","1998","Hamburg","Couple + C. GT 16 ","9","","","","4"
"Rarely","1998","Bremen","Couple + C. LE 16 ","4","","","","4"
"Rarely","1998","Bremen","Couple + C. GT 16 ","4","","","","4"
"Rarely","1998","Hesse","Single parent ","6","","","","4"
"Rarely","1998","Hesse","Couple + C. LE 16 ","83","0.377171739736443","0.311618800198632","0.442724679274253","4"
"Rarely","1998","Hesse","Couple + C. GT 16 ","62","0.385578392658231","0.312838366664941","0.458318418651521","4"
"Rarely","1998","Hesse","Couple + C. LE and GT 16","33","0.546551760065221","0.437462346682779","0.655641173447662","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","23","","","","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","64","0.25977733738036","0.202982067304265","0.316572607456455","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Single parent ","17","","","","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","87","0.449715665147191","0.379893490964148","0.519537839330234","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","43","0.344532953295912","0.26346449011146","0.425601416480364","4"
"Rarely","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","30","0.544101769343258","0.412476046646498","0.675727492040018","4"
"Rarely","1998","Hamburg","Couple + C. LE and GT 16","4","","","","4"
"Rarely","1998","Lower Saxony","1-pers.-HH","34","0.248507340765499","0.177429225856658","0.31958545567434","4"
"Rarely","1998","Lower Saxony","(Married) couple without C. ","137","0.377514638854551","0.32845052867508","0.426578749034022","4"
"Rarely","1998","Lower Saxony","Single parent ","16","","","","4"
"Rarely","1998","Lower Saxony","Couple + C. LE 16 ","100","0.399349305877282","0.340381819871551","0.458316791883012","4"
"Rarely","1998","Lower Saxony","Couple + C. GT 16 ","56","0.305374957664727","0.241703910824157","0.369046004505297","4"
"Rarely","1998","Lower Saxony","Couple + C. LE and GT 16","36","0.397041181583815","0.30255004311371","0.491532320053921","4"
"Rarely","1998","Bremen","1-pers.-HH","10","","","","4"
"Rarely","1998","Bremen","(Married) couple without C. ","3","","","","4"
"Rarely","1998","Bremen","Single parent ","3","","","","4"
"Rarely","1998","Thuringia","Single parent ","6","","","","4"
"Rarely","1998","Thuringia","Couple + C. LE 16 ","34","0.246538902936409","0.176144198255614","0.316933607617204","4"
