"plb0218","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2018","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Couple + C. GT 16 ","","","","","4"
"Yes, every week","2018","16-34 y.","1-pers.-HH","","","","","2"
"Yes, every week","2018","16-34 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2018","16-34 y.","Single parent ","","","","","2"
"Yes, every week","2018","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2018","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2018","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2018","35-65 y.","1-pers.-HH","","","","","2"
"Yes, every week","2018","35-65 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2018","35-65 y.","Single parent ","","","","","2"
"Yes, every week","2018","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2018","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2018","66 and older","Single parent ","","","","","2"
"Yes, every week","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2018","66 and older","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2018","66 and older","(Married) couple without C. ","","","","","2"
"Yes, every week","2018","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2018","66 and older","1-pers.-HH","","","","","2"
"No, never","2019","16-34 y.","1-pers.-HH","269","0.391583083628946","0.354596209148534","0.428569958109357","1"
"No, never","2019","16-34 y.","(Married) couple without C. ","382","0.429501180496102","0.39690694597506","0.462095415017144","1"
"No, never","2019","16-34 y.","Single parent ","190","0.451264843440519","0.403899323857317","0.498630363023722","1"
"No, never","2019","16-34 y.","Couple + C. LE 16 ","258","0.454380839632645","0.415376247962118","0.493385431303173","1"
"No, never","2019","35-65 y.","(Married) couple without C. ","1232","0.381862342574802","0.365273488045373","0.398451197104231","1"
"No, never","2019","16-34 y.","Couple + C. GT 16 ","273","0.494517413019697","0.453328173891767","0.535706652147627","1"
"No, never","2019","16-34 y.","Couple + C. LE and GT 16","180","0.509519949875172","0.4572218628851","0.561818036865243","1"
"No, never","2019","35-65 y.","1-pers.-HH","580","0.442964000221319","0.417475381959658","0.468452618482979","1"
"No, never","2019","35-65 y.","Single parent ","469","0.455227233234457","0.424284522118521","0.486169944350394","1"
"No, never","2019","35-65 y.","Couple + C. LE 16 ","1496","0.411543657927353","0.395706226227714","0.427381089626992","1"
"No, never","2019","35-65 y.","Couple + C. GT 16 ","668","0.441091139619693","0.41678499967181","0.465397279567575","1"
"No, never","2019","35-65 y.","Couple + C. LE and GT 16","545","0.434066216593805","0.407092617028736","0.461039816158874","1"
"No, never","2019","66 and older","Couple + C. LE 16 ","2","","","","1"
"No, never","2019","66 and older","Couple + C. GT 16 ","17","","","","1"
"No, never","2019","66 and older","(Married) couple without C. ","187","0.451839933208516","0.405703891398572","0.49797597501846","1"
"No, never","2019","66 and older","Single parent ","3","","","","1"
"No, never","2019","66 and older","1-pers.-HH","60","0.531394251309027","0.450450394259044","0.612338108359011","1"
"No, never","2019","66 and older","Couple + C. LE and GT 16","2","","","","1"
"Rarely","2019","16-34 y.","1-pers.-HH","138","0.215085822092945","0.183950596920628","0.246221047265261","5"
"Rarely","2019","16-34 y.","(Married) couple without C. ","155","0.185326032278782","0.159740682212391","0.210911382345173","5"
"Rarely","2019","16-34 y.","Single parent ","44","0.104796325401868","0.0756422603705409","0.133950390433195","5"
"Rarely","2019","16-34 y.","Couple + C. LE 16 ","113","0.170661986082529","0.141190970075826","0.200133002089232","5"
"Rarely","2019","16-34 y.","Couple + C. GT 16 ","94","0.162637817526446","0.132235456224908","0.193040178827984","5"
"Rarely","2019","16-34 y.","Couple + C. LE and GT 16","28","","","","5"
"Rarely","2019","35-65 y.","1-pers.-HH","300","0.216898798994499","0.195751351092862","0.238046246896135","5"
"Rarely","2019","35-65 y.","(Married) couple without C. ","820","0.255838442685","0.240940136398168","0.270736748971832","5"
"Rarely","2019","35-65 y.","Single parent ","134","0.149922919170836","0.127740969316743","0.17210486902493","5"
"Rarely","2019","35-65 y.","Couple + C. LE 16 ","875","0.262438501331846","0.248279501782897","0.276597500880795","5"
"Rarely","2019","35-65 y.","Couple + C. GT 16 ","328","0.200148480384538","0.180561740064215","0.219735220704861","5"
"Rarely","2019","35-65 y.","Couple + C. LE and GT 16","238","0.166953232453337","0.146657243830471","0.187249221076203","5"
"Rarely","2019","66 and older","1-pers.-HH","37","0.230800415975132","0.162454986472055","0.299145845478208","5"
"Rarely","2019","66 and older","(Married) couple without C. ","102","0.247865466824531","0.207838737342161","0.287892196306902","5"
"Rarely","2019","66 and older","Single parent ","2","","","","5"
"Rarely","2019","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2019","66 and older","Couple + C. GT 16 ","14","","","","5"
"Rarely","2019","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Yes, every 2 weeks","2019","16-34 y.","1-pers.-HH","106","0.181190768479361","0.15200343428439","0.210378102674333","3"
"Yes, every 2 weeks","2019","16-34 y.","(Married) couple without C. ","137","0.143894713291143","0.120783793055508","0.167005633526778","3"
"Yes, every 2 weeks","2019","16-34 y.","Couple + C. GT 16 ","73","0.14182874597129","0.113087275192779","0.170570216749801","3"
"Yes, every 2 weeks","2019","16-34 y.","Single parent ","80","0.201928937485862","0.16371821716965","0.240139657802075","3"
"Yes, every 2 weeks","2019","16-34 y.","Couple + C. LE 16 ","122","0.193543233589846","0.162594672221849","0.224491794957844","3"
"Yes, every 2 weeks","2019","16-34 y.","Couple + C. LE and GT 16","50","0.123965713069835","0.0894905859391877","0.158440840200483","3"
"Yes, every 2 weeks","2019","35-65 y.","1-pers.-HH","230","0.138738085109092","0.121000850329892","0.156475319888292","3"
"Yes, every 2 weeks","2019","35-65 y.","Single parent ","162","0.189626649092692","0.165269367814348","0.213983930371037","3"
"Yes, every 2 weeks","2019","35-65 y.","Couple + C. GT 16 ","221","0.147515507098777","0.13015575928065","0.164875254916904","3"
"Yes, every 2 weeks","2019","35-65 y.","Couple + C. LE and GT 16","206","0.157938377260056","0.138091422667295","0.177785331852816","3"
"Yes, every 2 weeks","2019","66 and older","1-pers.-HH","11","","","","3"
"Yes, every 2 weeks","2019","66 and older","(Married) couple without C. ","42","0.091994138709561","0.0652012997160977","0.118786977703024","3"
"Yes, every 2 weeks","2019","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2019","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2019","66 and older","Couple + C. GT 16 ","3","","","","3"
"Yes, every 2 weeks","2019","35-65 y.","(Married) couple without C. ","474","0.137035597420565","0.125293828721045","0.148777366120084","3"
"Yes, every 2 weeks","2019","35-65 y.","Couple + C. LE 16 ","520","0.138660713958807","0.1275386978853","0.149782730032314","3"
"Yes, every 2 weeks","2019","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2019","16-34 y.","1-pers.-HH","56","0.0762813673638881","0.0561666414687118","0.0963960932590645","4"
"Yes, every 3-4 weeks","2019","16-34 y.","(Married) couple without C. ","101","0.108397759678636","0.0879273299929262","0.128868189364345","4"
"Yes, every 3-4 weeks","2019","16-34 y.","Single parent ","47","0.130241517135512","0.0982054479747867","0.162277586296237","4"
"Yes, every 3-4 weeks","2019","16-34 y.","Couple + C. LE 16 ","52","0.0723049884678255","0.0520165946836243","0.0925933822520267","4"
"Yes, every 3-4 weeks","2019","16-34 y.","Couple + C. GT 16 ","50","0.0805603008934097","0.0581389362875532","0.102981665499266","4"
"Yes, every 3-4 weeks","2019","16-34 y.","Couple + C. LE and GT 16","27","","","","4"
"Yes, every 3-4 weeks","2019","35-65 y.","(Married) couple without C. ","285","0.0938764033296861","0.0839179401320214","0.103834866527351","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Single parent ","98","0.0783263052530892","0.0616315918731566","0.0950210186330218","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Couple + C. LE 16 ","311","0.0841546994879417","0.0752202063064858","0.0930891926693976","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Couple + C. GT 16 ","150","0.0915974900279748","0.0774765932234833","0.105718386832466","4"
"Yes, every 3-4 weeks","2019","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2019","35-65 y.","1-pers.-HH","133","0.0733876525291544","0.060006886261292","0.0867684187970168","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Couple + C. LE and GT 16","134","0.10965711616716","0.09265217400624","0.12666205832808","4"
"Yes, every 3-4 weeks","2019","66 and older","(Married) couple without C. ","36","0.072444113257661","0.0484134408592375","0.0964747856560845","4"
"Yes, every 3-4 weeks","2019","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2019","66 and older","Couple + C. GT 16 ","4","","","","4"
"Yes, every 3-4 weeks","2019","66 and older","1-pers.-HH","10","","","","4"
"Yes, every 3-4 weeks","2019","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2019","35-65 y.","Single parent ","132","0.126896893248925","0.106214784744249","0.147579001753601","2"
"Yes, every week","2019","35-65 y.","Couple + C. LE 16 ","507","0.103202427294052","0.0934117701510307","0.112993084437074","2"
"Yes, every week","2019","16-34 y.","1-pers.-HH","100","0.13585895843486","0.109894965126879","0.161822951742841","2"
"Yes, every week","2019","16-34 y.","(Married) couple without C. ","111","0.132880314255337","0.110529102335006","0.155231526175668","2"
"Yes, every week","2019","16-34 y.","Single parent ","63","0.111768376536238","0.0817775973200912","0.141759155752386","2"
"Yes, every week","2019","16-34 y.","Couple + C. LE 16 ","81","0.109108952227153","0.0846857045042606","0.133532199950046","2"
"Yes, every week","2019","16-34 y.","Couple + C. GT 16 ","76","0.120455722589158","0.0936404357023598","0.147271009475955","2"
"Yes, every week","2019","16-34 y.","Couple + C. LE and GT 16","66","0.195074668245336","0.153620064429761","0.236529272060911","2"
"Yes, every week","2019","35-65 y.","1-pers.-HH","216","0.128011463145937","0.110867932674554","0.145154993617319","2"
"Yes, every week","2019","35-65 y.","(Married) couple without C. ","484","0.131387213989948","0.119852414691223","0.142922013288672","2"
"Yes, every week","2019","35-65 y.","Couple + C. GT 16 ","236","0.119647382869017","0.103759674428188","0.135535091309847","2"
"Yes, every week","2019","35-65 y.","Couple + C. LE and GT 16","174","0.131385057525642","0.113000010764514","0.149770104286771","2"
"Yes, every week","2019","66 and older","1-pers.-HH","28","","","","2"
"Yes, every week","2019","66 and older","(Married) couple without C. ","80","0.13585634799973","0.104092927105236","0.167619768894225","2"
"Yes, every week","2019","66 and older","Single parent ","2","","","","2"
"Yes, every week","2019","66 and older","Couple + C. GT 16 ","7","","","","2"
"Yes, every week","2019","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2019","66 and older","Couple + C. LE and GT 16","","","","","2"
