"m11125","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher vocational","3","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","in school","","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","inadequately","7","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","general elemantary","26","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","middle vocational","37","0.0595690908581324","0.0409834303040757","0.0781547514121891","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","middle vocational","103","0.076008635374192","0.0622102398428466","0.0898070309055374","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","vocational + Abi","5","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","higher vocational","11","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","higher education","11","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","in school","","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","inadequately","1","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","general elemantary","12","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","vocational + Abi","3","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher vocational","12","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher education","10","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","in school","1","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","inadequately","9","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","general elemantary","45","0.0757478478418121","0.0543613431035172","0.097134352580107","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","middle vocational","71","0.0817711328415813","0.0641696713951061","0.0993725942880564","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","vocational + Abi","5","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","higher vocational","4","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","higher education","8","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","in school","","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","inadequately","10","","","","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","general elemantary","48","0.0707331556188367","0.051713523275674","0.0897527879619995","6"
"7 on Scale 1 to 10","1984","1-pers.-HH","in school","","","","","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","inadequately","9","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher vocational","6","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher education","37","0.141913320880616","0.0998985194258334","0.183928122335399","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","in school","6","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher education","6","","","","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","general elemantary","41","0.100489792911062","0.0707273153464872","0.130252270475636","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","middle vocational","82","0.132941494783113","0.106281592831051","0.159601396735175","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","vocational + Abi","2","","","","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","higher vocational","8","","","","7"
"7 on Scale 1 to 10","1984","1-pers.-HH","higher education","7","","","","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","inadequately","17","","","","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","general elemantary","80","0.114848722646302","0.0911953968033257","0.138502048489278","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","middle vocational","188","0.132756511072513","0.115089560050921","0.150423462094105","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","vocational + Abi","9","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","general elemantary","17","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","middle vocational","33","0.120444126150255","0.0808814240226237","0.160006828277885","7"
"7 on Scale 1 to 10","1984","Single parent ","higher vocational","5","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","higher education","2","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","in school","","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","inadequately","34","0.10132110557874","0.068207613673214","0.134434597484266","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","general elemantary","66","0.110373602366133","0.0865573344286742","0.134189870303592","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","middle vocational","176","0.122516920788565","0.105957199731632","0.139076641845499","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","vocational + Abi","7","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher vocational","21","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","inadequately","17","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","vocational + Abi","6","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher vocational","10","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher education","14","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","vocational + Abi","3","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","vocational + Abi","2","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","in school","5","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","inadequately","17","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","general elemantary","64","0.123398218346338","0.0969935583076346","0.149802878385041","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","middle vocational","81","0.130754882265803","0.10545281588854","0.156056948643067","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","in school","","","","","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","higher vocational","22","","","","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","higher education","31","0.148229185700875","0.0994694608533691","0.196988910548382","7"
"7 on Scale 1 to 10","1984","Single parent ","in school","2","","","","7"
"7 on Scale 1 to 10","1984","Single parent ","inadequately","5","","","","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","general elemantary","63","0.106249515742113","0.0813419633390015","0.131157068145224","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","middle vocational","93","0.100134344168794","0.0808522758249186","0.119416412512669","7"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","general elemantary","101","0.176703818578783","0.145874747014098","0.207532890143469","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher vocational","22","","","","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","in school","","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","vocational + Abi","9","","","","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","higher education","33","0.264637114488087","0.184703143267179","0.344571085708995","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","inadequately","13","","","","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","general elemantary","98","0.132450745709213","0.107303255137344","0.157598236281082","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","middle vocational","157","0.167884291797843","0.143875509022855","0.19189307457283","8"
"8 on Scale 1 to 10","1984","Single parent ","inadequately","6","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","in school","12","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","inadequately","21","","","","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","in school","","","","","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","inadequately","12","","","","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","general elemantary","46","0.127256227087475","0.0942657984384408","0.160246655736509","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","middle vocational","95","0.146401508696187","0.118642518518273","0.174160498874101","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","vocational + Abi","7","","","","8"
"8 on Scale 1 to 10","1984","1-pers.-HH","higher vocational","13","","","","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","middle vocational","241","0.160835364040004","0.141707013326106","0.179963714753902","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","vocational + Abi","16","","","","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","higher vocational","39","0.224801112354626","0.160318748276206","0.289283476433047","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","higher education","48","0.230393735696834","0.172610396193699","0.28817707519997","8"
"8 on Scale 1 to 10","1984","Single parent ","in school","7","","","","8"
"8 on Scale 1 to 10","1984","Single parent ","general elemantary","33","0.156611481111834","0.10624301400618","0.206979948217487","8"
"8 on Scale 1 to 10","1984","Single parent ","middle vocational","38","0.150499066048174","0.107037011774926","0.193961120321422","8"
"8 on Scale 1 to 10","1984","Single parent ","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1984","Single parent ","higher vocational","7","","","","8"
"8 on Scale 1 to 10","1984","Single parent ","higher education","5","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","in school","","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","inadequately","42","0.147176852395173","0.108299024346369","0.186054680443977","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","general elemantary","95","0.155558864515891","0.128012179625872","0.183105549405911","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","middle vocational","346","0.234783094034547","0.213375823670133","0.256190364398961","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","vocational + Abi","14","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher vocational","43","0.208929979940104","0.153413448418825","0.264446511461383","8"
"8 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher education","64","0.256867297104729","0.204264026308719","0.309470567900739","8"
"8 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher education","19","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","in school","15","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","inadequately","39","0.147456496479912","0.100710740854697","0.194202252105128","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","general elemantary","101","0.160818669494866","0.131325523527838","0.190311815461893","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","middle vocational","134","0.205993885453307","0.175641348829899","0.236346422076714","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","vocational + Abi","3","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher vocational","15","","","","8"
"8 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher education","15","","","","8"
"9 on Scale 1 to 10","1984","Single parent ","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","general elemantary","41","0.0574780150407246","0.0402110104227172","0.074745019658732","9"
"9 on Scale 1 to 10","1984","Single parent ","in school","5","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","middle vocational","31","0.124916924224979","0.0847288958279398","0.165104952622017","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","vocational + Abi","7","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","higher vocational","2","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","inadequately","12","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher vocational","11","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher education","14","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","in school","15","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","inadequately","9","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","middle vocational","136","0.0893866189499463","0.0745318317424773","0.104241406157415","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","higher education","36","0.173723271302597","0.121732678730888","0.225713863874307","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","vocational + Abi","9","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","higher vocational","8","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","general elemantary","17","","","","9"
"9 on Scale 1 to 10","1984","(Married) couple without C. ","in school","1","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","inadequately","6","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","general elemantary","84","0.141458010816303","0.113479827933531","0.169436193699076","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","in school","","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","vocational + Abi","12","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","higher vocational","14","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","higher education","13","","","","9"
"9 on Scale 1 to 10","1984","Single parent ","higher education","3","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","in school","","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","inadequately","30","0.0837024356526854","0.0533117804413324","0.114093090864038","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","general elemantary","86","0.114952953721285","0.0907102801147286","0.139195627327842","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher education","43","0.171776104181398","0.126363081776338","0.217189126586458","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","in school","15","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","inadequately","11","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","general elemantary","72","0.106711444334359","0.081756258282479","0.131666630386239","9"
"9 on Scale 1 to 10","1984","Couple + C. GT 16 ","middle vocational","116","0.122132998510213","0.101099858025002","0.143166138995425","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","inadequately","7","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","general elemantary","23","","","","9"
"9 on Scale 1 to 10","1984","1-pers.-HH","middle vocational","59","0.0824859099602322","0.0608835935092005","0.104088226411264","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","middle vocational","205","0.139007452789404","0.121534981165733","0.156479924413076","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","vocational + Abi","18","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher vocational","25","","","","9"
"9 on Scale 1 to 10","1984","Couple + C. LE and GT 16","middle vocational","86","0.133617599603563","0.108082206545179","0.159152992661947","9"
